,Sweet Succulent,Sebon Toe Less,Club Supreme,Red Tides,Zing Zang Lass,Princess Storm,Molly Palms,Slam Dunker
07-01-2023 10:24:00.953384,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:02.255914,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:03.530194,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:04.759033,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:06.051608,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:07.369510,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:08.681103,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:09.938645,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:11.203766,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:12.521314,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.433333333333334)"
07-01-2023 10:24:13.717347,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:14.925231,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:16.108612,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:17.250285,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.560000000000002)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:18.332635,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.6)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:19.395488,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:20.502428,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:21.620852,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.849999999999998)"
07-01-2023 10:24:22.821850,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 12.100000000000001)"
07-01-2023 10:24:24.014141,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.600000000000001)"
07-01-2023 10:24:25.138473,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:24:26.377028,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:24:27.569087,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:24:28.686874,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:29.868145,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:31.023015,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:32.193412,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:33.355093,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:34.510550,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:35.692636,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:36.842665,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:37.945097,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:39.011933,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:40.139236,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:41.318239,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:42.475854,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:43.666914,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:44.827078,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:45.992543,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:47.200280,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.628571428571428)"
07-01-2023 10:24:48.604923,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.5625)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.825)"
07-01-2023 10:24:50.014928,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.577777777777776)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.825)"
07-01-2023 10:24:51.497452,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.577777777777776)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.825)"
07-01-2023 10:24:52.918091,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.577777777777776)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.825)"
07-01-2023 10:24:54.228888,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.577777777777776)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.825)"
07-01-2023 10:24:55.612699,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.577777777777776)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.163636363636364)"
07-01-2023 10:24:56.928055,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.577777777777776)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.163636363636364)"
07-01-2023 10:24:58.121705,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.618181818181817)"
07-01-2023 10:24:59.270955,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:00.441089,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:01.543288,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:02.714335,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:03.888828,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:05.133230,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:06.398227,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 16.3125)"
07-01-2023 10:25:07.678125,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 23.0, 15.581818181818182)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.5, 15.875)"
07-01-2023 10:25:08.925877,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.9)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:10.226214,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.9)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:11.529804,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.9)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:12.731499,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.9)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:14.045919,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.799999999999997)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:15.321507,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.799999999999997)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:16.573970,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.799999999999997)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.875)"
07-01-2023 10:25:17.811466,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.799999999999997)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:19.079238,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:20.359882,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:21.592110,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:22.839092,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:24.091846,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:25.336969,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:26.720204,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 15.9)"
07-01-2023 10:25:28.169278,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 12.100000000000001)"
07-01-2023 10:25:29.567329,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:31.067903,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:32.708993,"(6.0, 10.0, 8.85)","(3.9, 6.2, 3.9232142857142858)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:34.098772,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:35.605304,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:36.851896,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:38.144284,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:39.395637,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:40.567741,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:41.838256,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 19.833333333333332)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:43.075077,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
07-01-2023 10:25:44.198331,"(6.0, 10.0, 8.85)","(3.9, 6.2, 4.220833333333333)","(18.0, 55.0, 29.6875)","(10.0, 22.0, 20.142857142857142)","(6.0, 10.5, 8.772)","(4.0, 6.6, 5.552380952380952)","(6.0, 9.2, 8.81111111111111)","(7.0, 17.0, 16.24615384615385)"
