,Barnfield,Uncle Jeff,Coastal Waters,Light Cruiser,Kowboykabin,Joker Matt,Our Valley,Bodemonster,Danny Zuko,No Slo Mo
08-01-2023 09:01:17.045427,"(8.5, 12.5, 11.869565217391305)","(1.95, 2.4, 2.365925925925926)","(18.0, 24.0, 23.066666666666666)","(10.0, 13.5, 13.131578947368421)","(21.0, 32.0, 30.4)","(10.0, 15.0, 14.61111111111111)","(19.0, 32.0, 30.0)","(31.0, 60.0, 58.285714285714285)","(51.0, 360.0, 222.5)","(4.0, 4.5, 4.493846153846154)"
08-01-2023 09:01:18.077424,"(8.5, 12.5, 11.895833333333334)","(1.95, 2.4, 2.3744444444444444)","(18.0, 24.0, 23.106382978723403)","(10.0, 14.0, 13.2)","(21.0, 32.0, 30.4)","(10.0, 15.0, 14.407407407407407)","(19.0, 32.0, 29.88235294117647)","(31.0, 60.0, 54.0)","(51.0, 360.0, 222.5)","(4.0, 4.5, 4.493846153846154)"
08-01-2023 09:01:19.131009,"(8.5, 12.5, 12.23076923076923)","(1.95, 2.4, 2.3771428571428572)","(18.0, 24.0, 23.106382978723403)","(10.0, 14.0, 13.2)","(21.0, 32.0, 30.4)","(10.0, 15.0, 14.407407407407407)","(19.0, 32.0, 29.88235294117647)","(31.0, 55.0, 52.857142857142854)","(51.0, 360.0, 260.0)","(4.0, 4.5, 4.492857142857143)"
08-01-2023 09:01:20.166980,"(8.5, 13.0, 12.194444444444445)","(1.95, 2.4, 2.3631372549019605)","(17.0, 24.0, 23.096774193548388)","(10.0, 14.0, 13.243243243243244)","(21.0, 32.0, 29.53846153846154)","(10.0, 15.0, 14.272727272727273)","(19.0, 32.0, 29.88235294117647)","(31.0, 55.0, 52.857142857142854)","(51.0, 300.0, 260.0)","(4.0, 4.5, 4.492857142857143)"
08-01-2023 09:01:21.183538,"(8.5, 13.0, 12.175)","(1.95, 2.4, 2.364102564102564)","(17.0, 24.0, 23.096774193548388)","(10.0, 13.5, 13.25)","(21.0, 30.0, 29.25)","(10.0, 15.0, 14.272727272727273)","(19.0, 32.0, 29.88235294117647)","(31.0, 55.0, 52.857142857142854)","(51.0, 300.0, 260.0)","(4.0, 4.6, 4.560526315789473)"
08-01-2023 09:01:22.252136,"(8.5, 13.0, 12.175)","(1.95, 2.4, 2.363404255319149)","(17.0, 24.0, 23.11578947368421)","(10.0, 13.5, 12.8)","(21.0, 30.0, 27.857142857142858)","(10.0, 14.5, 14.46875)","(19.0, 32.0, 29.88235294117647)","(31.0, 55.0, 52.857142857142854)","(51.0, 300.0, 250.0)","(4.0, 4.6, 4.584210526315789)"
08-01-2023 09:01:23.307758,"(8.5, 13.0, 12.175)","(1.95, 2.4, 2.3727692307692307)","(17.0, 24.0, 23.11578947368421)","(10.0, 13.5, 12.817073170731707)","(21.0, 30.0, 27.857142857142858)","(10.0, 14.5, 14.333333333333334)","(18.0, 30.0, 30.0)","(31.0, 55.0, 52.857142857142854)","(51.0, 300.0, 310.0)","(4.0, 4.6, 4.603225806451613)"
08-01-2023 09:01:24.353430,"(8.5, 13.0, 12.214285714285714)","(1.95, 2.4, 2.3659615384615384)","(17.0, 24.0, 23.11578947368421)","(10.0, 13.5, 12.863636363636363)","(21.0, 30.0, 28.666666666666668)","(10.0, 14.5, 14.227272727272727)","(18.0, 32.0, 30.071428571428573)","(31.0, 55.0, 53.125)","(51.0, 350.0, 316.6666666666667)","(4.0, 4.7, 4.646428571428571)"
08-01-2023 09:01:25.402220,"(8.5, 13.0, 12.325581395348838)","(1.95, 2.4, 2.376161616161616)","(17.0, 24.0, 23.1340206185567)","(10.0, 13.0, 12.976190476190476)","(21.0, 29.0, 28.666666666666668)","(10.0, 14.5, 14.333333333333334)","(18.0, 32.0, 29.923076923076923)","(31.0, 55.0, 51.25)","(51.0, 350.0, 316.6666666666667)","(4.0, 4.7, 4.65)"
08-01-2023 09:01:26.458969,"(8.5, 13.0, 12.325581395348838)","(1.95, 2.4, 2.3779775280898874)","(16.0, 24.0, 23.1340206185567)","(10.0, 13.0, 12.844827586206897)","(21.0, 29.0, 28.2)","(10.0, 14.5, 14.4375)","(18.0, 32.0, 30.153846153846153)","(31.0, 55.0, 51.25)","(61.0, 350.0, 341.6666666666667)","(3.9, 4.7, 4.65)"
08-01-2023 09:01:27.497014,"(8.5, 13.0, 12.325581395348838)","(1.95, 2.4, 2.369411764705882)","(16.0, 24.0, 23.1340206185567)","(10.0, 13.0, 12.7)","(21.0, 29.0, 28.2)","(10.0, 14.5, 14.173913043478262)","(18.0, 32.0, 30.071428571428573)","(31.0, 55.0, 51.25)","(61.0, 380.0, 312.0)","(3.9, 4.7, 4.653333333333333)"
08-01-2023 09:01:28.568640,"(8.5, 13.5, 12.785714285714286)","(1.95, 2.4, 2.3897222222222223)","(16.0, 24.0, 23.125)","(10.0, 13.0, 12.73076923076923)","(21.0, 28.0, 26.5)","(10.0, 15.0, 14.2)","(18.0, 32.0, 30.071428571428573)","(31.0, 55.0, 51.25)","(61.0, 420.0, 366.6666666666667)","(3.9, 4.7, 4.694736842105263)"
08-01-2023 09:01:29.619806,"(8.5, 13.0, 12.73076923076923)","(2.0, 2.4, 2.3831818181818183)","(16.0, 24.0, 23.125)","(10.0, 13.0, 12.708333333333334)","(21.0, 28.0, 27.0)","(10.0, 14.5, 14.23913043478261)","(18.0, 32.0, 30.071428571428573)","(31.0, 55.0, 52.5)","(61.0, 410.0, 366.6666666666667)","(3.9, 4.8, 4.694736842105263)"
08-01-2023 09:01:30.681368,"(8.5, 13.0, 12.395833333333334)","(2.0, 2.4, 2.3810256410256407)","(16.0, 24.0, 23.1340206185567)","(10.0, 13.0, 12.708333333333334)","(21.0, 28.0, 26.0)","(10.0, 14.5, 14.015151515151516)","(18.0, 32.0, 30.41176470588235)","(31.0, 55.0, 54.0)","(61.0, 410.0, 366.6666666666667)","(3.9, 4.8, 4.694736842105263)"
08-01-2023 09:01:31.749139,"(8.5, 13.0, 12.395833333333334)","(2.0, 2.4, 2.3810256410256407)","(16.0, 24.0, 23.1340206185567)","(10.0, 13.0, 12.708333333333334)","(21.0, 28.0, 26.0)","(10.0, 14.5, 13.970588235294118)","(18.0, 32.0, 30.071428571428573)","(31.0, 55.0, 54.0)","(61.0, 410.0, 366.6666666666667)","(3.9, 4.8, 4.694736842105263)"
08-01-2023 09:01:32.818013,"(8.5, 13.0, 12.395833333333334)","(2.0, 2.4, 2.381904761904762)","(16.0, 24.0, 23.125)","(10.0, 13.0, 12.578125)","(21.0, 28.0, 26.0)","(10.0, 14.0, 13.944444444444445)","(18.0, 32.0, 30.857142857142858)","(31.0, 55.0, 54.0)","(61.0, 410.0, 375.0)","(3.9, 4.8, 4.694736842105263)"
08-01-2023 09:01:33.860228,"(8.5, 13.0, 12.395833333333334)","(2.0, 2.4, 2.389019607843137)","(16.0, 24.0, 23.125)","(10.0, 13.0, 12.386363636363637)","(21.0, 28.0, 26.2)","(10.0, 14.0, 13.97872340425532)","(18.0, 32.0, 31.6)","(31.0, 55.0, 54.0)","(61.0, 420.0, 375.0)","(3.9, 4.8, 4.7317073170731705)"
08-01-2023 09:01:34.931476,"(8.5, 13.0, 12.325581395348838)","(2.0, 2.4, 2.390833333333333)","(16.0, 24.0, 23.11578947368421)","(10.0, 13.0, 12.386363636363637)","(21.0, 28.0, 26.2)","(10.0, 14.0, 13.92)","(18.0, 32.0, 30.5)","(31.0, 55.0, 54.0)","(61.0, 420.0, 375.0)","(3.9, 4.8, 4.78)"
08-01-2023 09:01:35.989756,"(8.5, 13.0, 12.325581395348838)","(2.0, 2.4, 2.3744927536231883)","(16.0, 24.0, 23.106382978723403)","(10.0, 13.0, 12.386363636363637)","(21.0, 27.0, 26.333333333333332)","(10.0, 14.0, 13.857142857142858)","(18.0, 32.0, 30.5)","(31.0, 55.0, 54.0)","(61.0, 420.0, 275.0)","(3.9, 4.9, 4.826666666666667)"
08-01-2023 09:01:37.026045,"(8.5, 13.0, 12.333333333333334)","(2.0, 2.38, 2.3592)","(16.0, 24.0, 23.106382978723403)","(10.0, 13.0, 12.386363636363637)","(21.0, 27.0, 26.6)","(10.0, 14.0, 13.857142857142858)","(18.0, 32.0, 30.5)","(31.0, 55.0, 54.0)","(61.0, 300.0, 275.0)","(3.9, 4.9, 4.826666666666667)"
08-01-2023 09:01:38.054881,"(8.5, 13.0, 12.36111111111111)","(2.0, 2.38, 2.3529729729729727)","(16.0, 24.0, 23.122222222222224)","(10.0, 13.0, 12.386363636363637)","(21.0, 30.0, 27.81818181818182)","(10.0, 14.5, 13.76086956521739)","(18.0, 32.0, 30.5)","(31.0, 55.0, 54.0)","(61.0, 300.0, 260.0)","(3.9, 4.9, 4.826666666666667)"
08-01-2023 09:01:39.129219,"(8.5, 13.0, 12.371428571428572)","(2.0, 2.38, 2.3529729729729727)","(16.0, 24.0, 23.102272727272727)","(10.0, 13.0, 12.386363636363637)","(21.0, 30.0, 27.666666666666668)","(10.0, 14.5, 13.605263157894736)","(18.0, 30.0, 29.5)","(31.0, 55.0, 54.0)","(61.0, 290.0, 252.5)","(3.9, 4.9, 4.800000000000001)"
08-01-2023 09:01:40.179369,"(8.5, 13.0, 12.371428571428572)","(2.0, 2.38, 2.3529729729729727)","(16.0, 24.0, 23.102272727272727)","(10.0, 13.0, 12.386363636363637)","(20.0, 30.0, 28.625)","(10.0, 14.5, 13.76086956521739)","(18.0, 30.0, 29.666666666666668)","(31.0, 55.0, 54.125)","(61.0, 290.0, 252.5)","(3.9, 4.9, 4.942857142857143)"
08-01-2023 09:01:41.220734,"(8.5, 13.0, 12.435897435897436)","(2.0, 2.38, 2.3698039215686273)","(16.0, 24.0, 23.13186813186813)","(10.0, 13.0, 12.448979591836734)","(20.0, 29.0, 29.23076923076923)","(10.0, 14.5, 13.76086956521739)","(18.0, 30.0, 29.142857142857142)","(31.0, 55.0, 54.125)","(61.0, 290.0, 252.5)","(3.9, 5.0, 5.002941176470588)"
08-01-2023 09:01:42.272586,"(9.0, 13.0, 12.435897435897436)","(2.0, 2.38, 2.3646666666666665)","(16.0, 24.0, 23.122222222222224)","(10.0, 13.0, 12.511627906976745)","(18.0, 32.0, 29.23076923076923)","(10.0, 14.5, 13.76086956521739)","(18.0, 30.0, 29.11111111111111)","(31.0, 55.0, 54.125)","(61.0, 290.0, 252.5)","(3.9, 5.1, 4.964)"
08-01-2023 09:01:43.332467,"(9.0, 13.0, 12.435897435897436)","(2.0, 2.38, 2.3646666666666665)","(16.0, 24.0, 23.122222222222224)","(10.0, 13.0, 12.511627906976745)","(18.0, 30.0, 26.666666666666668)","(10.0, 14.5, 13.384615384615385)","(18.0, 30.0, 27.75)","(31.0, 55.0, 54.125)","(61.0, 290.0, 252.5)","(3.9, 5.1, 4.927272727272727)"
08-01-2023 09:01:44.358580,"(9.0, 13.0, 12.12)","(2.0, 2.38, 2.3688)","(16.0, 24.0, 23.13186813186813)","(10.0, 13.0, 12.511627906976745)","(18.0, 28.0, 26.666666666666668)","(10.0, 13.5, 13.307692307692308)","(18.0, 29.0, 27.0)","(31.0, 55.0, 54.125)","(61.0, 290.0, 252.5)","(3.9, 5.0, 4.8677419354838705)"
08-01-2023 09:01:45.406618,"(9.0, 13.0, 12.1)","(2.0, 2.38, 2.3688)","(16.0, 24.0, 23.13186813186813)","(10.0, 13.0, 12.511627906976745)","(18.0, 28.0, 26.8)","(10.0, 13.5, 13.347826086956522)","(18.0, 28.0, 25.375)","(31.0, 55.0, 75.41666666666666)","(61.0, 290.0, 252.5)","(3.9, 5.1, 5.036)"
08-01-2023 09:01:46.468657,"(9.0, 13.0, 12.31578947368421)","(2.0, 2.38, 2.329090909090909)","(16.0, 24.0, 23.134831460674157)","(10.0, 13.0, 12.681818181818182)","(18.0, 28.0, 26.857142857142858)","(10.0, 13.5, 13.4)","(18.0, 28.0, 25.90909090909091)","(31.0, 95.0, 75.41666666666666)","(61.0, 290.0, 260.0)","(3.9, 5.1, 5.096)"
08-01-2023 09:01:47.519730,"(9.0, 13.0, 12.133333333333333)","(2.0, 2.34, 2.296923076923077)","(16.0, 24.0, 23.134831460674157)","(10.0, 13.5, 12.681818181818182)","(18.0, 28.0, 27.428571428571427)","(10.0, 13.5, 13.461538461538462)","(18.0, 27.0, 25.90909090909091)","(31.0, 95.0, 85.33333333333334)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 5.066666666666666)"
08-01-2023 09:01:48.572437,"(9.0, 13.0, 12.235294117647058)","(2.0, 2.34, 2.296923076923077)","(16.0, 24.0, 23.16304347826087)","(10.0, 13.5, 12.789473684210526)","(18.0, 28.0, 27.384615384615383)","(10.0, 13.5, 13.533333333333333)","(18.0, 27.0, 26.153846153846153)","(31.0, 90.0, 81.6)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 5.053333333333334)"
08-01-2023 09:01:49.601939,"(9.0, 13.0, 12.25531914893617)","(2.0, 2.32, 2.3166666666666664)","(16.0, 24.0, 23.144444444444446)","(10.0, 13.5, 13.166666666666666)","(18.0, 28.0, 27.384615384615383)","(10.0, 14.0, 13.08695652173913)","(18.0, 28.0, 26.153846153846153)","(31.0, 90.0, 81.6)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 5.027450980392157)"
08-01-2023 09:01:50.659880,"(9.0, 13.0, 12.25531914893617)","(2.0, 2.32, 2.2983333333333333)","(16.0, 24.0, 23.144444444444446)","(10.0, 14.0, 13.08)","(18.0, 28.0, 27.384615384615383)","(10.0, 14.0, 13.543478260869565)","(18.0, 28.0, 26.153846153846153)","(31.0, 90.0, 81.6)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 4.9750000000000005)"
08-01-2023 09:01:51.703156,"(9.0, 12.5, 12.28125)","(2.0, 2.32, 2.2824299065420557)","(16.0, 24.0, 23.144444444444446)","(10.0, 14.0, 13.08)","(18.0, 28.0, 27.384615384615383)","(10.0, 14.0, 13.543478260869565)","(18.0, 28.0, 26.666666666666668)","(31.0, 90.0, 81.6)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 4.967241379310345)"
08-01-2023 09:01:52.757505,"(9.0, 12.5, 12.28125)","(2.0, 2.32, 2.279672131147541)","(16.0, 24.0, 23.144444444444446)","(10.0, 14.0, 13.08)","(18.0, 28.0, 27.384615384615383)","(10.0, 14.0, 13.596153846153847)","(18.0, 28.0, 26.736842105263158)","(31.0, 90.0, 81.6)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 4.963157894736843)"
08-01-2023 09:01:53.814753,"(9.0, 12.5, 12.28125)","(2.0, 2.32, 2.279672131147541)","(16.0, 24.0, 23.144444444444446)","(10.0, 14.0, 13.08)","(18.0, 28.0, 26.9)","(10.0, 14.0, 13.613636363636363)","(18.0, 28.0, 27.0)","(31.0, 90.0, 81.6)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 4.95)"
08-01-2023 09:01:54.880196,"(9.0, 12.5, 12.31578947368421)","(2.0, 2.28, 2.278620689655172)","(16.0, 24.0, 23.151162790697676)","(10.0, 14.0, 13.258064516129032)","(18.0, 29.0, 26.967741935483872)","(10.0, 14.0, 13.645833333333334)","(18.0, 28.0, 26.22222222222222)","(31.0, 90.0, 82.36363636363637)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 5.013333333333334)"
08-01-2023 09:01:55.939142,"(9.0, 13.5, 12.602564102564102)","(2.0, 2.3, 2.281643835616438)","(16.0, 24.0, 23.160919540229884)","(10.0, 14.0, 13.258064516129032)","(18.0, 29.0, 26.82758620689655)","(10.0, 14.0, 13.645833333333334)","(18.0, 28.0, 27.210526315789473)","(31.0, 90.0, 78.83333333333334)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 5.013333333333334)"
08-01-2023 09:01:56.994744,"(9.0, 13.5, 12.602564102564102)","(2.0, 2.3, 2.281388888888889)","(16.0, 24.0, 23.141176470588235)","(10.0, 14.0, 13.178571428571429)","(18.0, 29.0, 26.82758620689655)","(10.0, 14.0, 13.645833333333334)","(18.0, 28.0, 27.210526315789473)","(31.0, 85.0, 79.71428571428572)","(61.0, 290.0, 273.33333333333337)","(3.9, 5.2, 5.04)"
08-01-2023 09:01:58.053262,"(9.0, 13.5, 12.602564102564102)","(2.0, 2.32, 2.2858823529411763)","(16.0, 24.0, 23.141176470588235)","(10.0, 13.5, 12.789473684210526)","(18.0, 29.0, 26.82758620689655)","(10.0, 14.0, 13.645833333333334)","(18.0, 28.0, 27.210526315789473)","(31.0, 85.0, 79.71428571428572)","(61.0, 290.0, 273.33333333333337)","(4.0, 5.1, 4.753846153846154)"
08-01-2023 09:01:59.125204,"(9.0, 14.0, 13.846153846153847)","(2.0, 2.32, 2.282222222222222)","(16.0, 24.0, 23.291666666666668)","(10.0, 14.0, 12.8)","(18.0, 29.0, 26.967741935483872)","(10.0, 14.5, 13.958333333333334)","(18.0, 28.0, 27.25)","(31.0, 90.0, 84.0)","(61.0, 290.0, 273.33333333333337)","(4.0, 4.8, 4.85)"
08-01-2023 09:02:00.186004,"(9.0, 14.0, 13.785714285714286)","(2.0, 2.3, 2.278461538461538)","(16.0, 24.0, 23.369565217391305)","(10.0, 13.5, 13.277777777777779)","(18.0, 29.0, 26.967741935483872)","(10.0, 14.5, 14.066666666666666)","(18.0, 28.0, 27.11764705882353)","(31.0, 90.0, 79.71428571428572)","(61.0, 290.0, 273.33333333333337)","(4.0, 4.9, 4.880645161290323)"
08-01-2023 09:02:01.268300,"(9.0, 14.0, 13.785714285714286)","(2.0, 2.32, 2.2877777777777775)","(16.0, 24.0, 23.377777777777776)","(10.0, 13.5, 12.9375)","(18.0, 29.0, 26.967741935483872)","(10.0, 14.5, 14.066666666666666)","(18.0, 28.0, 27.11764705882353)","(31.0, 85.0, 79.71428571428572)","(61.0, 290.0, 273.33333333333337)","(4.0, 4.9, 4.880645161290323)"
08-01-2023 09:02:02.316174,"(9.0, 14.0, 13.785714285714286)","(2.0, 2.32, 2.2877777777777775)","(16.0, 24.0, 23.386363636363637)","(10.0, 13.0, 12.88888888888889)","(18.0, 29.0, 33.75)","(10.0, 14.5, 15.114285714285714)","(18.0, 28.0, 33.75)","(31.0, 85.0, 88.0)","(61.0, 290.0, 9375.3125)","(4.0, 4.9, 4.754545454545455)"
08-01-2023 09:02:03.350334,"(9.0, 15.5, 13.242857142857142)","(2.0, 2.4, 2.2734939759036146)","(16.0, 30.0, 25.833333333333336)","(10.0, 15.5, 13.266666666666666)","(18.0, 48.0, 33.75)","(10.0, 20.0, 15.114285714285714)","(18.0, 48.0, 33.75)","(31.0, 140.0, 88.0)","(61.0, 99999, 5039.5)","(4.0, 6.6, 4.754545454545455)"
08-01-2023 09:02:04.396578,"(9.0, 15.5, 14.376923076923077)","(2.0, 2.4, 2.2734939759036146)","(16.0, 30.0, 25.833333333333336)","(10.0, 15.5, 13.266666666666666)","(18.0, 48.0, 33.75)","(10.0, 20.0, 15.114285714285714)","(18.0, 48.0, 33.75)","(31.0, 140.0, 88.0)","(61.0, 99999, 5039.5)","(4.0, 6.6, 4.666666666666667)"
08-01-2023 09:02:05.437307,"(9.0, 15.5, 14.376923076923077)","(2.0, 2.4, 2.2734939759036146)","(16.0, 30.0, 24.0)","(10.0, 15.5, 13.266666666666666)","(18.0, 44.0, 31.75)","(10.0, 20.0, 15.114285714285714)","(18.0, 48.0, 33.75)","(31.0, 140.0, 88.0)","(61.0, 99999, 5039.5)","(4.0, 6.6, 4.666666666666667)"
08-01-2023 09:02:06.450816,"(9.0, 15.5, 14.376923076923077)","(2.0, 2.4, 2.2734939759036146)","(16.0, 30.0, 24.0)","(10.0, 15.5, 13.266666666666666)","(18.0, 46.0, 32.75)","(10.0, 20.0, 15.114285714285714)","(18.0, 48.0, 33.75)","(31.0, 140.0, 88.0)","(61.0, 99999, 5039.5)","(4.0, 6.6, 4.666666666666667)"
08-01-2023 09:02:07.503925,"(9.0, 15.5, 14.376923076923077)","(2.0, 2.4, 2.2734939759036146)","(16.0, 25.0, 19.75)","(10.0, 15.5, 13.266666666666666)","(18.0, 46.0, 32.75)","(10.0, 20.0, 11.600000000000001)","(18.0, 48.0, 33.75)","(31.0, 140.0, 88.0)","(61.0, 99999, 5039.5)","(4.0, 6.6, 6.579284369114877)"
08-01-2023 09:02:08.528169,"(9.0, 15.5, 14.376923076923077)","(2.0, 2.4, 2.2734939759036146)","(16.0, 25.0, 19.75)","(10.0, 15.5, 11.166666666666666)","(18.0, 46.0, 32.75)","(10.0, 20.0, 11.600000000000001)","(18.0, 48.0, 33.75)","(31.0, 140.0, 88.0)","(61.0, 99999, 5039.5)","(4.0, 6.6, 6.579284369114877)"
