,Gilberts Gold,Grand Chief,Mr Tangles,Royal Tonic,Barrys Galah,Falsetto,Indiana Falls,Miss Rinehart,Mount Coni,Tomboys Spirit
16-12-2022 14:29:54.805247,"(18.0, 26.0, 24.153846153846153)","(61.0, 210.0, 110.0)","(19.0, 44.0, 42.38461538461539)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 38.333333333333336)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:29:55.854695,"(18.0, 26.0, 24.153846153846153)","(61.0, 210.0, 172.5)","(19.0, 44.0, 42.38461538461539)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 38.333333333333336)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:29:56.877704,"(18.0, 26.0, 24.153846153846153)","(61.0, 200.0, 146.0)","(19.0, 42.0, 39.285714285714285)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 38.333333333333336)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:29:57.930020,"(18.0, 26.0, 24.153846153846153)","(61.0, 200.0, 146.0)","(19.0, 42.0, 38.54545454545455)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 38.333333333333336)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:29:58.971039,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 140.0)","(19.0, 42.0, 29.333333333333332)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 38.333333333333336)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:29:59.999533,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 140.0)","(19.0, 42.0, 29.333333333333332)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 38.333333333333336)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:01.064397,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 140.0)","(19.0, 42.0, 33.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 175.0)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 40.0)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:02.111616,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 42.0, 39.75)","(20.0, 55.0, 41.0)","(51.0, 230.0, 161.42857142857144)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 48.18181818181819)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:03.143221,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 31.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 161.42857142857144)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 48.18181818181819)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:04.190162,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 161.42857142857144)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 48.18181818181819)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:05.227845,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 161.42857142857144)","(1.45, 1.63, 1.5548780487804879)","(21.0, 55.0, 48.18181818181819)","(101.0, 620.0, 490.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:06.266444,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 161.42857142857144)","(1.45, 1.63, 1.5613861386138614)","(21.0, 55.0, 48.18181818181819)","(101.0, 620.0, 375.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:07.302833,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 170.0)","(1.45, 1.63, 1.5607692307692307)","(21.0, 55.0, 37.75)","(101.0, 380.0, 375.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:08.336807,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 170.0)","(1.45, 1.63, 1.5607692307692307)","(21.0, 55.0, 37.75)","(101.0, 380.0, 375.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:09.402840,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 170.0)","(1.45, 1.63, 1.5607692307692307)","(21.0, 55.0, 37.75)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:10.453918,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 170.0)","(1.45, 1.63, 1.5607692307692307)","(21.0, 55.0, 37.75)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:11.484992,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(19.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 170.0)","(1.45, 1.63, 1.5607692307692307)","(21.0, 55.0, 37.75)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:12.517453,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(18.0, 40.0, 37.0)","(20.0, 55.0, 41.0)","(51.0, 230.0, 170.0)","(1.45, 1.63, 1.556179775280899)","(21.0, 55.0, 41.2)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:13.570236,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(18.0, 40.0, 29.5)","(20.0, 55.0, 41.0)","(51.0, 230.0, 113.75)","(1.45, 1.6, 1.556179775280899)","(21.0, 55.0, 48.72727272727273)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:14.596577,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(18.0, 40.0, 29.5)","(20.0, 55.0, 41.0)","(51.0, 230.0, 113.75)","(1.45, 1.6, 1.5556818181818182)","(21.0, 55.0, 48.72727272727273)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:15.644714,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 143.125)","(18.0, 40.0, 29.5)","(20.0, 55.0, 41.0)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.6, 1.5556818181818182)","(21.0, 55.0, 50.4)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.1)","(6.5, 9.8, 9.533333333333333)"
16-12-2022 14:30:16.678051,"(18.0, 26.0, 24.153846153846153)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 29.5)","(20.0, 55.0, 41.0)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.6, 1.5591666666666668)","(21.0, 55.0, 50.4)","(101.0, 380.0, 370.0)","(5.0, 7.2, 7.08)","(6.5, 9.8, 9.142857142857142)"
16-12-2022 14:30:17.712816,"(18.0, 26.0, 23.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 30.666666666666668)","(20.0, 55.0, 41.0)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.6, 1.5526373626373626)","(21.0, 55.0, 50.4)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.142857142857142)"
16-12-2022 14:30:18.764033,"(18.0, 26.0, 23.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 30.666666666666668)","(20.0, 55.0, 41.0)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5553333333333335)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:19.815099,"(18.0, 26.0, 23.176470588235293)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 30.666666666666668)","(20.0, 55.0, 41.0)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5689285714285715)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:20.848875,"(18.0, 26.0, 23.176470588235293)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 36.5)","(20.0, 55.0, 49.75)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.549642857142857)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.657142857142857)"
16-12-2022 14:30:21.903150,"(18.0, 26.0, 23.428571428571427)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 38.13333333333333)","(20.0, 55.0, 45.5)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.55, 1.5553333333333335)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:22.940133,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 38.13333333333333)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5548648648648649)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:23.984348,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 38.13333333333333)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5554929577464789)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 370.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:25.004686,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 38.13333333333333)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 380.0, 490.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:26.063049,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 40.0, 38.13333333333333)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 470.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:27.096970,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 44.0, 42.714285714285715)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 470.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:28.141164,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 44.0, 42.714285714285715)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 475.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:29.157957,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 44.0, 42.8)","(20.0, 55.0, 51.2)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 475.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:30.203021,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 48.0, 46.53333333333333)","(20.0, 55.0, 51.2)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 475.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:31.219574,"(18.0, 26.0, 24.0)","(61.0, 190.0, 154.28571428571428)","(18.0, 48.0, 46.53333333333333)","(20.0, 55.0, 51.2)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 475.0)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:32.267143,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 46.53333333333333)","(20.0, 55.0, 51.2)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5554929577464789)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 603.6734693877552)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:33.284954,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 51.2)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5554929577464789)","(21.0, 55.0, 50.81818181818181)","(101.0, 620.0, 611.6666666666667)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:34.318987,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 50.14285714285714)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5554929577464789)","(21.0, 55.0, 51.5)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:35.344968,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5554929577464789)","(21.0, 55.0, 51.5)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:36.390120,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5675000000000001)","(21.0, 55.0, 51.5)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.2)"
16-12-2022 14:30:37.430832,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 51.5)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 10.125)"
16-12-2022 14:30:38.486543,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 51.5)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.5, 10.125)"
16-12-2022 14:30:39.500839,"(18.0, 26.0, 24.0)","(61.0, 190.0, 140.0)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 51.5)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:30:40.540997,"(18.0, 26.0, 24.0)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.58, 1.5675000000000001)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:30:41.563445,"(18.0, 26.0, 24.0)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.5606250000000002)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:30:42.597879,"(18.0, 26.0, 24.0)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.5606250000000002)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:30:43.632558,"(18.0, 26.0, 24.0)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.5606250000000002)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.375)"
16-12-2022 14:30:44.667698,"(18.0, 26.0, 24.0)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.5606250000000002)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:45.687976,"(18.0, 26.0, 24.0)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.5572093023255815)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.583333333333334)"
16-12-2022 14:30:46.737449,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.57, 1.52)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.84375)"
16-12-2022 14:30:47.785979,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5433333333333334)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.583333333333334)"
16-12-2022 14:30:48.808982,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5433333333333334)","(21.0, 55.0, 42.333333333333336)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.583333333333334)"
16-12-2022 14:30:49.847437,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 52.16666666666667)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5716727272727273)","(21.0, 55.0, 52.07692307692308)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:50.905192,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 50.14285714285714)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5347887323943663)","(21.0, 55.0, 52.07692307692308)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.821428571428571)"
16-12-2022 14:30:51.938606,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5347887323943663)","(21.0, 55.0, 52.07692307692308)","(101.0, 620.0, 612.3076923076924)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:52.968634,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 48.0, 45.8)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5398507462686568)","(21.0, 55.0, 52.07692307692308)","(101.0, 620.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.821428571428571)"
16-12-2022 14:30:54.015090,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.539090909090909)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:55.064160,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:56.095693,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:57.127162,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.375)"
16-12-2022 14:30:58.174636,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.0, 9.28125)"
16-12-2022 14:30:59.220479,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 126.66666666666666)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:31:00.261518,"(18.0, 26.0, 23.75)","(61.0, 190.0, 106.66666666666666)","(18.0, 46.0, 42.36363636363636)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 152.5)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 592.9268292682927)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:31:01.289435,"(18.0, 26.0, 23.75)","(61.0, 190.0, 115.0)","(18.0, 46.0, 36.5)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 152.5)","(1.45, 1.59, 1.5375)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 594.0816326530612)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:31:02.339506,"(18.0, 26.0, 23.75)","(61.0, 190.0, 115.0)","(18.0, 46.0, 36.5)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 152.5)","(1.45, 1.59, 1.538421052631579)","(21.0, 55.0, 52.07692307692308)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.08)","(6.5, 10.5, 9.28125)"
16-12-2022 14:31:03.375097,"(18.0, 26.0, 23.75)","(61.0, 190.0, 143.125)","(18.0, 46.0, 42.54545454545455)","(20.0, 55.0, 50.77777777777778)","(51.0, 230.0, 171.875)","(1.45, 1.59, 1.538421052631579)","(21.0, 55.0, 48.833333333333336)","(101.0, 610.0, 595.2830188679245)","(5.0, 7.4, 7.02)","(6.5, 10.5, 9.5)"
16-12-2022 14:31:04.437993,"(18.0, 26.0, 24.4)","(61.0, 190.0, 143.125)","(18.0, 40.0, 32.5)","(20.0, 55.0, 47.666666666666664)","(51.0, 230.0, 171.875)","(1.45, 1.59, 1.5564705882352943)","(21.0, 50.0, 48.0)","(101.0, 610.0, 568.8235294117648)","(5.0, 7.2, 7.033333333333333)","(6.5, 10.0, 9.5)"
16-12-2022 14:31:05.454081,"(18.0, 26.0, 24.4)","(61.0, 190.0, 130.0)","(18.0, 34.0, 31.0)","(20.0, 55.0, 47.666666666666664)","(51.0, 230.0, 171.875)","(1.45, 1.58, 1.5564705882352943)","(21.0, 50.0, 48.0)","(101.0, 610.0, 594.0816326530612)","(5.0, 7.2, 7.165517241379311)","(6.5, 10.0, 9.5)"
