,Mr Skylark,Sirius Keith,Cosmic Tom Tom,Aerobic Bella,Regal Pursuit,Switched Out,Skylark Tiara
06-01-2023 14:04:57.561753,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:04:58.715853,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:04:59.746996,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:00.650956,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:01.639667,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 100.0)"
06-01-2023 14:05:02.701613,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:04.013511,"(4.4, 7.0, 5.3999999999999995)","(3.7, 7.8, 5.9)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:05.335338,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:06.627296,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:08.026878,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.63)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:09.362234,"(4.4, 7.0, 5.38)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:10.538489,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:11.678032,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:12.889403,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:14.066070,"(4.4, 7.0, 5.3999999999999995)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:15.118600,"(4.4, 7.0, 5.3999999999999995)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:16.195993,"(4.4, 7.0, 5.32)","(3.7, 7.8, 5.949999999999999)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:17.176228,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:18.288959,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:19.408118,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:20.515447,"(4.4, 7.0, 5.38)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.921428571428572)","(61.0, 350.0, 92.85714285714286)"
06-01-2023 14:05:21.551228,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 350.0, 98.33333333333334)"
06-01-2023 14:05:22.586301,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:23.690307,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:24.925387,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.15)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:25.994346,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.0)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:27.082746,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.0)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:28.236941,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.0)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:29.639649,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:30.974542,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:32.205364,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:33.465047,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:34.685539,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:35.949022,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:37.166055,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 98.33333333333334)"
06-01-2023 14:05:38.397686,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:39.827390,"(4.4, 7.0, 5.38)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:41.007169,"(4.4, 7.0, 5.38)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:42.277947,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:43.501594,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:44.591486,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.5999999999999996)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:45.763110,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.82, 2.495)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:46.980198,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.7)","(61.0, 340.0, 91.42857142857143)"
06-01-2023 14:05:48.204212,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 178.1818181818182)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.7)","(61.0, 340.0, 100.0)"
06-01-2023 14:05:49.428873,"(4.4, 7.0, 5.32)","(3.7, 7.8, 6.3)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.7)","(61.0, 340.0, 100.0)"
06-01-2023 14:05:50.658729,"(4.4, 7.0, 5.38)","(3.7, 7.8, 6.3)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 4.7375)","(61.0, 340.0, 106.66666666666666)"
06-01-2023 14:05:51.852655,"(4.4, 7.0, 5.38)","(3.7, 7.8, 5.25)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 4.7375)","(61.0, 340.0, 104.28571428571428)"
06-01-2023 14:05:52.972616,"(4.4, 7.0, 5.266666666666667)","(3.7, 7.8, 5.25)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 19.92857142857143)","(2.15, 2.84, 2.495)","(4.0, 7.4, 6.335000000000001)","(61.0, 340.0, 104.28571428571428)"
06-01-2023 14:05:54.166074,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.3)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 19.92857142857143)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 104.28571428571428)"
06-01-2023 14:05:55.313976,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.342857142857143)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 19.92857142857143)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 104.28571428571428)"
06-01-2023 14:05:56.547602,"(4.4, 7.0, 5.3999999999999995)","(3.7, 7.8, 6.342857142857143)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:05:57.709039,"(4.4, 7.0, 5.3999999999999995)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:05:58.721512,"(4.4, 7.0, 4.942857142857142)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:05:59.848155,"(4.4, 7.0, 4.942857142857142)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:01.021632,"(4.4, 7.0, 4.942857142857142)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.65)","(61.0, 340.0, 115.0)"
06-01-2023 14:06:02.177917,"(4.4, 7.0, 5.527272727272727)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:03.274103,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:04.409508,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:05.596853,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:06.853985,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:07.998040,"(4.4, 7.0, 5.44)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:09.126860,"(4.4, 7.0, 5.5)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:10.183678,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 108.57142857142857)"
06-01-2023 14:06:11.280660,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 340.0, 113.33333333333334)"
06-01-2023 14:06:12.460843,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 4.85)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:13.633404,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:14.757327,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:15.823881,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:16.951754,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:18.096407,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:19.231315,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 113.33333333333334)"
06-01-2023 14:06:20.328440,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:21.483618,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:22.607279,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:23.752428,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:24.937928,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:26.316674,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:27.553625,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.495)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:28.920067,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.84, 2.63)","(4.0, 7.4, 5.75)","(61.0, 330.0, 117.5)"
06-01-2023 14:06:30.292132,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.88, 2.65)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:31.646400,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.65)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:32.893321,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.65)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:34.188301,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.65)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:35.421912,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.65)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:36.649226,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.65)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:37.904035,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.408421052631579)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:39.111450,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.92, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:40.251732,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:41.448893,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:42.688951,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 111.42857142857143)"
06-01-2023 14:06:43.829309,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:45.178717,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:46.425808,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 18.083333333333332)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:47.715760,"(4.4, 7.0, 5.56)","(3.7, 7.8, 6.525)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 25.772727272727273)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.75)","(61.0, 330.0, 115.71428571428572)"
06-01-2023 14:06:48.937716,"(4.4, 7.0, 5.56)","(3.7, 7.8, 5.945454545454545)","(31.0, 300.0, 78.33333333333334)","(15.0, 36.0, 28.96875)","(2.15, 2.9, 2.6399999999999997)","(4.0, 7.4, 5.876923076923077)","(61.0, 330.0, 115.71428571428572)"
