,Alembee,Conspiracist,Galbalan,Iaintnorockfairy,Smugglers Mate,Turbo Toronado,Annie Belle,Magic Garden,Tee Cee Tracey,Benalta Rain,Persuasive Star
10-01-2023 13:53:23.883998,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.6136363636363633)","(2.4, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 32.0, 30.333333333333332)","(21.0, 85.0, 78.75)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:25.126998,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.6136363636363633)","(2.4, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 32.0, 29.0)","(21.0, 85.0, 78.75)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:26.460994,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.6136363636363633)","(2.35, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 30.0, 29.0)","(21.0, 85.0, 78.75)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:28.109400,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.6136363636363633)","(2.35, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 30.0, 29.0)","(21.0, 85.0, 78.75)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:29.521999,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 30.0, 28.333333333333332)","(21.0, 85.0, 78.75)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:30.721178,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 29.0, 28.333333333333332)","(21.0, 85.0, 78.75)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:31.936556,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 65.5)","(15.0, 29.0, 28.333333333333332)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:33.161073,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.672)","(51.0, 110.0, 68.33333333333333)","(26.0, 130.0, 69.33333333333333)","(15.0, 29.0, 32.6)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:34.569001,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.652941176470588)","(51.0, 110.0, 68.33333333333333)","(26.0, 120.0, 69.33333333333333)","(15.0, 34.0, 32.6)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:35.969871,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.6580645161290324)","(51.0, 110.0, 72.5)","(26.0, 120.0, 66.0)","(15.0, 34.0, 32.6)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:37.540466,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.672)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 34.0, 30.333333333333332)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:38.847934,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.6346153846153846)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 32.0, 30.333333333333332)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:40.022584,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.646551724137931)","(2.35, 2.78, 2.6310344827586207)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 32.0, 30.333333333333332)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:41.276109,"(5.0, 6.6, 6.3)","(3.0, 3.75, 3.6900000000000004)","(2.35, 2.78, 2.6310344827586207)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 32.0, 29.0)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:42.600658,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.6310344827586207)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 30.0, 29.0)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.666666666666666)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:43.976817,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.6310344827586207)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 30.0, 29.0)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:45.388981,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.6310344827586207)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 30.0, 28.333333333333332)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 170.0)"
10-01-2023 13:53:46.716274,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.6310344827586207)","(51.0, 110.0, 72.5)","(26.0, 110.0, 66.0)","(15.0, 29.0, 28.0)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 215.0)"
10-01-2023 13:53:48.102722,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.6072)","(51.0, 110.0, 116.66666666666666)","(26.0, 110.0, 66.0)","(15.0, 29.0, 28.0)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 215.0)"
10-01-2023 13:53:49.497447,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 230.0, 113.33333333333334)","(26.0, 110.0, 66.0)","(15.0, 29.0, 31.666666666666668)","(21.0, 85.0, 72.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:51.167342,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 220.0, 110.0)","(26.0, 110.0, 66.0)","(15.0, 34.0, 31.666666666666668)","(21.0, 85.0, 80.9090909090909)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:52.623474,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 210.0, 106.66666666666666)","(26.0, 110.0, 70.5)","(15.0, 34.0, 31.666666666666668)","(21.0, 85.0, 82.0)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:54.209645,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 200.0, 106.66666666666666)","(26.0, 150.0, 70.5)","(15.0, 34.0, 29.5)","(21.0, 85.0, 64.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:55.691227,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 200.0, 106.66666666666666)","(26.0, 150.0, 70.5)","(15.0, 32.0, 29.5)","(21.0, 85.0, 64.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:57.091294,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 200.0, 106.66666666666666)","(26.0, 150.0, 70.5)","(15.0, 32.0, 28.5)","(21.0, 85.0, 64.5)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:58.486265,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 200.0, 106.66666666666666)","(26.0, 150.0, 70.5)","(15.0, 30.0, 28.5)","(21.0, 85.0, 54.25)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:53:59.911793,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.606923076923077)","(51.0, 200.0, 106.66666666666666)","(26.0, 150.0, 70.5)","(15.0, 30.0, 28.5)","(21.0, 85.0, 49.857142857142854)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:01.255704,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6900000000000004)","(2.35, 2.78, 2.619285714285714)","(51.0, 200.0, 106.66666666666666)","(26.0, 150.0, 70.5)","(15.0, 30.0, 28.333333333333332)","(21.0, 85.0, 57.666666666666664)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.785714285714286)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:02.586332,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6965909090909093)","(2.35, 2.78, 2.7439999999999998)","(51.0, 200.0, 125.0)","(26.0, 150.0, 65.2)","(15.0, 29.0, 28.333333333333332)","(21.0, 85.0, 66.36363636363636)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(8.5, 12.5, 12.222222222222221)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:03.941484,"(5.0, 6.6, 6.3)","(3.0, 3.7, 3.6965909090909093)","(2.35, 2.76, 2.710769230769231)","(51.0, 190.0, 100.0)","(26.0, 150.0, 65.2)","(15.0, 29.0, 28.333333333333332)","(21.0, 85.0, 55.833333333333336)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.5, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:05.349136,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.637755102040816)","(2.35, 2.76, 2.7333333333333334)","(51.0, 180.0, 100.0)","(26.0, 150.0, 65.2)","(15.0, 29.0, 32.6)","(21.0, 85.0, 57.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:06.792286,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.637755102040816)","(2.35, 2.76, 2.7333333333333334)","(51.0, 180.0, 100.0)","(26.0, 150.0, 65.2)","(15.0, 34.0, 32.6)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:08.246913,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.637755102040816)","(2.35, 2.76, 2.755371900826446)","(51.0, 180.0, 100.0)","(26.0, 150.0, 76.0)","(15.0, 34.0, 32.6)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:09.769538,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.6357142857142857)","(2.35, 2.76, 2.755371900826446)","(51.0, 180.0, 130.0)","(26.0, 140.0, 65.5)","(15.0, 34.0, 30.333333333333332)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:11.218626,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.6357142857142857)","(2.35, 2.76, 2.755371900826446)","(51.0, 200.0, 130.0)","(26.0, 130.0, 65.5)","(15.0, 32.0, 30.333333333333332)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:12.663619,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.6357142857142857)","(2.35, 2.76, 2.755371900826446)","(51.0, 200.0, 95.0)","(26.0, 130.0, 65.5)","(15.0, 32.0, 30.333333333333332)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:14.022340,"(5.0, 6.6, 6.49090909090909)","(3.0, 3.65, 3.6357142857142857)","(2.35, 2.76, 2.755371900826446)","(51.0, 200.0, 95.0)","(26.0, 130.0, 65.5)","(15.0, 32.0, 29.0)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(8.5, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:15.404796,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.755371900826446)","(61.0, 200.0, 95.0)","(31.0, 130.0, 65.5)","(16.0, 30.0, 29.0)","(21.0, 85.0, 67.5)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:16.786888,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 106.66666666666666)","(31.0, 130.0, 65.5)","(16.0, 30.0, 29.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:18.192360,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 106.66666666666666)","(31.0, 130.0, 65.5)","(16.0, 30.0, 28.333333333333332)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:19.581399,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 106.66666666666666)","(31.0, 130.0, 65.5)","(16.0, 29.0, 28.333333333333332)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:20.951096,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 106.66666666666666)","(31.0, 130.0, 65.5)","(16.0, 29.0, 28.333333333333332)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:22.260214,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 106.66666666666666)","(31.0, 130.0, 65.5)","(16.0, 29.0, 32.6)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:23.588752,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.6357142857142857)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 106.66666666666666)","(31.0, 130.0, 65.5)","(16.0, 34.0, 32.6)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:24.967062,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.62)","(2.4, 2.76, 2.7565)","(61.0, 200.0, 103.33333333333334)","(31.0, 130.0, 65.5)","(16.0, 34.0, 32.6)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:26.414297,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.62)","(2.4, 2.76, 2.7565)","(61.0, 190.0, 103.33333333333334)","(31.0, 130.0, 65.5)","(16.0, 34.0, 30.333333333333332)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:27.907259,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.597058823529412)","(2.4, 2.76, 2.7565)","(61.0, 190.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 32.0, 30.333333333333332)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:29.355297,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.580769230769231)","(2.4, 2.76, 2.7565)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 32.0, 29.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:30.787847,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.580769230769231)","(2.4, 2.76, 2.7565)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 30.0, 29.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:32.236311,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.557692307692308)","(2.4, 2.76, 2.7565)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 30.0, 28.5)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:33.690966,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.76, 2.6952142857142856)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 30.0, 28.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 193.33333333333331)"
10-01-2023 13:54:35.096973,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.8, 2.7566423357664234)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 29.0, 28.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:36.497074,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.78, 2.7566423357664234)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 29.0, 28.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:37.821916,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.78, 2.7415584415584413)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 29.0, 31.666666666666668)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:39.186043,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.78, 2.7415584415584413)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 34.0, 31.666666666666668)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:40.549890,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.78, 2.7042622950819672)","(61.0, 180.0, 100.0)","(31.0, 130.0, 65.5)","(16.0, 34.0, 31.666666666666668)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:41.907278,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.65, 3.5323529411764705)","(2.4, 2.78, 2.692)","(61.0, 180.0, 100.0)","(31.0, 130.0, 69.33333333333333)","(16.0, 34.0, 29.5)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:43.471640,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.6, 3.5812500000000003)","(2.4, 2.78, 2.692)","(61.0, 180.0, 116.66666666666666)","(31.0, 120.0, 69.33333333333333)","(16.0, 32.0, 29.5)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:45.125394,"(5.0, 6.6, 6.49090909090909)","(3.1, 3.6, 3.5812500000000003)","(2.4, 2.78, 2.692)","(61.0, 230.0, 113.33333333333334)","(31.0, 120.0, 66.0)","(16.0, 32.0, 29.5)","(21.0, 85.0, 70.0)","(41.0, 160.0, 88.75)","(101.0, 190.0, 130.0)","(9.0, 12.0, 11.956521739130435)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:46.671427,"(5.0, 6.6, 6.257142857142857)","(3.1, 3.6, 3.5812500000000003)","(2.4, 2.78, 2.692)","(61.0, 220.0, 113.33333333333334)","(31.0, 110.0, 66.0)","(16.0, 32.0, 28.5)","(21.0, 85.0, 70.0)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(9.0, 12.0, 12.222222222222221)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:48.386913,"(5.0, 6.6, 6.257142857142857)","(3.1, 3.6, 3.5812500000000003)","(2.4, 2.78, 2.692)","(61.0, 220.0, 113.33333333333334)","(31.0, 110.0, 66.0)","(16.0, 30.0, 28.5)","(21.0, 85.0, 70.0)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(9.0, 12.5, 12.833333333333334)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:50.057099,"(5.0, 6.4, 5.988235294117647)","(3.1, 3.75, 3.5340000000000003)","(2.4, 2.78, 2.692)","(61.0, 220.0, 113.33333333333334)","(31.0, 110.0, 66.0)","(16.0, 30.0, 28.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(9.0, 15.5, 13.5)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:51.678952,"(5.0, 6.4, 6.081818181818182)","(3.1, 3.75, 3.5224137931034485)","(2.4, 2.78, 2.692)","(61.0, 220.0, 113.33333333333334)","(31.0, 110.0, 66.0)","(16.0, 29.0, 28.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(9.0, 14.5, 13.227272727272727)","(101.0, 230.0, 196.66666666666669)"
10-01-2023 13:54:53.168826,"(5.0, 6.4, 6.081818181818182)","(3.1, 3.75, 3.54375)","(2.4, 2.78, 2.692)","(61.0, 220.0, 113.33333333333334)","(31.0, 110.0, 66.0)","(16.0, 29.0, 28.0)","(21.0, 85.0, 70.0)","(41.0, 160.0, 96.66666666666667)","(101.0, 190.0, 130.0)","(9.0, 14.5, 13.227272727272727)","(101.0, 230.0, 196.66666666666669)"
