,Secret Hustle,Barry Cool,Samurai Mind,Shaq Owes,Tap Out Mickey,Remedy,Zafar Bale,Showtime Lydia
07-12-2022 18:24:54.453340,"(8.0, 14.0, 12.0)","(4.4, 5.3, 4.8875)","(2.35, 2.54, 2.522608695652174)","(51.0, 450.0, 393.57142857142856)","(3.9, 6.8, 6.0285714285714285)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 12.6)"
07-12-2022 18:24:55.601074,"(8.0, 14.0, 12.628571428571428)","(4.4, 5.3, 4.8875)","(2.35, 2.54, 2.522608695652174)","(51.0, 450.0, 213.0)","(3.9, 6.8, 6.0285714285714285)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 9.916666666666666)"
07-12-2022 18:24:56.729509,"(8.0, 14.0, 12.628571428571428)","(4.4, 5.3, 4.8875)","(2.35, 2.54, 2.522608695652174)","(51.0, 420.0, 328.75)","(3.9, 6.8, 6.0285714285714285)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 10.571428571428571)"
07-12-2022 18:24:57.984240,"(8.0, 14.0, 13.04)","(4.4, 5.3, 4.8)","(2.35, 2.54, 2.522608695652174)","(51.0, 420.0, 223.46153846153845)","(3.9, 6.8, 6.32)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 10.571428571428571)"
07-12-2022 18:24:59.208697,"(8.0, 14.0, 13.04)","(4.4, 5.2, 4.8)","(2.35, 2.54, 2.5229268292682927)","(51.0, 420.0, 223.46153846153845)","(3.9, 6.8, 6.32)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 10.571428571428571)"
07-12-2022 18:25:00.506695,"(8.0, 14.0, 13.04)","(4.4, 5.2, 4.783333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 420.0, 268.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 10.571428571428571)"
07-12-2022 18:25:01.734441,"(8.0, 14.0, 13.04)","(4.4, 5.2, 4.783333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 410.0, 313.75)","(3.9, 6.8, 6.32)","(11.0, 24.0, 21.2)","(61.0, 400.0, 345.0)","(6.5, 14.5, 10.571428571428571)"
07-12-2022 18:25:02.960545,"(8.0, 14.0, 13.04)","(4.4, 5.2, 4.783333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 400.0, 338.1818181818182)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:04.151742,"(8.0, 14.0, 13.68)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 350.0, 321.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:05.412293,"(8.0, 14.0, 13.68)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 350.0, 321.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:06.523666,"(8.0, 14.0, 13.458823529411765)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 350.0, 321.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:07.525954,"(8.0, 14.0, 13.737142857142857)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 350.0, 321.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:08.518700,"(8.0, 14.0, 13.737142857142857)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 350.0, 321.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:09.584052,"(8.0, 14.0, 13.737142857142857)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 350.0, 234.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:10.726209,"(8.0, 14.0, 13.632000000000001)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 340.0, 312.0)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:12.158058,"(8.0, 14.0, 13.2)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 340.0, 289.09090909090907)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:13.318774,"(8.0, 14.0, 13.674074074074074)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 340.0, 289.09090909090907)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:14.525322,"(8.0, 14.0, 13.674074074074074)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.5229268292682927)","(51.0, 340.0, 253.84615384615387)","(3.9, 6.8, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.379310344827585)"
07-12-2022 18:25:15.737671,"(8.0, 14.0, 13.674074074074074)","(4.4, 5.2, 4.733333333333333)","(2.35, 2.54, 2.4816666666666665)","(51.0, 330.0, 183.1578947368421)","(3.9, 6.8, 6.4363636363636365)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.859375)"
07-12-2022 18:25:16.880910,"(8.0, 14.0, 13.236363636363636)","(4.4, 5.2, 4.818181818181818)","(2.35, 2.54, 2.4816666666666665)","(51.0, 320.0, 183.1578947368421)","(3.9, 7.2, 6.32)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.859375)"
07-12-2022 18:25:18.086234,"(8.0, 14.0, 13.236363636363636)","(4.4, 5.1, 4.933333333333333)","(2.35, 2.54, 2.4816666666666665)","(51.0, 320.0, 183.1578947368421)","(3.9, 7.2, 6.5)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.859375)"
07-12-2022 18:25:19.277199,"(8.0, 14.0, 13.618181818181819)","(4.4, 5.1, 4.742857142857143)","(2.35, 2.54, 2.4816666666666665)","(51.0, 320.0, 177.0)","(3.9, 7.0, 6.333333333333333)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.859375)"
07-12-2022 18:25:20.439058,"(8.0, 14.0, 13.2)","(4.4, 5.1, 4.8)","(2.35, 2.54, 2.4816666666666665)","(51.0, 320.0, 232.5)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.859375)"
07-12-2022 18:25:21.707139,"(8.0, 14.0, 13.68)","(4.4, 5.0, 4.933333333333334)","(2.35, 2.54, 2.4816666666666665)","(51.0, 290.0, 217.5)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 9.859375)"
07-12-2022 18:25:22.964002,"(8.0, 14.0, 11.666666666666666)","(4.4, 4.9, 4.766666666666667)","(2.35, 2.54, 2.4816666666666665)","(51.0, 270.0, 227.5)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 10.524999999999999)"
07-12-2022 18:25:24.128978,"(8.0, 14.0, 13.363636363636363)","(4.4, 4.9, 4.6230769230769235)","(2.35, 2.54, 2.4816666666666665)","(51.0, 260.0, 180.625)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 10.524999999999999)"
07-12-2022 18:25:25.349452,"(8.0, 14.0, 13.363636363636363)","(4.4, 4.9, 4.6230769230769235)","(2.35, 2.54, 2.484736842105263)","(51.0, 250.0, 210.83333333333334)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 10.524999999999999)"
07-12-2022 18:25:26.672665,"(8.0, 14.0, 13.363636363636363)","(4.4, 4.9, 4.6230769230769235)","(2.35, 2.54, 2.4854545454545454)","(51.0, 240.0, 120.35714285714286)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 10.524999999999999)"
07-12-2022 18:25:28.034695,"(8.0, 14.0, 13.4)","(4.4, 4.9, 4.6)","(2.35, 2.54, 2.4854545454545454)","(51.0, 220.0, 113.21428571428571)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 10.524999999999999)"
07-12-2022 18:25:29.288942,"(8.0, 14.5, 14.11111111111111)","(4.4, 4.8, 4.6)","(2.35, 2.54, 2.4854545454545454)","(51.0, 200.0, 169.16666666666666)","(3.9, 7.0, 6.3)","(11.0, 24.0, 19.0)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 10.524999999999999)"
07-12-2022 18:25:30.569084,"(8.0, 14.5, 13.8)","(4.4, 4.7, 4.633333333333334)","(2.35, 2.54, 2.4854545454545454)","(51.0, 190.0, 169.16666666666666)","(3.9, 7.0, 6.253333333333334)","(11.0, 24.0, 20.6)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.5, 12.285714285714285)"
07-12-2022 18:25:31.865246,"(8.0, 14.5, 14.088235294117647)","(4.4, 4.7, 4.633333333333334)","(2.35, 2.52, 2.492)","(51.0, 190.0, 169.16666666666666)","(3.9, 7.0, 6.253333333333334)","(11.0, 23.0, 21.285714285714285)","(61.0, 400.0, 305.7142857142857)","(6.5, 14.0, 12.176923076923076)"
07-12-2022 18:25:33.467423,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 200.0, 143.125)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.245945945945945)"
07-12-2022 18:25:34.819680,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 190.0, 103.33333333333334)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:36.448167,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 180.0, 98.8235294117647)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:37.833683,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 180.0, 98.8235294117647)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:39.149926,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 180.0, 147.14285714285714)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:40.365193,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 170.0, 144.16666666666669)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:41.855003,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 160.0, 98.92857142857143)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:43.342589,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 160.0, 92.94117647058823)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:44.813460,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 160.0, 92.94117647058823)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:46.213919,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 160.0, 127.5)","(3.9, 7.0, 6.253333333333334)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:47.630484,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 140.0, 91.78571428571428)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:49.047390,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:50.422490,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.488888888888889)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:51.912280,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:53.311722,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:54.719244,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:56.106792,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:57.508938,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:25:58.854249,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:00.245703,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:01.575541,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:02.868234,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:04.369969,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.447142857142857)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:05.860268,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.54, 2.447142857142857)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:07.222042,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.54, 2.447142857142857)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:08.490551,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:09.853580,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:11.281016,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 88.4375)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:12.509009,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:13.861025,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:15.248559,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:16.673326,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:17.948199,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 10.218421052631578)"
07-12-2022 18:26:19.370071,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 13.5, 12.17)"
07-12-2022 18:26:20.814080,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.5, 12.17)"
07-12-2022 18:26:22.118980,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.5, 12.17)"
07-12-2022 18:26:23.462341,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.5, 11.484615384615385)"
07-12-2022 18:26:24.808724,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.5, 9.961538461538462)"
07-12-2022 18:26:26.215640,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.5, 9.588235294117647)"
07-12-2022 18:26:27.599088,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.5, 10.444444444444445)"
07-12-2022 18:26:28.969374,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.661538461538462)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 12.0, 11.04)"
07-12-2022 18:26:30.299166,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.6909090909090905)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 11.5, 11.04)"
07-12-2022 18:26:31.716044,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.733333333333333)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(6.5, 11.5, 11.04)"
07-12-2022 18:26:33.138046,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.733333333333333)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.5, 9.857142857142856)"
07-12-2022 18:26:34.610242,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.733333333333333)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.5, 9.857142857142856)"
07-12-2022 18:26:36.055118,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.733333333333333)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.5, 10.222222222222221)"
07-12-2022 18:26:37.468738,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.5, 9.799999999999999)"
07-12-2022 18:26:38.933882,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.457777777777778)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.0, 9.799999999999999)"
07-12-2022 18:26:40.348338,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.0, 9.394594594594594)"
07-12-2022 18:26:41.691121,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.0, 9.394594594594594)"
07-12-2022 18:26:43.056909,"(8.0, 14.5, 14.28125)","(4.4, 4.8, 4.707692307692308)","(2.35, 2.52, 2.473333333333333)","(51.0, 140.0, 96.25)","(3.9, 7.0, 6.2727272727272725)","(11.0, 22.0, 18.875)","(61.0, 400.0, 305.7142857142857)","(7.0, 11.0, 9.777777777777777)"
