,Brooklyn Star,Tobikuma,Off The Radar,Elbow Yap,Red Fog,Magic Eyeliner
08-01-2023 16:30:42.008424,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:43.135898,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:44.243905,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:45.364848,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:46.445870,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:47.564528,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:48.711052,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:49.822636,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:50.889760,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:52.020632,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:53.078910,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:54.221317,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:55.337879,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.9230769230769234)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:56.428199,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.673)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:57.810702,"(2.8, 5.8, 4.949999999999999)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:30:59.069089,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:00.221430,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:01.454756,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:02.612018,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:03.784192,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:04.946710,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:06.084540,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:07.198199,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:08.353208,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:09.442094,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:10.611672,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:11.717363,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:12.865017,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:14.017484,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.896153846153846)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:15.206246,"(2.8, 5.6, 4.85)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:16.601712,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:17.816515,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:18.981247,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:20.139055,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:21.308410,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:22.460111,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:23.612768,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:24.758262,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:25.843156,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8210344827586207)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:26.976743,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 3.046666666666667)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:28.092771,"(2.8, 5.8, 4.170833333333333)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.25, 3.046666666666667)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:29.280096,"(2.8, 5.8, 4.170833333333333)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.25, 2.7333333333333334)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:30.439726,"(2.8, 5.8, 4.170833333333333)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.2, 2.926842105263158)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:31.625354,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.926842105263158)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:32.717708,"(2.8, 5.8, 4.173913043478261)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:33.898740,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:35.014324,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:36.154438,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:37.332623,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:38.424077,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:39.531243,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:40.648234,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:41.782041,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:42.908744,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:44.029371,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:45.148543,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:46.241480,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:47.367104,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:48.513122,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:49.594344,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:50.734757,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:51.946021,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:53.305222,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:54.533548,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:55.672672,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:56.900671,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:58.072848,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:31:59.244498,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.935263157894737)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:00.502027,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.15, 2.8144827586206898)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:01.658610,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8144827586206898)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:02.838981,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8144827586206898)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:04.002404,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8144827586206898)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:05.087106,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8144827586206898)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:06.147903,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8144827586206898)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:07.327936,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:08.409326,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:09.541431,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:10.670737,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:11.735308,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:12.931345,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:13.972180,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:15.162187,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:16.333879,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:17.666960,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:18.833174,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:20.021602,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:21.136371,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:22.252086,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:23.395183,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8692307692307693)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:24.570980,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8020689655172415)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:25.693985,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8020689655172415)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:26.784764,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8020689655172415)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:27.896259,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8020689655172415)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:29.004848,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8020689655172415)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:30.104157,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.8978947368421055)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:31.173766,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.1, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:32.332961,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:33.459354,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:34.610364,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:35.720524,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:36.696360,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:37.742294,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:38.766268,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:39.873031,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:40.967645,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.783103448275862)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:41.936791,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.8423076923076924)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
08-01-2023 16:32:43.025801,"(2.8, 5.7, 4.277777777777778)","(3.4, 5.4, 4.780645161290322)","(2.4, 3.05, 2.8423076923076924)","(26.0, 80.0, 44.375)","(17.0, 44.0, 24.357142857142858)","(8.5, 16.0, 13.0)"
