,Brooklyn Star,Tobikuma,Off The Radar,Elbow Yap,Red Fog,Magic Eyeliner
08-01-2023 16:38:46.710651,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 47.5)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:47.617926,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 47.5)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:48.532745,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 47.5)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:49.602103,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 86.5)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:50.771171,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 150.0, 51.22222222222222)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:51.814120,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 150.0, 51.22222222222222)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:52.785077,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 150.0, 51.22222222222222)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:53.818076,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 150.0, 51.22222222222222)","(17.0, 42.0, 30.22222222222222)","(8.5, 15.5, 14.75)"
08-01-2023 16:38:54.728701,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.857142857142857)","(2.4, 3.2, 2.9557894736842107)","(26.0, 150.0, 51.22222222222222)","(17.0, 42.0, 35.916666666666664)","(8.5, 15.5, 10.7)"
08-01-2023 16:38:55.604540,"(2.8, 4.5, 4.157142857142857)","(3.4, 5.0, 4.942857142857143)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 40.0, 35.916666666666664)","(8.5, 11.0, 10.7)"
08-01-2023 16:38:56.619601,"(2.8, 4.5, 4.157142857142857)","(3.4, 5.0, 4.942857142857143)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 40.0, 35.1)","(8.5, 11.0, 10.666666666666666)"
08-01-2023 16:38:57.535351,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1833333333333336)","(26.0, 100.0, 74.33333333333334)","(17.0, 40.0, 35.1)","(8.5, 11.0, 10.666666666666666)"
08-01-2023 16:38:58.461090,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1833333333333336)","(26.0, 100.0, 74.33333333333334)","(17.0, 40.0, 35.1)","(8.5, 11.0, 10.8)"
08-01-2023 16:38:59.432051,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1833333333333336)","(26.0, 100.0, 74.33333333333334)","(17.0, 40.0, 28.75)","(8.5, 11.5, 11.555555555555555)"
08-01-2023 16:39:00.379742,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1833333333333336)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.0, 12.0)"
08-01-2023 16:39:01.258927,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:02.213495,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:03.218192,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:04.181435,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:05.069336,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:06.008500,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:06.920458,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.5, 12.0)"
08-01-2023 16:39:07.801919,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:08.796705,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:09.840488,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:10.747950,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:11.746180,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:12.621711,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:13.479767,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:14.503550,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:15.533565,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.3, 3.295121951219512)","(26.0, 100.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:16.595153,"(2.8, 5.8, 4.3125)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.0733333333333333)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:17.545848,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.0733333333333333)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:18.422529,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.29)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:19.330379,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.29)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:20.290630,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.25, 3.1381333333333337)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:21.349755,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:22.405261,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:23.364415,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:24.282307,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:25.130375,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:26.025071,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:27.062926,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:28.103959,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:29.122525,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:30.016925,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:30.892239,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:31.860157,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:32.778622,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:33.783844,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:34.794677,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:35.657842,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:36.584528,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:37.545946,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:38.465879,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:39.502892,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:40.536860,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 49.75)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:41.563347,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 130.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:42.422754,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:43.300376,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:44.317534,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:45.315170,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:46.237714,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:47.308104,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:48.200209,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:49.055828,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:50.079468,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.1724137931034484)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:51.059031,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.2941176470588234)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:52.038057,"(2.8, 4.7, 4.22)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.2941176470588234)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:53.030009,"(2.8, 4.6, 4.35)","(3.4, 5.2, 4.814285714285714)","(2.4, 3.3, 3.2166666666666663)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:54.091620,"(2.8, 4.6, 4.35)","(3.4, 5.2, 4.814285714285714)","(2.4, 3.3, 3.2166666666666663)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:55.046493,"(2.8, 4.6, 4.35)","(3.4, 5.2, 4.814285714285714)","(2.4, 3.3, 3.2166666666666663)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:55.874607,"(2.8, 4.6, 4.35)","(3.4, 5.2, 4.814285714285714)","(2.4, 3.3, 3.2166666666666663)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.0)"
08-01-2023 16:39:56.811637,"(2.8, 4.6, 4.35)","(3.4, 5.2, 4.814285714285714)","(2.4, 3.3, 3.2166666666666663)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:57.794367,"(2.8, 5.8, 4.3125)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.29)","(26.0, 170.0, 65.0)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:58.761189,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.3, 3.29)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:39:59.734426,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.25, 3.168181818181818)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:00.663669,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:01.573050,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:02.471991,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:03.402970,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:04.360419,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:05.353161,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:06.319785,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.135555555555556)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:07.216731,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:08.161144,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:09.194828,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:10.246110,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:11.297600,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 3.03448275862069)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:12.325992,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 2.947368421052632)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:13.252479,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
08-01-2023 16:40:14.128816,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 27.27777777777778)","(8.5, 15.5, 11.2)"
08-01-2023 16:40:15.107425,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:16.171978,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:17.258050,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:18.223958,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:19.152663,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:20.034112,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:20.966512,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:22.057980,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:23.123148,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:24.133544,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:25.017942,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:25.965101,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 27.27777777777778)","(8.5, 12.0, 11.2)"
08-01-2023 16:40:27.021406,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 74.33333333333334)","(17.0, 42.0, 28.75)","(8.5, 12.0, 11.555555555555555)"
08-01-2023 16:40:28.038387,"(2.8, 4.5, 4.166666666666666)","(3.4, 5.0, 4.933333333333334)","(2.4, 3.2, 3.1862068965517243)","(26.0, 100.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 12.0, 14.666666666666668)"
08-01-2023 16:40:29.112887,"(2.8, 5.7, 4.42)","(3.4, 5.2, 4.8307692307692305)","(2.4, 3.2, 2.9557894736842107)","(26.0, 170.0, 49.72727272727273)","(17.0, 42.0, 28.75)","(8.5, 15.5, 14.666666666666668)"
