,Shintaro Fury,Express Black,Beasley,Grab The Pizzas,Tommy Throttle,Way Too Soft
16-12-2022 13:23:31.682867,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6505263157894738)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.62)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:32.509329,"(31.0, 250.0, 94.0)","(1.45, 1.98, 1.648421052631579)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.62)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:33.338770,"(31.0, 250.0, 94.0)","(1.45, 1.97, 1.6771428571428573)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:34.198036,"(31.0, 250.0, 94.0)","(1.45, 1.97, 1.6771428571428573)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:35.108137,"(31.0, 250.0, 94.0)","(1.45, 1.97, 1.6771428571428573)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:35.998814,"(31.0, 250.0, 94.0)","(1.45, 1.97, 1.6771428571428573)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:36.875533,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:37.781135,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:38.674112,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:39.533708,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:40.429727,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:41.390190,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:42.288861,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:43.341021,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:44.266101,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 6.941666666666666)"
16-12-2022 13:23:45.152015,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.5)"
16-12-2022 13:23:46.053576,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.5)"
16-12-2022 13:23:47.022559,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.5)"
16-12-2022 13:23:47.957239,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.5)"
16-12-2022 13:23:48.807597,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.5)"
16-12-2022 13:23:49.696698,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.7)"
16-12-2022 13:23:50.535915,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.7)"
16-12-2022 13:23:51.370473,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.7)"
16-12-2022 13:23:52.268744,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 8.7)"
16-12-2022 13:23:53.195927,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 10.5, 7.78125)"
16-12-2022 13:23:54.140218,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.681818181818182)"
16-12-2022 13:23:55.056297,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.53)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.681818181818182)"
16-12-2022 13:23:56.000590,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.681818181818182)"
16-12-2022 13:23:56.888613,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.681818181818182)"
16-12-2022 13:23:57.773425,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.593055555555555)"
16-12-2022 13:23:58.680471,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.824999999999999)"
16-12-2022 13:23:59.589639,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.824999999999999)"
16-12-2022 13:24:00.602952,"(31.0, 250.0, 94.0)","(1.45, 1.96, 1.6933333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 5.429166666666667)"
16-12-2022 13:24:01.531852,"(31.0, 250.0, 94.0)","(1.45, 1.95, 1.6157142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 8.311111111111112)"
16-12-2022 13:24:02.529644,"(31.0, 250.0, 94.0)","(1.45, 1.95, 1.6157142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:03.537881,"(31.0, 250.0, 94.0)","(1.45, 1.95, 1.6157142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:04.682075,"(31.0, 250.0, 94.0)","(1.45, 1.95, 1.6157142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.5875)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:05.654929,"(31.0, 250.0, 94.0)","(1.45, 1.95, 1.6157142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.4, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:06.636844,"(31.0, 250.0, 94.0)","(1.45, 1.95, 1.6157142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:07.584042,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:08.516799,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:09.403191,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:10.411528,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.8500000000000005)"
16-12-2022 13:24:11.457819,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 11.033333333333335)"
16-12-2022 13:24:12.410068,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 8.100000000000001)"
16-12-2022 13:24:13.400747,"(31.0, 250.0, 94.0)","(1.45, 1.94, 1.6400000000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.8500000000000005)"
16-12-2022 13:24:14.309992,"(31.0, 250.0, 94.0)","(1.45, 1.93, 1.6657142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 10.125)"
16-12-2022 13:24:15.260067,"(31.0, 250.0, 94.0)","(1.45, 1.92, 1.6114285714285714)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 10.942307692307693)"
16-12-2022 13:24:16.187539,"(31.0, 250.0, 94.0)","(1.45, 1.92, 1.6114285714285714)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 10.7625)"
16-12-2022 13:24:17.099978,"(31.0, 250.0, 94.0)","(1.45, 1.92, 1.6114285714285714)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.550000000000001)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 8.719999999999999)"
16-12-2022 13:24:18.054142,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.105882352941176)"
16-12-2022 13:24:18.964583,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.105882352941176)"
16-12-2022 13:24:19.865462,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.554545454545455)"
16-12-2022 13:24:20.749519,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.554545454545455)"
16-12-2022 13:24:21.621678,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.554545454545455)"
16-12-2022 13:24:22.541009,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.554545454545455)"
16-12-2022 13:24:23.544841,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.426315789473684)"
16-12-2022 13:24:24.486337,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:25.413984,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:26.556632,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:27.411538,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:28.279985,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.541176470588236)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:29.354600,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.541176470588236)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:30.216711,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.541176470588236)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:31.092442,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.541176470588236)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:31.974672,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.5375000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.777272727272727)"
16-12-2022 13:24:33.000194,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.5375000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.790909090909091)"
16-12-2022 13:24:33.929322,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.5375000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.975)"
16-12-2022 13:24:34.876570,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.5375000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.975)"
16-12-2022 13:24:35.775228,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.5375000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 9.975)"
16-12-2022 13:24:36.722997,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.6, 4.5375000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:37.635660,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:38.458988,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:39.296586,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:40.260172,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:41.225244,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:42.218938,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:43.163011,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.609090909090909)"
16-12-2022 13:24:44.127522,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 10.658333333333335)"
16-12-2022 13:24:44.988951,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.4, 4.517647058823529)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 8.225000000000001)"
16-12-2022 13:24:45.820964,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 8.225000000000001)"
16-12-2022 13:24:46.696130,"(31.0, 250.0, 94.0)","(1.45, 1.91, 1.6766666666666667)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.493333333333334)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 8.225000000000001)"
16-12-2022 13:24:47.756701,"(31.0, 250.0, 94.0)","(1.45, 2.08, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.777777777777778)"
16-12-2022 13:24:48.639455,"(31.0, 250.0, 94.0)","(1.45, 2.04, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.777777777777778)"
16-12-2022 13:24:49.508231,"(31.0, 250.0, 94.0)","(1.45, 2.04, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.777777777777778)"
16-12-2022 13:24:50.344127,"(31.0, 250.0, 94.0)","(1.45, 2.04, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.777777777777778)"
16-12-2022 13:24:51.334536,"(31.0, 250.0, 94.0)","(1.45, 2.04, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.777777777777778)"
16-12-2022 13:24:52.339492,"(31.0, 250.0, 94.0)","(1.45, 2.04, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 7.777777777777778)"
16-12-2022 13:24:53.297525,"(31.0, 250.0, 94.0)","(1.45, 2.04, 1.6311111111111112)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.5, 10.119047619047619)"
16-12-2022 13:24:54.241916,"(31.0, 250.0, 94.0)","(1.45, 2.02, 1.6914285714285715)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:24:55.193842,"(31.0, 250.0, 94.0)","(1.45, 2.02, 1.6914285714285715)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:24:56.047315,"(31.0, 250.0, 94.0)","(1.45, 2.02, 1.6914285714285715)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:24:56.911459,"(31.0, 250.0, 94.0)","(1.45, 2.02, 1.6914285714285715)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:24:57.775745,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:24:58.691433,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:24:59.802212,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:00.849653,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:01.873746,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:02.790614,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:03.741685,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:04.776544,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:05.689362,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7250000000000005)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:06.707125,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.742857142857143)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
16-12-2022 13:25:07.690572,"(31.0, 250.0, 94.0)","(1.45, 1.99, 1.6237037037037036)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.742857142857143)","(31.0, 220.0, 85.88235294117646)","(3.8, 12.0, 7.666666666666667)"
