,Shintaro Fury,Express Black,Beasley,Grab The Pizzas,Tommy Throttle,Way Too Soft
16-12-2022 13:20:04.460430,"(31.0, 250.0, 139.5)","(1.45, 1.9, 1.516842105263158)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.122222222222222)"
16-12-2022 13:20:05.415567,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.122222222222222)"
16-12-2022 13:20:06.456769,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.122222222222222)"
16-12-2022 13:20:07.443255,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.122222222222222)"
16-12-2022 13:20:08.518542,"(31.0, 250.0, 139.5)","(1.45, 1.86, 1.516140350877193)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.347368421052632)"
16-12-2022 13:20:09.524485,"(31.0, 250.0, 139.5)","(1.45, 1.85, 1.5159649122807017)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.277777777777778)"
16-12-2022 13:20:10.505154,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.277777777777778)"
16-12-2022 13:20:11.580257,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 32.1875)","(4.4, 6.6, 5.031818181818181)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.355555555555555)"
16-12-2022 13:20:12.614130,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 28.454545454545453)","(4.4, 6.6, 4.7973684210526315)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.355555555555555)"
16-12-2022 13:20:13.702361,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 63.72727272727273)","(3.8, 8.0, 5.355555555555555)"
16-12-2022 13:20:14.748123,"(31.0, 250.0, 139.5)","(1.45, 1.8, 1.5150877192982457)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 8.0, 5.355555555555555)"
16-12-2022 13:20:15.752694,"(31.0, 250.0, 139.5)","(1.45, 1.79, 1.5149122807017543)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 8.0, 6.104761904761904)"
16-12-2022 13:20:16.813153,"(31.0, 250.0, 139.5)","(1.45, 1.78, 1.5165625)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.52)"
16-12-2022 13:20:17.858935,"(31.0, 250.0, 139.5)","(1.45, 2.14, 1.5165625)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 7.472727272727273)"
16-12-2022 13:20:18.895531,"(31.0, 250.0, 139.5)","(1.45, 1.78, 1.5147368421052632)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.52)"
16-12-2022 13:20:19.965733,"(31.0, 250.0, 139.5)","(1.45, 1.77, 1.514561403508772)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.52)"
16-12-2022 13:20:21.055319,"(31.0, 250.0, 139.5)","(1.45, 1.76, 1.5143859649122806)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 11.438461538461539)"
16-12-2022 13:20:22.059677,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.552142857142857)","(19.0, 55.0, 28.454545454545453)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 11.438461538461539)"
16-12-2022 13:20:23.121266,"(31.0, 250.0, 139.5)","(1.45, 1.75, 1.5142105263157895)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 11.438461538461539)"
16-12-2022 13:20:24.162675,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.552142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 11.438461538461539)"
16-12-2022 13:20:25.161427,"(31.0, 250.0, 139.5)","(1.45, 1.74, 1.5140350877192983)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 11.438461538461539)"
16-12-2022 13:20:26.175669,"(31.0, 250.0, 139.5)","(1.45, 1.73, 1.5138596491228071)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 11.438461538461539)"
16-12-2022 13:20:27.132912,"(31.0, 250.0, 139.5)","(1.45, 1.72, 1.5136842105263157)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.559999999999999)"
16-12-2022 13:20:28.197385,"(31.0, 250.0, 139.5)","(1.45, 1.71, 1.5133333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.559999999999999)"
16-12-2022 13:20:29.284337,"(31.0, 250.0, 139.5)","(1.45, 1.7, 1.5133333333333334)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.559999999999999)"
16-12-2022 13:20:30.350674,"(31.0, 250.0, 139.5)","(1.45, 1.69, 1.513157894736842)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.559999999999999)"
16-12-2022 13:20:31.337201,"(31.0, 250.0, 139.5)","(1.45, 1.68, 1.5129824561403509)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.559999999999999)"
16-12-2022 13:20:32.295645,"(31.0, 250.0, 139.5)","(1.45, 1.68, 1.5129824561403509)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.7973684210526315)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.0, 10.96)"
16-12-2022 13:20:33.492880,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.5128070175438597)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 5.133333333333333)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.96)"
16-12-2022 13:20:35.090691,"(31.0, 250.0, 139.5)","(1.45, 1.67, 1.552142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 5.095454545454546)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.96)"
16-12-2022 13:20:36.144674,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.58)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.96)"
16-12-2022 13:20:37.353099,"(31.0, 250.0, 139.5)","(1.45, 1.65, 1.58)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.96)"
16-12-2022 13:20:38.611366,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.5326923076923078)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 10.96)"
16-12-2022 13:20:39.963565,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.5326923076923078)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 7.6)"
16-12-2022 13:20:40.959088,"(31.0, 250.0, 139.5)","(1.45, 2.1, 1.5326923076923078)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 7.6)"
16-12-2022 13:20:42.035977,"(31.0, 250.0, 139.5)","(1.45, 2.08, 1.5507142857142857)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 9.7)"
16-12-2022 13:20:43.085462,"(31.0, 240.0, 204.83333333333331)","(1.45, 2.08, 1.6033333333333333)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 9.7)"
16-12-2022 13:20:44.166711,"(31.0, 240.0, 204.83333333333331)","(1.45, 2.08, 1.6033333333333333)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.222727272727273)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 9.7)"
16-12-2022 13:20:45.325356,"(31.0, 240.0, 204.83333333333331)","(1.45, 2.08, 1.5878571428571429)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 5.159090909090909)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 9.7)"
16-12-2022 13:20:46.382305,"(31.0, 240.0, 204.83333333333331)","(1.45, 2.08, 1.5878571428571429)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 5.159090909090909)","(31.0, 220.0, 56.285714285714285)","(3.8, 12.5, 9.7)"
16-12-2022 13:20:47.456982,"(31.0, 240.0, 204.83333333333331)","(1.45, 2.08, 1.5878571428571429)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 12.5, 9.84)"
16-12-2022 13:20:48.665976,"(31.0, 240.0, 204.83333333333331)","(1.45, 2.08, 1.5878571428571429)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 12.5, 9.84)"
16-12-2022 13:20:49.817467,"(31.0, 240.0, 134.5)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 12.5, 9.846153846153847)"
16-12-2022 13:20:51.155500,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 12.0, 11.157894736842106)"
16-12-2022 13:20:52.272303,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:20:53.434733,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:20:54.692659,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 99.36842105263158)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:20:56.051357,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:20:57.142148,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:20:58.164068,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:20:59.234480,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:00.322043,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:01.443890,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:02.542506,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:03.658714,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:04.667803,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:05.656950,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:06.644912,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:07.688335,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:08.792251,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 68.0)","(3.8, 11.5, 11.157894736842106)"
16-12-2022 13:21:09.855395,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.573333333333333)","(31.0, 220.0, 68.0)","(3.8, 11.5, 9.666666666666666)"
16-12-2022 13:21:10.864241,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.5600000000000005)","(31.0, 220.0, 68.0)","(3.8, 12.0, 9.666666666666666)"
16-12-2022 13:21:11.913369,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 6.8, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 9.666666666666666)"
16-12-2022 13:21:12.879726,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 9.666666666666666)"
16-12-2022 13:21:13.866523,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 9.666666666666666)"
16-12-2022 13:21:14.916315,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 8.895)"
16-12-2022 13:21:15.947459,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 8.895)"
16-12-2022 13:21:16.957377,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 8.895)"
16-12-2022 13:21:17.985892,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 8.895)"
16-12-2022 13:21:18.848215,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 8.895)"
16-12-2022 13:21:19.743160,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.746)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.0, 7.1690476190476184)"
16-12-2022 13:21:20.699743,"(31.0, 240.0, 134.5)","(1.45, 2.04, 1.8172727272727274)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 13.0, 11.883333333333333)"
16-12-2022 13:21:21.566605,"(31.0, 240.0, 134.5)","(1.45, 2.08, 1.5878571428571429)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.2, 4.575)","(31.0, 220.0, 68.0)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:22.534688,"(31.0, 220.0, 188.16666666666666)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:23.503293,"(31.0, 220.0, 124.5)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:24.404891,"(31.0, 220.0, 124.5)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:25.360455,"(31.0, 220.0, 124.5)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:26.263472,"(31.0, 220.0, 124.5)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:27.110040,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:28.062475,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.566666666666666)"
16-12-2022 13:21:28.998321,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 7.445945945945946)"
16-12-2022 13:21:29.940958,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.06, 1.5818750000000001)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.5, 9.805555555555555)"
16-12-2022 13:21:30.897686,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.04, 1.7517647058823531)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:31.725833,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.02, 1.6995454545454547)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:32.634848,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 107.2)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:33.566516,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:34.472398,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:35.349698,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:36.257940,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:37.148156,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:38.092256,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:39.054605,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:39.989800,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:40.951806,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:41.787923,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:42.703176,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:43.693730,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:44.621926,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:45.600301,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:46.477918,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:47.338996,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:48.291585,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.119047619047619)"
16-12-2022 13:21:49.296511,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.05)"
16-12-2022 13:21:50.239913,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.05)"
16-12-2022 13:21:51.183097,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.05)"
16-12-2022 13:21:52.087729,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.05)"
16-12-2022 13:21:52.958697,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.05)"
16-12-2022 13:21:53.873471,"(31.0, 220.0, 102.46153846153845)","(1.45, 2.0, 1.76)","(19.0, 55.0, 30.666666666666664)","(4.4, 7.0, 4.5625)","(31.0, 220.0, 92.66666666666666)","(3.8, 12.0, 10.05)"
