,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:35:15.053459,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.2272727272727275)","(4.8, 6.6, 6.15)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.75)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:16.396947,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.2272727272727275)","(4.8, 6.6, 6.15)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.8, 4.625)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:17.753045,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.2272727272727275)","(4.8, 6.6, 6.15)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.625)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:19.027020,"(8.0, 13.0, 11.96)","(2.8, 5.7, 5.2272727272727275)","(4.8, 6.6, 6.15)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.625)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:20.227372,"(8.0, 13.0, 11.96)","(2.8, 5.7, 3.966666666666667)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.625)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:21.369517,"(8.0, 13.0, 11.96)","(2.8, 5.7, 4.0)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.625)","(21.0, 48.0, 33.0)"
05-01-2023 13:35:22.577291,"(8.0, 13.0, 11.96)","(2.8, 5.7, 4.0)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 166.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 3.9846153846153842)","(21.0, 48.0, 46.333333333333336)"
05-01-2023 13:35:23.869595,"(8.0, 13.0, 11.514285714285714)","(2.8, 5.7, 4.0)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.6, 4.625)","(21.0, 48.0, 35.2)"
05-01-2023 13:35:25.151063,"(8.0, 13.0, 11.514285714285714)","(2.8, 5.7, 4.0)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.625)","(21.0, 48.0, 35.2)"
05-01-2023 13:35:26.384724,"(8.0, 13.0, 11.514285714285714)","(2.8, 5.7, 4.0)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 4.742857142857143)","(21.0, 48.0, 35.2)"
05-01-2023 13:35:27.612761,"(8.0, 13.0, 11.514285714285714)","(2.8, 5.7, 4.0)","(4.8, 6.6, 6.27)","(71.0, 180.0, 150.0)","(71.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.8, 4.9, 3.9846153846153842)","(21.0, 48.0, 35.2)"
05-01-2023 13:35:28.835295,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.307692307692308)","(5.0, 6.6, 6.27)","(81.0, 180.0, 150.0)","(81.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 4.6, 4.199999999999999)","(20.0, 48.0, 35.2)"
05-01-2023 13:35:30.108019,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.307692307692308)","(5.0, 6.6, 5.55)","(81.0, 180.0, 150.0)","(81.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 4.6, 5.647058823529412)","(20.0, 48.0, 35.2)"
05-01-2023 13:35:31.346335,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.307692307692308)","(5.0, 6.6, 5.55)","(81.0, 180.0, 150.0)","(81.0, 220.0, 175.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.28)","(20.0, 48.0, 35.2)"
05-01-2023 13:35:32.565702,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.307692307692308)","(5.0, 6.2, 5.325)","(81.0, 180.0, 150.0)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.381818181818182)","(20.0, 48.0, 35.2)"
05-01-2023 13:35:33.854661,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.307692307692308)","(5.0, 6.2, 5.325)","(81.0, 180.0, 150.0)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.381818181818182)","(20.0, 48.0, 35.2)"
05-01-2023 13:35:35.155848,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.307692307692308)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 150.0)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.15)","(20.0, 48.0, 35.2)"
05-01-2023 13:35:36.403094,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.15)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:37.652012,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 5.2)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 4.51875)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:38.930840,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 4.6, 4.55)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:40.223071,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 4.6, 5.86)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:41.427391,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.73125)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:42.618712,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.864285714285714)","(20.0, 48.0, 40.0)"
05-01-2023 13:35:43.987974,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.864285714285714)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:45.433292,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 6.207142857142857)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:46.857477,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.6, 5.7625)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:48.204644,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.4, 5.878571428571429)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:49.408612,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.878571428571429)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:50.660063,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.2, 5.4875)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:51.956527,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.4875)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:53.260940,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 170.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.4875)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:54.573751,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 185.71428571428572)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.5)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:55.898021,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.457142857142857)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:57.094949,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.457142857142857)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:58.289914,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.533333333333333)","(20.0, 48.0, 40.888888888888886)"
05-01-2023 13:35:59.558213,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.4875)","(20.0, 48.0, 41.7)"
05-01-2023 13:36:00.783474,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.5)","(20.0, 48.0, 43.5)"
05-01-2023 13:36:02.073764,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.7, 4.985714285714286)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.5)","(20.0, 48.0, 43.5)"
05-01-2023 13:36:03.358858,"(7.5, 7.8, 7.16)","(2.8, 5.7, 4.883333333333334)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.5)","(20.0, 48.0, 35.6)"
05-01-2023 13:36:04.582666,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.0875)","(5.0, 6.0, 5.466666666666667)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.485714285714286)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:05.838483,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.1)","(5.0, 6.0, 5.316666666666666)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.1)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:07.098465,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.1)","(5.0, 5.9, 5.316666666666666)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.090909090909091)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:08.428531,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.1)","(5.0, 5.9, 5.316666666666666)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.090909090909091)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:09.698771,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.263636363636364)","(5.0, 5.9, 5.316666666666666)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.1)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:10.921034,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.177777777777778)","(5.0, 5.9, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.3076923076923075)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:12.168375,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.308333333333334)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 5.3076923076923075)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:13.457612,"(7.5, 7.8, 7.266666666666667)","(2.8, 5.7, 5.338461538461539)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 37.66666666666667)"
05-01-2023 13:36:14.774232,"(7.5, 7.8, 7.0)","(2.8, 5.7, 5.338461538461539)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:15.990311,"(7.5, 7.8, 7.0)","(2.8, 5.7, 5.338461538461539)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:17.149454,"(7.5, 7.8, 7.0)","(2.8, 5.7, 5.338461538461539)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 196.0)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:18.357748,"(7.5, 7.8, 7.0)","(2.8, 5.7, 5.125)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 202.5)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:19.566095,"(7.5, 7.8, 7.0)","(2.8, 5.7, 5.057142857142857)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 200.0)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:20.864731,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.057142857142857)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 200.0)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:22.227213,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.057142857142857)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 200.0)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:23.587064,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.057142857142857)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:24.917173,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.057142857142857)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 188.57142857142856)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:26.266312,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.057142857142857)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:27.638360,"(7.5, 7.8, 7.3)","(2.8, 5.7, 4.233333333333333)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:28.896288,"(7.5, 7.8, 7.3)","(2.8, 5.7, 4.233333333333333)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:30.146013,"(7.5, 7.8, 7.3)","(2.8, 5.7, 4.233333333333333)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:31.395884,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.211111111111111)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.944444444444445)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:32.669668,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.333333333333334)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:33.967781,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.333333333333334)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:35.267479,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.27)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:36.496594,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.27)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:37.707572,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.27)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 150.0)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.8)"
05-01-2023 13:36:38.944481,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 41.9)"
05-01-2023 13:36:40.170311,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.30769230769231)"
05-01-2023 13:36:41.474376,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.30769230769231)"
05-01-2023 13:36:42.778601,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.30769230769231)"
05-01-2023 13:36:44.021668,"(7.5, 7.8, 7.3)","(2.8, 5.7, 5.085714285714285)","(5.0, 6.0, 5.253333333333334)","(81.0, 180.0, 153.75)","(81.0, 220.0, 178.33333333333331)","(101.0, 230.0, 221.42857142857144)","(31.0, 100.0, 40.833333333333336)","(4.2, 99999, 99990)","(3.7, 6.0, 4.416666666666666)","(20.0, 48.0, 43.64285714285714)"
