,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:30:08.875025,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:10.080376,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:11.403386,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:12.596694,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:13.830715,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:15.095445,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:16.444237,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:17.806106,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:19.070402,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:20.327300,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:21.581620,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:22.826526,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:24.185945,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:25.537427,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.714285714285714)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:26.858296,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.742857142857143)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:28.136896,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 5.25)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:29.356747,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.3, 7.771428571428572)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:30.671937,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.771428571428572)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:31.931333,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:33.287791,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.6571428571428575)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:34.603288,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 4.95)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:35.888950,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.0, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:37.074048,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:38.306519,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 5.316666666666667)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:39.673433,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.4, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:41.052866,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:42.379741,"(7.5, 13.0, 11.628571428571428)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:43.635424,"(7.5, 13.0, 11.628571428571428)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:44.846826,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:46.117845,"(7.5, 9.8, 9.3)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:47.397663,"(7.5, 9.6, 9.3)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:48.673127,"(7.5, 13.0, 11.857142857142858)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:50.173094,"(7.5, 13.0, 11.514285714285714)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:51.827077,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:53.328870,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:54.859849,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 5.883333333333333)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:56.344903,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.8, 4.858928571428571)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:57.697061,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 5.1, 4.858928571428571)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:30:59.120656,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 5.1, 5.08695652173913)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.685714285714286)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:00.569068,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 6.0, 6.482352941176471)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 6.9)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:02.015430,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 6.830769230769231)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 6.9)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:03.503447,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.2, 6.830769230769231)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 7.742857142857143)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:04.904471,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.2, 6.661538461538461)","(71.0, 220.0, 142.5)","(71.0, 220.0, 175.71428571428572)","(101.0, 230.0, 205.83333333333334)","(31.0, 120.0, 59.375)","(4.0, 99999, 99990)","(3.7, 8.8, 5.199999999999999)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:06.224641,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.0, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.3, 7.771428571428572)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:07.511534,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 8.040000000000001)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:08.879119,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 5.355555555555556)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:10.280721,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.4, 5.177777777777778)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:11.686012,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.2, 8.10909090909091)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:13.182309,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 8.10909090909091)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:14.676892,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 7.0)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.8, 8.10909090909091)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:16.492476,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.4, 6.223529411764706)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.0, 4.955555555555556)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:18.160806,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.966666666666667)","(5.5, 7.0, 6.492307692307692)","(71.0, 220.0, 120.35714285714286)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 5.0, 7.983333333333333)","(19.0, 55.0, 34.75)"
05-01-2023 13:31:19.667379,"(7.5, 13.0, 9.4)","(2.8, 5.9, 3.933333333333333)","(5.5, 6.8, 5.85)","(71.0, 220.0, 168.57142857142858)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.6, 6.844444444444445)","(19.0, 55.0, 24.642857142857142)"
05-01-2023 13:31:21.059855,"(7.5, 13.0, 9.4)","(2.8, 5.8, 3.9)","(5.5, 6.8, 5.85)","(71.0, 210.0, 168.57142857142858)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.7, 8.4, 7.483333333333333)","(19.0, 50.0, 31.25)"
05-01-2023 13:31:22.531491,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.5, 6.8, 5.85)","(71.0, 210.0, 161.42857142857142)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 8.0, 7.316666666666666)","(20.0, 48.0, 30.25)"
05-01-2023 13:31:23.981717,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.8, 5.85)","(71.0, 200.0, 161.42857142857142)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 7.8, 6.828571428571428)","(20.0, 46.0, 23.5)"
05-01-2023 13:31:25.436287,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.8, 5.85)","(71.0, 200.0, 161.42857142857142)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 7.6, 5.233333333333333)","(20.0, 46.0, 23.5)"
05-01-2023 13:31:26.853271,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.8, 5.85)","(71.0, 200.0, 161.42857142857142)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 5.3, 5.066666666666666)","(20.0, 46.0, 23.5)"
05-01-2023 13:31:28.269932,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.8, 5.85)","(71.0, 200.0, 161.42857142857142)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 5.1, 5.233333333333333)","(20.0, 46.0, 22.375)"
05-01-2023 13:31:29.706821,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.8, 5.275)","(71.0, 200.0, 161.42857142857142)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 5.3, 6.65)","(20.0, 46.0, 22.375)"
05-01-2023 13:31:31.158492,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.4, 5.275)","(71.0, 200.0, 127.5)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 7.0, 6.257142857142857)","(20.0, 46.0, 22.375)"
05-01-2023 13:31:32.572255,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.4, 5.275)","(71.0, 190.0, 127.5)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 6.8, 7.6499999999999995)","(20.0, 46.0, 22.375)"
05-01-2023 13:31:33.898628,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.4, 5.275)","(71.0, 190.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 8.2, 7.114285714285714)","(20.0, 46.0, 22.375)"
05-01-2023 13:31:35.152491,"(7.5, 13.0, 9.4)","(2.8, 5.7, 3.9)","(5.0, 6.4, 5.275)","(71.0, 180.0, 147.14285714285714)","(71.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.0, 99999, 99990)","(3.8, 8.0, 7.114285714285714)","(20.0, 46.0, 22.375)"
05-01-2023 13:31:36.505502,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 6.4, 5.172727272727273)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 8.0, 7.316666666666666)","(21.0, 46.0, 22.375)"
05-01-2023 13:31:37.980870,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 6.4, 5.172727272727273)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.8, 6.828571428571428)","(21.0, 46.0, 22.375)"
05-01-2023 13:31:39.375278,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 6.4, 5.172727272727273)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.6, 6.828571428571428)","(21.0, 46.0, 22.375)"
05-01-2023 13:31:40.758589,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 6.4, 5.5)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.6, 6.983333333333334)","(21.0, 46.0, 22.375)"
05-01-2023 13:31:42.079957,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 6.4, 5.65)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.4, 6.983333333333334)","(21.0, 46.0, 22.375)"
05-01-2023 13:31:43.362131,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 5.8, 5.59)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.4, 6.65)","(21.0, 46.0, 24.625)"
05-01-2023 13:31:44.688638,"(8.0, 13.0, 9.4)","(2.8, 5.7, 3.9)","(4.8, 6.4, 5.59)","(81.0, 180.0, 147.14285714285714)","(81.0, 220.0, 191.8181818181818)","(101.0, 230.0, 196.25)","(31.0, 120.0, 58.0)","(4.2, 99999, 99990)","(3.8, 7.0, 6.65)","(21.0, 55.0, 34.75)"
