,Velocity Justice,Cyclone Rinaldo,Baby Thor,Lektra Left,Heslea,Nannys Magic,Double Espresso
06-01-2023 13:18:12.746771,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:13.900524,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:15.010929,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.85)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:16.157591,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.466666666666667)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:17.265189,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:18.348163,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:19.456539,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 20.857142857142858)"
06-01-2023 13:18:20.503852,"(13.0, 28.0, 14.5)","(3.2, 5.3, 4.550000000000001)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:21.636305,"(13.0, 28.0, 17.615384615384613)","(3.2, 5.3, 4.6571428571428575)","(5.0, 7.2, 5.784615384615385)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:22.714642,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.6571428571428575)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:23.854534,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:24.963328,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:25.896047,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 7.2, 5.6)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:26.948790,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.359999999999999)","(5.0, 8.8, 7.0)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:28.041695,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.449999999999999)","(5.0, 8.8, 7.4375)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:29.338979,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.4)","(5.0, 8.6, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:30.827275,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.483333333333333)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:32.111084,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.35)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:33.450018,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.35)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:34.509439,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.4399999999999995)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:35.464654,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.359999999999999)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:36.603806,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.4)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:37.762221,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.4)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:38.821536,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.4)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:39.846802,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.4)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:40.922949,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.085714285714285)","(5.0, 6.8, 6.35)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:42.076015,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.0, 4.857142857142858)","(5.0, 6.8, 6.35)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:43.323598,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.0, 4.857142857142858)","(5.0, 6.8, 6.35)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:44.494374,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.0, 4.857142857142858)","(5.0, 6.8, 6.35)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:45.574007,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.0, 4.857142857142858)","(5.0, 6.8, 6.359999999999999)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:46.652828,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.0, 4.857142857142858)","(5.0, 6.8, 6.449999999999999)","(5.0, 8.4, 7.916666666666667)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:47.767735,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 6.4)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:48.870986,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 6.4)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:49.978757,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 6.35)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:51.066437,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.775)","(5.0, 6.8, 6.544444444444444)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:52.150293,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.483333333333333)","(5.0, 6.8, 6.359999999999999)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:53.183013,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.483333333333333)","(5.0, 6.8, 6.359999999999999)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:54.280401,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.483333333333333)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:55.355334,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.483333333333333)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:56.496541,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.542857142857144)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:57.698000,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.542857142857144)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:58.833145,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.542857142857144)","(5.0, 6.8, 5.514285714285714)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:18:59.998245,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.45)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:01.367739,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.45)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:02.473098,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.45)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:03.667157,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.45)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:04.850581,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:05.972945,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:07.099217,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:08.154360,"(13.0, 28.0, 18.357142857142858)","(3.2, 4.9, 4.780952380952382)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:09.247074,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.0095238095238095)","(5.0, 6.8, 5.514285714285714)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:10.343017,"(13.0, 28.0, 18.357142857142858)","(3.2, 6.2, 5.066666666666666)","(5.0, 6.8, 5.45)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:11.464344,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.4, 5.16)","(5.0, 6.8, 5.847058823529411)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:12.581366,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.4, 5.16)","(5.0, 6.8, 5.58235294117647)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:13.666553,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.4, 5.16)","(5.0, 6.8, 5.276923076923077)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:14.698607,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.4, 5.16)","(5.0, 6.8, 5.276923076923077)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:15.751329,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 6.615384615384616)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:16.852341,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.4, 7.1875)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:17.944376,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.8, 5.415384615384616)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:19.039892,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.6, 6.15)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:20.106723,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.4, 6.15)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:21.204654,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.6, 5.4799999999999995)","(5.0, 8.2, 6.85)","(2.35, 3.6, 2.666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:22.166737,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.6, 5.4799999999999995)","(5.0, 8.2, 6.85)","(2.35, 3.65, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:23.387748,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.128571428571428)","(5.0, 6.6, 5.327272727272727)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:24.540401,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.136363636363637)","(5.0, 6.6, 6.04)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:25.621937,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.136363636363637)","(5.0, 6.4, 6.04)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:26.682431,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.66)","(5.0, 6.4, 6.116666666666667)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:27.609227,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:28.591638,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.2066666666666666)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:29.733543,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:30.700343,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:31.716491,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:32.856160,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:33.913540,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:34.879931,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:35.914737,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:36.981450,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:38.040198,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 4.766666666666667)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:39.144139,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:40.212021,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:41.258515,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:42.379095,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:43.400452,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.4, 6.08)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:44.308651,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.6, 6.24)","(5.0, 8.2, 6.85)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:45.355762,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.147619047619047)","(5.0, 6.6, 6.316666666666666)","(5.0, 8.2, 6.25)","(2.35, 3.6, 3.490909090909091)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:46.455206,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.3, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 6.85)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:47.481295,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.6, 6.85)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:48.465725,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.6, 6.85)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:49.415772,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 6.95)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:50.511733,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 8.440000000000001)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:51.626587,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 8.440000000000001)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:52.659505,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 8.440000000000001)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:53.697738,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 8.440000000000001)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:54.738839,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 8.216666666666667)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
06-01-2023 13:19:55.838057,"(13.0, 28.0, 18.357142857142858)","(3.2, 5.2, 5.047826086956522)","(5.0, 6.6, 6.279999999999999)","(5.0, 8.8, 8.216666666666667)","(2.35, 3.6, 3.01)","(41.0, 350.0, 161.6)","(12.0, 25.0, 16.0)"
