,Hard Case Watson,Big Prediction,Crazy Dream,Ripplebrook Snip,Blaze Maker,Aston Hackett,Our Girl Daisy
14-12-2022 12:06:09.382689,"(2.7, 4.2, 3.49125)","(3.5, 5.0, 4.3882352941176475)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:10.323950,"(2.7, 4.2, 3.100363636363636)","(3.5, 5.0, 4.3882352941176475)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:11.284239,"(2.7, 4.2, 3.100363636363636)","(3.5, 5.0, 4.3882352941176475)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:12.253344,"(2.7, 4.1, 3.23)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:13.213310,"(2.7, 4.1, 3.1655555555555557)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:14.162450,"(2.7, 4.1, 3.1655555555555557)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(18.0, 65.0, 36.400000000000006)"
14-12-2022 12:06:15.097846,"(2.7, 3.95, 3.059830508474576)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:16.023076,"(2.7, 3.95, 3.059830508474576)","(3.5, 5.0, 4.3882352941176475)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.780952380952381)","(19.0, 65.0, 43.0)"
14-12-2022 12:06:16.956966,"(2.7, 3.95, 3.059830508474576)","(3.5, 5.0, 4.4944444444444445)","(5.0, 8.0, 5.946666666666667)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.6)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:17.886263,"(2.7, 3.95, 3.059830508474576)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:18.842102,"(2.7, 3.95, 3.059830508474576)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:19.809967,"(2.7, 3.85, 3.1523333333333334)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:20.877645,"(2.7, 3.85, 3.0284722222222222)","(3.5, 5.0, 4.3882352941176475)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:21.985277,"(2.7, 3.85, 3.1523333333333334)","(3.5, 5.0, 4.3882352941176475)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:22.978719,"(2.7, 3.7, 3.472)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:24.109669,"(2.7, 3.7, 3.472)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:25.267307,"(2.7, 3.6, 3.08)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:26.412935,"(2.7, 3.55, 3.367)","(3.5, 5.0, 4.3882352941176475)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:27.649616,"(2.7, 3.45, 2.9995)","(3.5, 5.0, 4.4222222222222225)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.81904761904762)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:28.760350,"(2.7, 3.4, 3.0741666666666667)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:29.922022,"(2.7, 3.4, 3.0741666666666667)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:31.033104,"(2.7, 3.4, 3.0741666666666667)","(3.5, 5.0, 4.464705882352941)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:32.074572,"(2.7, 3.4, 3.1546666666666665)","(3.5, 5.0, 4.3882352941176475)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.399999999999999)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 43.81481481481481)"
14-12-2022 12:06:33.081940,"(2.7, 3.4, 3.1546666666666665)","(3.5, 5.0, 4.4944444444444445)","(5.0, 7.8, 6.1454545454545455)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.836363636363636)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 30.875)"
14-12-2022 12:06:34.145878,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.9, 4.572727272727272)","(5.0, 7.8, 6.633333333333333)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:35.118537,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.9, 4.572727272727272)","(5.0, 7.8, 6.633333333333333)","(31.0, 230.0, 133.0)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:36.133697,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.9, 4.371428571428571)","(5.0, 7.8, 6.633333333333333)","(31.0, 230.0, 159.45454545454544)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:37.151744,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.9, 4.283333333333333)","(5.0, 7.8, 6.633333333333333)","(31.0, 210.0, 146.72727272727275)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.615384615384615)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:38.191433,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.8, 4.413636363636363)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.48)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:39.218453,"(2.7, 3.4, 3.0654545454545454)","(3.5, 4.8, 4.413636363636363)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.48)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:40.336443,"(2.7, 3.4, 3.0654545454545454)","(3.5, 4.8, 4.413636363636363)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 10.55)","(5.0, 7.2, 6.48)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:41.385661,"(2.7, 3.4, 3.0654545454545454)","(3.5, 4.8, 4.336363636363637)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 10.55)","(5.0, 7.2, 6.48)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:42.447486,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.8, 4.336363636363637)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.48)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:43.582296,"(2.7, 3.4, 3.1546666666666665)","(3.5, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 10.55)","(5.0, 7.2, 6.912)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:44.673823,"(2.7, 3.4, 3.0933333333333333)","(3.5, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 10.55)","(5.0, 7.2, 6.912)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:45.784733,"(2.7, 3.4, 3.1066666666666665)","(3.5, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 11.533333333333333)","(5.0, 7.2, 6.912)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:46.863476,"(2.7, 3.4, 3.1066666666666665)","(3.5, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 10.55)","(5.0, 7.2, 6.912)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:47.957889,"(2.7, 3.3, 3.1044444444444443)","(3.5, 4.8, 4.414285714285715)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 9.225)","(5.0, 7.2, 6.912)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:49.101607,"(2.7, 3.3, 3.1044444444444443)","(3.5, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(5.5, 13.5, 9.225)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:50.079247,"(2.8, 3.3, 3.033333333333333)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 9.225)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:51.039285,"(2.8, 3.25, 3.0051162790697674)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 9.225)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:52.001244,"(2.8, 3.25, 3.0051162790697674)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 9.225)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:52.984404,"(2.8, 3.3, 3.110526315789474)","(3.4, 4.8, 4.414285714285715)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 12.075)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:53.975088,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 12.075)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:54.995917,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 6.633333333333333)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 11.6)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:56.049936,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 11.6)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:57.164316,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 11.6)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:58.180357,"(2.8, 3.3, 3.06)","(3.4, 4.8, 4.414285714285715)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.5, 8.94)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:06:59.257278,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 13.0, 10.4)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:00.310093,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:01.357079,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:02.354786,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:03.326940,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:04.288773,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.069565217391304)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.0)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:05.344715,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.421052631578947)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.842105263157895)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:06.341207,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.421052631578947)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.3875)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:07.381470,"(2.8, 3.3, 3.045)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.8, 7.421052631578947)","(31.0, 220.0, 143.33333333333334)","(6.0, 12.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:08.457940,"(2.8, 3.3, 3.09)","(3.4, 4.8, 4.414285714285715)","(5.0, 7.8, 6.703703703703704)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:09.538994,"(2.8, 3.3, 3.06)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:10.614012,"(2.8, 3.3, 3.06)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:11.726572,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:12.849557,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.414285714285715)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:13.854401,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.414285714285715)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.2625)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:14.884197,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.5, 8.6)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:15.801872,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 11.0, 8.6)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:16.778515,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:17.736876,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.44)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:18.763661,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.44)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:19.743399,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.44)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(19.0, 65.0, 37.7)"
14-12-2022 12:07:20.803721,"(2.8, 3.25, 3.0833333333333335)","(3.4, 4.8, 4.44)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:21.847747,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.542857142857143)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:22.892408,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.542857142857143)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:23.940749,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.542857142857143)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:25.102969,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.44)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:26.309432,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.414285714285715)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:27.596915,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:28.793895,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.478571428571429)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:30.111007,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.425)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:31.274621,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.425)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:32.342297,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.7, 4.281081081081081)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:33.366346,"(2.8, 3.3, 3.1)","(3.4, 4.7, 4.441666666666667)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:34.446886,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.5)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:35.594843,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.5)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:36.806799,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.35)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:37.907991,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.35)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:38.982360,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.425)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:40.064181,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.425)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:41.080202,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.425)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:42.077537,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.425)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:43.012727,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.371428571428572)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:44.014954,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.371428571428572)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:45.046900,"(2.8, 3.3, 3.2249999999999996)","(3.4, 4.8, 4.371428571428572)","(5.0, 7.6, 6.735714285714286)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.2, 6.948148148148149)","(20.0, 65.0, 37.7)"
14-12-2022 12:07:46.130536,"(2.8, 3.3, 3.1)","(3.4, 4.8, 4.5)","(5.0, 7.4, 6.572413793103449)","(31.0, 220.0, 143.33333333333334)","(6.0, 10.5, 8.34)","(5.0, 7.4, 6.824242424242424)","(20.0, 65.0, 37.7)"
