,Hard Case Watson,Big Prediction,Crazy Dream,Ripplebrook Snip,Blaze Maker,Aston Hackett,Our Girl Daisy
14-12-2022 12:01:23.523153,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 33.5)"
14-12-2022 12:01:24.612706,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 33.5)"
14-12-2022 12:01:25.696191,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 33.5)"
14-12-2022 12:01:26.817961,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:27.826926,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:28.855181,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 3.825)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:29.794862,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:30.803640,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:31.898644,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:32.987968,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:34.035775,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:35.085912,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:36.073857,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:37.110860,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:38.088692,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:39.092829,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:40.083578,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:41.106806,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:42.141902,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:43.211945,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:44.288343,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 59.53846153846153)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 32.80769230769231)"
14-12-2022 12:01:45.410967,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 69.0)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:46.473707,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:47.541823,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:48.677683,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:49.757318,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:50.732107,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:51.672428,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:52.616427,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:53.638211,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:54.657702,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:55.749448,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:56.733182,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:57.768079,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:58.860290,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:01:59.882509,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:00.858011,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:01.800464,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:02.730385,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:03.697946,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:04.679293,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:05.816403,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:06.855094,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:07.842970,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:08.868950,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:09.834867,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:10.821062,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:11.967223,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:12.879768,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:13.818243,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:14.902149,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:15.872487,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:16.821218,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:17.807223,"(2.7, 4.4, 3.1051162790697675)","(3.5, 6.2, 4.5671875)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:18.897992,"(2.7, 4.4, 2.845714285714286)","(3.5, 6.2, 4.367857142857143)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:19.867699,"(2.7, 4.4, 2.845714285714286)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:20.883698,"(2.7, 4.4, 2.845714285714286)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 45.416666666666664)"
14-12-2022 12:02:21.812989,"(2.7, 4.4, 2.845714285714286)","(3.5, 6.2, 3.911363636363636)","(5.0, 8.6, 6.2)","(31.0, 110.0, 57.5)","(5.5, 11.5, 7.5)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:22.800497,"(2.7, 4.4, 3.005128205128205)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 8.0625)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:23.748969,"(2.7, 4.4, 3.005128205128205)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 8.0625)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:24.677146,"(2.7, 4.4, 3.005128205128205)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 8.555555555555555)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:25.627793,"(2.7, 4.4, 3.005128205128205)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 8.3125)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:26.590672,"(2.7, 4.4, 3.005128205128205)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 8.3125)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:27.511911,"(2.7, 4.4, 3.005128205128205)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 8.3125)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:28.438534,"(2.7, 4.3, 3.4466666666666668)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:29.408904,"(2.7, 4.3, 3.4466666666666668)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:30.678048,"(2.7, 4.3, 3.4466666666666668)","(3.5, 6.2, 4.263461538461538)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:31.667804,"(2.7, 4.3, 3.948888888888889)","(3.5, 6.2, 5.126086956521739)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:32.651415,"(2.7, 4.3, 3.948888888888889)","(3.5, 6.2, 5.126086956521739)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:33.625537,"(2.7, 4.3, 3.948888888888889)","(3.5, 6.2, 5.126086956521739)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:34.618994,"(2.7, 4.3, 3.948888888888889)","(3.5, 6.2, 4.775)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:35.588102,"(2.7, 4.3, 3.948888888888889)","(3.5, 6.2, 4.775)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:36.568530,"(2.7, 4.3, 3.468)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:37.669476,"(2.7, 4.3, 3.468)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:38.739479,"(2.7, 4.3, 3.468)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:39.758816,"(2.7, 4.3, 3.468)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:40.858469,"(2.7, 4.3, 3.468)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:41.863324,"(2.7, 4.3, 3.932941176470588)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:42.782183,"(2.7, 4.3, 3.932941176470588)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:43.698234,"(2.7, 4.3, 3.932941176470588)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 49.33333333333333)"
14-12-2022 12:02:44.635486,"(2.7, 4.3, 3.932941176470588)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 49.33333333333333)"
14-12-2022 12:02:45.655754,"(2.7, 4.3, 3.932941176470588)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:46.622563,"(2.7, 4.3, 3.932941176470588)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:47.628902,"(2.7, 4.3, 4.18377358490566)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:48.631214,"(2.7, 4.3, 3.2636363636363637)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 50.3125)"
14-12-2022 12:02:49.598972,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 68.0)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:50.621538,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 65.73333333333333)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:51.551882,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 65.73333333333333)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:52.651904,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 65.73333333333333)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:53.744733,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 65.73333333333333)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:54.764538,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 65.73333333333333)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:55.788520,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 65.73333333333333)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:56.794112,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
14-12-2022 12:02:57.756892,"(2.7, 4.3, 3.489333333333333)","(3.5, 6.2, 4.3730769230769235)","(5.0, 8.6, 7.0)","(31.0, 110.0, 76.80000000000001)","(5.5, 11.5, 9.181818181818182)","(4.8, 7.6, 5.183333333333334)","(17.0, 65.0, 40.38235294117647)"
