,Hez Razor Sharp,Endeavour Stride,Jack James,Beast Mode,Seal The Destiny,Iden Miss Lucy,Equity Stride,Urus Nz,Wheres The Gold Nz,We Salute You,Lynryd Skynryd Nz
08-01-2023 18:03:57.371909,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 59.714285714285715)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:03:58.764979,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 59.714285714285715)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:00.142532,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 59.714285714285715)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:01.485173,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 51.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:02.965441,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 51.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:04.396782,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 51.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:05.649463,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 51.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:07.218628,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 51.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:08.543260,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 51.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:09.853711,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:04:11.459920,"(18.0, 38.0, 29.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:12.914101,"(18.0, 38.0, 29.0)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:14.274442,"(18.0, 38.0, 29.0)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:15.808990,"(18.0, 38.0, 29.0)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:17.527213,"(18.0, 38.0, 29.0)","(31.0, 90.0, 67.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:19.018170,"(18.0, 38.0, 29.0)","(31.0, 90.0, 67.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:20.386118,"(18.0, 38.0, 29.0)","(31.0, 90.0, 67.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 57.33333333333333)","(26.0, 60.0, 54.666666666666664)","(21.0, 42.0, 39.1875)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:21.871804,"(18.0, 38.0, 29.0)","(31.0, 90.0, 54.25)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:23.284912,"(18.0, 38.0, 32.85714285714286)","(31.0, 85.0, 54.25)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:24.723658,"(18.0, 38.0, 32.85714285714286)","(31.0, 85.0, 54.25)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:26.036510,"(18.0, 38.0, 32.85714285714286)","(31.0, 85.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:27.285286,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:28.651623,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:29.972415,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:31.500822,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:32.800454,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:34.317058,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.125)","(12.0, 99999, 99990)"
08-01-2023 18:04:35.706558,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:37.185067,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:38.585424,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:39.996650,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:41.266773,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:42.506009,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:43.814101,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:45.234261,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:46.699605,"(18.0, 38.0, 32.85714285714286)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.33333333333333)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 27.1)","(12.0, 99999, 99990)"
08-01-2023 18:04:48.177191,"(18.0, 38.0, 29.0)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 24.4)","(12.0, 99999, 99990)"
08-01-2023 18:04:49.509313,"(18.0, 38.0, 29.0)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 52.0)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 24.4)","(12.0, 99999, 99990)"
08-01-2023 18:04:50.866914,"(18.0, 38.0, 29.0)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 24.4)","(12.0, 99999, 99990)"
08-01-2023 18:04:52.215268,"(18.0, 38.0, 29.0)","(31.0, 80.0, 56.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:04:53.575433,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:04:54.967895,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:04:56.333925,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:04:57.642760,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:04:58.940336,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:05:00.188621,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:05:01.583231,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:05:03.003959,"(18.0, 38.0, 29.0)","(31.0, 80.0, 71.0)","(31.0, 55.0, 43.666666666666664)","(26.0, 70.0, 64.85714285714286)","(26.0, 60.0, 49.0)","(21.0, 42.0, 39.375)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.333333333333336)","(12.0, 99999, 99990)"
08-01-2023 18:05:04.427062,"(18.0, 38.0, 35.0)","(31.0, 80.0, 60.0)","(31.0, 55.0, 47.5)","(26.0, 70.0, 58.0)","(26.0, 60.0, 52.0)","(21.0, 42.0, 38.0)","(71.0, 180.0, 140.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:05:05.883116,"(18.0, 38.0, 34.0)","(31.0, 80.0, 60.0)","(31.0, 55.0, 47.5)","(26.0, 70.0, 58.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.666666666666664)","(71.0, 180.0, 140.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:05:07.444380,"(18.0, 38.0, 34.0)","(31.0, 80.0, 60.0)","(31.0, 55.0, 47.5)","(26.0, 70.0, 58.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.666666666666664)","(71.0, 180.0, 140.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:05:09.044297,"(18.0, 38.0, 34.0)","(31.0, 80.0, 60.0)","(31.0, 55.0, 47.5)","(26.0, 70.0, 58.0)","(26.0, 60.0, 51.0)","(21.0, 42.0, 38.666666666666664)","(71.0, 180.0, 140.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:05:10.509735,"(18.0, 38.0, 40.0)","(31.0, 80.0, 68.66666666666667)","(31.0, 55.0, 47.0)","(26.0, 70.0, 65.88888888888889)","(26.0, 60.0, 43.0)","(21.0, 42.0, 35.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 24.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:05:11.917471,"(18.0, 60.0, 41.333333333333336)","(31.0, 80.0, 68.66666666666667)","(31.0, 65.0, 47.0)","(26.0, 75.0, 65.88888888888889)","(26.0, 65.0, 43.0)","(21.0, 44.0, 41.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 24.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:05:13.134191,"(18.0, 60.0, 41.333333333333336)","(31.0, 80.0, 68.66666666666667)","(31.0, 65.0, 41.666666666666664)","(26.0, 75.0, 50.333333333333336)","(26.0, 65.0, 43.0)","(21.0, 44.0, 41.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:14.385300,"(18.0, 60.0, 41.333333333333336)","(31.0, 80.0, 68.66666666666667)","(31.0, 65.0, 56.75)","(26.0, 75.0, 50.333333333333336)","(26.0, 65.0, 43.0)","(21.0, 44.0, 41.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:15.753314,"(18.0, 60.0, 41.333333333333336)","(31.0, 80.0, 68.66666666666667)","(31.0, 65.0, 56.75)","(26.0, 75.0, 49.0)","(26.0, 65.0, 56.25)","(21.0, 44.0, 40.4)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:17.121107,"(18.0, 60.0, 44.5)","(31.0, 80.0, 68.66666666666667)","(31.0, 65.0, 56.75)","(26.0, 75.0, 49.0)","(26.0, 65.0, 56.25)","(21.0, 44.0, 38.0)","(71.0, 180.0, 165.83333333333331)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:18.438541,"(18.0, 55.0, 40.0)","(31.0, 80.0, 73.14285714285714)","(31.0, 65.0, 56.75)","(26.0, 75.0, 49.0)","(26.0, 65.0, 56.25)","(21.0, 44.0, 34.0)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:19.696807,"(18.0, 55.0, 40.5)","(31.0, 80.0, 73.14285714285714)","(31.0, 65.0, 56.75)","(26.0, 75.0, 49.0)","(26.0, 65.0, 55.0)","(21.0, 44.0, 34.5)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:20.966307,"(18.0, 55.0, 41.0)","(31.0, 80.0, 70.8)","(31.0, 65.0, 56.75)","(26.0, 75.0, 49.0)","(26.0, 65.0, 55.0)","(21.0, 44.0, 34.5)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:22.164919,"(18.0, 55.0, 41.0)","(31.0, 80.0, 70.8)","(31.0, 65.0, 56.75)","(26.0, 75.0, 49.0)","(26.0, 65.0, 55.0)","(21.0, 44.0, 34.5)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:23.464107,"(18.0, 55.0, 41.0)","(31.0, 80.0, 70.8)","(31.0, 65.0, 60.285714285714285)","(26.0, 75.0, 55.5)","(26.0, 65.0, 48.5)","(21.0, 44.0, 45.0)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 26.0)","(12.0, 99999, 99990)"
08-01-2023 18:05:24.681020,"(18.0, 60.0, 36.0)","(31.0, 95.0, 77.57142857142857)","(31.0, 65.0, 60.285714285714285)","(26.0, 75.0, 55.5)","(26.0, 65.0, 48.5)","(21.0, 65.0, 51.66666666666667)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:26.008167,"(18.0, 60.0, 36.0)","(31.0, 95.0, 77.57142857142857)","(31.0, 65.0, 60.285714285714285)","(26.0, 75.0, 55.5)","(26.0, 65.0, 48.5)","(21.0, 65.0, 52.0)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:27.207374,"(18.0, 60.0, 36.0)","(31.0, 95.0, 77.57142857142857)","(31.0, 65.0, 60.285714285714285)","(26.0, 75.0, 55.5)","(26.0, 65.0, 48.5)","(21.0, 65.0, 52.0)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:05:28.428728,"(18.0, 60.0, 36.0)","(31.0, 95.0, 77.57142857142857)","(31.0, 65.0, 60.285714285714285)","(26.0, 75.0, 55.5)","(26.0, 65.0, 60.0)","(21.0, 65.0, 68.66666666666666)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 24.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:05:29.893451,"(18.0, 60.0, 48.0)","(31.0, 95.0, 77.57142857142857)","(31.0, 65.0, 60.285714285714285)","(26.0, 75.0, 55.5)","(26.0, 65.0, 60.0)","(21.0, 90.0, 68.66666666666666)","(71.0, 180.0, 162.5)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 24.666666666666668)","(12.0, 99999, 99990)"
