,Hez Razor Sharp,Endeavour Stride,Jack James,Beast Mode,Seal The Destiny,Iden Miss Lucy,Equity Stride,Urus Nz,Wheres The Gold Nz,We Salute You,Lynryd Skynryd Nz
08-01-2023 18:00:48.756716,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 41.2)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:50.154318,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 41.2)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:51.584931,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 41.2)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:52.891176,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:54.253408,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:55.546880,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:56.933159,"(18.0, 32.0, 23.0)","(31.0, 80.0, 54.666666666666664)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 26.0)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:00:58.530859,"(18.0, 32.0, 23.0)","(31.0, 80.0, 50.25)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 34.0, 24.5)","(71.0, 180.0, 120.0)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:00.037628,"(18.0, 32.0, 23.0)","(31.0, 75.0, 50.25)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 24.5)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:01.586904,"(18.0, 32.0, 23.0)","(31.0, 75.0, 50.25)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 19.1875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:03.041385,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 20.0, 23.0)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:04.384976,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 50.0, 44.0)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 23.0)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:05.986021,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 50.0, 41.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 23.0)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:07.473262,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 23.0)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:08.855599,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 29.107142857142858)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:10.163174,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 29.107142857142858)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:11.434981,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 29.107142857142858)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:12.696576,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 29.107142857142858)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:14.009991,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 29.107142857142858)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:15.431513,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 29.107142857142858)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:16.879889,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 26.833333333333336)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:18.229309,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 26.833333333333336)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:19.795847,"(18.0, 32.0, 29.0)","(31.0, 70.0, 51.333333333333336)","(31.0, 55.0, 48.5)","(26.0, 50.0, 36.5)","(26.0, 46.0, 40.0)","(21.0, 32.0, 26.833333333333336)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 18.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:21.216799,"(18.0, 32.0, 29.0)","(31.0, 70.0, 56.0)","(31.0, 55.0, 42.285714285714285)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 28.555555555555557)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 19.5, 24.0625)","(12.0, 99999, 99990)"
08-01-2023 18:01:22.890061,"(18.0, 32.0, 27.666666666666664)","(31.0, 70.0, 60.66666666666667)","(31.0, 60.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 28.555555555555557)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 40.0, 29.125)","(12.0, 99999, 99990)"
08-01-2023 18:01:24.478239,"(18.0, 32.0, 27.666666666666664)","(31.0, 70.0, 60.66666666666667)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 28.555555555555557)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 29.125)","(12.0, 99999, 99990)"
08-01-2023 18:01:26.104609,"(18.0, 32.0, 27.666666666666664)","(31.0, 70.0, 60.66666666666667)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 28.555555555555557)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 29.125)","(12.0, 99999, 99990)"
08-01-2023 18:01:27.686464,"(18.0, 32.0, 27.666666666666664)","(31.0, 70.0, 60.66666666666667)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 28.555555555555557)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 29.125)","(12.0, 99999, 99990)"
08-01-2023 18:01:29.199038,"(18.0, 32.0, 27.666666666666664)","(31.0, 70.0, 60.66666666666667)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 28.555555555555557)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 34.0, 20.333333333333332)","(12.0, 99999, 99990)"
08-01-2023 18:01:31.039385,"(18.0, 32.0, 29.833333333333332)","(31.0, 70.0, 57.0)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 32.0, 29.142857142857142)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 22.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:32.715159,"(18.0, 32.0, 30.142857142857142)","(31.0, 70.0, 69.5)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 34.0, 39.5)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 22.25)","(12.0, 99999, 99990)"
08-01-2023 18:01:34.044368,"(18.0, 32.0, 30.142857142857142)","(31.0, 95.0, 59.333333333333336)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 44.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:35.445967,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 44.6)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:36.873967,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 47.85714285714286)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:38.302399,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 47.85714285714286)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:39.756265,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:41.501798,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:42.951312,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:44.345174,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:45.777802,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:47.277234,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:48.726763,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 40.666666666666664)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:50.067304,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 38.0)","(26.0, 46.0, 44.0)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 23.2)","(12.0, 99999, 99990)"
08-01-2023 18:01:51.350378,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 59.333333333333336)","(31.0, 55.0, 45.8)","(26.0, 50.0, 45.5)","(26.0, 46.0, 44.0)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 26.92857142857143)","(12.0, 99999, 99990)"
08-01-2023 18:01:52.690451,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 78.5)","(31.0, 55.0, 45.8)","(26.0, 50.0, 46.0)","(26.0, 46.0, 44.0)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 19.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:01:54.018610,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 78.5)","(31.0, 55.0, 45.8)","(26.0, 50.0, 46.0)","(26.0, 46.0, 44.0)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 19.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:01:55.365729,"(18.0, 32.0, 30.142857142857142)","(31.0, 90.0, 78.5)","(31.0, 55.0, 45.8)","(26.0, 50.0, 46.0)","(26.0, 46.0, 44.0)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 19.666666666666668)","(12.0, 99999, 99990)"
08-01-2023 18:01:56.921359,"(18.0, 32.0, 30.214285714285715)","(31.0, 90.0, 78.5)","(31.0, 55.0, 41.0)","(26.0, 50.0, 44.5)","(26.0, 46.0, 56.66666666666667)","(21.0, 42.0, 34.85714285714286)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 25.0)","(12.0, 99999, 99990)"
08-01-2023 18:01:58.362405,"(18.0, 32.0, 30.214285714285715)","(31.0, 90.0, 78.5)","(31.0, 55.0, 41.0)","(26.0, 55.0, 61.33333333333333)","(26.0, 65.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 29.0, 24.444444444444443)","(12.0, 99999, 99990)"
08-01-2023 18:01:59.763421,"(18.0, 32.0, 30.214285714285715)","(31.0, 90.0, 78.5)","(31.0, 55.0, 41.0)","(26.0, 75.0, 61.33333333333333)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 23.5)","(12.0, 99999, 99990)"
08-01-2023 18:02:01.099035,"(18.0, 32.0, 30.214285714285715)","(31.0, 90.0, 78.5)","(31.0, 55.0, 46.6)","(26.0, 75.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 32.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:02.464593,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:04.032570,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:05.713676,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:07.113955,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:08.597189,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:10.122316,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:11.580662,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:12.891919,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:14.217407,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:15.450813,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:16.828486,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:18.291924,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:19.700001,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 50.0)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 25.714285714285715)","(12.0, 99999, 99990)"
08-01-2023 18:02:21.334513,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 52.0)","(26.0, 60.0, 55.55555555555556)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:02:22.843004,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 60.285714285714285)","(26.0, 60.0, 55.55555555555556)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:02:24.178957,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 60.285714285714285)","(26.0, 60.0, 55.55555555555556)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:02:25.527689,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 60.285714285714285)","(26.0, 60.0, 55.55555555555556)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
08-01-2023 18:02:26.817978,"(18.0, 32.0, 28.0)","(31.0, 90.0, 78.5)","(31.0, 55.0, 47.4)","(26.0, 70.0, 60.285714285714285)","(26.0, 60.0, 55.55555555555556)","(21.0, 42.0, 35.875)","(71.0, 180.0, 155.71428571428572)","(19.0, 99999, 99990)","(1.18, 99999, 99990)","(14.0, 30.0, 28.0)","(12.0, 99999, 99990)"
