,Soho Rhapsody,Foolish Pleasure,Rosarito Miss,Villacci,Celestial Gossip,Relentless Me,Captain Bellasario,Knights Templar
07-12-2022 18:55:19.212936,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:20.362346,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:21.502605,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:22.706774,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:23.857268,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:25.008223,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:26.237068,"(7.0, 11.0, 10.4)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 28.666666666666668)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:27.452846,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:28.694222,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:30.013057,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:31.223880,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 90.0, 74.0)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:32.387559,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 90.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:33.562098,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:34.760179,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:36.092084,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:37.181789,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:38.330614,"(7.0, 11.0, 10.68)","(31.0, 80.0, 67.33333333333333)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:39.464942,"(7.0, 11.0, 10.68)","(31.0, 80.0, 69.71428571428572)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:40.553655,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.8, 9.061538461538461)"
07-12-2022 18:55:41.721072,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.456)","(6.5, 9.8, 9.2)"
07-12-2022 18:55:42.852820,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.5833333333333335)","(1.9, 2.48, 2.4615384615384617)","(6.5, 9.4, 9.2)"
07-12-2022 18:55:44.029768,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.5833333333333335)","(1.9, 2.48, 2.458181818181818)","(6.5, 9.4, 9.2)"
07-12-2022 18:55:45.154586,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.5833333333333335)","(1.9, 2.48, 2.458181818181818)","(6.5, 9.4, 9.133333333333333)"
07-12-2022 18:55:46.236033,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.5833333333333335)","(1.9, 2.48, 2.458181818181818)","(6.5, 9.4, 9.133333333333333)"
07-12-2022 18:55:47.382252,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.8000000000000003)","(1.9, 2.48, 2.456)","(6.5, 9.4, 9.3)"
07-12-2022 18:55:48.581472,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.5833333333333335)","(1.9, 2.48, 2.425)","(6.5, 9.6, 9.1)"
07-12-2022 18:55:49.738571,"(7.0, 11.0, 10.68)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 70.66666666666667)","(3.3, 3.95, 3.5833333333333335)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:50.875371,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 73.45454545454545)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 85.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:52.058969,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:53.229375,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:54.583408,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:55.747392,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 18.0, 14.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:56.968823,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 21.0, 15.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:58.179297,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 21.0, 15.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:55:59.327224,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 21.0, 15.666666666666666)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:00.516515,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 21.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:01.611732,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:02.787124,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:03.916848,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:05.251003,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 80.0, 67.33333333333333)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.4066666666666667)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:06.637689,"(7.0, 11.0, 10.688888888888888)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 80.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:07.971750,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:09.304510,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:10.586790,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:11.907438,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:13.204617,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:14.456315,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:15.788992,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:16.961287,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:18.119796,"(7.0, 11.0, 10.200000000000001)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.6166666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:19.460435,"(7.0, 11.0, 10.666666666666666)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.8071428571428574)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:20.776818,"(7.0, 11.0, 10.666666666666666)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.8666666666666667)","(1.9, 2.48, 2.425)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:22.165876,"(7.0, 11.0, 10.666666666666666)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 64.0)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.42)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:23.551220,"(7.0, 13.5, 11.5)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 75.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.3600000000000003)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:24.782614,"(7.0, 14.5, 12.166666666666666)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.3600000000000003)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:25.957824,"(7.0, 13.0, 12.75)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.3600000000000003)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:27.180757,"(7.0, 13.0, 12.5)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 35.75)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.3600000000000003)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:28.483001,"(7.0, 12.5, 11.75)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.3600000000000003)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:29.792119,"(7.0, 12.5, 11.75)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.453333333333333)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:31.050380,"(7.0, 12.0, 11.5)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:32.296897,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:33.559981,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:34.735187,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:35.897241,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:37.103636,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:38.298016,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:39.805045,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:41.189963,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:42.548538,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:43.953251,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:45.340004,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 60.66666666666667)","(3.3, 3.95, 3.85)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:46.784460,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:48.089607,"(7.0, 13.5, 12.25)","(31.0, 80.0, 56.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:49.320977,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:50.577404,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:51.826925,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:53.047982,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:54.332925,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:55.539246,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:56.769574,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:58.044389,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 63.5)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:56:59.306316,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:00.555692,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:01.846715,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:03.114792,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
07-12-2022 18:57:04.450637,"(7.0, 13.5, 12.25)","(31.0, 80.0, 71.0)","(11.0, 20.0, 14.4)","(26.0, 40.0, 28.666666666666668)","(41.0, 70.0, 56.0)","(3.3, 3.95, 3.904166666666667)","(1.9, 2.48, 2.44)","(6.5, 9.2, 9.1)"
