,Chocolateicecream,Reach The Circle,Tashkent,Limbos Promise,Big Money Machine,Fra Mauro,Deanos Cape,Got Mojo
16-12-2022 13:15:42.918320,"(9.0, 11.0, 10.23076923076923)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.904)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 90.0, 67.0)"
16-12-2022 13:15:44.020195,"(9.0, 11.0, 10.23076923076923)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.904)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 90.0, 67.0)"
16-12-2022 13:15:45.119611,"(9.0, 11.0, 10.23076923076923)","(19.0, 95.0, 71.66666666666666)","(3.0, 1.93, 1.904)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 90.0, 67.0)"
16-12-2022 13:15:46.293086,"(9.0, 11.0, 10.23076923076923)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.9280597014925371)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 90.0, 67.0)"
16-12-2022 13:15:47.438475,"(9.0, 11.0, 10.23076923076923)","(19.0, 95.0, 71.66666666666666)","(3.0, 1.93, 1.904)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 90.0, 67.0)"
16-12-2022 13:15:48.505763,"(9.0, 11.0, 10.23076923076923)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.904)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 90.0, 64.5)"
16-12-2022 13:15:49.558674,"(9.0, 11.0, 10.25)","(19.0, 95.0, 71.66666666666666)","(3.0, 1.93, 1.9281944444444443)","(15.0, 44.0, 40.66666666666667)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 85.0, 64.5)"
16-12-2022 13:15:50.709179,"(9.0, 11.0, 10.25)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.908)","(15.0, 44.0, 34.5)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 85.0, 64.5)"
16-12-2022 13:15:51.838097,"(9.0, 11.0, 10.25)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.908)","(15.0, 44.0, 34.5)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 85.0, 68.6)"
16-12-2022 13:15:52.884732,"(9.0, 11.0, 10.25)","(19.0, 95.0, 71.66666666666666)","(3.0, 1.93, 1.928450704225352)","(15.0, 44.0, 34.5)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 85.0, 68.6)"
16-12-2022 13:15:53.992552,"(9.0, 11.0, 10.25)","(19.0, 95.0, 71.66666666666666)","(3.0, 1.93, 1.928450704225352)","(15.0, 46.0, 38.0)","(3.2, 20.0, 18.275000000000002)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 11.657894736842104)","(19.0, 85.0, 68.6)"
16-12-2022 13:15:55.195681,"(9.0, 11.0, 10.25)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.93, 1.92625)","(15.0, 44.0, 38.0)","(3.2, 20.0, 17.766666666666666)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.657894736842104)","(26.0, 85.0, 68.6)"
16-12-2022 13:15:56.217691,"(8.5, 11.0, 10.25)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.94, 1.92625)","(17.0, 44.0, 38.0)","(5.5, 20.0, 14.8)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:15:57.294426,"(8.5, 11.0, 10.25)","(26.0, 95.0, 71.66666666666666)","(1.8, 1.94, 1.9385897435897435)","(17.0, 44.0, 34.5)","(5.5, 20.0, 18.81818181818182)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:15:58.475760,"(8.5, 11.0, 10.25)","(26.0, 95.0, 46.33333333333333)","(1.8, 1.94, 1.92)","(17.0, 44.0, 38.0)","(5.5, 20.0, 14.8)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:15:59.769493,"(8.5, 11.0, 10.25)","(26.0, 95.0, 46.33333333333333)","(1.8, 1.94, 1.92)","(17.0, 44.0, 32.666666666666664)","(5.5, 20.0, 18.81818181818182)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:01.006967,"(8.5, 11.0, 10.25)","(26.0, 95.0, 74.42857142857143)","(1.8, 1.94, 1.92)","(17.0, 44.0, 32.666666666666664)","(5.5, 20.0, 14.8)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:02.221580,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.2)","(1.8, 1.94, 1.895)","(17.0, 44.0, 32.666666666666664)","(5.5, 20.0, 16.285714285714285)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:03.479029,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.895)","(17.0, 44.0, 35.6)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:04.707425,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.895)","(17.0, 44.0, 30.666666666666668)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:05.923845,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.895)","(17.0, 44.0, 30.666666666666668)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:07.165463,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.895)","(17.0, 44.0, 30.666666666666668)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:08.355495,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.895)","(17.0, 44.0, 30.666666666666668)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:09.482021,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.8575000000000002)","(17.0, 44.0, 30.666666666666668)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.104761904761904)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:10.601825,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.8692857142857144)","(17.0, 44.0, 30.666666666666668)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 8.253333333333332)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 68.6)"
16-12-2022 13:16:11.743511,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.94, 1.8677777777777778)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 8.6, 12.1)","(8.0, 13.0, 11.840909090909092)","(26.0, 85.0, 71.6)"
16-12-2022 13:16:12.850676,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8677777777777778)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.5, 11.485714285714286)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:13.960413,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8675000000000002)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.5, 10.485714285714286)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:15.160891,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.853076923076923)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:16.365288,"(8.5, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.853076923076923)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:17.574000,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8675000000000002)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:18.733469,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8675000000000002)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:19.909673,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8675000000000002)","(17.0, 44.0, 34.5)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:21.198149,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.853076923076923)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 11.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:22.469613,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8521621621621622)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 11.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:23.697574,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8653846153846154)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 11.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:24.837758,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8653846153846154)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 11.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:26.102945,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8521621621621622)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 11.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:27.349611,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8521621621621622)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 11.8)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:28.569085,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8521621621621622)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.714285714285714)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:29.753623,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8653846153846154)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.333333333333332)","(8.0, 13.0, 10.714285714285714)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:30.925938,"(9.0, 11.0, 10.25)","(26.0, 95.0, 66.6)","(1.8, 1.93, 1.8653846153846154)","(17.0, 44.0, 32.0)","(5.5, 20.0, 15.599999999999998)","(8.0, 13.0, 10.714285714285714)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:16:32.204509,"(9.0, 11.0, 10.25)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8271428571428572)","(17.0, 44.0, 38.57142857142857)","(5.5, 20.0, 15.599999999999998)","(8.0, 13.0, 10.714285714285714)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:16:33.434443,"(9.0, 11.0, 10.25)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.777)","(17.0, 44.0, 32.0)","(5.5, 20.0, 15.599999999999998)","(8.0, 13.0, 10.714285714285714)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:16:34.555717,"(9.0, 11.0, 10.25)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8312903225806452)","(17.0, 44.0, 32.0)","(5.5, 20.0, 15.599999999999998)","(8.0, 13.0, 10.6)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:16:35.632829,"(9.0, 11.0, 10.25)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8427272727272728)","(17.0, 44.0, 32.0)","(5.5, 20.0, 15.599999999999998)","(8.0, 13.0, 10.6)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 66.0)"
16-12-2022 13:16:36.876466,"(9.0, 11.0, 10.25)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8775728155339806)","(17.0, 44.0, 38.333333333333336)","(5.5, 20.0, 18.63157894736842)","(8.0, 13.0, 12.11111111111111)","(8.0, 13.0, 11.840909090909092)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:38.446812,"(9.0, 11.0, 9.675)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8845631067961164)","(17.0, 44.0, 32.0)","(5.5, 20.0, 18.63157894736842)","(8.0, 13.0, 10.777777777777779)","(8.0, 13.0, 11.466666666666667)","(26.0, 90.0, 66.0)"
16-12-2022 13:16:39.673101,"(9.0, 10.5, 9.885714285714286)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8603225806451613)","(17.0, 44.0, 32.0)","(5.5, 20.0, 15.599999999999998)","(8.0, 12.5, 12.433333333333334)","(8.0, 11.5, 11.466666666666667)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:40.876079,"(9.0, 10.5, 9.885714285714286)","(26.0, 95.0, 47.66666666666667)","(1.8, 1.93, 1.8192307692307692)","(17.0, 44.0, 32.0)","(5.5, 20.0, 14.879999999999999)","(8.0, 13.0, 12.753846153846155)","(8.0, 11.5, 11.475)","(26.0, 90.0, 71.6)"
16-12-2022 13:16:42.146528,"(9.0, 10.5, 9.9875)","(26.0, 95.0, 69.5)","(1.8, 1.93, 1.8376923076923077)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.066666666666666)","(8.0, 13.0, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 90.0, 56.66666666666667)"
16-12-2022 13:16:43.460403,"(9.0, 10.0, 8.48)","(26.0, 95.0, 69.5)","(1.8, 1.93, 1.8407142857142857)","(17.0, 44.0, 32.0)","(5.5, 20.0, 11.066666666666666)","(8.0, 12.5, 12.113333333333333)","(8.0, 11.5, 11.475)","(26.0, 90.0, 70.8)"
16-12-2022 13:16:44.685953,"(9.0, 10.0, 9.11111111111111)","(26.0, 95.0, 69.5)","(1.8, 1.93, 1.8407142857142857)","(17.0, 44.0, 38.333333333333336)","(5.5, 20.0, 18.61052631578947)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 90.0, 56.66666666666667)"
16-12-2022 13:16:45.938816,"(9.0, 10.0, 9.11111111111111)","(26.0, 95.0, 69.5)","(1.8, 1.93, 1.8407142857142857)","(17.0, 44.0, 32.0)","(5.5, 20.0, 18.64)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 90.0, 55.0)"
16-12-2022 13:16:47.221471,"(9.0, 10.0, 8.48)","(26.0, 95.0, 69.5)","(1.8, 1.93, 1.8375000000000001)","(17.0, 44.0, 32.0)","(5.5, 20.0, 14.48)","(8.0, 12.5, 12.113333333333333)","(8.0, 11.5, 11.475)","(26.0, 85.0, 67.8)"
16-12-2022 13:16:48.518272,"(9.0, 10.0, 8.64)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8371052631578948)","(17.0, 44.0, 32.0)","(5.5, 20.0, 14.48)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:49.979541,"(9.0, 10.0, 8.64)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8371052631578948)","(17.0, 44.0, 39.5)","(5.5, 20.0, 18.64)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:52.455407,"(9.0, 10.0, 7.40952380952381)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8371052631578948)","(17.0, 44.0, 39.5)","(5.5, 20.0, 18.61052631578947)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:53.867894,"(9.0, 10.0, 7.40952380952381)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8557142857142856)","(17.0, 44.0, 40.0)","(5.5, 20.0, 14.48)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:55.070803,"(9.0, 9.8, 7.890909090909091)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8557142857142856)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.912)","(8.0, 12.5, 10.433333333333334)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:56.378811,"(9.0, 9.8, 8.4)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8557142857142856)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.912)","(8.0, 12.5, 12.113333333333333)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:58.003179,"(9.0, 9.8, 8.4)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8557142857142856)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.912)","(8.0, 12.5, 12.113333333333333)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:16:59.317365,"(9.0, 9.8, 8.4)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.8557142857142856)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.912)","(8.0, 12.5, 11.725)","(8.0, 11.5, 11.475)","(26.0, 85.0, 55.0)"
16-12-2022 13:17:00.677289,"(9.0, 9.8, 8.175)","(26.0, 95.0, 69.5)","(1.8, 1.92, 1.894)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 11.066666666666666)","(8.0, 12.5, 12.158823529411766)","(8.0, 11.5, 11.475)","(26.0, 85.0, 67.0)"
16-12-2022 13:17:01.970063,"(9.0, 9.8, 8.066666666666666)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 14.719999999999999)","(8.0, 12.5, 12.158823529411766)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:03.311094,"(9.0, 9.8, 8.066666666666666)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.61052631578947)","(8.0, 12.5, 11.42)","(8.0, 11.5, 11.475)","(26.0, 85.0, 68.6)"
16-12-2022 13:17:04.766401,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.66)","(8.0, 12.5, 11.42)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:06.518452,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.66)","(8.0, 12.5, 11.6)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:07.906982,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 18.057142857142857)","(8.0, 12.5, 11.6)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:09.171601,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 20.0, 14.357894736842105)","(8.0, 12.5, 11.6)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:10.408297,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 19.0, 12.43076923076923)","(8.0, 12.5, 11.6)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:11.569520,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 32.666666666666664)","(5.5, 19.0, 12.43076923076923)","(8.0, 12.5, 11.6)","(8.0, 11.5, 11.475)","(26.0, 85.0, 56.333333333333336)"
16-12-2022 13:17:12.747367,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 32.666666666666664)","(5.5, 19.0, 10.854545454545455)","(8.0, 12.5, 11.6)","(8.0, 11.5, 11.475)","(26.0, 85.0, 56.333333333333336)"
16-12-2022 13:17:13.905146,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.14285714285714)","(5.5, 19.0, 12.8)","(8.0, 12.5, 11.5)","(8.0, 11.5, 11.475)","(26.0, 85.0, 70.66666666666667)"
16-12-2022 13:17:15.183542,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 39.5)","(5.5, 19.0, 12.8)","(8.0, 12.5, 11.5)","(8.0, 11.5, 11.475)","(26.0, 85.0, 56.333333333333336)"
16-12-2022 13:17:16.323621,"(9.0, 9.8, 8.0)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 35.5)","(5.5, 19.0, 16.82857142857143)","(8.0, 12.5, 11.5)","(8.0, 11.5, 11.475)","(26.0, 85.0, 56.333333333333336)"
16-12-2022 13:17:17.446015,"(9.0, 9.6, 9.24)","(26.0, 95.0, 69.5)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 35.5)","(5.5, 18.5, 16.4)","(8.0, 12.5, 11.5)","(8.0, 11.5, 11.46875)","(26.0, 85.0, 56.333333333333336)"
16-12-2022 13:17:18.873611,"(9.0, 9.6, 9.333333333333332)","(26.0, 95.0, 72.33333333333334)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 35.5)","(5.5, 18.0, 16.82857142857143)","(8.0, 12.5, 10.700000000000001)","(8.0, 11.5, 11.46875)","(26.0, 85.0, 56.333333333333336)"
16-12-2022 13:17:20.112104,"(9.0, 9.6, 9.333333333333332)","(26.0, 95.0, 72.33333333333334)","(1.8, 1.91, 1.8973684210526316)","(17.0, 44.0, 34.5)","(5.5, 18.5, 16.82857142857143)","(8.0, 12.5, 10.700000000000001)","(8.0, 11.5, 11.46875)","(26.0, 85.0, 51.6)"
16-12-2022 13:17:21.440469,"(9.0, 9.6, 9.333333333333332)","(26.0, 95.0, 72.33333333333334)","(1.8, 1.91, 1.8973684210526316)","(17.0, 42.0, 34.5)","(5.5, 18.5, 16.82857142857143)","(8.0, 12.5, 10.700000000000001)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 51.6)"
16-12-2022 13:17:22.710074,"(9.0, 9.6, 9.0)","(26.0, 95.0, 72.33333333333334)","(1.8, 1.91, 1.9004545454545454)","(17.0, 42.0, 34.5)","(5.5, 18.5, 16.82857142857143)","(8.0, 12.5, 11.4)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:17:23.894703,"(9.0, 9.4, 9.0)","(26.0, 95.0, 49.66666666666667)","(1.8, 1.91, 1.9012499999999999)","(17.0, 42.0, 34.5)","(5.5, 18.5, 15.25)","(8.0, 13.0, 11.4)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:17:25.103463,"(9.0, 9.4, 9.0)","(26.0, 95.0, 50.33333333333333)","(1.8, 1.91, 1.9012499999999999)","(17.0, 42.0, 34.5)","(5.5, 18.0, 15.25)","(8.0, 13.0, 11.4)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:17:26.287550,"(9.0, 9.4, 9.0)","(26.0, 95.0, 50.33333333333333)","(1.8, 1.91, 1.9012499999999999)","(17.0, 42.0, 34.5)","(5.5, 18.0, 15.25)","(8.0, 13.0, 11.4)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
16-12-2022 13:17:27.392461,"(9.0, 9.4, 9.0)","(26.0, 95.0, 50.33333333333333)","(1.8, 1.91, 1.9012499999999999)","(17.0, 42.0, 36.0)","(5.5, 18.0, 12.100000000000001)","(8.0, 13.0, 11.0)","(8.0, 11.5, 11.46875)","(26.0, 90.0, 59.333333333333336)"
