,Chocolateicecream,Reach The Circle,Tashkent,Limbos Promise,Big Money Machine,Fra Mauro,Deanos Cape,Got Mojo
16-12-2022 13:13:25.486588,"(9.0, 13.5, 11.65)","(19.0, 95.0, 60.8)","(3.0, 1.95, 1.932)","(15.0, 34.0, 27.166666666666664)","(3.2, 7.0, 6.466666666666667)","(8.5, 9.4, 9.0)","(5.0, 14.0, 11.75)","(19.0, 310.0, 127.33333333333333)"
16-12-2022 13:13:26.656261,"(9.0, 13.0, 11.4)","(19.0, 95.0, 60.8)","(3.0, 1.95, 1.932)","(15.0, 34.0, 30.0)","(3.2, 7.0, 6.466666666666667)","(8.5, 9.4, 9.0)","(5.0, 14.0, 11.75)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:27.856385,"(9.0, 13.0, 12.76923076923077)","(19.0, 95.0, 67.5)","(3.0, 1.95, 1.9444827586206896)","(15.0, 34.0, 30.0)","(3.2, 7.0, 6.466666666666667)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 11.75)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:28.975127,"(9.0, 13.0, 12.807692307692308)","(19.0, 95.0, 67.5)","(3.0, 1.95, 1.9444827586206896)","(15.0, 34.0, 30.0)","(3.2, 7.0, 6.466666666666667)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 11.75)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:30.007086,"(9.0, 13.0, 12.807692307692308)","(19.0, 95.0, 67.5)","(3.0, 1.95, 1.91)","(15.0, 34.0, 30.0)","(3.2, 7.0, 6.466666666666667)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 13.526315789473685)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:31.164170,"(9.0, 13.0, 12.807692307692308)","(19.0, 95.0, 67.5)","(3.0, 1.95, 1.91)","(15.0, 34.0, 30.0)","(3.2, 7.0, 6.818181818181818)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 13.526315789473685)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:32.405736,"(9.0, 13.0, 12.807692307692308)","(19.0, 95.0, 67.5)","(3.0, 1.95, 1.91)","(15.0, 34.0, 20.545454545454547)","(3.2, 7.0, 6.818181818181818)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 13.526315789473685)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:33.620980,"(9.0, 13.0, 12.807692307692308)","(19.0, 95.0, 67.5)","(3.0, 1.95, 1.936)","(15.0, 32.0, 26.555555555555557)","(3.2, 7.0, 6.818181818181818)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 13.526315789473685)","(19.0, 310.0, 201.2)"
16-12-2022 13:13:34.846442,"(9.0, 13.0, 12.807692307692308)","(19.0, 95.0, 70.0)","(3.0, 1.95, 1.938)","(15.0, 30.0, 25.0)","(3.2, 7.0, 6.818181818181818)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 12.846153846153847)","(19.0, 310.0, 281.36842105263156)"
16-12-2022 13:13:36.074159,"(9.0, 13.0, 11.75)","(19.0, 100.0, 70.0)","(3.0, 1.95, 1.938)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.818181818181818)","(8.5, 9.4, 8.411764705882353)","(5.0, 14.0, 12.846153846153847)","(19.0, 310.0, 50.588235294117645)"
16-12-2022 13:13:37.303494,"(9.0, 13.0, 11.75)","(19.0, 100.0, 70.0)","(3.0, 1.95, 1.938)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.923809523809524)","(8.5, 9.4, 8.866666666666667)","(5.0, 14.0, 12.846153846153847)","(19.0, 100.0, 73.0)"
16-12-2022 13:13:38.492365,"(9.0, 13.0, 11.75)","(19.0, 100.0, 70.0)","(3.0, 1.95, 1.9128571428571428)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.666666666666667)","(8.5, 9.4, 8.292307692307691)","(5.0, 14.0, 12.846153846153847)","(19.0, 95.0, 73.0)"
16-12-2022 13:13:39.608880,"(9.0, 13.0, 12.847619047619048)","(19.0, 100.0, 40.0)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.666666666666667)","(8.5, 9.4, 8.292307692307691)","(5.0, 14.0, 12.846153846153847)","(19.0, 95.0, 73.0)"
16-12-2022 13:13:40.810403,"(9.0, 13.0, 12.76923076923077)","(19.0, 100.0, 70.75)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.666666666666667)","(8.5, 9.4, 8.292307692307691)","(5.0, 14.0, 12.846153846153847)","(19.0, 95.0, 73.0)"
16-12-2022 13:13:41.959709,"(9.0, 13.0, 12.7)","(19.0, 100.0, 70.75)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.816666666666666)","(8.5, 9.4, 8.292307692307691)","(5.0, 14.0, 12.846153846153847)","(19.0, 95.0, 73.0)"
16-12-2022 13:13:43.199799,"(9.0, 13.0, 12.880952380952381)","(19.0, 100.0, 70.375)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 27.0)","(3.2, 7.0, 6.909090909090909)","(8.5, 9.4, 8.955555555555556)","(5.0, 14.0, 12.846153846153847)","(19.0, 95.0, 73.0)"
16-12-2022 13:13:44.359704,"(9.0, 13.0, 12.818181818181818)","(19.0, 100.0, 40.0)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 17.441176470588236)","(3.2, 7.0, 18.05)","(8.5, 9.4, 8.458823529411765)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 68.5)"
16-12-2022 13:13:45.530670,"(9.0, 10.0, 9.813235294117648)","(19.0, 100.0, 59.75)","(3.0, 1.96, 1.9164150943396225)","(15.0, 32.0, 17.441176470588236)","(3.2, 22.0, 18.345454545454544)","(8.5, 9.4, 8.84)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:46.710266,"(9.0, 10.0, 9.813235294117648)","(19.0, 100.0, 73.33333333333334)","(3.0, 1.96, 1.9164150943396225)","(15.0, 32.0, 22.1)","(3.2, 21.0, 12.771428571428572)","(8.5, 9.4, 8.399999999999999)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:47.923072,"(9.0, 10.0, 9.842857142857143)","(19.0, 100.0, 73.33333333333334)","(3.0, 1.96, 1.9164150943396225)","(15.0, 32.0, 22.1)","(3.2, 21.0, 12.771428571428572)","(8.5, 9.4, 8.309090909090909)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:49.093116,"(9.0, 10.0, 9.842857142857143)","(19.0, 100.0, 73.33333333333334)","(3.0, 1.96, 1.9049999999999998)","(15.0, 32.0, 19.625)","(3.2, 21.0, 19.013793103448275)","(8.5, 9.4, 8.309090909090909)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:50.276778,"(9.0, 10.0, 9.842857142857143)","(19.0, 100.0, 75.85000000000001)","(3.0, 1.96, 1.9049999999999998)","(15.0, 32.0, 21.09090909090909)","(3.2, 21.0, 18.295238095238094)","(8.5, 9.4, 8.309090909090909)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:51.468212,"(9.0, 10.0, 9.842857142857143)","(19.0, 100.0, 75.85000000000001)","(3.0, 1.96, 1.9049999999999998)","(15.0, 32.0, 21.09090909090909)","(3.2, 21.0, 18.295238095238094)","(8.5, 9.4, 8.309090909090909)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:52.616996,"(9.0, 10.0, 9.842857142857143)","(19.0, 100.0, 75.85000000000001)","(3.0, 1.96, 1.9049999999999998)","(15.0, 32.0, 21.09090909090909)","(3.2, 21.0, 18.61052631578947)","(8.5, 9.4, 8.309090909090909)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:53.838663,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 78.22222222222223)","(3.0, 1.96, 1.9049999999999998)","(15.0, 32.0, 21.09090909090909)","(3.2, 20.0, 18.61052631578947)","(8.5, 9.4, 8.309090909090909)","(5.0, 14.0, 12.88888888888889)","(19.0, 95.0, 69.5)"
16-12-2022 13:13:55.063039,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 79.9)","(3.0, 1.96, 1.9128571428571428)","(15.0, 32.0, 21.0)","(3.2, 20.0, 15.666666666666666)","(8.5, 9.4, 8.719999999999999)","(5.0, 14.0, 13.25)","(19.0, 95.0, 67.0)"
16-12-2022 13:13:56.292330,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 79.9)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 23.25)","(3.2, 20.0, 11.333333333333332)","(8.5, 9.2, 8.6)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:13:57.377942,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 79.9)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 23.25)","(3.2, 20.0, 11.333333333333332)","(8.5, 9.2, 8.6)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:13:58.558746,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 76.25)","(3.0, 1.96, 1.9128571428571428)","(15.0, 30.0, 27.11111111111111)","(3.2, 20.0, 18.57777777777778)","(8.5, 9.2, 8.6)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:13:59.799382,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 76.25)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 27.11111111111111)","(3.2, 20.0, 18.57777777777778)","(8.5, 9.2, 8.6)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:14:01.325242,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 50.0)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 26.1)","(3.2, 20.0, 18.57777777777778)","(8.5, 9.2, 8.6)","(5.0, 13.5, 13.25)","(19.0, 90.0, 76.85714285714286)"
16-12-2022 13:14:03.008698,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 26.1)","(3.2, 20.0, 18.57777777777778)","(8.5, 9.2, 8.6)","(5.0, 13.5, 13.25)","(19.0, 90.0, 68.0)"
16-12-2022 13:14:04.666380,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.333333333333332)","(8.5, 9.4, 8.175)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:14:06.111791,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.333333333333332)","(8.5, 9.4, 8.175)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:14:07.498260,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.4, 8.175)","(5.0, 13.5, 13.25)","(19.0, 90.0, 67.0)"
16-12-2022 13:14:08.773381,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.4, 8.175)","(5.0, 13.5, 13.25)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:14:09.908096,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.4, 8.175)","(5.0, 13.5, 13.25)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:14:11.193235,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.4, 8.2)","(5.0, 13.5, 13.25)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:14:12.663508,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 18.6)","(8.5, 9.2, 8.5)","(5.0, 13.5, 13.25)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:14:13.908789,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 18.6)","(8.5, 9.0, 8.5)","(5.0, 13.5, 12.5)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:14:15.441535,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 41.75)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 21.9)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.5, 12.5)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:14:16.982917,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.9263265306122448)","(15.0, 30.0, 22.75)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.5, 12.5)","(19.0, 90.0, 57.666666666666664)"
16-12-2022 13:14:18.462528,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.931551724137931)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.4)","(5.0, 13.5, 12.5)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:20.251119,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.9233333333333333)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.5, 12.2)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:21.925632,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.9233333333333333)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 14.0, 12.2)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:23.150031,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 14.0, 12.2)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:24.314301,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 14.0, 12.2)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:25.538468,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 14.0, 12.2)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:26.683938,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 14.0, 12.2)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:27.784991,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 14.0, 13.0)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:28.856135,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.5, 12.75)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:30.059217,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.0, 12.75)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:14:31.317934,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.0, 12.75)","(19.0, 85.0, 55.0)"
16-12-2022 13:14:32.492484,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.0, 12.75)","(19.0, 85.0, 55.0)"
16-12-2022 13:14:33.961743,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 20.666666666666668)","(3.2, 20.0, 11.466666666666667)","(8.5, 9.0, 8.5)","(5.0, 13.0, 12.75)","(19.0, 85.0, 55.0)"
16-12-2022 13:14:35.282885,"(9.0, 10.0, 9.842857142857143)","(19.0, 95.0, 47.66666666666667)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 26.333333333333332)","(3.2, 20.0, 10.35)","(8.5, 9.0, 8.5)","(5.0, 13.0, 12.75)","(19.0, 85.0, 55.0)"
16-12-2022 13:14:36.623536,"(9.0, 10.0, 9.805882352941177)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 26.333333333333332)","(3.2, 13.5, 10.85)","(8.5, 9.0, 8.08)","(5.0, 13.0, 12.625)","(19.0, 85.0, 63.5)"
16-12-2022 13:14:37.866442,"(9.0, 10.0, 9.805882352941177)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.939795918367347)","(15.0, 29.0, 26.333333333333332)","(3.2, 14.5, 11.350000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 85.0, 63.5)"
16-12-2022 13:14:39.030682,"(9.0, 10.0, 9.805882352941177)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9332432432432431)","(15.0, 29.0, 26.142857142857142)","(3.2, 15.5, 11.350000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 85.0, 66.0)"
16-12-2022 13:14:40.168119,"(9.0, 10.0, 9.805882352941177)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9332432432432431)","(15.0, 30.0, 26.142857142857142)","(3.2, 15.5, 11.350000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:41.288939,"(9.0, 10.0, 9.805882352941177)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 26.625)","(3.2, 15.5, 10.85)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:42.323201,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 26.625)","(3.2, 14.5, 10.85)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:43.441426,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 28.5)","(3.2, 14.5, 11.350000000000001)","(8.5, 8.6, 7.906666666666666)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:44.626510,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 28.5)","(3.2, 15.5, 11.600000000000001)","(8.5, 8.6, 7.877777777777777)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:45.874506,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 28.5)","(3.2, 16.0, 11.600000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:47.102171,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 28.5)","(3.2, 16.0, 11.600000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:48.260072,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 28.5)","(3.2, 16.0, 11.600000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:49.385363,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.96, 1.9384782608695652)","(15.0, 30.0, 28.5)","(3.2, 16.0, 11.600000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:50.493822,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 30.0, 28.5)","(3.2, 16.0, 11.600000000000001)","(8.5, 8.6, 8.08)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:51.580191,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 30.0, 28.5)","(3.2, 16.0, 13.425)","(8.5, 8.6, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:52.637929,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 30.0, 28.5)","(3.2, 15.5, 13.425)","(8.5, 8.4, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:53.786072,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 30.0, 28.5)","(3.2, 15.5, 13.425)","(8.5, 8.4, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:54.953090,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 30.0, 28.5)","(3.2, 15.5, 13.425)","(8.5, 8.4, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:56.132579,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 30.0, 38.5)","(3.2, 15.5, 11.350000000000001)","(8.5, 8.4, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:57.145070,"(9.0, 10.0, 9.5875)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 42.0, 38.5)","(3.2, 15.5, 11.350000000000001)","(8.5, 8.4, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:58.207819,"(9.0, 10.0, 9.929411764705883)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.9408333333333332)","(15.0, 42.0, 38.5)","(3.2, 15.5, 11.8)","(8.5, 8.4, 8.1)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:14:59.357080,"(9.0, 10.0, 9.929411764705883)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.95, 1.932621359223301)","(15.0, 42.0, 38.5)","(3.2, 21.0, 11.8)","(8.5, 8.4, 7.988235294117647)","(5.0, 13.0, 12.625)","(19.0, 90.0, 66.0)"
16-12-2022 13:15:00.452054,"(9.0, 12.5, 11.15)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.94, 1.9093548387096773)","(15.0, 42.0, 38.5)","(3.2, 21.0, 10.65)","(8.5, 8.6, 7.988235294117647)","(5.0, 13.0, 12.625)","(19.0, 90.0, 67.0)"
16-12-2022 13:15:01.516508,"(9.0, 12.5, 11.5)","(19.0, 95.0, 78.71428571428571)","(3.0, 1.94, 1.8766666666666667)","(15.0, 42.0, 35.333333333333336)","(3.2, 21.0, 10.65)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 12.625)","(19.0, 90.0, 59.333333333333336)"
16-12-2022 13:15:02.562176,"(9.0, 12.5, 11.7)","(19.0, 95.0, 67.5)","(3.0, 1.93, 1.8833333333333333)","(15.0, 42.0, 35.333333333333336)","(3.2, 21.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 12.625)","(19.0, 90.0, 57.666666666666664)"
16-12-2022 13:15:03.641589,"(9.0, 12.5, 11.9)","(19.0, 95.0, 67.5)","(3.0, 1.93, 1.8833333333333333)","(15.0, 42.0, 35.333333333333336)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 12.625)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:15:04.685575,"(9.0, 12.5, 11.9)","(19.0, 95.0, 67.5)","(3.0, 1.93, 1.8833333333333333)","(15.0, 42.0, 35.333333333333336)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 12.625)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:15:05.706848,"(9.0, 12.5, 11.225)","(19.0, 95.0, 67.5)","(3.0, 1.93, 1.8833333333333333)","(15.0, 42.0, 35.333333333333336)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 12.625)","(19.0, 85.0, 57.666666666666664)"
16-12-2022 13:15:06.763159,"(9.0, 12.5, 11.204545454545455)","(19.0, 95.0, 67.5)","(3.0, 1.93, 1.8833333333333333)","(15.0, 42.0, 35.333333333333336)","(3.2, 20.0, 11.466666666666667)","(8.5, 8.6, 8.104761904761904)","(5.0, 13.0, 12.625)","(19.0, 85.0, 57.666666666666664)"
