,Hampton Bay,Noztrabeel,Olympic Honour,Poet Warrior,Rustic Charm,American Jewel,Cashmore,Just For Curiosity,Prewingo,Fairy Fling,Gaynik,Smashing Hit,Waning Weasel,Hathaway
14-12-2022 18:47:20.045328,"(16.0, 23.0, 21.666666666666668)","(5.0, 6.6, 6.56595744680851)","(5.5, 6.0, 5.6499999999999995)","(16.0, 27.0, 25.0)","(8.5, 13.5, 11.681818181818182)","(10.0, 12.0, 11.246153846153845)","(31.0, 80.0, 56.2)","(6.0, 7.0, 6.842622950819672)","(5.0, 6.8, 6.328571428571428)","(21.0, 36.0, 35.36363636363636)","(31.0, 38.0, 36.5)","(31.0, 70.0, 64.8)","(101.0, 420.0, 401.42857142857144)","(18.0, 24.0, 23.75)"
14-12-2022 18:47:21.653526,"(16.0, 23.0, 21.666666666666668)","(5.0, 6.6, 6.525806451612903)","(5.5, 6.0, 5.6499999999999995)","(16.0, 27.0, 25.0)","(8.5, 13.5, 12.272727272727273)","(10.0, 12.0, 11.246153846153845)","(31.0, 80.0, 56.2)","(6.0, 7.0, 6.68)","(5.0, 6.8, 6.328571428571428)","(21.0, 36.0, 34.0)","(31.0, 38.0, 36.5)","(31.0, 70.0, 64.8)","(101.0, 420.0, 401.42857142857144)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:23.232768,"(16.0, 23.0, 22.2)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.7846153846153845)","(16.0, 27.0, 25.4)","(8.5, 13.5, 12.176470588235293)","(10.0, 12.0, 11.246153846153845)","(31.0, 80.0, 52.5)","(6.0, 7.0, 6.6695652173913045)","(5.0, 6.8, 6.51304347826087)","(21.0, 36.0, 35.25)","(31.0, 38.0, 36.5)","(31.0, 70.0, 61.33333333333333)","(101.0, 420.0, 401.42857142857144)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:24.838087,"(16.0, 23.0, 22.2)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.7846153846153845)","(16.0, 27.0, 25.4)","(8.5, 13.5, 12.115384615384615)","(10.0, 12.0, 11.273504273504274)","(31.0, 75.0, 52.5)","(6.0, 7.0, 6.8933333333333335)","(5.0, 6.8, 6.51304347826087)","(21.0, 36.0, 35.0)","(31.0, 38.0, 36.5)","(31.0, 70.0, 64.8)","(101.0, 420.0, 401.42857142857144)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:26.483258,"(16.0, 23.0, 22.2)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.723076923076923)","(16.0, 27.0, 25.5)","(8.5, 13.5, 11.921052631578947)","(10.0, 12.0, 11.273504273504274)","(31.0, 75.0, 52.5)","(6.0, 7.0, 6.8933333333333335)","(5.0, 6.8, 6.51304347826087)","(21.0, 36.0, 35.0)","(31.0, 38.0, 36.5)","(31.0, 70.0, 64.8)","(101.0, 420.0, 401.42857142857144)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:28.080024,"(16.0, 23.0, 22.6)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.723076923076923)","(16.0, 27.0, 25.5)","(8.5, 13.5, 11.75)","(10.0, 12.0, 11.273504273504274)","(31.0, 75.0, 59.0)","(6.0, 7.0, 6.971830985915493)","(5.0, 6.8, 6.51304347826087)","(21.0, 36.0, 35.0)","(31.0, 38.0, 36.5)","(31.0, 70.0, 58.0)","(101.0, 420.0, 470.0)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:29.659922,"(16.0, 23.0, 22.6)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.723076923076923)","(16.0, 27.0, 25.5)","(8.5, 13.5, 12.1)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 59.0)","(6.0, 7.2, 6.971830985915493)","(5.0, 6.8, 6.389473684210526)","(21.0, 36.0, 35.0)","(31.0, 38.0, 36.5)","(31.0, 65.0, 58.0)","(101.0, 620.0, 482.5)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:31.234020,"(16.0, 23.0, 22.6)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.723076923076923)","(16.0, 27.0, 25.5)","(8.5, 13.5, 11.944444444444445)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 61.0)","(6.0, 7.2, 7.019047619047619)","(5.0, 7.0, 6.442857142857143)","(21.0, 36.0, 35.0)","(31.0, 38.0, 36.61538461538461)","(31.0, 65.0, 58.0)","(101.0, 620.0, 482.5)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:32.760382,"(16.0, 23.0, 22.142857142857142)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.723076923076923)","(16.0, 27.0, 25.5)","(8.5, 13.5, 12.333333333333334)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 50.5)","(6.0, 7.2, 7.019047619047619)","(5.0, 7.0, 6.442857142857143)","(21.0, 36.0, 32.857142857142854)","(31.0, 38.0, 36.61538461538461)","(31.0, 65.0, 54.5)","(101.0, 620.0, 482.5)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:34.363622,"(16.0, 23.0, 22.142857142857142)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.723076923076923)","(16.0, 27.0, 25.5)","(8.5, 13.5, 12.333333333333334)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 50.5)","(6.0, 7.2, 7.019047619047619)","(5.0, 7.0, 6.463157894736843)","(21.0, 34.0, 31.428571428571427)","(31.0, 38.0, 36.61538461538461)","(31.0, 65.0, 49.666666666666664)","(101.0, 620.0, 482.5)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:35.999825,"(16.0, 23.0, 22.142857142857142)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.0, 5.717073170731707)","(16.0, 27.0, 25.5)","(8.5, 13.5, 12.3)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 50.5)","(6.0, 7.2, 7.019047619047619)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.428571428571427)","(31.0, 38.0, 36.61538461538461)","(31.0, 65.0, 48.0)","(101.0, 620.0, 482.5)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:37.536943,"(16.0, 23.0, 22.454545454545453)","(5.0, 6.6, 6.523809523809524)","(5.5, 6.2, 6.026315789473685)","(16.0, 27.0, 25.5)","(8.5, 13.5, 12.3)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 50.5)","(6.0, 7.2, 7.07027027027027)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.428571428571427)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 48.0)","(101.0, 620.0, 482.5)","(18.0, 24.0, 23.833333333333332)"
14-12-2022 18:47:39.088409,"(16.0, 23.0, 22.25)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.2, 6.0106796116504855)","(17.0, 27.0, 25.5)","(8.5, 13.5, 12.3)","(10.0, 12.0, 11.273504273504274)","(31.0, 70.0, 50.5)","(6.0, 7.2, 6.960869565217392)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 48.0)","(101.0, 620.0, 482.5)","(19.0, 24.0, 23.642857142857142)"
14-12-2022 18:47:40.760774,"(16.0, 23.0, 22.25)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.2, 6.0106796116504855)","(17.0, 27.0, 25.5)","(8.5, 13.5, 12.222222222222221)","(10.0, 12.0, 11.29767441860465)","(31.0, 70.0, 50.5)","(6.0, 7.0, 6.979310344827586)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 48.0)","(101.0, 620.0, 482.5)","(19.0, 24.0, 23.642857142857142)"
14-12-2022 18:47:42.440908,"(16.0, 23.0, 22.11111111111111)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.2, 6.161764705882353)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 50.5)","(6.0, 7.0, 6.8)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 48.0)","(101.0, 620.0, 482.5)","(19.0, 24.0, 23.8125)"
14-12-2022 18:47:44.102992,"(16.0, 23.0, 22.11111111111111)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.2, 6.286956521739131)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 50.5)","(6.0, 7.0, 6.568)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.6)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 48.0)","(101.0, 510.0, 482.5)","(19.0, 24.0, 23.8125)"
14-12-2022 18:47:45.680803,"(16.0, 23.0, 22.11111111111111)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.4, 6.39016393442623)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 50.5)","(6.0, 6.6, 6.568)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 44.25)","(101.0, 510.0, 482.5)","(19.0, 24.0, 23.8125)"
14-12-2022 18:47:47.245997,"(16.0, 23.0, 22.11111111111111)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.4, 6.39016393442623)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 50.5)","(6.0, 6.6, 6.478504672897197)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 44.25)","(101.0, 510.0, 482.5)","(19.0, 24.0, 23.8125)"
14-12-2022 18:47:48.976610,"(16.0, 23.0, 22.11111111111111)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 50.5)","(6.0, 6.6, 6.478504672897197)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 44.25)","(101.0, 510.0, 482.5)","(19.0, 24.0, 23.8125)"
14-12-2022 18:47:50.559332,"(16.0, 23.0, 22.11111111111111)","(5.0, 6.6, 6.445161290322581)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.430000000000001)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 36.61538461538461)","(31.0, 60.0, 44.25)","(101.0, 510.0, 482.5)","(19.0, 24.0, 23.46153846153846)"
14-12-2022 18:47:52.152974,"(16.0, 23.0, 22.428571428571427)","(5.0, 6.6, 6.5)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.430000000000001)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 38.0, 41.09090909090909)","(31.0, 60.0, 44.25)","(101.0, 510.0, 453.3333333333333)","(19.0, 24.0, 23.52173913043478)"
14-12-2022 18:47:53.704229,"(16.0, 23.0, 22.428571428571427)","(5.0, 6.6, 6.5)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.363478260869565)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 42.0, 39.333333333333336)","(31.0, 60.0, 44.25)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.52173913043478)"
14-12-2022 18:47:55.211788,"(16.0, 23.0, 22.428571428571427)","(5.0, 6.6, 6.5)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.363478260869565)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 42.0, 39.333333333333336)","(31.0, 60.0, 48.0)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.52173913043478)"
14-12-2022 18:47:56.825238,"(16.0, 23.0, 22.428571428571427)","(5.0, 6.6, 6.5)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.3359223300970875)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 42.0, 40.857142857142854)","(31.0, 60.0, 49.666666666666664)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.35)"
14-12-2022 18:47:58.507948,"(16.0, 24.0, 22.153846153846153)","(5.0, 6.6, 6.5)","(5.5, 6.4, 6.3925)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.222222222222221)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.3359223300970875)","(5.0, 7.0, 6.463157894736843)","(21.0, 32.0, 31.57142857142857)","(31.0, 42.0, 40.857142857142854)","(31.0, 65.0, 49.666666666666664)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.35)"
14-12-2022 18:48:00.093920,"(16.0, 24.0, 22.153846153846153)","(5.0, 6.6, 6.51864406779661)","(5.5, 6.4, 6.533333333333333)","(17.0, 27.0, 25.5)","(8.5, 13.0, 12.25)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.6, 6.344186046511628)","(5.0, 7.0, 6.433333333333334)","(21.0, 32.0, 31.57142857142857)","(31.0, 42.0, 40.857142857142854)","(31.0, 65.0, 49.666666666666664)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.35)"
14-12-2022 18:48:01.704860,"(16.0, 24.0, 22.153846153846153)","(5.0, 6.6, 6.51864406779661)","(5.5, 6.6, 6.533333333333333)","(17.0, 27.0, 25.5)","(8.5, 13.0, 11.928571428571429)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.4, 6.344186046511628)","(5.0, 7.0, 6.433333333333334)","(21.0, 32.0, 31.57142857142857)","(31.0, 42.0, 40.857142857142854)","(31.0, 65.0, 54.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.35)"
14-12-2022 18:48:03.247857,"(16.0, 24.0, 22.153846153846153)","(5.0, 6.6, 6.51864406779661)","(5.5, 6.6, 6.533333333333333)","(17.0, 27.0, 25.5)","(8.5, 13.0, 11.928571428571429)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 52.666666666666664)","(6.0, 6.4, 6.344186046511628)","(5.0, 7.0, 6.433333333333334)","(21.0, 32.0, 35.14285714285714)","(31.0, 42.0, 41.333333333333336)","(31.0, 65.0, 54.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.35)"
14-12-2022 18:48:04.887946,"(16.0, 24.0, 22.05263157894737)","(5.0, 6.6, 6.51864406779661)","(5.5, 6.6, 6.518072289156626)","(17.0, 27.0, 25.5)","(8.5, 13.0, 11.928571428571429)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.344186046511628)","(5.0, 7.0, 6.433333333333334)","(21.0, 36.0, 32.0)","(26.0, 42.0, 38.125)","(31.0, 65.0, 47.55555555555556)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:06.542356,"(16.0, 23.0, 22.05263157894737)","(5.0, 6.6, 6.51864406779661)","(5.5, 6.6, 6.518072289156626)","(17.0, 27.0, 25.4)","(8.5, 13.0, 11.928571428571429)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.344186046511628)","(5.0, 7.0, 6.44)","(21.0, 36.0, 32.21052631578947)","(26.0, 40.0, 38.23529411764706)","(31.0, 60.0, 47.55555555555556)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:08.122674,"(16.0, 23.0, 21.8)","(5.0, 6.6, 6.51864406779661)","(5.5, 6.6, 6.518072289156626)","(17.0, 27.0, 25.5)","(8.5, 13.0, 11.928571428571429)","(10.0, 12.0, 11.407843137254902)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.363157894736842)","(5.0, 7.0, 6.44)","(21.0, 36.0, 32.21052631578947)","(26.0, 40.0, 38.23529411764706)","(31.0, 60.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:09.705912,"(16.0, 23.0, 21.8)","(5.0, 6.6, 6.536842105263158)","(5.5, 6.6, 6.523595505617977)","(17.0, 27.0, 25.5)","(8.5, 13.0, 11.642857142857142)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.269767441860465)","(5.0, 7.0, 6.44)","(21.0, 36.0, 33.10344827586207)","(26.0, 40.0, 39.0)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:11.332997,"(16.0, 23.0, 21.363636363636363)","(5.0, 6.6, 6.536842105263158)","(5.5, 6.6, 6.786813186813187)","(17.0, 27.0, 25.5)","(8.5, 12.5, 11.642857142857142)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.257692307692308)","(5.0, 7.0, 6.44)","(21.0, 36.0, 33.10344827586207)","(26.0, 40.0, 39.0)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:13.003736,"(16.0, 23.0, 21.363636363636363)","(5.0, 6.6, 6.536842105263158)","(5.5, 6.8, 6.786813186813187)","(17.0, 27.0, 25.5)","(8.5, 12.5, 11.75)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.257692307692308)","(5.0, 7.0, 6.44)","(21.0, 36.0, 30.857142857142858)","(26.0, 40.0, 39.0)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:14.607183,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.6, 6.536842105263158)","(5.5, 6.8, 6.786813186813187)","(17.0, 27.0, 25.5)","(8.5, 12.5, 11.642857142857142)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.239130434782609)","(5.0, 7.0, 6.44)","(21.0, 36.0, 30.857142857142858)","(26.0, 40.0, 39.0)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.194444444444443)"
14-12-2022 18:48:16.156260,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.6, 6.536842105263158)","(5.5, 6.8, 6.828169014084507)","(17.0, 27.0, 25.8)","(8.5, 12.0, 11.642857142857142)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.015384615384615)","(5.0, 7.0, 6.65)","(21.0, 36.0, 33.10344827586207)","(26.0, 40.0, 38.61538461538461)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.636363636363637)"
14-12-2022 18:48:17.815120,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.6, 6.290697674418605)","(5.5, 7.2, 6.829411764705882)","(17.0, 27.0, 24.923076923076923)","(8.5, 12.0, 11.642857142857142)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.2, 6.06875)","(5.0, 7.0, 6.65)","(21.0, 36.0, 33.10344827586207)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.636363636363637)"
14-12-2022 18:48:19.435009,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.4, 6.290697674418605)","(5.5, 7.2, 7.05)","(17.0, 28.0, 25.272727272727273)","(8.5, 12.0, 11.833333333333334)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.2, 6.1567567567567565)","(5.0, 7.0, 6.65)","(21.0, 36.0, 30.857142857142858)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.636363636363637)"
14-12-2022 18:48:21.055780,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.4, 6.285365853658536)","(5.5, 7.2, 7.05)","(17.0, 28.0, 25.272727272727273)","(8.5, 12.0, 11.833333333333334)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.2, 6.1567567567567565)","(5.0, 7.0, 6.65)","(21.0, 36.0, 30.857142857142858)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:22.538672,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.4, 6.285365853658536)","(5.5, 7.2, 6.852631578947368)","(17.0, 28.0, 25.272727272727273)","(8.5, 12.0, 11.833333333333334)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.2, 6.232)","(5.0, 7.0, 6.65)","(21.0, 36.0, 33.10344827586207)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:24.115159,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.2, 6.125)","(5.5, 7.0, 6.871428571428571)","(17.0, 28.0, 25.272727272727273)","(8.5, 12.0, 11.833333333333334)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 66.0)","(6.0, 6.4, 6.24)","(5.0, 7.0, 6.65)","(21.0, 36.0, 33.10344827586207)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:25.727876,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.2, 6.084821428571429)","(5.5, 7.0, 6.835714285714285)","(17.0, 28.0, 25.272727272727273)","(8.5, 12.0, 11.833333333333334)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.264)","(5.0, 7.0, 6.65)","(21.0, 36.0, 31.764705882352942)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:27.417361,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.2, 6.811111111111111)","(17.0, 28.0, 25.5)","(8.5, 12.0, 11.785714285714286)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.264)","(5.0, 7.0, 6.65)","(21.0, 36.0, 33.111111111111114)","(26.0, 40.0, 38.44444444444444)","(31.0, 55.0, 46.333333333333336)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:28.948134,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.0, 6.811111111111111)","(17.0, 28.0, 25.5)","(8.5, 12.5, 12.045454545454545)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.264)","(5.0, 7.0, 6.65)","(21.0, 34.0, 31.666666666666668)","(26.0, 40.0, 37.75)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:30.534348,"(16.0, 23.0, 21.46153846153846)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.0, 6.748148148148148)","(17.0, 28.0, 25.5)","(8.5, 12.5, 12.045454545454545)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.264)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.5)","(26.0, 38.0, 39.4)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:32.151390,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.0, 6.748148148148148)","(17.0, 28.0, 25.5)","(8.5, 12.5, 11.73076923076923)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.264)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.5)","(26.0, 40.0, 39.68421052631579)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:33.831184,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.0, 6.748148148148148)","(17.0, 28.0, 25.5)","(8.5, 13.0, 11.73076923076923)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.264)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.5)","(26.0, 40.0, 39.68421052631579)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:35.430204,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.0, 6.757894736842105)","(17.0, 28.0, 25.5)","(8.5, 13.0, 11.73076923076923)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.28)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.5)","(26.0, 40.0, 39.68421052631579)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
14-12-2022 18:48:36.999688,"(16.0, 23.0, 21.333333333333332)","(5.0, 6.2, 6.0514018691588785)","(5.5, 7.2, 6.757894736842105)","(17.0, 28.0, 25.5)","(8.5, 13.0, 11.73076923076923)","(10.0, 12.0, 11.378181818181819)","(31.0, 70.0, 65.71428571428571)","(6.0, 6.4, 6.28)","(5.0, 7.0, 6.65)","(21.0, 32.0, 31.5)","(26.0, 40.0, 39.68421052631579)","(31.0, 55.0, 49.5)","(101.0, 500.0, 453.3333333333333)","(19.0, 24.0, 23.333333333333332)"
