,Destructor,Holy Spy,Bold Prophet,You Can Tell Me,Skittish,Little Bay Horse,Monetary Gains,Westozi,Schnoots,La Dette,Pearlsndiamonds
07-01-2023 17:13:43.070315,"(51.0, 140.0, 120.0)","(16.0, 29.0, 24.0)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.057142857142857)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.76)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:44.493764,"(51.0, 140.0, 120.0)","(16.0, 29.0, 25.428571428571427)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.057142857142857)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.1)","(4.6, 5.8, 5.769230769230769)","(1.95, 2.02, 2.0116666666666667)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:45.913303,"(51.0, 140.0, 120.0)","(16.0, 29.0, 25.428571428571427)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.057142857142857)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.647058823529413)","(4.6, 5.8, 5.74)","(1.95, 2.02, 2.0075)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:47.291181,"(51.0, 140.0, 120.0)","(16.0, 29.0, 25.428571428571427)","(41.0, 70.0, 62.0)","(5.0, 7.2, 7.057142857142857)","(21.0, 60.0, 50.22222222222222)","(71.0, 140.0, 123.63636363636364)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.647058823529413)","(4.6, 5.8, 5.74)","(1.95, 2.02, 2.0075)","(20.0, 34.0, 32.857142857142854)"
07-01-2023 17:13:48.668369,"(51.0, 140.0, 120.0)","(16.0, 29.0, 25.428571428571427)","(41.0, 70.0, 52.4)","(5.0, 7.2, 7.1)","(21.0, 60.0, 47.55555555555556)","(71.0, 140.0, 125.0)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.357142857142858)","(4.6, 5.8, 5.7846153846153845)","(1.95, 1.97, 1.9606976744186047)","(20.0, 34.0, 32.11764705882353)"
07-01-2023 17:13:50.072655,"(51.0, 140.0, 103.33333333333333)","(16.0, 29.0, 26.0)","(41.0, 70.0, 52.4)","(5.0, 7.2, 7.04)","(21.0, 60.0, 47.55555555555556)","(71.0, 140.0, 125.0)","(71.0, 210.0, 203.33333333333334)","(10.0, 18.0, 17.166666666666668)","(4.6, 5.8, 5.741176470588235)","(1.95, 1.97, 1.9515384615384614)","(20.0, 34.0, 32.11764705882353)"
07-01-2023 17:13:51.446050,"(51.0, 140.0, 103.33333333333333)","(16.0, 29.0, 27.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.16)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 125.0)","(71.0, 210.0, 180.0)","(10.0, 18.0, 17.357142857142858)","(4.6, 5.8, 5.828571428571428)","(1.95, 1.97, 1.9657142857142857)","(20.0, 34.0, 32.125)"
07-01-2023 17:13:52.786004,"(41.0, 140.0, 103.33333333333333)","(17.0, 29.0, 27.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.1692307692307695)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 125.0)","(71.0, 210.0, 198.75)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.828571428571428)","(1.9, 1.97, 1.9670731707317073)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:13:54.137868,"(41.0, 140.0, 103.33333333333333)","(17.0, 30.0, 29.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.1692307692307695)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 125.0)","(71.0, 210.0, 198.57142857142856)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.828571428571428)","(1.9, 1.97, 1.9670731707317073)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:13:55.503782,"(41.0, 140.0, 103.33333333333333)","(17.0, 32.0, 29.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.1692307692307695)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 125.0)","(71.0, 210.0, 198.57142857142856)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.828571428571428)","(1.9, 1.97, 1.9667567567567568)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:13:56.870757,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 36.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.1692307692307695)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 125.0)","(71.0, 210.0, 198.57142857142856)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.828571428571428)","(1.9, 1.97, 1.9667567567567568)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:13:58.188218,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 36.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.133333333333334)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 122.0)","(71.0, 210.0, 198.57142857142856)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.672727272727273)","(1.9, 1.97, 1.9782051282051283)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:13:59.528213,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 36.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.066666666666666)","(21.0, 60.0, 51.833333333333336)","(71.0, 140.0, 122.0)","(71.0, 210.0, 198.57142857142856)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.98, 1.975)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:14:00.897051,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 36.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.066666666666666)","(21.0, 60.0, 51.38461538461539)","(71.0, 140.0, 122.0)","(71.0, 210.0, 198.57142857142856)","(11.0, 18.0, 17.357142857142858)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.98, 1.9783333333333333)","(21.0, 34.0, 32.166666666666664)"
07-01-2023 17:14:02.233478,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 36.0)","(41.0, 65.0, 56.5)","(5.0, 7.2, 7.066666666666666)","(21.0, 60.0, 51.38461538461539)","(71.0, 140.0, 122.0)","(71.0, 210.0, 194.0)","(11.0, 18.0, 17.59090909090909)","(4.6, 6.0, 5.657142857142857)","(1.9, 2.02, 1.995)","(21.0, 34.0, 27.25)"
07-01-2023 17:14:03.593000,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.84615384615385)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 55.42857142857143)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 198.0)","(11.0, 18.0, 17.92105263157895)","(4.6, 6.0, 5.657142857142857)","(1.9, 2.02, 1.9701324503311257)","(21.0, 34.0, 32.4)"
07-01-2023 17:14:04.904600,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.84615384615385)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 202.5)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701324503311257)","(21.0, 34.0, 32.4)"
07-01-2023 17:14:06.220570,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.63636363636363)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 202.5)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701324503311257)","(21.0, 34.0, 32.4)"
07-01-2023 17:14:07.535055,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.63636363636363)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701324503311257)","(21.0, 34.0, 32.4)"
07-01-2023 17:14:08.840204,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.75)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701324503311257)","(21.0, 34.0, 32.4)"
07-01-2023 17:14:10.136544,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.75)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701526717557252)","(21.0, 34.0, 32.4)"
07-01-2023 17:14:11.405512,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.75)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701526717557252)","(21.0, 34.0, 31.666666666666668)"
07-01-2023 17:14:12.667347,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.75)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.111111111111114)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701526717557252)","(21.0, 34.0, 32.6)"
07-01-2023 17:14:13.962668,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.5)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 51.0)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701526717557252)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:15.254788,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.5)","(5.0, 7.2, 7.181818181818182)","(21.0, 60.0, 42.22222222222222)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701526717557252)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:16.508720,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.5)","(5.0, 7.2, 7.133333333333334)","(21.0, 60.0, 46.92307692307692)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9701526717557252)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:17.863270,"(41.0, 140.0, 103.33333333333333)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 63.5)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 47.5)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.99, 1.9605813953488371)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:19.200713,"(41.0, 130.0, 89.0909090909091)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 62.85714285714286)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 47.5)","(71.0, 140.0, 132.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.97, 1.9605813953488371)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:20.608512,"(41.0, 130.0, 89.0909090909091)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 62.85714285714286)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 47.5)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 202.5)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.97, 1.9426732673267326)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:21.965236,"(41.0, 120.0, 102.5)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 62.85714285714286)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 47.5)","(71.0, 140.0, 129.0909090909091)","(71.0, 210.0, 202.5)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.657142857142857)","(1.9, 1.95, 1.9426732673267326)","(21.0, 34.0, 29.545454545454547)"
07-01-2023 17:14:23.411005,"(41.0, 120.0, 98.84615384615384)","(17.0, 38.0, 37.61904761904762)","(41.0, 65.0, 62.85714285714286)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 49.375)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.945945945945947)","(4.6, 6.0, 5.654545454545454)","(1.9, 1.95, 1.9426732673267326)","(21.0, 34.0, 30.23076923076923)"
07-01-2023 17:14:24.772242,"(41.0, 130.0, 98.84615384615384)","(17.0, 38.0, 37.666666666666664)","(41.0, 65.0, 62.85714285714286)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 48.07692307692308)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 17.951219512195124)","(4.6, 5.9, 5.654545454545454)","(1.9, 1.95, 1.916086956521739)","(21.0, 34.0, 29.57894736842105)"
07-01-2023 17:14:26.183452,"(41.0, 130.0, 98.84615384615384)","(17.0, 38.0, 37.666666666666664)","(41.0, 65.0, 62.0)","(5.0, 7.2, 7.066666666666666)","(21.0, 55.0, 47.90909090909091)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.0, 18.4625)","(4.6, 5.9, 5.65)","(1.9, 1.95, 1.9187999999999998)","(21.0, 34.0, 30.18181818181818)"
07-01-2023 17:14:27.587242,"(41.0, 130.0, 98.84615384615384)","(17.0, 38.0, 36.0)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.375)","(4.6, 5.9, 5.604347826086957)","(1.9, 1.95, 1.9420408163265306)","(21.0, 34.0, 29.714285714285715)"
07-01-2023 17:14:28.964418,"(41.0, 120.0, 100.76923076923077)","(17.0, 38.0, 34.333333333333336)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.6571428571428575)","(1.9, 1.95, 1.9420408163265306)","(21.0, 34.0, 29.58823529411765)"
07-01-2023 17:14:30.279117,"(41.0, 120.0, 92.5)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.6571428571428575)","(1.9, 1.95, 1.9420408163265306)","(21.0, 34.0, 29.58823529411765)"
07-01-2023 17:14:31.615990,"(41.0, 110.0, 92.5)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 132.85714285714286)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.6571428571428575)","(1.9, 1.95, 1.9420408163265306)","(21.0, 34.0, 29.58823529411765)"
07-01-2023 17:14:32.979213,"(41.0, 110.0, 80.0)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.616666666666666)","(1.9, 1.95, 1.9210850439882696)","(21.0, 34.0, 30.470588235294116)"
07-01-2023 17:14:34.291260,"(41.0, 110.0, 80.0)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.616666666666666)","(1.9, 1.93, 1.9212391930835735)","(21.0, 34.0, 30.666666666666668)"
07-01-2023 17:14:35.613961,"(41.0, 110.0, 80.0)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.616666666666666)","(1.9, 1.93, 1.9212391930835735)","(21.0, 34.0, 30.666666666666668)"
07-01-2023 17:14:36.994747,"(41.0, 110.0, 80.0)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.18)","(21.0, 55.0, 45.57142857142857)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.711111111111111)","(1.9, 1.93, 1.911111111111111)","(21.0, 34.0, 30.842105263157894)"
07-01-2023 17:14:38.339357,"(41.0, 100.0, 77.5)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.2, 7.292307692307692)","(21.0, 55.0, 45.833333333333336)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.720000000000001)","(1.9, 1.92, 1.8908163265306122)","(21.0, 34.0, 30.333333333333332)"
07-01-2023 17:14:39.619897,"(41.0, 100.0, 76.78571428571429)","(17.0, 38.0, 34.25)","(41.0, 70.0, 58.0)","(5.0, 7.6, 7.292307692307692)","(21.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.285714285714285)","(4.6, 5.9, 5.720000000000001)","(1.9, 1.9, 1.8928571428571428)","(21.0, 34.0, 30.333333333333332)"
07-01-2023 17:14:40.992517,"(41.0, 100.0, 76.78571428571429)","(17.0, 38.0, 35.666666666666664)","(41.0, 70.0, 58.0)","(5.0, 7.6, 7.181818181818182)","(21.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.346153846153847)","(4.6, 5.9, 5.722222222222222)","(1.9, 1.9, 1.8923999999999999)","(21.0, 34.0, 30.333333333333332)"
07-01-2023 17:14:42.312664,"(41.0, 100.0, 76.78571428571429)","(17.0, 38.0, 35.666666666666664)","(41.0, 70.0, 58.0)","(5.0, 7.6, 7.096774193548387)","(21.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.9, 1.91)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:43.656273,"(41.0, 100.0, 76.78571428571429)","(17.0, 38.0, 35.666666666666664)","(41.0, 70.0, 58.0)","(5.0, 7.6, 7.096774193548387)","(21.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.92, 1.9049999999999998)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:44.994037,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 58.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.92, 1.9049999999999998)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:46.345999,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.758823529411765)","(1.9, 1.92, 1.91625)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:47.670831,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.92, 1.907142857142857)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:49.006696,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.93, 1.9232075471698113)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:50.308115,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 135.0)","(71.0, 210.0, 203.33333333333334)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.93, 1.9232075471698113)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:51.639892,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.088235294117647)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 131.42857142857142)","(71.0, 210.0, 198.0)","(11.0, 18.5, 18.433333333333334)","(4.6, 5.9, 5.75)","(1.9, 1.93, 1.9232075471698113)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:52.909283,"(41.0, 100.0, 76.78571428571429)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 51.666666666666664)","(5.0, 7.6, 7.1125)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 131.42857142857142)","(71.0, 210.0, 123.75)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.766666666666667)","(1.9, 1.93, 1.9240983606557376)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:54.200761,"(41.0, 100.0, 82.27272727272727)","(18.0, 38.0, 35.666666666666664)","(41.0, 70.0, 51.666666666666664)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 131.42857142857142)","(71.0, 150.0, 123.75)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.75)","(1.9, 1.93, 1.9287234042553192)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:55.515877,"(41.0, 100.0, 82.27272727272727)","(18.0, 38.0, 30.4)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 47.666666666666664)","(71.0, 140.0, 131.42857142857142)","(71.0, 150.0, 123.75)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.75)","(1.9, 1.93, 1.9368253968253968)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:56.849724,"(41.0, 100.0, 82.27272727272727)","(18.0, 36.0, 30.4)","(41.0, 70.0, 60.0)","(5.0, 7.6, 7.096774193548387)","(26.0, 55.0, 49.0)","(71.0, 140.0, 131.42857142857142)","(71.0, 150.0, 123.75)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.75)","(1.9, 1.94, 1.9368253968253968)","(21.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:58.135691,"(51.0, 100.0, 82.27272727272727)","(17.0, 36.0, 30.4)","(31.0, 70.0, 60.0)","(5.5, 7.6, 7.096774193548387)","(26.0, 55.0, 46.63636363636363)","(71.0, 140.0, 131.42857142857142)","(71.0, 150.0, 123.75)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.75)","(1.9, 1.94, 1.9368253968253968)","(20.0, 34.0, 31.38095238095238)"
07-01-2023 17:14:59.382668,"(51.0, 100.0, 82.27272727272727)","(17.0, 36.0, 30.4)","(31.0, 70.0, 60.0)","(5.5, 7.6, 7.096774193548387)","(26.0, 60.0, 46.63636363636363)","(71.0, 140.0, 131.42857142857142)","(71.0, 150.0, 123.75)","(11.0, 18.5, 18.416666666666668)","(4.6, 5.9, 5.75)","(1.9, 1.94, 1.9368253968253968)","(20.0, 34.0, 31.38095238095238)"
07-01-2023 17:15:00.714826,"(51.0, 100.0, 82.85714285714286)","(17.0, 36.0, 30.4)","(31.0, 70.0, 61.0)","(5.5, 7.6, 6.8969696969696965)","(26.0, 60.0, 46.63636363636363)","(71.0, 140.0, 130.0)","(71.0, 150.0, 123.75)","(11.0, 19.0, 18.75)","(4.6, 5.9, 5.815789473684211)","(1.9, 1.95, 1.9477777777777778)","(20.0, 34.0, 30.764705882352942)"
07-01-2023 17:15:02.008404,"(51.0, 100.0, 82.85714285714286)","(17.0, 36.0, 30.4)","(31.0, 70.0, 61.0)","(5.5, 7.6, 6.8969696969696965)","(26.0, 60.0, 46.63636363636363)","(71.0, 140.0, 130.0)","(71.0, 150.0, 123.75)","(11.0, 19.0, 18.75)","(4.6, 5.9, 5.815789473684211)","(1.9, 1.95, 1.9477777777777778)","(20.0, 34.0, 30.764705882352942)"
07-01-2023 17:15:03.292431,"(51.0, 100.0, 82.85714285714286)","(17.0, 36.0, 30.4)","(31.0, 70.0, 61.0)","(5.5, 7.6, 6.8969696969696965)","(26.0, 60.0, 46.63636363636363)","(71.0, 140.0, 130.0)","(71.0, 150.0, 123.75)","(11.0, 19.0, 18.75)","(4.6, 5.9, 5.811111111111112)","(1.9, 1.96, 1.9592156862745098)","(20.0, 34.0, 30.764705882352942)"
