,Destructor,Holy Spy,Bold Prophet,You Can Tell Me,Skittish,Little Bay Horse,Monetary Gains,Westozi,Schnoots,La Dette,Pearlsndiamonds
07-01-2023 17:09:25.592804,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.272727272727273)","(31.0, 100.0, 89.45454545454545)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 130.0, 118.75)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:26.773137,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.272727272727273)","(31.0, 100.0, 94.19999999999999)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 130.0, 118.75)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:27.962659,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.272727272727273)","(31.0, 100.0, 94.19999999999999)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 130.0, 118.75)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:29.225915,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.272727272727273)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 130.0, 110.0)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:30.407157,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.272727272727273)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 120.0, 110.0)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:31.764063,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.272727272727273)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 120.0, 95.71428571428571)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:32.988016,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:34.183705,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:35.391820,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:36.592713,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:37.838950,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:39.016012,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 158.33333333333334)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:40.210699,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.5)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:41.432493,"(41.0, 150.0, 128.88888888888889)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 72.0)","(4.6, 6.2, 6.128571428571429)","(21.0, 38.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:42.649185,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:43.795105,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:44.975917,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:46.225785,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:47.394910,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:48.682706,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:49.925757,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.833333333333334)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:51.188139,"(41.0, 150.0, 90.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:53.019188,"(41.0, 150.0, 120.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:54.519597,"(41.0, 150.0, 120.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:55.778632,"(41.0, 150.0, 120.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 6.128571428571429)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 142.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:57.003087,"(41.0, 150.0, 120.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.2, 5.9511627906976745)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 190.0, 152.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:58.217428,"(41.0, 170.0, 122.85714285714286)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.6, 5.934782608695652)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 210.0, 152.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:09:59.441754,"(41.0, 170.0, 122.85714285714286)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.6, 5.8500000000000005)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 210.0, 152.5)","(10.0, 15.5, 14.642857142857142)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:10:00.687091,"(41.0, 170.0, 115.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.4, 6.242857142857143)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 210.0, 166.875)","(10.0, 15.5, 14.75)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:10:01.852037,"(41.0, 170.0, 115.0)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 90.66666666666667)","(4.6, 6.4, 6.242857142857143)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 210.0, 166.875)","(10.0, 15.5, 14.75)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:10:02.955819,"(41.0, 170.0, 123.33333333333333)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 92.28571428571428)","(4.6, 6.2, 6.066666666666666)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 210.0, 141.0)","(10.0, 15.5, 14.75)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:10:04.107787,"(41.0, 170.0, 123.33333333333333)","(15.0, 23.0, 21.53846153846154)","(31.0, 100.0, 92.28571428571428)","(4.6, 6.2, 6.066666666666666)","(21.0, 34.0, 33.285714285714285)","(81.0, 100.0, 97.5)","(61.0, 210.0, 175.5)","(10.0, 15.5, 14.75)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.26, 2.2504761904761903)","(19.0, 36.0, 34.857142857142854)"
07-01-2023 17:10:05.258772,"(41.0, 170.0, 108.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.139130434782609)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 95.0)","(61.0, 210.0, 160.71428571428572)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.24, 2.1776744186046515)","(19.0, 36.0, 35.333333333333336)"
07-01-2023 17:10:06.454401,"(41.0, 170.0, 108.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 92.5)","(61.0, 210.0, 98.33333333333333)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.24, 2.1746341463414636)","(19.0, 36.0, 35.333333333333336)"
07-01-2023 17:10:07.602325,"(41.0, 170.0, 113.46153846153845)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 92.5)","(61.0, 100.0, 122.14285714285714)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.24, 2.1746341463414636)","(19.0, 36.0, 34.0)"
07-01-2023 17:10:08.786723,"(41.0, 170.0, 113.46153846153845)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 92.5)","(61.0, 190.0, 122.14285714285714)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.24, 2.1746341463414636)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:09.983178,"(41.0, 170.0, 128.0)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 190.0, 122.14285714285714)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.24, 2.2073684210526316)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:11.129637,"(41.0, 160.0, 136.25)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 137.5)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:12.257427,"(41.0, 150.0, 128.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 116.25)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:13.656030,"(41.0, 150.0, 128.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 116.25)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:14.842378,"(41.0, 150.0, 128.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 116.25)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:16.106267,"(41.0, 150.0, 128.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 116.25)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:17.442737,"(41.0, 150.0, 128.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 116.25)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:18.854192,"(41.0, 150.0, 128.75)","(15.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.6, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(61.0, 180.0, 116.25)","(10.0, 15.5, 15.26923076923077)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(19.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:20.555074,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.8, 5.633333333333333)","(1.95, 2.22, 2.199130434782609)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:21.860311,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.24)","(31.0, 100.0, 92.28571428571428)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.8, 5.54)","(1.95, 2.22, 2.199130434782609)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:23.209466,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.2)","(31.0, 100.0, 92.28571428571428)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.42)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:24.479005,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.2)","(31.0, 100.0, 92.28571428571428)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.42)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:25.883566,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.2)","(31.0, 100.0, 92.28571428571428)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.42)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:27.765610,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.2)","(31.0, 100.0, 92.28571428571428)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.42)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:29.299563,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.2)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.42)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:30.693940,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.2)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.42)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:32.292114,"(41.0, 150.0, 128.75)","(16.0, 23.0, 22.23076923076923)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 116.25)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.392307692307692)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:33.695898,"(41.0, 150.0, 121.66666666666666)","(16.0, 23.0, 22.23076923076923)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.392307692307692)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:34.938906,"(41.0, 150.0, 121.66666666666666)","(16.0, 23.0, 22.272727272727273)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.172307692307692)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.392307692307692)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:36.443674,"(41.0, 150.0, 121.66666666666666)","(16.0, 23.0, 22.272727272727273)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.55555555555556)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.392307692307692)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:37.982576,"(41.0, 150.0, 105.0)","(16.0, 23.0, 22.272727272727273)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.5)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:39.354158,"(41.0, 150.0, 105.0)","(16.0, 23.0, 22.272727272727273)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.7)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:40.858044,"(41.0, 150.0, 105.0)","(16.0, 23.0, 22.23076923076923)","(31.0, 100.0, 74.0)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.7)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:42.546957,"(41.0, 150.0, 105.0)","(16.0, 23.0, 22.23076923076923)","(31.0, 100.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.7)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:43.921640,"(41.0, 150.0, 105.0)","(16.0, 23.0, 22.23076923076923)","(31.0, 85.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.7)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
07-01-2023 17:10:45.503220,"(41.0, 150.0, 90.0)","(16.0, 23.0, 22.23076923076923)","(31.0, 85.0, 64.5)","(4.8, 7.2, 7.171875)","(21.0, 34.0, 33.333333333333336)","(81.0, 100.0, 97.5)","(71.0, 180.0, 157.5)","(10.0, 15.5, 15.227272727272727)","(4.6, 5.9, 5.7)","(1.95, 2.22, 2.2073684210526316)","(20.0, 36.0, 33.333333333333336)"
