,Scenic Sky,Muscletonian,Meet Michaelangelo,Uncle Louis Nz,Lord Chancellor,Aldebaran Alissa Nz,Millys Magic
09-01-2023 13:01:06.884782,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:08.011163,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:09.027288,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:10.103067,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:11.128025,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:12.208379,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:13.178513,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:14.233741,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:15.346594,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:16.567292,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:17.748722,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:18.900797,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:20.073862,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:21.300676,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:22.512566,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:23.658610,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:24.817008,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:25.894090,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:26.941804,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:28.162799,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:29.420302,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:30.669128,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:31.843020,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:33.009448,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:34.204596,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:35.442082,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:36.564306,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:37.539654,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:38.490823,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:39.512818,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:40.763800,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:42.084035,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:43.260867,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:44.301204,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:45.294398,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:46.272942,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:47.313732,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:48.397498,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:49.465864,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:50.653615,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:51.805065,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:53.035574,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:54.197945,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:55.402952,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:56.422474,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:57.438165,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:58.528721,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:01:59.645946,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.733333333333334)"
09-01-2023 13:02:00.789916,"(3.6, 5.9, 5.066666666666666)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:01.935944,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:03.080104,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:04.152213,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:05.196635,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:06.280077,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:07.508920,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:08.667133,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:09.730131,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:10.785776,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:11.912595,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:13.080481,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:14.232780,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:15.392830,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:16.445845,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:17.495074,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:18.620020,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:19.703599,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:20.754953,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:21.868854,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:22.946111,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:23.913026,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:24.857208,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:25.934598,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:27.069960,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:28.182590,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:29.301966,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:30.421335,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:31.506361,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:32.575974,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:33.634365,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:34.682710,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:35.697444,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:36.733339,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:37.723128,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:38.807297,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:40.010105,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:41.144530,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:42.202477,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:43.308719,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:44.348535,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:45.397156,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:46.542829,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:47.634696,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:48.619182,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:49.594409,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:50.684226,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:51.780826,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:52.891140,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:53.952446,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:55.056073,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:56.117401,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:57.196211,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:58.259573,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:02:59.360729,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
