,Scenic Sky,Muscletonian,Meet Michaelangelo,Uncle Louis Nz,Lord Chancellor,Aldebaran Alissa Nz,Millys Magic
09-01-2023 13:04:14.460001,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:15.506296,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:16.565888,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:17.724520,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:18.863173,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:20.002320,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:21.125550,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:22.182141,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:23.226009,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:24.318951,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:25.432349,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:26.547958,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:27.688019,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:28.797697,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:29.880144,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:30.854007,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:31.905202,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:32.924002,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:33.914805,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:34.901299,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:35.891149,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:36.929496,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:38.049326,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:39.147784,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:40.223928,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:41.226357,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:42.198390,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:43.132841,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:44.118051,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:45.113022,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:46.095290,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:47.071325,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:48.085496,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:49.174422,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:50.288115,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:51.375655,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:52.431907,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:53.451450,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:54.382072,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:55.314465,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:56.380045,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:57.407580,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:58.495279,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:04:59.495092,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:00.569675,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:01.590129,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:02.667469,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:03.784185,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:04.886789,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:05.962753,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:06.999380,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:07.943699,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:08.909305,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:09.925597,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:10.951287,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:11.924849,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:12.966750,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:13.939099,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:14.984661,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:16.038373,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:17.066088,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:18.091617,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:19.112980,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:20.096952,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:21.163611,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:22.209905,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:23.291744,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:24.409007,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:25.471828,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:26.514173,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:27.572955,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:28.606010,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:29.636501,"(3.6, 5.9, 5.185714285714286)","(8.0, 12.5, 10.6)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:30.672072,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:31.649806,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:32.637139,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:33.587946,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:34.656892,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:35.733317,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:36.838415,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:37.871143,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:38.872571,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:39.861617,"(3.6, 5.6, 4.316666666666666)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:40.922115,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:41.910188,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:42.887751,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:43.907688,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:44.909559,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:45.842666,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:46.794817,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:47.836456,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:48.929683,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:50.118693,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:51.202489,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:52.241752,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:53.259618,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:54.251467,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:55.265730,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:56.351800,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:57.291907,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:58.204489,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:05:59.233938,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:06:00.336908,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
09-01-2023 13:06:01.415398,"(3.6, 5.5, 4.9)","(8.0, 12.5, 11.55)","(26.0, 65.0, 44.0)","(1.95, 99999, 99990)","(11.0, 19.0, 14.75)","(10.0, 99999, 99990)","(6.5, 10.0, 8.914285714285715)"
