,Desert Safari,Hes For The Girls,Mishani Maverick,Quasimoto,Royal Entrance,Sonny Daze,Worx,Limero
07-01-2023 12:32:17.486690,"(8.5, 10.5, 10.079545454545455)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.82, 2.8115555555555556)","(10.0, 12.0, 11.93421052631579)","(6.0, 7.0, 6.781505376344086)","(7.5, 8.4, 8.149579831932773)"
07-01-2023 12:32:18.537889,"(8.5, 10.5, 10.079545454545455)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.82, 2.8115555555555556)","(10.0, 12.0, 11.93421052631579)","(6.0, 7.0, 6.800475059382423)","(7.5, 8.2, 8.149579831932773)"
07-01-2023 12:32:19.641639,"(8.5, 10.5, 10.079545454545455)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.82, 2.8129999999999997)","(10.0, 12.0, 11.93421052631579)","(6.0, 7.0, 6.800475059382423)","(7.5, 8.2, 8.149579831932773)"
07-01-2023 12:32:20.764972,"(8.5, 10.5, 10.079545454545455)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.82, 2.8215999999999997)","(10.0, 12.0, 11.93421052631579)","(6.0, 7.0, 6.7507142857142854)","(7.5, 8.2, 8.146902654867256)"
07-01-2023 12:32:21.866443,"(8.5, 10.5, 10.076086956521738)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.343790849673203)","(2.4, 2.84, 2.8251327433628317)","(10.0, 12.0, 11.93421052631579)","(6.0, 6.8, 6.739199999999999)","(7.5, 8.2, 8.146902654867256)"
07-01-2023 12:32:22.954420,"(8.5, 10.5, 10.067307692307692)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.343790849673203)","(2.4, 2.84, 2.871182108626198)","(10.0, 12.0, 11.888235294117647)","(6.0, 6.8, 6.739199999999999)","(7.5, 8.2, 7.9714285714285715)"
07-01-2023 12:32:23.960311,"(8.5, 10.5, 10.051470588235293)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.343790849673203)","(2.4, 2.88, 2.870886075949367)","(10.0, 12.0, 11.888235294117647)","(6.0, 6.8, 6.739199999999999)","(7.5, 8.0, 7.963025210084034)"
07-01-2023 12:32:24.971119,"(8.5, 10.5, 10.051470588235293)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.88, 2.8739743589743587)","(10.0, 12.0, 11.924603174603174)","(6.0, 6.8, 6.745606694560669)","(7.5, 8.0, 7.963025210084034)"
07-01-2023 12:32:25.999935,"(8.5, 10.5, 9.979268292682928)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.88, 2.8773239436619718)","(10.0, 12.0, 11.957264957264957)","(6.0, 6.8, 6.745606694560669)","(7.5, 8.0, 7.963025210084034)"
07-01-2023 12:32:27.118869,"(8.5, 10.5, 9.97710843373494)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.354929577464789)","(2.4, 2.88, 2.8582758620689654)","(10.0, 12.0, 11.957264957264957)","(6.0, 6.8, 6.744915254237288)","(7.5, 8.0, 7.963025210084034)"
07-01-2023 12:32:28.271195,"(8.5, 10.5, 9.97710843373494)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.298214285714286)","(2.4, 2.86, 2.888231046931408)","(10.0, 12.0, 11.91796875)","(6.0, 6.8, 6.724817518248175)","(7.5, 8.0, 7.942647058823529)"
07-01-2023 12:32:29.423533,"(8.5, 10.0, 9.868421052631579)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 74.375)","(4.8, 6.4, 6.2918032786885245)","(2.4, 2.9, 2.8880903490759753)","(10.0, 12.0, 11.9125)","(6.0, 6.8, 6.717602996254682)","(7.5, 8.0, 7.957723577235773)"
07-01-2023 12:32:30.544496,"(8.5, 10.0, 9.816216216216217)","(71.0, 110.0, 105.0)","(61.0, 75.0, 73.33333333333333)","(4.8, 6.4, 6.304347826086957)","(2.4, 2.9, 2.8880903490759753)","(10.0, 12.0, 11.9125)","(6.0, 6.8, 6.731464174454828)","(7.5, 8.0, 7.957723577235773)"
07-01-2023 12:32:31.642634,"(8.5, 10.0, 9.816216216216217)","(71.0, 110.0, 105.0)","(61.0, 75.0, 73.33333333333333)","(4.8, 6.4, 6.304347826086957)","(2.4, 2.9, 2.9146341463414633)","(10.0, 12.0, 11.854545454545455)","(6.0, 6.8, 6.616935483870967)","(7.5, 8.0, 7.922033898305084)"
07-01-2023 12:32:32.696186,"(8.5, 9.8, 9.770909090909091)","(71.0, 110.0, 106.66666666666667)","(61.0, 75.0, 72.5)","(4.8, 6.4, 6.331606217616581)","(2.4, 2.92, 2.9146341463414633)","(10.0, 12.0, 11.854545454545455)","(6.0, 6.8, 6.612396694214875)","(7.5, 8.0, 7.922033898305084)"
07-01-2023 12:32:33.705076,"(8.5, 9.8, 9.770909090909091)","(71.0, 110.0, 98.0)","(61.0, 75.0, 72.5)","(4.8, 6.4, 6.331606217616581)","(2.4, 2.92, 2.9146341463414633)","(10.0, 12.0, 11.854545454545455)","(6.0, 6.8, 6.612396694214875)","(7.5, 8.0, 7.922033898305084)"
07-01-2023 12:32:34.754422,"(8.5, 9.8, 9.770909090909091)","(71.0, 110.0, 95.71428571428571)","(61.0, 75.0, 70.83333333333333)","(4.8, 6.4, 6.365405405405406)","(2.4, 2.92, 2.922268041237113)","(10.0, 12.0, 11.859375)","(6.0, 6.8, 6.617424242424242)","(7.5, 8.0, 7.947368421052632)"
07-01-2023 12:32:35.812713,"(8.5, 10.0, 9.871698113207547)","(71.0, 110.0, 93.33333333333333)","(61.0, 75.0, 70.83333333333333)","(4.8, 6.4, 6.365405405405406)","(2.4, 2.94, 2.930322580645161)","(10.0, 12.0, 11.870967741935484)","(6.0, 6.8, 6.580281690140845)","(7.5, 8.0, 8.034074074074073)"
07-01-2023 12:32:36.980960,"(8.5, 10.0, 9.871698113207547)","(71.0, 110.0, 93.33333333333333)","(61.0, 70.0, 68.63636363636364)","(4.8, 6.4, 6.365405405405406)","(2.4, 2.94, 2.930322580645161)","(10.0, 12.0, 11.870967741935484)","(6.0, 6.6, 6.5691780821917805)","(7.5, 8.2, 8.084684684684683)"
07-01-2023 12:32:38.069202,"(8.5, 10.0, 9.871698113207547)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.63636363636364)","(4.8, 6.4, 6.358549222797928)","(2.4, 2.94, 2.930322580645161)","(10.0, 12.0, 11.870967741935484)","(6.0, 6.6, 6.55022026431718)","(7.5, 8.2, 8.117647058823529)"
07-01-2023 12:32:39.096333,"(8.5, 10.0, 9.848275862068965)","(71.0, 100.0, 96.66666666666667)","(61.0, 75.0, 73.63636363636364)","(4.8, 6.4, 6.358549222797928)","(2.4, 2.94, 2.930322580645161)","(10.0, 12.0, 11.870967741935484)","(6.0, 6.6, 6.55022026431718)","(7.5, 8.2, 8.117647058823529)"
07-01-2023 12:32:40.081540,"(8.5, 10.0, 9.848275862068965)","(71.0, 100.0, 96.66666666666667)","(61.0, 75.0, 73.63636363636364)","(4.8, 6.4, 6.365405405405406)","(2.4, 2.94, 2.9314285714285715)","(10.0, 12.0, 11.910714285714286)","(6.0, 6.6, 6.386666666666667)","(7.5, 8.2, 8.130434782608695)"
07-01-2023 12:32:41.170956,"(8.5, 10.0, 9.871698113207547)","(71.0, 100.0, 96.66666666666667)","(61.0, 75.0, 68.33333333333333)","(4.8, 6.4, 6.365405405405406)","(2.4, 2.94, 2.9299354838709677)","(10.0, 12.0, 11.910714285714286)","(6.0, 6.6, 6.496928327645051)","(7.5, 8.2, 8.141304347826086)"
07-01-2023 12:32:42.214102,"(8.5, 10.0, 9.871698113207547)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.33333333333333)","(4.8, 6.4, 6.365405405405406)","(2.4, 2.94, 2.9299354838709677)","(10.0, 12.0, 11.910714285714286)","(6.0, 6.6, 6.521383647798742)","(7.5, 8.2, 8.160869565217391)"
07-01-2023 12:32:43.427249,"(8.5, 10.0, 9.871698113207547)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.33333333333333)","(4.8, 6.4, 6.32962962962963)","(2.4, 2.94, 2.934388489208633)","(10.0, 12.0, 11.910714285714286)","(6.0, 6.6, 6.5069252077562325)","(7.5, 8.2, 8.160869565217391)"
07-01-2023 12:32:44.561777,"(8.5, 10.0, 9.797260273972602)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.33333333333333)","(4.8, 6.4, 6.336585365853659)","(2.4, 2.94, 2.9348453608247422)","(10.0, 12.0, 11.85204081632653)","(6.0, 6.6, 6.4992287917737785)","(7.5, 8.2, 8.160869565217391)"
07-01-2023 12:32:45.705668,"(8.5, 10.0, 9.797260273972602)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.33333333333333)","(4.8, 6.4, 6.336585365853659)","(2.4, 2.94, 2.9348453608247422)","(10.0, 12.0, 11.85204081632653)","(6.0, 6.6, 6.5017543859649125)","(7.5, 8.2, 8.154237288135592)"
07-01-2023 12:32:46.726417,"(8.5, 10.0, 9.811764705882354)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.33333333333333)","(4.8, 6.4, 6.336585365853659)","(2.4, 2.94, 2.93537037037037)","(10.0, 12.0, 11.85204081632653)","(6.0, 6.6, 6.503045685279188)","(7.5, 8.2, 8.173426573426573)"
07-01-2023 12:32:47.745563,"(8.5, 10.0, 9.811764705882354)","(71.0, 100.0, 96.66666666666667)","(61.0, 70.0, 68.33333333333333)","(4.8, 6.4, 6.3286307053941915)","(2.4, 2.94, 2.929356725146199)","(10.0, 12.0, 11.800884955752213)","(6.0, 6.6, 6.502813299232737)","(7.5, 8.4, 8.248421052631578)"
07-01-2023 12:32:48.785475,"(8.5, 9.8, 9.72962962962963)","(71.0, 100.0, 94.0)","(61.0, 65.0, 64.56521739130434)","(4.8, 6.4, 6.325541125541126)","(2.4, 2.94, 2.929356725146199)","(10.0, 12.0, 11.800884955752213)","(6.0, 6.6, 6.502813299232737)","(7.5, 8.4, 8.248421052631578)"
07-01-2023 12:32:49.889309,"(8.5, 9.8, 9.72962962962963)","(71.0, 100.0, 94.0)","(61.0, 65.0, 64.56521739130434)","(4.8, 6.4, 6.3283185840707965)","(2.4, 2.94, 2.928695652173913)","(10.0, 12.0, 11.800884955752213)","(6.0, 6.6, 6.514549653579676)","(7.5, 8.4, 8.254117647058823)"
07-01-2023 12:32:51.084128,"(8.5, 9.8, 9.72962962962963)","(71.0, 100.0, 94.0)","(61.0, 65.0, 64.70588235294117)","(4.8, 6.4, 6.309826589595376)","(2.4, 2.94, 2.93438202247191)","(10.0, 12.0, 11.850515463917526)","(6.0, 6.6, 6.515348837209302)","(7.5, 8.4, 8.176119402985075)"
07-01-2023 12:32:52.242790,"(8.5, 10.0, 9.778571428571428)","(71.0, 110.0, 95.71428571428571)","(61.0, 65.0, 64.70588235294117)","(4.8, 6.4, 6.304395604395605)","(2.4, 2.94, 2.947244094488189)","(10.0, 12.0, 11.814814814814815)","(6.0, 6.6, 6.524310776942356)","(7.5, 8.2, 8.116666666666667)"
07-01-2023 12:32:53.335415,"(8.5, 9.8, 9.72820512820513)","(71.0, 110.0, 95.0)","(61.0, 65.0, 64.58333333333333)","(4.8, 6.4, 6.315151515151515)","(2.4, 2.96, 2.9513580246913578)","(10.0, 12.0, 11.820754716981131)","(6.0, 6.6, 6.5295039164490865)","(7.5, 8.2, 8.107936507936508)"
07-01-2023 12:32:54.374963,"(9.0, 9.8, 9.657142857142857)","(71.0, 110.0, 95.0)","(61.0, 65.0, 64.58333333333333)","(5.0, 6.4, 6.315151515151515)","(2.4, 2.96, 2.9513580246913578)","(10.0, 12.0, 11.820754716981131)","(6.0, 6.6, 6.5295039164490865)","(7.5, 8.2, 8.115942028985506)"
07-01-2023 12:32:55.466133,"(9.0, 9.8, 9.725)","(71.0, 110.0, 87.5)","(61.0, 65.0, 63.214285714285715)","(5.0, 6.4, 6.333333333333334)","(2.4, 2.96, 2.9641304347826085)","(10.0, 12.0, 11.817204301075268)","(6.0, 6.6, 6.521693121693121)","(7.5, 8.2, 8.08235294117647)"
07-01-2023 12:32:56.592249,"(9.0, 9.6, 9.583333333333332)","(71.0, 110.0, 87.5)","(61.0, 65.0, 63.214285714285715)","(5.0, 6.4, 6.336363636363637)","(2.4, 2.98, 2.9584)","(10.0, 12.0, 11.835227272727273)","(6.0, 6.6, 6.523324396782842)","(7.5, 8.2, 8.095454545454546)"
07-01-2023 12:32:57.780302,"(9.0, 9.8, 9.706976744186047)","(71.0, 110.0, 87.77777777777777)","(61.0, 65.0, 63.214285714285715)","(5.0, 6.4, 6.336986301369864)","(2.4, 2.96, 2.9582978723404256)","(10.0, 12.0, 11.835227272727273)","(6.0, 6.6, 6.520408163265306)","(7.5, 8.2, 8.139805825242718)"
07-01-2023 12:32:59.022165,"(9.0, 9.8, 9.706976744186047)","(71.0, 110.0, 87.77777777777777)","(61.0, 65.0, 63.214285714285715)","(5.0, 6.4, 6.364835164835165)","(2.4, 2.96, 2.9396923076923076)","(10.0, 12.0, 11.814102564102564)","(6.0, 6.6, 6.521084337349397)","(7.5, 8.4, 8.178947368421053)"
07-01-2023 12:33:00.209208,"(9.0, 9.8, 9.742857142857144)","(71.0, 110.0, 87.77777777777777)","(61.0, 65.0, 64.5)","(5.0, 6.4, 6.364835164835165)","(2.4, 2.94, 2.9368)","(10.0, 12.0, 11.854961832061068)","(6.0, 6.6, 6.523391812865497)","(7.5, 8.2, 8.112087912087912)"
07-01-2023 12:33:01.382573,"(9.0, 9.8, 9.742857142857144)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 74.44444444444444)","(5.0, 6.4, 6.489171974522293)","(2.4, 2.94, 2.922222222222222)","(10.0, 12.0, 11.856060606060606)","(6.0, 6.6, 6.514029850746269)","(7.5, 8.2, 8.10753768844221)"
07-01-2023 12:33:02.523376,"(9.0, 9.8, 9.725925925925926)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 74.44444444444444)","(5.0, 6.6, 6.496551724137931)","(2.4, 2.94, 2.8851612903225807)","(10.0, 12.0, 11.904255319148936)","(6.0, 6.6, 6.370143149284254)","(7.5, 8.2, 8.137837837837838)"
07-01-2023 12:33:03.508897,"(9.0, 9.8, 9.7)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 71.81818181818181)","(5.0, 6.6, 6.502597402597402)","(2.4, 2.9, 2.8845283018867924)","(10.0, 12.0, 11.916058394160585)","(6.0, 6.4, 6.459907834101382)","(7.5, 8.2, 8.137837837837838)"
07-01-2023 12:33:04.628314,"(9.0, 10.0, 9.733333333333333)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 76.93181818181819)","(5.0, 6.6, 6.465909090909091)","(2.4, 2.9, 2.8564102564102565)","(10.0, 12.0, 11.965909090909092)","(6.0, 6.6, 6.524793388429752)","(7.5, 8.2, 7.963917525773196)"
07-01-2023 12:33:05.728533,"(9.0, 9.6, 9.595833333333333)","(71.0, 110.0, 102.85714285714286)","(61.0, 80.0, 78.0909090909091)","(5.0, 6.6, 6.4522522522522525)","(2.4, 2.86, 2.854503816793893)","(10.0, 12.0, 11.965909090909092)","(6.0, 6.6, 6.524166666666667)","(7.5, 8.0, 7.991566265060241)"
07-01-2023 12:33:06.907057,"(9.0, 9.8, 9.636842105263158)","(71.0, 110.0, 103.75)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.477153558052434)","(2.45, 2.86, 2.855862068965517)","(10.0, 12.0, 11.965909090909092)","(6.0, 6.6, 6.5306569343065695)","(7.5, 8.0, 8.11641791044776)"
07-01-2023 12:33:08.105369,"(9.0, 9.8, 9.712676056338028)","(71.0, 110.0, 103.75)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.411764705882353)","(2.45, 2.86, 2.8668354430379748)","(10.0, 12.0, 11.965277777777779)","(6.0, 6.6, 6.528776978417266)","(7.5, 8.2, 8.102857142857141)"
07-01-2023 12:33:09.265504,"(9.0, 9.8, 9.706060606060607)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.44)","(2.45, 2.9, 2.8576666666666664)","(10.0, 12.0, 11.962311557788945)","(6.0, 6.6, 6.5265017667844525)","(7.5, 8.2, 8.109803921568627)"
07-01-2023 12:33:10.435950,"(9.0, 9.8, 9.698360655737705)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.450909090909091)","(2.45, 2.86, 2.8382)","(10.0, 12.0, 11.962311557788945)","(6.0, 6.6, 6.481777777777777)","(7.5, 8.2, 8.16)"
07-01-2023 12:33:11.484291,"(9.0, 10.0, 9.819718309859155)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.490666666666667)","(2.45, 2.84, 2.8381052631578947)","(10.0, 12.0, 11.962311557788945)","(6.0, 6.6, 6.481777777777777)","(7.5, 8.2, 8.16)"
07-01-2023 12:33:12.545791,"(9.0, 9.8, 9.7125)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.502040816326531)","(2.45, 2.84, 2.8381052631578947)","(10.0, 12.0, 11.957627118644067)","(6.0, 6.6, 6.445117845117846)","(7.5, 8.2, 8.16)"
07-01-2023 12:33:13.679647,"(9.0, 9.8, 9.7125)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.502040816326531)","(2.45, 2.84, 2.8381052631578947)","(10.0, 12.0, 11.957627118644067)","(6.0, 6.6, 6.445117845117846)","(7.5, 8.2, 8.158787878787878)"
07-01-2023 12:33:14.818625,"(9.0, 9.8, 9.7125)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.502040816326531)","(2.45, 2.84, 2.8381052631578947)","(10.0, 12.0, 11.957627118644067)","(6.0, 6.6, 6.463783783783784)","(7.5, 8.2, 8.157232704402515)"
07-01-2023 12:33:15.895554,"(9.0, 9.8, 9.7125)","(71.0, 110.0, 101.57894736842105)","(61.0, 80.0, 78.22033898305085)","(5.0, 6.6, 6.510382513661202)","(2.45, 2.84, 2.83495652173913)","(10.0, 12.0, 11.962686567164178)","(6.0, 6.6, 6.4724935732647815)","(7.5, 8.2, 8.161581920903954)"
07-01-2023 12:33:17.058115,"(9.0, 10.0, 9.68780487804878)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.33333333333333)","(5.0, 6.6, 6.514583333333333)","(2.45, 2.84, 2.83495652173913)","(10.0, 12.0, 11.962686567164178)","(6.0, 6.6, 6.481622911694511)","(7.5, 8.2, 8.16304347826087)"
07-01-2023 12:33:18.109631,"(9.0, 10.0, 9.68780487804878)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.33333333333333)","(5.0, 6.6, 6.514583333333333)","(2.45, 2.84, 2.832808988764045)","(10.0, 12.0, 11.986772486772487)","(6.0, 6.6, 6.483823529411765)","(7.5, 8.2, 8.16304347826087)"
07-01-2023 12:33:19.174818,"(9.0, 10.0, 9.68780487804878)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.45588235294117)","(5.0, 6.6, 6.514583333333333)","(2.45, 2.84, 2.8313513513513513)","(10.0, 12.0, 11.986772486772487)","(6.0, 6.6, 6.515086206896552)","(7.5, 8.2, 8.170776255707763)"
07-01-2023 12:33:20.289312,"(9.0, 10.0, 9.68780487804878)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.45588235294117)","(5.0, 6.6, 6.514583333333333)","(2.45, 2.84, 2.83)","(10.0, 12.0, 11.931034482758621)","(6.0, 6.6, 6.524793388429752)","(7.5, 8.2, 8.170776255707763)"
07-01-2023 12:33:21.397799,"(8.5, 9.6, 9.463829787234042)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.45588235294117)","(5.0, 6.6, 6.525)","(2.45, 2.84, 2.8464088397790053)","(10.0, 12.0, 11.878600823045268)","(6.0, 6.6, 6.524793388429752)","(7.5, 8.2, 8.157805907172996)"
07-01-2023 12:33:22.561605,"(8.5, 9.6, 9.474509803921569)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.45588235294117)","(5.0, 6.6, 6.514583333333333)","(2.45, 2.92, 2.8654961832061066)","(10.0, 12.0, 11.877083333333333)","(6.0, 6.6, 6.47682119205298)","(7.5, 8.2, 8.15126050420168)"
07-01-2023 12:33:23.741841,"(8.5, 9.4, 9.35)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.45588235294117)","(5.0, 6.6, 6.588333333333333)","(2.45, 2.9, 2.8741714285714286)","(10.0, 12.0, 11.877083333333333)","(6.0, 6.6, 6.506756756756757)","(7.5, 8.2, 8.15126050420168)"
07-01-2023 12:33:24.929768,"(8.5, 9.4, 9.333333333333334)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.45588235294117)","(5.0, 6.6, 6.570731707317073)","(2.45, 2.9, 2.901514195583596)","(10.0, 12.0, 11.877083333333333)","(6.0, 6.6, 6.4937106918239)","(7.5, 8.2, 8.163636363636362)"
07-01-2023 12:33:26.174777,"(8.5, 9.2, 9.185365853658537)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 77.98076923076923)","(5.0, 6.6, 6.552280701754386)","(2.45, 2.92, 2.9046601941747574)","(10.0, 12.0, 11.799319727891156)","(6.0, 6.6, 6.4937106918239)","(7.5, 8.2, 8.161722488038277)"
07-01-2023 12:33:27.314184,"(8.5, 9.2, 9.127777777777776)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 77.98076923076923)","(5.0, 6.6, 6.546127946127946)","(2.45, 2.92, 2.931716417910448)","(10.0, 12.0, 11.799319727891156)","(6.0, 6.6, 6.442906574394464)","(7.5, 8.2, 8.167611336032389)"
07-01-2023 12:33:28.361287,"(8.5, 9.2, 9.112195121951219)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 77.98076923076923)","(5.0, 6.6, 6.5540540540540535)","(2.45, 2.94, 2.925113636363636)","(10.0, 12.0, 11.802013422818792)","(6.0, 6.6, 6.3996396396396396)","(7.5, 8.2, 8.16694214876033)"
07-01-2023 12:33:29.359926,"(8.5, 9.2, 9.112195121951219)","(71.0, 110.0, 87.77777777777777)","(61.0, 80.0, 78.01886792452831)","(5.0, 6.6, 6.5540540540540535)","(2.45, 2.94, 2.925844155844156)","(10.0, 12.0, 11.814720812182742)","(6.0, 6.4, 6.373395931142411)","(7.5, 8.2, 8.173877551020407)"
07-01-2023 12:33:30.420655,"(8.5, 9.0, 8.892307692307693)","(71.0, 110.0, 87.77777777777777)","(61.0, 75.0, 73.49056603773585)","(5.0, 6.8, 6.6875)","(2.45, 2.94, 2.9442140468227422)","(10.0, 12.0, 11.776785714285714)","(6.0, 6.4, 6.381911262798635)","(7.5, 8.2, 8.178137651821862)"
07-01-2023 12:33:31.536946,"(8.5, 8.8, 8.574545454545454)","(71.0, 110.0, 87.77777777777777)","(61.0, 75.0, 73.49056603773585)","(5.0, 6.8, 6.6875)","(2.45, 2.96, 2.942647058823529)","(10.0, 12.0, 11.776785714285714)","(6.0, 6.4, 6.381436077057794)","(7.5, 8.2, 8.178137651821862)"
07-01-2023 12:33:32.685583,"(8.5, 8.8, 8.632432432432433)","(71.0, 110.0, 87.77777777777777)","(61.0, 75.0, 73.49056603773585)","(5.0, 6.8, 6.698378378378378)","(2.45, 2.96, 2.942647058823529)","(10.0, 12.0, 11.78054298642534)","(6.0, 6.4, 6.381436077057794)","(7.5, 8.2, 8.1864406779661)"
07-01-2023 12:33:33.811982,"(8.5, 8.8, 8.668750000000001)","(71.0, 110.0, 87.77777777777777)","(61.0, 75.0, 73.49056603773585)","(5.0, 6.8, 6.699453551912568)","(2.45, 2.96, 2.9448717948717946)","(10.0, 12.0, 11.852272727272727)","(6.0, 6.4, 6.353886010362695)","(7.5, 8.2, 8.26551724137931)"
07-01-2023 12:33:34.871176,"(8.5, 8.8, 8.623376623376624)","(71.0, 100.0, 87.5)","(61.0, 75.0, 73.49056603773585)","(5.0, 6.8, 6.699453551912568)","(2.45, 2.96, 2.9448717948717946)","(10.0, 12.0, 11.829787234042554)","(6.0, 6.4, 6.338139534883721)","(7.5, 8.4, 8.280851063829786)"
07-01-2023 12:33:35.887243,"(8.5, 8.8, 8.645454545454545)","(71.0, 100.0, 86.66666666666667)","(61.0, 75.0, 73.49056603773585)","(5.0, 6.8, 6.7440729483282675)","(2.45, 2.96, 2.945868263473054)","(10.0, 12.0, 11.836898395721924)","(6.0, 6.4, 6.3451197053407)","(7.5, 8.4, 8.271698113207547)"
07-01-2023 12:33:36.950052,"(8.5, 8.8, 8.66060606060606)","(71.0, 100.0, 91.66666666666667)","(61.0, 75.0, 73.51063829787233)","(5.0, 6.8, 6.743202416918429)","(2.45, 2.96, 2.9614035087719297)","(10.0, 12.0, 11.842391304347826)","(6.0, 6.4, 6.3337860780984725)","(7.5, 8.4, 8.349640287769784)"
07-01-2023 12:33:38.096257,"(8.5, 8.8, 8.646666666666667)","(71.0, 110.0, 107.33333333333333)","(61.0, 75.0, 73.54166666666667)","(5.0, 6.8, 6.7316666666666665)","(2.45, 2.98, 2.976352201257862)","(10.0, 12.0, 11.842391304347826)","(6.0, 6.4, 6.333800350262697)","(7.5, 8.4, 8.313953488372093)"
07-01-2023 12:33:39.264754,"(8.5, 8.6, 8.531578947368422)","(71.0, 110.0, 107.33333333333333)","(61.0, 75.0, 73.4090909090909)","(5.0, 6.8, 6.724083769633507)","(2.45, 2.98, 2.9764634146341464)","(10.0, 12.0, 11.938461538461539)","(6.0, 6.4, 6.294214876033058)","(7.5, 8.4, 8.292631578947368)"
07-01-2023 12:33:40.518570,"(9.0, 8.6, 8.553424657534247)","(71.0, 110.0, 107.33333333333333)","(61.0, 75.0, 73.4090909090909)","(5.0, 6.8, 6.724083769633507)","(2.45, 2.98, 2.97641975308642)","(10.0, 12.0, 11.933333333333334)","(6.0, 6.4, 6.230947775628627)","(7.5, 8.4, 8.292631578947368)"
07-01-2023 12:33:41.754523,"(9.0, 8.6, 8.553424657534247)","(71.0, 110.0, 107.33333333333333)","(61.0, 75.0, 73.4090909090909)","(5.0, 6.8, 6.712280701754386)","(2.45, 2.98, 2.9795588235294117)","(10.0, 12.0, 11.819444444444445)","(6.0, 6.4, 6.281975967957276)","(7.5, 8.4, 8.310526315789474)"
07-01-2023 12:33:42.932495,"(9.0, 8.8, 8.587155963302752)","(71.0, 110.0, 107.33333333333333)","(61.0, 75.0, 72.87234042553192)","(5.0, 6.8, 6.716190476190476)","(2.45, 2.98, 2.977721518987342)","(10.0, 12.0, 11.757062146892656)","(6.0, 6.4, 6.228853754940712)","(7.5, 8.4, 8.302702702702703)"
07-01-2023 12:33:43.967597,"(9.0, 8.8, 8.616949152542373)","(71.0, 110.0, 107.33333333333333)","(61.0, 75.0, 72.95918367346938)","(5.0, 6.8, 6.716190476190476)","(2.45, 2.98, 2.968351648351648)","(10.0, 12.0, 11.787974683544304)","(6.0, 6.4, 6.273344651952462)","(7.5, 8.4, 8.305555555555555)"
