,Desert Safari,Hes For The Girls,Mishani Maverick,Quasimoto,Royal Entrance,Sonny Daze,Worx,Limero
07-01-2023 12:34:49.241826,"(8.0, 9.4, 9.270846394984327)","(71.0, 110.0, 106.0)","(61.0, 75.0, 70.83333333333333)","(5.0, 5.9, 5.8870689655172415)","(2.5, 3.05, 3.0177272727272726)","(10.0, 12.0, 11.836805555555555)","(5.5, 6.4, 6.325627240143369)","(7.0, 8.4, 8.278899082568808)"
07-01-2023 12:34:50.420597,"(8.0, 9.4, 9.270846394984327)","(71.0, 110.0, 106.0)","(61.0, 75.0, 77.24137931034483)","(5.0, 5.9, 5.897018348623853)","(2.5, 3.05, 3.020322580645161)","(10.0, 12.0, 11.854666666666667)","(5.5, 6.4, 6.242639593908629)","(7.0, 8.4, 8.33744075829384)"
07-01-2023 12:34:51.730743,"(8.0, 9.4, 9.270846394984327)","(71.0, 110.0, 106.0)","(61.0, 80.0, 77.57575757575758)","(5.0, 5.9, 5.8990675990676)","(2.5, 3.05, 3.0138704318936878)","(10.0, 12.5, 11.854666666666667)","(5.5, 6.4, 6.196344647519583)","(7.0, 8.4, 8.33744075829384)"
07-01-2023 12:34:53.079131,"(8.0, 9.4, 9.254416961130742)","(71.0, 110.0, 106.0)","(61.0, 80.0, 77.57575757575758)","(5.0, 5.9, 5.8990675990676)","(2.5, 3.05, 3.030868544600939)","(10.0, 12.5, 12.078397212543553)","(5.5, 6.2, 6.192803347280335)","(7.0, 8.4, 8.282051282051281)"
07-01-2023 12:34:54.313148,"(8.0, 9.4, 9.215246636771301)","(71.0, 110.0, 106.0)","(61.0, 80.0, 77.57575757575758)","(5.0, 5.9, 5.898997493734337)","(2.5, 3.05, 3.0063829787234044)","(10.0, 12.5, 12.078397212543553)","(5.5, 6.2, 6.1937816341287055)","(7.0, 8.4, 8.282051282051281)"
07-01-2023 12:34:55.515394,"(8.0, 9.4, 9.211009174311927)","(71.0, 110.0, 106.0)","(61.0, 80.0, 77.57575757575758)","(5.0, 5.9, 5.898997493734337)","(2.5, 3.05, 3.0293286219081272)","(10.0, 12.5, 12.078397212543553)","(5.5, 6.2, 6.1937816341287055)","(7.0, 8.4, 8.282051282051281)"
07-01-2023 12:34:56.734396,"(8.0, 9.4, 9.236293436293437)","(71.0, 110.0, 106.0)","(61.0, 80.0, 77.23684210526316)","(5.0, 6.0, 5.9380368098159515)","(2.5, 3.05, 3.020138888888889)","(10.0, 12.5, 11.861979166666666)","(5.5, 6.2, 6.193986013986014)","(7.0, 8.4, 8.3)"
07-01-2023 12:34:58.001131,"(8.0, 9.4, 9.236293436293437)","(71.0, 110.0, 111.25)","(61.0, 80.0, 88.5)","(5.0, 6.0, 5.950898203592814)","(2.5, 3.05, 2.91787012987013)","(10.0, 12.0, 13.040845070422534)","(5.5, 6.2, 6.153076923076923)","(7.0, 8.4, 8.334831460674158)"
07-01-2023 12:34:59.278139,"(8.0, 9.4, 9.24549356223176)","(71.0, 160.0, 131.875)","(61.0, 120.0, 86.38888888888889)","(5.0, 6.0, 5.92570093457944)","(2.5, 2.92, 2.917795698924731)","(10.0, 13.5, 13.044072948328267)","(5.5, 6.2, 6.151800554016621)","(7.0, 8.4, 8.32857142857143)"
07-01-2023 12:35:00.614361,"(8.0, 9.4, 9.241350210970465)","(71.0, 160.0, 136.31578947368422)","(61.0, 110.0, 85.71428571428571)","(5.0, 6.0, 5.94)","(2.5, 2.92, 2.9155145118733508)","(10.0, 13.5, 13.017684887459808)","(5.5, 6.2, 6.151973318510284)","(7.0, 8.4, 8.395833333333334)"
07-01-2023 12:35:01.926150,"(8.0, 9.4, 9.241350210970465)","(71.0, 160.0, 136.31578947368422)","(61.0, 110.0, 87.82608695652173)","(5.0, 6.0, 5.977245508982036)","(2.5, 2.92, 2.8866071428571427)","(10.0, 13.5, 13.02059925093633)","(5.5, 6.2, 6.150633608815427)","(7.0, 8.4, 8.397872340425533)"
07-01-2023 12:35:03.283854,"(8.0, 9.4, 9.24549356223176)","(71.0, 160.0, 140.76923076923077)","(61.0, 110.0, 89.23076923076923)","(5.0, 6.0, 5.977245508982036)","(2.5, 2.9, 2.8866071428571427)","(10.0, 13.5, 13.007692307692308)","(5.5, 6.2, 6.151277868406743)","(7.0, 8.4, 8.397872340425533)"
07-01-2023 12:35:04.588076,"(8.0, 9.4, 9.24549356223176)","(71.0, 150.0, 135.0)","(61.0, 100.0, 88.42105263157895)","(5.0, 6.0, 5.975478927203065)","(2.5, 2.9, 2.874123222748815)","(10.0, 13.5, 13.053003533568905)","(5.5, 6.2, 6.151277868406743)","(7.0, 8.4, 8.398347107438017)"
07-01-2023 12:35:05.908783,"(8.0, 9.4, 9.28695652173913)","(71.0, 150.0, 135.0)","(61.0, 100.0, 88.42105263157895)","(5.0, 6.0, 5.975478927203065)","(2.5, 2.88, 2.8740384615384613)","(10.0, 13.5, 13.022641509433962)","(5.5, 6.2, 6.151277868406743)","(7.0, 8.4, 8.398347107438017)"
07-01-2023 12:35:07.205242,"(8.0, 9.4, 9.35)","(71.0, 150.0, 135.0)","(61.0, 100.0, 88.42105263157895)","(5.0, 6.0, 6.0585443037974684)","(2.5, 2.88, 2.879625)","(10.0, 13.5, 13.003921568627451)","(5.5, 6.2, 6.154964539007092)","(7.0, 8.4, 8.398347107438017)"
07-01-2023 12:35:08.454393,"(8.0, 9.4, 9.36595744680851)","(71.0, 150.0, 135.0)","(61.0, 100.0, 88.42105263157895)","(5.0, 6.2, 6.05502471169687)","(2.5, 2.88, 2.901904761904762)","(10.0, 13.5, 12.884057971014492)","(5.5, 6.2, 6.154964539007092)","(7.0, 8.4, 8.319402985074626)"
07-01-2023 12:35:09.690648,"(8.0, 9.4, 9.25)","(71.0, 150.0, 135.0)","(61.0, 100.0, 90.83333333333333)","(5.0, 6.2, 6.055298013245033)","(2.5, 2.94, 2.911578947368421)","(10.0, 13.0, 12.836666666666666)","(5.5, 6.2, 6.157310924369748)","(7.0, 8.4, 8.306896551724138)"
07-01-2023 12:35:10.865082,"(8.0, 9.4, 9.207272727272727)","(71.0, 150.0, 135.0)","(61.0, 100.0, 90.83333333333333)","(5.0, 6.2, 6.055058043117745)","(2.5, 2.92, 2.9115294117647057)","(10.0, 13.0, 12.73611111111111)","(5.5, 6.2, 6.151709169831796)","(7.0, 8.4, 8.306896551724138)"
07-01-2023 12:35:12.101583,"(8.0, 9.4, 9.283508771929824)","(71.0, 150.0, 135.0)","(61.0, 100.0, 90.83333333333333)","(5.0, 6.2, 6.055058043117745)","(2.5, 2.92, 2.9115294117647057)","(10.0, 13.0, 12.73611111111111)","(5.5, 6.2, 6.165934718100891)","(7.0, 8.4, 8.306896551724138)"
07-01-2023 12:35:13.347113,"(8.0, 9.4, 9.259405940594059)","(71.0, 150.0, 145.0)","(61.0, 100.0, 90.83333333333333)","(5.0, 6.2, 6.027900912646675)","(2.5, 2.92, 2.9144)","(10.0, 13.0, 12.395759717314487)","(5.5, 6.2, 6.152637130801688)","(7.0, 8.4, 8.306896551724138)"
07-01-2023 12:35:14.802677,"(8.0, 9.4, 9.259405940594059)","(71.0, 160.0, 145.0)","(61.0, 100.0, 90.83333333333333)","(5.0, 6.2, 6.023076923076923)","(2.5, 2.92, 2.9118399999999998)","(10.0, 12.5, 12.392727272727273)","(5.5, 6.2, 6.17423239012643)","(7.0, 8.4, 8.306896551724138)"
07-01-2023 12:35:16.166463,"(8.0, 9.4, 9.259405940594059)","(71.0, 160.0, 156.0)","(61.0, 100.0, 96.4)","(5.0, 6.2, 6.053370013755158)","(2.5, 2.92, 2.917948717948718)","(10.0, 12.5, 12.392727272727273)","(5.5, 6.2, 6.180682475419317)","(7.0, 8.4, 8.306896551724138)"
07-01-2023 12:35:17.467718,"(8.0, 9.4, 9.259405940594059)","(71.0, 160.0, 156.0)","(61.0, 110.0, 104.0909090909091)","(5.0, 6.2, 6.052762430939227)","(2.5, 2.92, 2.931867007672634)","(10.0, 12.5, 12.395017793594306)","(5.5, 6.2, 6.164681075382182)","(7.0, 8.4, 8.287866108786611)"
07-01-2023 12:35:18.714480,"(8.0, 9.4, 9.259807073954985)","(71.0, 160.0, 156.0)","(61.0, 110.0, 104.0909090909091)","(5.0, 6.2, 6.088008565310493)","(2.5, 2.94, 2.933607038123167)","(10.0, 12.5, 12.438735177865613)","(5.5, 6.2, 6.164681075382182)","(7.0, 8.4, 8.287866108786611)"
07-01-2023 12:35:19.949653,"(8.0, 9.4, 9.351648351648352)","(71.0, 160.0, 156.0)","(61.0, 110.0, 103.63636363636364)","(5.0, 6.2, 6.088008565310493)","(2.5, 2.94, 2.9348463356973995)","(10.0, 12.5, 12.438735177865613)","(5.5, 6.2, 6.163218390804598)","(7.0, 8.4, 8.295852534562211)"
07-01-2023 12:35:21.248373,"(8.0, 9.4, 9.351648351648352)","(71.0, 160.0, 187.14285714285714)","(61.0, 110.0, 103.63636363636364)","(5.0, 6.2, 6.091942148760331)","(2.5, 2.94, 2.934090909090909)","(10.0, 12.5, 12.438735177865613)","(5.5, 6.2, 6.1670764297167295)","(7.0, 8.4, 8.237410071942445)"
07-01-2023 12:35:22.642529,"(8.0, 9.4, 9.262222222222222)","(71.0, 190.0, 183.1578947368421)","(61.0, 110.0, 103.63636363636364)","(5.0, 6.2, 6.094861660079052)","(2.5, 2.94, 2.9468677494199533)","(10.0, 12.5, 12.39423076923077)","(5.5, 6.2, 6.169143505388543)","(7.0, 8.4, 8.210084033613445)"
07-01-2023 12:35:23.966012,"(8.0, 9.4, 9.262222222222222)","(71.0, 200.0, 183.33333333333334)","(61.0, 110.0, 102.66666666666667)","(5.0, 6.2, 6.092427184466019)","(2.5, 2.96, 2.9473846153846153)","(10.0, 12.5, 12.357894736842105)","(5.5, 6.2, 6.153869969040247)","(7.0, 8.4, 8.209756097560975)"
07-01-2023 12:35:25.262960,"(8.0, 9.4, 9.216901408450704)","(71.0, 200.0, 177.5)","(61.0, 110.0, 95.0)","(5.0, 6.2, 6.0869387755102045)","(2.5, 2.96, 2.9581432360742705)","(10.0, 12.5, 12.367567567567567)","(5.5, 6.2, 6.154229372080955)","(7.0, 8.4, 8.209756097560975)"
07-01-2023 12:35:26.521354,"(8.0, 9.4, 9.217647058823529)","(71.0, 200.0, 177.5)","(61.0, 100.0, 92.72727272727273)","(5.0, 6.2, 6.087010309278351)","(2.5, 2.96, 2.9598260869565216)","(10.0, 12.5, 12.383408071748878)","(5.5, 6.2, 6.153964440172994)","(7.0, 8.4, 8.210084033613445)"
07-01-2023 12:35:27.760733,"(8.0, 9.4, 9.203076923076923)","(91.0, 200.0, 177.5)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.087110187110187)","(2.5, 2.96, 2.9617194570135745)","(10.0, 12.5, 12.41077441077441)","(5.5, 6.2, 6.1494402985074625)","(7.0, 8.4, 8.208108108108107)"
07-01-2023 12:35:28.944844,"(8.0, 9.4, 9.203076923076923)","(91.0, 200.0, 177.5)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.0878406708595385)","(2.5, 2.98, 2.9598816568047335)","(10.0, 12.5, 12.333333333333334)","(5.5, 6.2, 6.151938683498647)","(7.0, 8.4, 8.165013054830286)"
07-01-2023 12:35:30.218681,"(8.0, 9.4, 9.203076923076923)","(91.0, 200.0, 177.5)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.090204520990312)","(2.5, 2.98, 2.9635748792270533)","(10.0, 12.5, 12.326693227091633)","(5.5, 6.2, 6.147475642161205)","(7.0, 8.2, 8.164266666666666)"
07-01-2023 12:35:31.452047,"(8.0, 9.4, 9.203076923076923)","(81.0, 200.0, 177.5)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.090086206896552)","(2.5, 2.98, 2.9635748792270533)","(10.0, 12.5, 12.333969465648854)","(5.5, 6.2, 6.150109793588054)","(7.0, 8.2, 8.164266666666666)"
07-01-2023 12:35:32.633992,"(8.0, 9.4, 9.203076923076923)","(81.0, 200.0, 177.5)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.098360655737705)","(2.5, 2.98, 2.966961651917404)","(10.0, 12.5, 12.333969465648854)","(5.5, 6.2, 6.150109793588054)","(7.0, 8.2, 8.160588235294117)"
07-01-2023 12:35:33.887536,"(8.0, 9.4, 9.202325581395348)","(81.0, 200.0, 178.57142857142858)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.096256684491979)","(2.5, 2.98, 2.9665243902439022)","(10.0, 12.5, 12.14864864864865)","(5.5, 6.2, 6.150530035335689)","(7.0, 8.2, 8.165463917525773)"
07-01-2023 12:35:35.158036,"(8.0, 9.4, 9.2)","(81.0, 200.0, 178.57142857142858)","(61.0, 100.0, 95.86206896551724)","(5.0, 6.2, 6.273647469458988)","(2.5, 2.98, 2.9738795180722892)","(10.0, 12.5, 11.922680412371134)","(5.5, 6.2, 6.15)","(7.0, 8.2, 8.160499999999999)"
07-01-2023 12:35:36.492114,"(8.0, 9.2, 9.169747899159663)","(81.0, 200.0, 211.42857142857142)","(61.0, 100.0, 112.5)","(5.0, 6.4, 6.26839546191248)","(2.5, 2.98, 2.9318681318681317)","(10.0, 12.0, 12.36861313868613)","(5.5, 6.2, 6.149665924276169)","(7.0, 8.2, 8.15948717948718)"
07-01-2023 12:35:37.813709,"(8.0, 9.2, 9.149077490774907)","(81.0, 220.0, 214.0)","(61.0, 120.0, 105.0)","(5.0, 6.4, 6.249662162162163)","(2.5, 2.94, 2.9278832116788323)","(10.0, 12.5, 12.36861313868613)","(5.5, 6.2, 6.1609195402298855)","(7.0, 8.2, 8.15948717948718)"
07-01-2023 12:35:39.127059,"(8.0, 9.2, 9.149077490774907)","(81.0, 220.0, 198.57142857142858)","(61.0, 110.0, 105.0)","(5.0, 6.4, 6.262616822429907)","(2.5, 2.94, 2.935734870317003)","(10.0, 12.5, 12.388268156424582)","(5.5, 6.2, 6.1609195402298855)","(7.0, 8.2, 8.15948717948718)"
07-01-2023 12:35:40.425623,"(8.0, 9.2, 9.149077490774907)","(81.0, 220.0, 198.57142857142858)","(61.0, 110.0, 99.375)","(5.0, 6.4, 6.371428571428572)","(2.5, 2.94, 2.9433185840707963)","(10.0, 12.5, 12.438775510204081)","(5.5, 6.2, 6.159002770083102)","(7.0, 8.2, 8.150970873786408)"
07-01-2023 12:35:41.655354,"(8.0, 9.2, 9.147126436781608)","(81.0, 190.0, 170.0)","(61.0, 100.0, 93.33333333333333)","(5.0, 6.4, 6.323849372384937)","(2.5, 2.96, 2.940354609929078)","(10.0, 12.5, 12.447368421052632)","(5.5, 6.2, 6.164831096714484)","(7.0, 8.2, 8.157777777777778)"
07-01-2023 12:35:42.884211,"(8.0, 9.2, 9.112037037037037)","(81.0, 190.0, 178.46153846153845)","(61.0, 100.0, 97.5)","(5.0, 6.4, 6.336720554272517)","(2.5, 2.96, 2.929662162162162)","(10.0, 12.5, 12.445945945945946)","(5.5, 6.2, 6.16547619047619)","(7.0, 8.2, 8.16179104477612)"
07-01-2023 12:35:44.133647,"(8.0, 9.0, 8.980188679245282)","(101.0, 190.0, 176.66666666666666)","(61.0, 100.0, 96.05263157894737)","(5.0, 6.4, 6.329015544041451)","(2.5, 2.94, 2.9302692998204667)","(10.0, 12.5, 12.443661971830986)","(5.5, 6.2, 6.165398645127671)","(7.0, 8.2, 8.16179104477612)"
07-01-2023 12:35:45.359975,"(8.0, 9.0, 8.987254901960785)","(101.0, 190.0, 166.0)","(61.0, 100.0, 96.05263157894737)","(5.0, 6.4, 6.337832310838446)","(2.5, 2.94, 2.9336190476190476)","(10.0, 12.5, 12.523316062176166)","(5.5, 6.2, 6.170818505338079)","(7.0, 8.2, 8.16179104477612)"
07-01-2023 12:35:46.691078,"(8.0, 9.0, 8.949356223175966)","(101.0, 190.0, 175.0)","(61.0, 100.0, 96.25)","(5.0, 6.4, 6.343404255319149)","(2.5, 2.94, 2.9327678571428573)","(10.0, 13.0, 12.489949748743719)","(5.5, 6.2, 6.174987341772152)","(7.0, 8.2, 8.158709677419354)"
07-01-2023 12:35:47.990572,"(8.0, 9.0, 8.949356223175966)","(101.0, 190.0, 178.0)","(61.0, 100.0, 94.375)","(5.0, 6.4, 6.343404255319149)","(2.5, 2.94, 2.9329411764705884)","(10.0, 12.5, 12.46551724137931)","(5.5, 6.2, 6.1768021680216805)","(7.0, 8.2, 8.158441558441558)"
07-01-2023 12:35:49.279184,"(8.0, 9.0, 8.949356223175966)","(101.0, 190.0, 178.0)","(61.0, 100.0, 95.71428571428571)","(5.0, 6.4, 6.342616033755275)","(2.5, 2.94, 2.925367088607595)","(10.0, 12.5, 12.599009900990099)","(5.5, 6.2, 6.181353041500853)","(7.0, 8.2, 8.154920634920634)"
07-01-2023 12:35:50.569756,"(8.0, 9.0, 8.929368029739777)","(81.0, 190.0, 178.0)","(61.0, 100.0, 95.71428571428571)","(5.0, 6.4, 6.319646017699116)","(2.5, 2.96, 2.9423661971830986)","(10.0, 13.0, 12.58838383838384)","(5.5, 6.2, 6.1785471055618615)","(7.0, 8.2, 8.154920634920634)"
07-01-2023 12:35:51.859513,"(8.0, 9.0, 8.908212560386474)","(81.0, 190.0, 178.0)","(61.0, 100.0, 95.71428571428571)","(5.0, 6.4, 6.302054794520548)","(2.5, 2.96, 2.947674943566591)","(10.0, 13.0, 12.622596153846153)","(5.5, 6.2, 6.158585858585859)","(7.0, 8.2, 8.154920634920634)"
07-01-2023 12:35:53.150279,"(8.0, 9.0, 8.953939393939393)","(81.0, 190.0, 178.0)","(61.0, 100.0, 98.36734693877551)","(5.0, 6.4, 6.315274949083503)","(2.5, 2.96, 2.9432)","(10.0, 13.0, 12.690871369294605)","(5.5, 6.2, 6.157314629258517)","(7.0, 8.2, 8.154920634920634)"
07-01-2023 12:35:54.554339,"(8.0, 9.0, 8.943703703703704)","(81.0, 190.0, 178.0)","(61.0, 100.0, 93.77551020408163)","(5.0, 6.4, 6.3138716356107665)","(2.5, 2.96, 2.94368)","(10.0, 13.0, 12.690871369294605)","(5.5, 6.2, 6.163571428571428)","(7.0, 8.2, 8.132608695652173)"
07-01-2023 12:35:55.990007,"(8.0, 9.0, 8.922012578616352)","(81.0, 190.0, 178.0)","(61.0, 95.0, 93.66666666666667)","(5.0, 6.4, 6.3138716356107665)","(2.5, 2.96, 2.94368)","(10.0, 13.0, 12.693277310924369)","(5.5, 6.2, 6.163850486431132)","(7.0, 8.2, 8.114675767918088)"
07-01-2023 12:35:57.533371,"(8.0, 9.0, 8.9)","(81.0, 190.0, 178.0)","(61.0, 95.0, 93.08510638297872)","(5.0, 6.4, 6.2765880217785845)","(2.5, 2.96, 2.9470186335403725)","(10.0, 13.0, 12.72265625)","(5.5, 6.2, 6.1705756929637525)","(7.0, 8.2, 8.118727915194345)"
07-01-2023 12:35:58.917433,"(8.0, 9.0, 8.935211267605634)","(81.0, 190.0, 175.0)","(61.0, 95.0, 93.08510638297872)","(5.0, 6.4, 6.272142857142858)","(2.5, 2.96, 2.929377990430622)","(10.0, 13.0, 12.733716475095786)","(5.5, 6.2, 6.1756714060031594)","(7.0, 8.2, 8.104081632653061)"
07-01-2023 12:36:00.330613,"(8.0, 9.0, 8.971428571428572)","(81.0, 180.0, 152.22222222222223)","(61.0, 95.0, 93.08510638297872)","(5.0, 6.4, 6.227722772277228)","(2.5, 2.94, 2.9309090909090907)","(10.0, 13.0, 12.728515625)","(5.5, 6.2, 6.1756714060031594)","(7.0, 8.2, 8.100704225352112)"
07-01-2023 12:36:01.592631,"(8.0, 9.0, 8.961212121212121)","(81.0, 170.0, 150.0)","(61.0, 95.0, 93.08510638297872)","(5.0, 6.4, 6.250181818181819)","(2.5, 2.94, 2.9298280098280096)","(10.0, 13.0, 12.604761904761904)","(5.5, 6.2, 6.235621890547264)","(7.0, 8.2, 8.088976377952756)"
07-01-2023 12:36:02.913644,"(8.0, 9.0, 8.961212121212121)","(81.0, 160.0, 150.0)","(61.0, 95.0, 93.08510638297872)","(5.0, 6.4, 6.213333333333334)","(2.5, 2.94, 2.9354716981132074)","(10.0, 13.0, 12.731111111111112)","(5.5, 6.4, 6.21095890410959)","(7.0, 8.2, 8.103754266211604)"
07-01-2023 12:36:04.248351,"(8.0, 9.0, 8.927884615384615)","(81.0, 160.0, 145.0)","(61.0, 95.0, 93.08510638297872)","(5.0, 6.4, 6.213333333333334)","(2.5, 2.94, 2.9304761904761905)","(10.0, 13.0, 12.748962655601659)","(5.5, 6.4, 6.2523437500000005)","(7.0, 8.2, 8.103754266211604)"
07-01-2023 12:36:05.575668,"(8.0, 8.8, 8.760526315789475)","(81.0, 160.0, 142.85714285714286)","(61.0, 95.0, 84.58333333333333)","(5.0, 6.4, 6.206920415224913)","(2.5, 2.96, 2.9437777777777776)","(10.0, 13.0, 12.765503875968992)","(5.5, 6.4, 6.234978540772532)","(7.0, 8.2, 8.101052631578947)"
07-01-2023 12:36:06.812119,"(8.0, 8.8, 8.760526315789475)","(81.0, 160.0, 142.85714285714286)","(61.0, 85.0, 90.9090909090909)","(5.0, 6.4, 6.206944444444445)","(2.5, 2.96, 2.943764705882353)","(10.0, 13.0, 12.731854838709678)","(5.5, 6.4, 6.248770894788594)","(7.0, 8.2, 8.102325581395348)"
07-01-2023 12:36:08.023259,"(8.0, 8.8, 8.760526315789475)","(81.0, 150.0, 146.66666666666666)","(61.0, 95.0, 90.34482758620689)","(5.0, 6.4, 6.20655737704918)","(2.5, 2.96, 2.943764705882353)","(10.0, 13.0, 12.716867469879517)","(5.5, 6.4, 6.259320477502296)","(7.0, 8.2, 8.102325581395348)"
07-01-2023 12:36:09.359431,"(8.0, 8.8, 8.716800000000001)","(81.0, 160.0, 146.66666666666666)","(61.0, 95.0, 90.34482758620689)","(5.0, 6.4, 6.206896551724138)","(2.5, 2.96, 2.9423776223776223)","(10.0, 13.0, 12.437116564417177)","(5.5, 6.4, 6.289149560117302)","(7.0, 8.2, 8.102325581395348)"
07-01-2023 12:36:10.904966,"(8.0, 8.8, 8.716800000000001)","(81.0, 160.0, 146.66666666666666)","(61.0, 95.0, 90.34482758620689)","(5.0, 6.4, 6.265853658536585)","(2.5, 2.96, 2.927258687258687)","(10.0, 12.5, 12.375690607734807)","(5.5, 6.4, 6.294472361809046)","(7.0, 8.2, 7.97088122605364)"
07-01-2023 12:36:12.618517,"(8.0, 8.6, 8.570707070707071)","(81.0, 160.0, 146.66666666666666)","(61.0, 95.0, 90.34482758620689)","(5.0, 6.4, 6.283380281690141)","(2.5, 2.94, 2.928746081504702)","(10.0, 12.5, 12.379356568364612)","(5.5, 6.4, 6.294472361809046)","(7.0, 8.0, 7.966956521739131)"
07-01-2023 12:36:14.574107,"(8.0, 8.6, 8.491575091575092)","(81.0, 160.0, 146.66666666666666)","(61.0, 95.0, 90.34482758620689)","(5.0, 6.4, 6.283380281690141)","(2.5, 2.94, 2.946633165829146)","(10.0, 12.5, 12.379356568364612)","(5.5, 6.4, 6.294472361809046)","(7.0, 8.0, 7.963404255319149)"
07-01-2023 12:36:16.006922,"(7.5, 8.6, 8.491575091575092)","(81.0, 160.0, 146.66666666666666)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.2872611464968156)","(2.5, 2.96, 2.9612578616352203)","(10.0, 12.5, 12.38)","(5.5, 6.4, 6.301129568106313)","(7.0, 8.0, 7.768032786885246)"
07-01-2023 12:36:17.371729,"(7.5, 8.6, 8.545507246376811)","(81.0, 160.0, 146.66666666666666)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.3291576673866095)","(2.5, 2.98, 2.961019108280255)","(10.0, 12.5, 12.394160583941606)","(5.5, 6.4, 6.306241134751773)","(7.0, 7.8, 7.758158995815899)"
07-01-2023 12:36:18.782722,"(7.5, 8.6, 8.57027027027027)","(81.0, 160.0, 152.0)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.328227571115974)","(2.5, 2.98, 2.961019108280255)","(10.0, 12.5, 12.39568345323741)","(5.5, 6.4, 6.2907438016528925)","(7.0, 7.8, 7.757499999999999)"
07-01-2023 12:36:20.280133,"(7.5, 8.6, 8.573731343283582)","(81.0, 160.0, 153.33333333333334)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.327753303964758)","(2.5, 2.98, 2.964072727272727)","(10.0, 12.5, 12.369179600886918)","(5.5, 6.4, 6.296313725490196)","(7.0, 7.8, 7.7562231759656655)"
07-01-2023 12:36:21.746504,"(7.5, 8.6, 8.558217270194985)","(81.0, 160.0, 156.25)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.315575620767494)","(2.5, 3.0, 2.971404958677686)","(10.0, 12.5, 12.36590909090909)","(5.5, 6.4, 6.300234192037471)","(7.0, 7.8, 7.752336448598131)"
07-01-2023 12:36:23.145579,"(7.5, 8.6, 8.71027027027027)","(81.0, 160.0, 149.28571428571428)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.324151696606787)","(2.5, 2.98, 2.9817684210526316)","(10.0, 12.5, 12.394736842105264)","(5.5, 6.4, 6.298320610687023)","(7.0, 7.8, 7.7275362318840575)"
07-01-2023 12:36:24.496648,"(7.5, 8.8, 8.71027027027027)","(81.0, 160.0, 152.5)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.313711151736746)","(2.5, 3.0, 2.9814163090128756)","(10.0, 12.5, 12.394736842105264)","(5.5, 6.4, 6.300468018720749)","(7.0, 7.8, 7.664429530201342)"
07-01-2023 12:36:25.875715,"(7.5, 8.8, 8.731612903225807)","(81.0, 150.0, 145.0)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.4, 6.301255230125523)","(2.5, 3.0, 2.9713461538461536)","(10.0, 12.5, 12.358350951374208)","(5.5, 6.4, 6.300378501135504)","(7.0, 7.8, 7.659722222222222)"
07-01-2023 12:36:27.218943,"(7.5, 8.8, 8.765034965034966)","(81.0, 150.0, 154.54545454545453)","(61.0, 95.0, 92.32142857142857)","(5.0, 6.4, 6.154578754578755)","(2.5, 2.98, 2.9789374262101536)","(10.0, 12.5, 12.396955503512881)","(5.5, 6.4, 6.300378501135504)","(7.0, 7.8, 7.686516853932584)"
07-01-2023 12:36:28.546334,"(7.5, 9.0, 8.875728155339806)","(81.0, 160.0, 149.28571428571428)","(61.0, 95.0, 92.22222222222223)","(5.0, 6.2, 6.154816112084063)","(2.5, 2.98, 2.978985313751669)","(10.0, 12.5, 12.377505567928731)","(5.5, 6.4, 6.312339743589744)","(7.0, 7.8, 7.678313253012048)"
07-01-2023 12:36:29.941570,"(7.5, 9.0, 8.867357512953369)","(81.0, 160.0, 162.0)","(61.0, 95.0, 93.14814814814815)","(5.0, 6.2, 6.111571675302246)","(2.5, 2.98, 2.9819339622641508)","(10.0, 12.5, 12.377505567928731)","(5.5, 6.4, 6.30555108608206)","(7.0, 7.8, 7.670731707317072)"
07-01-2023 12:36:31.271431,"(7.5, 9.0, 8.867357512953369)","(81.0, 170.0, 162.0)","(61.0, 95.0, 88.05555555555556)","(5.0, 6.2, 6.108421052631579)","(2.5, 3.0, 2.9858279370952823)","(10.0, 12.5, 12.632022471910112)","(5.5, 6.4, 6.30402576489533)","(7.0, 7.8, 7.613793103448275)"
07-01-2023 12:36:32.662243,"(7.5, 9.0, 8.897435897435898)","(81.0, 170.0, 162.0)","(61.0, 90.0, 88.90243902439025)","(5.0, 6.2, 6.112177121771218)","(2.5, 3.0, 2.9789521640091117)","(10.0, 13.0, 12.589285714285714)","(5.5, 6.4, 6.307219917012448)","(7.0, 7.8, 7.551923076923076)"
