,Summer Cat,Gee Shes Pretty,Shes An Angel,Mrs Krinkles,Queen Bridget,Wild Prospect,Sexy Rags,Gurkha Gold
16-12-2022 14:49:06.347172,"(4.0, 4.7, 4.62)","(13.0, 18.5, 17.944444444444443)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 23.5)","(26.0, 120.0, 89.0)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:07.515537,"(4.0, 4.7, 4.62)","(13.0, 18.5, 17.944444444444443)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 23.5)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:08.642569,"(4.0, 4.7, 4.62)","(13.0, 18.5, 17.944444444444443)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.6)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:09.780822,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.428571428571427)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.6)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:10.929587,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.428571428571427)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.6)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:12.015412,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.428571428571427)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.6)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:13.188070,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.695652173913043)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.6)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.46)"
16-12-2022 14:49:14.405411,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.333333333333332)","(31.0, 130.0, 83.33333333333333)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 26.11111111111111)","(26.0, 110.0, 68.5)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:15.640355,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.333333333333332)","(31.0, 130.0, 102.0)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.57142857142857)","(26.0, 110.0, 74.42857142857143)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:16.882929,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.5)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.57142857142857)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:18.092313,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 24.57142857142857)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:19.227763,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:20.311317,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:21.528613,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:22.746398,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.736842105263158)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:23.951858,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.63157894736842)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:25.178509,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.142857142857142)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:26.367811,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:27.769166,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:29.090894,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.815384615384615)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:30.355239,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.832352941176471)","(16.0, 28.0, 22.0)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:31.676224,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 86.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.2, 4.832352941176471)","(16.0, 28.0, 23.5)","(26.0, 110.0, 60.8)","(3.0, 3.6, 3.4653846153846155)"
16-12-2022 14:49:32.971112,"(4.0, 4.7, 4.62)","(13.0, 18.0, 16.75)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.2, 4.832352941176471)","(16.0, 28.0, 24.6)","(26.0, 110.0, 68.0)","(3.0, 3.6, 3.444736842105263)"
16-12-2022 14:49:34.143263,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.0)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.2, 4.832352941176471)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:35.399507,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.0)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.2, 4.832352941176471)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:36.777321,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.0)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.2, 5.1909090909090905)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:38.093081,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.0)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.3, 4.938461538461539)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:39.616713,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.0)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.22)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:40.929155,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.0)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:42.296064,"(4.0, 4.7, 4.62)","(13.0, 19.0, 16.75)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:43.547832,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:45.068765,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 80.0)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:46.671441,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 4.988235294117647)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:48.037289,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.4, 4.996774193548387)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:49.360198,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.4, 4.996774193548387)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:50.669650,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:51.978239,"(4.0, 4.7, 4.62)","(13.0, 19.0, 18.181818181818183)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:53.341619,"(4.0, 4.7, 4.62)","(13.0, 18.5, 17.666666666666668)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:54.809849,"(4.0, 4.7, 4.62)","(13.0, 18.5, 17.642857142857142)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.441666666666667)"
16-12-2022 14:49:56.239565,"(4.0, 4.7, 4.62)","(13.0, 18.5, 16.5)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:58.049820,"(4.0, 4.7, 4.62)","(13.0, 18.5, 16.5)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:49:59.597232,"(4.0, 4.7, 4.62)","(13.0, 18.5, 16.5)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.1)","(16.0, 28.0, 22.666666666666668)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.444736842105263)"
16-12-2022 14:50:01.076166,"(4.0, 4.7, 4.62)","(13.0, 18.5, 17.428571428571427)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.3, 5.051162790697674)","(16.0, 28.0, 21.5)","(26.0, 110.0, 47.75)","(3.0, 3.5, 3.4611111111111112)"
16-12-2022 14:50:02.483370,"(4.0, 4.7, 4.62)","(13.0, 18.0, 17.428571428571427)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.4, 5.05625)","(16.0, 29.0, 23.333333333333332)","(26.0, 110.0, 54.66666666666667)","(3.0, 3.5, 3.465)"
16-12-2022 14:50:03.907594,"(4.0, 4.7, 4.656521739130435)","(13.0, 18.0, 17.25)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.082692307692308)","(16.0, 30.0, 23.0)","(26.0, 110.0, 63.5)","(3.0, 3.5, 3.478125)"
16-12-2022 14:50:05.289401,"(4.0, 4.7, 4.656521739130435)","(13.0, 18.0, 17.666666666666668)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1000000000000005)","(16.0, 29.0, 23.0)","(26.0, 100.0, 63.5)","(3.0, 3.5, 3.478125)"
16-12-2022 14:50:06.668096,"(4.0, 4.7, 4.666666666666667)","(13.0, 18.0, 17.666666666666668)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1000000000000005)","(16.0, 29.0, 23.0)","(26.0, 100.0, 63.5)","(3.0, 3.5, 3.478125)"
16-12-2022 14:50:08.107423,"(4.0, 4.7, 4.666666666666667)","(13.0, 18.0, 17.666666666666668)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1000000000000005)","(16.0, 29.0, 23.0)","(26.0, 100.0, 63.5)","(3.0, 3.5, 3.478125)"
16-12-2022 14:50:09.511611,"(4.0, 4.7, 4.666666666666667)","(13.0, 18.0, 17.666666666666668)","(31.0, 130.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1000000000000005)","(16.0, 29.0, 23.0)","(26.0, 100.0, 63.5)","(3.0, 3.5, 3.478125)"
16-12-2022 14:50:10.990222,"(4.0, 4.7, 4.666666666666667)","(13.0, 18.0, 17.666666666666668)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1000000000000005)","(16.0, 29.0, 23.0)","(26.0, 100.0, 63.5)","(3.0, 3.5, 3.5166666666666666)"
16-12-2022 14:50:12.477700,"(4.0, 4.7, 4.666666666666667)","(13.0, 19.0, 18.11764705882353)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.1000000000000005)","(16.0, 29.0, 23.0)","(26.0, 100.0, 63.5)","(3.0, 3.55, 3.5166666666666666)"
16-12-2022 14:50:13.878073,"(4.0, 4.7, 4.666666666666667)","(13.0, 19.0, 18.11764705882353)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.176785714285715)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:15.741040,"(4.0, 4.7, 4.49)","(13.0, 19.0, 17.428571428571427)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.216216216216217)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:17.652544,"(4.0, 4.7, 4.49)","(13.0, 18.5, 17.176470588235293)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.242424242424242)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:19.174377,"(4.0, 4.7, 4.4904761904761905)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.242424242424242)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:20.658334,"(4.0, 4.7, 4.4904761904761905)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.242424242424242)","(16.0, 29.0, 25.4)","(26.0, 100.0, 76.0)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:22.123629,"(4.0, 4.6, 4.35)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 87.5)","(5.5, 99999, 99990)","(4.0, 5.4, 5.242424242424242)","(16.0, 29.0, 25.4)","(26.0, 100.0, 64.5)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:23.688584,"(4.0, 4.6, 4.35)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.242424242424242)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:25.144024,"(4.0, 4.5, 4.338461538461538)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.273170731707317)","(16.0, 29.0, 25.4)","(26.0, 100.0, 62.0)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:26.593673,"(4.0, 4.5, 4.338461538461538)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.273170731707317)","(16.0, 29.0, 25.4)","(26.0, 100.0, 62.0)","(3.0, 3.55, 3.5374999999999996)"
16-12-2022 14:50:28.060869,"(4.0, 4.5, 4.3090909090909095)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.273170731707317)","(16.0, 29.0, 25.4)","(26.0, 100.0, 62.0)","(3.0, 3.55, 3.5428571428571427)"
16-12-2022 14:50:29.496494,"(4.0, 4.5, 4.2827586206896555)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 87.5)","(5.5, 99999, 99990)","(4.0, 5.4, 5.273170731707317)","(16.0, 29.0, 25.4)","(26.0, 100.0, 62.5)","(3.0, 3.55, 3.5428571428571427)"
16-12-2022 14:50:30.885429,"(4.0, 4.5, 4.2827586206896555)","(13.0, 18.5, 17.5625)","(31.0, 120.0, 87.5)","(5.5, 99999, 99990)","(4.0, 5.4, 5.273170731707317)","(16.0, 29.0, 25.4)","(26.0, 100.0, 62.5)","(3.0, 3.55, 3.5425925925925923)"
16-12-2022 14:50:32.448286,"(4.0, 4.5, 4.086363636363636)","(13.0, 18.5, 17.875)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.4, 5.274193548387097)","(16.0, 29.0, 25.4)","(26.0, 100.0, 75.66666666666666)","(3.0, 3.55, 3.603125)"
16-12-2022 14:50:33.975529,"(4.0, 4.3, 4.043636363636364)","(13.0, 19.0, 17.875)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.34)","(16.0, 29.0, 25.4)","(26.0, 100.0, 88.85714285714286)","(3.0, 3.65, 3.603125)"
16-12-2022 14:50:37.701687,"(4.0, 4.3, 4.043636363636364)","(13.0, 19.0, 17.875)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.310526315789474)","(16.0, 29.0, 25.4)","(26.0, 100.0, 61.5)","(3.0, 3.65, 3.603125)"
16-12-2022 14:50:39.188622,"(4.0, 4.3, 4.064)","(13.0, 19.0, 17.875)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.328571428571428)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.65, 3.603125)"
16-12-2022 14:50:40.752798,"(4.0, 4.2, 4.064)","(13.0, 19.0, 17.875)","(31.0, 120.0, 87.5)","(5.5, 99999, 99990)","(4.0, 5.5, 5.328571428571428)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.65, 3.5944444444444446)"
16-12-2022 14:50:42.411912,"(4.0, 4.2, 4.064)","(13.0, 19.0, 18.1)","(31.0, 120.0, 87.5)","(5.5, 99999, 99990)","(4.0, 5.5, 5.38)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.65, 3.5944444444444446)"
16-12-2022 14:50:44.003732,"(4.0, 4.2, 4.064)","(13.0, 19.0, 18.1)","(31.0, 120.0, 85.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.38)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.65, 3.6159090909090907)"
16-12-2022 14:50:47.827203,"(4.0, 4.2, 4.096969696969697)","(13.0, 19.0, 18.1)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.38)","(16.0, 29.0, 25.4)","(26.0, 100.0, 64.0)","(3.0, 3.65, 3.6159090909090907)"
16-12-2022 14:50:49.456103,"(4.0, 4.2, 4.090322580645162)","(13.0, 19.0, 18.166666666666668)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.429411764705883)","(16.0, 29.0, 25.4)","(26.0, 100.0, 64.0)","(3.0, 3.65, 3.6159090909090907)"
16-12-2022 14:50:51.086592,"(4.0, 4.2, 4.090322580645162)","(13.0, 19.0, 18.166666666666668)","(31.0, 130.0, 82.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.44375)","(16.0, 29.0, 25.4)","(26.0, 100.0, 76.0)","(3.0, 3.65, 3.6859375)"
16-12-2022 14:50:52.807487,"(4.0, 4.2, 4.09375)","(13.0, 19.0, 18.166666666666668)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.428)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.85, 3.725)"
16-12-2022 14:50:55.562320,"(4.0, 4.2, 4.047058823529412)","(13.0, 19.0, 18.25)","(31.0, 130.0, 70.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.428)","(16.0, 29.0, 25.4)","(26.0, 100.0, 63.5)","(3.0, 3.9, 3.703125)"
16-12-2022 14:50:57.901903,"(4.0, 4.2, 4.003846153846154)","(13.0, 19.0, 18.25)","(31.0, 130.0, 82.0)","(5.5, 99999, 99990)","(4.0, 5.5, 5.428)","(16.0, 29.0, 25.4)","(26.0, 100.0, 64.0)","(3.0, 3.9, 3.661363636363636)"
16-12-2022 14:50:59.304444,"(4.0, 4.2, 4.003846153846154)","(13.0, 19.0, 18.25)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.5, 5.547826086956522)","(16.0, 29.0, 25.4)","(26.0, 100.0, 64.0)","(3.0, 3.9, 3.865217391304348)"
16-12-2022 14:51:00.735665,"(4.0, 4.2, 4.046153846153846)","(13.0, 19.0, 18.142857142857142)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.52)","(16.0, 29.0, 26.75)","(26.0, 100.0, 69.0)","(3.0, 3.9, 3.91)"
16-12-2022 14:51:02.182565,"(4.0, 4.2, 4.046153846153846)","(13.0, 19.0, 18.25)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.525)","(16.0, 29.0, 27.0)","(26.0, 110.0, 39.125)","(3.0, 4.0, 3.7833333333333337)"
16-12-2022 14:51:03.617128,"(4.0, 4.2, 4.046153846153846)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.525)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 46.22222222222222)","(3.0, 3.95, 3.7833333333333337)"
16-12-2022 14:51:05.500406,"(4.0, 4.2, 4.1625000000000005)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.525)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 46.22222222222222)","(3.0, 3.95, 3.7833333333333337)"
16-12-2022 14:51:07.257061,"(4.0, 4.2, 4.1625000000000005)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.525)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 39.125)","(3.0, 3.95, 3.7833333333333337)"
16-12-2022 14:51:08.610173,"(4.0, 4.2, 4.1869565217391305)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.574999999999999)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 39.125)","(3.0, 3.95, 3.7473684210526317)"
16-12-2022 14:51:09.956988,"(4.0, 4.2, 4.189583333333333)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.574999999999999)","(16.0, 29.0, 25.833333333333332)","(26.0, 110.0, 39.125)","(3.0, 3.95, 3.583333333333333)"
16-12-2022 14:51:11.295824,"(4.0, 4.2, 4.183333333333334)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.574999999999999)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 39.125)","(3.0, 3.95, 3.5735294117647056)"
16-12-2022 14:51:12.607947,"(4.0, 4.2, 4.1886363636363635)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 76.66666666666667)","(5.5, 99999, 99990)","(4.0, 5.6, 5.574999999999999)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 39.125)","(3.0, 3.95, 3.594444444444444)"
16-12-2022 14:51:13.953029,"(4.0, 4.2, 4.179166666666667)","(13.0, 19.0, 18.53846153846154)","(31.0, 130.0, 82.0)","(5.5, 99999, 99990)","(4.0, 5.6, 5.638461538461539)","(16.0, 29.0, 25.666666666666668)","(26.0, 110.0, 39.125)","(3.0, 3.95, 3.6199999999999997)"
