,El Cordobes,Trodaire,Euro Dandy,Girello,Indifference,Magnetic Prince,Piaggio,Montjeuify
04-01-2023 13:48:16.789863,"(5.5, 8.0, 7.861818181818181)","(16.0, 23.0, 21.95)","(4.0, 4.9, 4.829411764705883)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.1416071428571426)","(7.5, 8.6, 8.422727272727274)","(14.0, 16.5, 16.583333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:17.917345,"(5.5, 8.0, 7.742372881355932)","(16.0, 23.0, 21.5)","(4.0, 4.9, 4.814285714285715)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.1416071428571426)","(7.5, 8.6, 8.476190476190476)","(14.0, 19.5, 17.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:19.148179,"(5.5, 8.0, 7.742372881355932)","(16.0, 23.0, 22.34375)","(4.0, 4.9, 4.842307692307692)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.1416071428571426)","(7.5, 8.6, 8.476190476190476)","(14.0, 19.5, 17.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:20.286325,"(5.5, 7.8, 7.744827586206896)","(16.0, 23.0, 22.34375)","(4.0, 4.9, 4.842307692307692)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.1429577464788734)","(7.5, 8.6, 8.476190476190476)","(14.0, 19.0, 17.833333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:21.414432,"(5.5, 7.8, 7.766666666666667)","(16.0, 23.0, 22.34375)","(4.0, 4.9, 4.842307692307692)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.144219653179191)","(7.5, 8.6, 8.476190476190476)","(14.0, 19.0, 17.833333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:22.543673,"(5.5, 7.8, 7.766666666666667)","(16.0, 23.0, 22.34375)","(4.0, 4.9, 4.842307692307692)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.144219653179191)","(7.5, 8.6, 8.476190476190476)","(14.0, 19.0, 17.833333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:23.592251,"(5.5, 7.8, 7.766666666666667)","(16.0, 23.0, 22.34375)","(4.0, 4.9, 4.842307692307692)","(6.5, 8.4, 8.346666666666668)","(2.6, 3.15, 3.167105263157895)","(7.5, 8.6, 8.474193548387097)","(14.0, 19.0, 16.2)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:24.745548,"(5.5, 8.0, 7.825)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.886274509803922)","(6.5, 8.4, 8.356756756756758)","(2.6, 3.2, 3.2027027027027026)","(7.5, 8.6, 8.465714285714286)","(14.0, 19.0, 17.115384615384617)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:25.830203,"(5.5, 7.8, 7.766666666666667)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.886274509803922)","(6.5, 8.4, 8.363636363636363)","(2.6, 3.25, 3.222077922077922)","(7.5, 8.6, 8.465714285714286)","(14.0, 19.0, 17.115384615384617)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:26.894765,"(5.5, 8.0, 7.8133333333333335)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.886274509803922)","(6.5, 8.4, 8.363636363636363)","(2.6, 3.25, 3.222077922077922)","(7.5, 8.6, 8.465714285714286)","(14.0, 19.0, 17.115384615384617)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:28.003096,"(5.5, 8.0, 7.8133333333333335)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.886274509803922)","(6.5, 8.4, 8.363636363636363)","(2.6, 3.25, 3.2370481927710846)","(7.5, 8.6, 8.465714285714286)","(14.0, 19.0, 17.115384615384617)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:29.120677,"(5.5, 8.0, 7.8133333333333335)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.886274509803922)","(6.5, 8.4, 8.363636363636363)","(2.6, 3.25, 3.2736111111111112)","(7.5, 8.6, 8.465714285714286)","(14.0, 19.0, 16.92)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:30.197557,"(5.5, 7.8, 7.77391304347826)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.886274509803922)","(6.5, 8.4, 8.363636363636363)","(2.6, 3.3, 3.2736111111111112)","(7.5, 8.6, 8.465714285714286)","(14.0, 19.0, 16.058823529411764)","(71.0, 170.0, 137.27272727272728)"
04-01-2023 13:48:31.284587,"(5.5, 7.8, 7.77391304347826)","(16.0, 23.0, 21.875)","(4.0, 4.9, 4.875862068965517)","(6.5, 8.4, 8.348387096774193)","(2.6, 3.3, 3.245303867403315)","(7.5, 8.6, 8.470175438596492)","(14.0, 16.5, 15.75)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:32.324749,"(5.5, 7.8, 7.7625)","(16.0, 23.0, 22.34375)","(4.0, 4.9, 4.875862068965517)","(6.5, 8.4, 8.348387096774193)","(2.6, 3.25, 3.202586206896552)","(7.5, 8.6, 8.470175438596492)","(14.0, 16.5, 15.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:33.354752,"(5.5, 7.8, 7.773333333333333)","(16.0, 23.0, 22.34375)","(4.0, 5.0, 4.857731958762886)","(6.5, 8.4, 8.348387096774193)","(2.6, 3.25, 3.202586206896552)","(7.5, 8.6, 8.470175438596492)","(14.0, 16.5, 15.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:34.558926,"(5.5, 8.0, 7.8)","(16.0, 23.0, 22.34375)","(4.0, 5.0, 4.857731958762886)","(6.5, 8.4, 8.429411764705883)","(2.6, 3.2, 3.1917808219178085)","(7.5, 8.6, 8.470175438596492)","(14.0, 16.5, 15.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:35.689070,"(5.5, 8.0, 7.8)","(16.0, 23.0, 22.34375)","(4.0, 5.0, 4.857731958762886)","(6.5, 8.6, 8.429411764705883)","(2.6, 3.2, 3.1917808219178085)","(7.5, 8.6, 8.470175438596492)","(14.0, 16.5, 15.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:36.863869,"(5.5, 8.0, 7.8)","(16.0, 23.0, 22.34375)","(4.0, 5.0, 4.857731958762886)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.1917808219178085)","(7.5, 8.6, 8.334328358208955)","(14.0, 16.5, 15.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:38.033670,"(5.5, 8.0, 7.8)","(17.0, 23.0, 22.34375)","(4.0, 5.0, 4.972727272727273)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.1917808219178085)","(7.5, 8.4, 8.242424242424242)","(14.0, 16.5, 15.25)","(61.0, 170.0, 134.0)"
04-01-2023 13:48:39.285112,"(5.5, 8.0, 7.8)","(17.0, 23.0, 22.34375)","(4.0, 5.0, 4.972727272727273)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.165174129353234)","(7.5, 8.4, 8.226415094339622)","(14.0, 16.5, 15.25)","(61.0, 170.0, 134.0)"
04-01-2023 13:48:40.478751,"(5.5, 8.0, 7.8)","(17.0, 23.0, 22.34375)","(4.0, 5.0, 4.9875)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.165174129353234)","(7.5, 8.4, 8.251612903225807)","(14.0, 16.5, 15.25)","(61.0, 170.0, 134.0)"
04-01-2023 13:48:41.616681,"(5.5, 7.8, 7.711111111111111)","(17.0, 23.0, 21.5)","(4.0, 5.0, 5.014473684210526)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.4, 8.251612903225807)","(14.0, 16.5, 15.25)","(61.0, 170.0, 134.0)"
04-01-2023 13:48:42.829331,"(5.5, 7.8, 7.711111111111111)","(17.0, 23.0, 21.5)","(4.0, 5.1, 5.014473684210526)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.123809523809524)","(7.5, 8.4, 8.251612903225807)","(14.0, 16.5, 16.666666666666668)","(61.0, 170.0, 134.0)"
04-01-2023 13:48:44.022198,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.014473684210526)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.4, 8.22456140350877)","(14.0, 19.0, 16.666666666666668)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:45.143630,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.014473684210526)","(6.5, 8.6, 8.424242424242424)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.4, 8.22456140350877)","(14.0, 19.0, 15.75)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:46.253020,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.014473684210526)","(6.5, 8.6, 8.534090909090908)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.4, 8.22121212121212)","(14.0, 16.5, 15.75)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:47.329791,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.014473684210526)","(6.5, 8.6, 8.468181818181817)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.4, 8.22121212121212)","(14.0, 16.5, 18.333333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:48.451834,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.048818897637795)","(6.5, 8.6, 8.468181818181817)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.4, 8.177777777777777)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:49.662780,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 4.99763779527559)","(6.5, 8.6, 8.748148148148148)","(2.6, 3.2, 3.1243243243243244)","(7.5, 8.2, 8.177777777777777)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:50.921670,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 4.99763779527559)","(6.5, 8.8, 8.764948453608248)","(2.6, 3.2, 3.1213270142180094)","(7.5, 8.2, 8.175238095238095)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:52.141281,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.032291666666667)","(6.5, 8.8, 8.786407766990292)","(2.6, 3.2, 3.108510638297872)","(7.5, 8.2, 8.280916030534351)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:53.308603,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.032291666666667)","(6.5, 8.8, 8.909230769230769)","(2.6, 3.15, 3.115573770491803)","(7.5, 8.4, 8.25)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:54.576552,"(5.5, 7.8, 7.711111111111111)","(16.0, 23.0, 21.5)","(4.0, 5.1, 5.032291666666667)","(6.5, 9.0, 8.912698412698413)","(2.6, 3.15, 3.115573770491803)","(7.5, 8.4, 8.24642857142857)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:55.670507,"(5.5, 7.8, 7.711111111111111)","(16.0, 22.0, 20.055555555555557)","(4.0, 5.1, 4.99763779527559)","(6.5, 9.0, 8.830769230769231)","(2.6, 3.15, 3.125)","(7.5, 8.4, 8.25)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:56.824276,"(5.5, 7.8, 7.711111111111111)","(16.0, 22.0, 19.954545454545453)","(4.0, 5.1, 4.99763779527559)","(6.5, 9.0, 8.88888888888889)","(2.6, 3.15, 3.1259259259259258)","(7.5, 8.4, 8.272222222222222)","(14.0, 19.0, 18.0)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:57.997959,"(5.5, 7.8, 7.711111111111111)","(16.0, 22.0, 19.954545454545453)","(4.0, 5.2, 5.008333333333334)","(6.5, 9.0, 8.88888888888889)","(2.6, 3.15, 3.1096385542168674)","(7.5, 8.4, 8.253061224489796)","(14.0, 19.0, 16.35)","(71.0, 170.0, 134.0)"
04-01-2023 13:48:59.121810,"(5.5, 7.8, 7.711111111111111)","(16.0, 22.0, 19.954545454545453)","(4.0, 5.2, 5.0562499999999995)","(6.5, 9.0, 8.778571428571428)","(2.6, 3.15, 3.1378181818181816)","(7.5, 8.4, 8.253061224489796)","(14.0, 19.5, 16.35)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:00.270243,"(5.5, 7.8, 7.711111111111111)","(16.0, 22.0, 19.954545454545453)","(4.0, 5.1, 5.0562499999999995)","(6.5, 8.8, 8.778571428571428)","(2.6, 3.15, 3.1378181818181816)","(7.5, 8.4, 8.253061224489796)","(14.0, 19.5, 16.35)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:01.426804,"(5.5, 7.8, 7.711111111111111)","(16.0, 22.0, 19.954545454545453)","(4.0, 5.1, 5.0562499999999995)","(6.5, 8.8, 8.790476190476191)","(2.6, 3.15, 3.138235294117647)","(7.5, 8.4, 8.253061224489796)","(14.0, 19.5, 16.35)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:02.542894,"(5.5, 7.8, 7.711111111111111)","(16.0, 21.0, 20.25)","(4.0, 5.1, 5.0562499999999995)","(6.5, 8.8, 8.790000000000001)","(2.6, 3.15, 3.1363970588235293)","(7.5, 8.4, 8.253061224489796)","(14.0, 19.5, 16.35)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:03.651742,"(5.5, 7.8, 7.711111111111111)","(16.0, 21.0, 20.25)","(4.0, 5.1, 5.0562499999999995)","(6.5, 8.8, 8.790000000000001)","(2.6, 3.15, 3.1363970588235293)","(7.5, 8.4, 8.253061224489796)","(14.0, 19.5, 16.35)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:04.707791,"(5.5, 7.8, 7.711111111111111)","(16.0, 21.0, 20.25)","(4.0, 5.1, 5.015)","(6.5, 8.8, 8.807017543859649)","(2.6, 3.15, 3.1284615384615386)","(7.5, 8.4, 8.249056603773585)","(14.0, 19.5, 18.25)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:05.872426,"(5.5, 7.8, 7.711111111111111)","(16.0, 21.0, 20.25)","(4.0, 5.1, 5.017647058823529)","(6.5, 9.0, 8.807017543859649)","(2.6, 3.15, 3.1290575916230368)","(7.5, 8.4, 8.266666666666667)","(14.0, 21.0, 18.714285714285715)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:06.992654,"(5.5, 7.8, 7.7555555555555555)","(16.0, 21.0, 20.25)","(4.0, 5.1, 5.017647058823529)","(6.5, 9.0, 8.807017543859649)","(2.6, 3.15, 3.1290575916230368)","(7.5, 8.4, 8.266666666666667)","(14.0, 20.0, 20.083333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:08.111840,"(5.5, 7.8, 7.748936170212766)","(16.0, 21.0, 20.272727272727273)","(4.0, 5.1, 5.017647058823529)","(6.5, 9.0, 8.828125)","(2.6, 3.15, 3.0835714285714286)","(7.5, 8.4, 8.355555555555556)","(14.0, 21.0, 20.083333333333332)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:09.245762,"(5.5, 8.0, 7.805)","(16.0, 20.0, 19.571428571428573)","(4.0, 5.1, 5.017647058823529)","(6.5, 9.0, 8.857142857142858)","(2.6, 3.1, 3.0445652173913045)","(7.5, 8.4, 8.36984126984127)","(14.0, 21.0, 19.875)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:10.305245,"(5.5, 8.0, 7.805)","(16.0, 20.0, 19.823529411764707)","(4.0, 5.1, 5.053333333333333)","(6.5, 9.0, 8.857142857142858)","(2.6, 3.1, 3.0445652173913045)","(7.5, 8.4, 8.352857142857143)","(14.0, 21.0, 20.4375)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:11.462950,"(5.5, 8.0, 7.805)","(16.0, 20.0, 19.833333333333332)","(4.0, 5.1, 5.053333333333333)","(6.5, 9.0, 8.857142857142858)","(2.6, 3.1, 3.0126666666666666)","(8.0, 8.4, 8.524242424242424)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:12.627374,"(6.0, 8.0, 7.836363636363636)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 9.0, 8.857142857142858)","(2.6, 3.05, 3.0134328358208955)","(8.0, 8.6, 8.448148148148148)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:13.803323,"(6.0, 8.0, 7.841379310344827)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 9.0, 8.857142857142858)","(2.6, 3.05, 3.027927927927928)","(8.0, 8.6, 8.417777777777777)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 134.0)"
04-01-2023 13:49:14.977015,"(6.0, 8.0, 7.841379310344827)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 9.0, 8.847222222222223)","(2.6, 3.05, 3.0289473684210524)","(8.0, 8.6, 8.414814814814815)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 150.0)"
04-01-2023 13:49:16.144424,"(6.0, 8.0, 7.835714285714285)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 9.0, 8.8135593220339)","(2.6, 3.05, 3.0289473684210524)","(8.0, 8.6, 8.414814814814815)","(15.0, 21.0, 20.4375)","(71.0, 160.0, 144.28571428571428)"
04-01-2023 13:49:17.295204,"(6.0, 8.0, 7.835714285714285)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 9.0, 8.8135593220339)","(2.6, 3.05, 3.048620689655172)","(8.0, 8.6, 8.396330275229358)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:18.463649,"(6.0, 8.0, 7.835714285714285)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 9.0, 8.777570093457944)","(2.6, 3.05, 3.048620689655172)","(8.0, 8.4, 8.383333333333333)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:19.562287,"(6.0, 8.0, 7.835714285714285)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.1, 5.053333333333333)","(7.0, 8.8, 8.694915254237287)","(2.6, 3.05, 3.0354395604395603)","(8.0, 8.4, 8.171111111111111)","(15.0, 21.0, 19.875)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:20.698238,"(6.0, 8.0, 7.835714285714285)","(17.0, 21.0, 19.863636363636363)","(4.2, 5.2, 5.0606060606060606)","(7.0, 9.0, 8.847457627118645)","(2.6, 3.05, 3.03225)","(8.0, 8.2, 8.171111111111111)","(15.0, 21.0, 19.875)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:21.858362,"(6.0, 8.0, 7.835714285714285)","(17.0, 21.0, 19.5)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.0, 8.847457627118645)","(2.6, 3.05, 3.03225)","(8.0, 8.2, 8.171111111111111)","(15.0, 21.0, 19.875)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:23.119279,"(6.0, 8.0, 7.835714285714285)","(17.0, 21.0, 19.5)","(4.0, 5.2, 5.074999999999999)","(7.0, 9.0, 8.847457627118645)","(2.6, 3.05, 3.03225)","(8.0, 8.2, 8.337190082644629)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:24.333692,"(6.0, 8.0, 7.835714285714285)","(17.0, 21.0, 20.0)","(4.0, 5.1, 5.074999999999999)","(7.0, 9.0, 8.847457627118645)","(2.6, 3.05, 3.03225)","(8.0, 8.4, 8.337190082644629)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:25.533919,"(6.0, 8.0, 7.846666666666667)","(17.0, 21.0, 20.0)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.0, 8.86829268292683)","(2.6, 3.05, 3.03225)","(8.0, 8.4, 8.337190082644629)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:26.701506,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.0)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 8.86829268292683)","(2.6, 3.05, 3.03225)","(8.0, 8.4, 8.173626373626373)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:27.858538,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.0)","(4.0, 5.1, 5.074999999999999)","(7.0, 9.2, 8.883720930232558)","(2.6, 3.05, 3.029597701149425)","(8.0, 8.2, 8.176923076923076)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:29.029776,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.0)","(4.0, 5.1, 5.074999999999999)","(7.0, 9.2, 8.883720930232558)","(2.6, 3.05, 3.029597701149425)","(8.0, 8.2, 8.32)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:30.175139,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.0)","(4.0, 5.1, 5.074999999999999)","(7.0, 9.2, 8.883720930232558)","(2.6, 3.05, 3.0426666666666664)","(8.0, 8.4, 8.295495495495496)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:31.326743,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.0)","(4.0, 5.1, 5.074999999999999)","(7.0, 9.2, 8.908333333333333)","(2.6, 3.05, 3.0330827067669173)","(8.0, 8.4, 8.295495495495496)","(15.0, 21.0, 20.4375)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:32.500299,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.0)","(4.0, 5.1, 5.0606060606060606)","(7.0, 9.0, 8.864197530864198)","(2.6, 3.05, 2.963098591549296)","(8.0, 8.4, 8.295495495495496)","(15.0, 21.0, 19.0)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:33.758975,"(6.0, 8.0, 7.819607843137255)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.0606060606060606)","(7.0, 9.2, 9.025641025641026)","(2.6, 2.98, 2.947857142857143)","(8.0, 8.4, 7.875641025641025)","(15.0, 21.0, 19.666666666666668)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:35.005567,"(6.0, 8.0, 7.8641509433962264)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.0606060606060606)","(7.0, 9.2, 9.025641025641026)","(2.6, 2.98, 2.9457142857142857)","(8.0, 8.0, 7.825)","(15.0, 21.0, 19.666666666666668)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:36.158591,"(6.0, 8.0, 7.892537313432836)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 2.98, 2.92375)","(8.0, 8.0, 7.825)","(15.0, 21.0, 19.666666666666668)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:37.294356,"(6.0, 8.0, 7.892537313432836)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 2.98, 2.92375)","(8.0, 8.0, 7.8335877862595416)","(15.0, 21.0, 19.666666666666668)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:38.449905,"(6.0, 8.0, 7.892537313432836)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 2.98, 2.92375)","(8.0, 8.0, 7.8342412451361865)","(15.0, 21.0, 19.666666666666668)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:39.628203,"(6.0, 8.0, 7.892537313432836)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 2.98, 2.9977611940298505)","(8.0, 8.0, 7.741176470588235)","(15.0, 21.0, 19.0)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:40.783378,"(6.0, 8.0, 7.853061224489796)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 3.05, 2.9967605633802816)","(8.0, 7.8, 7.70625)","(15.0, 21.0, 20.333333333333332)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:41.984728,"(6.0, 8.0, 7.853061224489796)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 3.05, 3.0109375)","(8.0, 7.8, 7.604166666666667)","(15.0, 21.0, 20.5)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:43.266724,"(6.0, 8.0, 7.853061224489796)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 3.05, 3.0109375)","(8.0, 7.8, 7.548387096774193)","(15.0, 21.0, 20.5)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:44.458173,"(6.0, 8.0, 7.853061224489796)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.025641025641026)","(2.6, 3.05, 3.012686567164179)","(8.0, 7.6, 7.539622641509434)","(15.0, 21.0, 20.5)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:45.586117,"(6.0, 8.0, 7.853061224489796)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.0320987654321)","(2.6, 3.05, 3.0324186046511628)","(8.0, 7.6, 7.539622641509434)","(15.0, 21.0, 19.5)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:46.754125,"(6.0, 8.0, 7.853061224489796)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.0320987654321)","(2.6, 3.05, 3.005357142857143)","(8.0, 7.6, 7.539622641509434)","(15.0, 21.0, 20.3)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:47.944321,"(6.0, 7.8, 7.796875)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.0320987654321)","(2.6, 3.05, 3.005357142857143)","(8.0, 7.6, 7.539622641509434)","(15.0, 21.0, 20.3)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:49.160617,"(6.0, 7.8, 7.796875)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.065217391304348)","(7.0, 9.2, 9.0320987654321)","(2.6, 3.05, 3.005357142857143)","(8.0, 7.6, 7.539622641509434)","(15.0, 21.0, 20.3)","(71.0, 170.0, 144.28571428571428)"
04-01-2023 13:49:50.345446,"(6.0, 7.8, 7.796875)","(17.0, 21.0, 20.15625)","(4.0, 5.2, 5.085714285714285)","(7.0, 9.2, 9.0320987654321)","(2.6, 3.05, 3.0519005847953213)","(8.0, 7.6, 7.520325203252033)","(15.0, 21.0, 20.125)","(71.0, 170.0, 144.28571428571428)"
