,Perfect Tyrant,Freddy Vegas,Break And Enter,Cracking Force,Black Nettle,Rebel Prince,Wild Mister,High Times
14-12-2022 12:10:47.670475,"(1.6, 1.87, 1.7911428571428571)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.685)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:48.810403,"(1.6, 1.85, 1.701139240506329)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:50.082309,"(1.6, 1.85, 1.6953164556962026)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.510714285714285)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:51.299528,"(1.6, 1.83, 1.6953164556962026)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.510714285714285)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:52.480541,"(1.6, 2.64, 1.6848051948051948)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.685)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:53.719325,"(1.6, 1.8, 1.745142857142857)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.685)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:54.911713,"(1.6, 1.8, 1.745142857142857)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.8549999999999995)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:56.115495,"(1.6, 2.64, 2.35875)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.379166666666666)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:57.315098,"(1.6, 1.81, 1.689493670886076)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.379166666666666)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:58.496506,"(1.6, 2.64, 2.35875)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.379166666666666)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:10:59.682544,"(1.6, 2.64, 2.35875)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.379166666666666)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:00.945472,"(1.6, 2.64, 1.89)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.379166666666666)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:02.153298,"(1.6, 2.64, 1.89)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.085714285714286)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:03.419154,"(1.6, 2.64, 2.3960526315789474)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.025)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:04.641824,"(1.6, 2.64, 2.411707317073171)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.515)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:05.858183,"(1.6, 1.82, 1.6800000000000002)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.095833333333333)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:07.095152,"(1.6, 1.83, 1.6836363636363638)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.6)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:08.359044,"(1.6, 1.82, 1.7637209302325583)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.095833333333333)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:09.628864,"(1.6, 1.82, 1.7637209302325583)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.8428571428571425)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:10.918186,"(1.6, 1.82, 1.7637209302325583)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.7700000000000005)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:12.153865,"(1.6, 1.79, 1.6690909090909092)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.6)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:13.377824,"(1.6, 1.79, 1.6690909090909092)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.166666666666666)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:14.649236,"(1.6, 1.78, 1.626857142857143)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.8428571428571425)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:15.895120,"(1.6, 1.78, 1.626857142857143)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 4.7700000000000005)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:17.259230,"(1.6, 1.77, 1.6276271186440678)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 4.7700000000000005)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:18.682638,"(1.6, 1.77, 1.6276271186440678)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 4.685)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:19.929620,"(1.6, 1.77, 1.6276271186440678)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 4.8549999999999995)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:21.308485,"(1.6, 1.77, 1.6276271186440678)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 4.8549999999999995)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:22.604680,"(1.6, 1.77, 1.6276271186440678)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 4.8549999999999995)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:23.833752,"(1.6, 1.77, 1.6276271186440678)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 32.5)","(3.9, 8.0, 5.004761904761905)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:25.129712,"(1.6, 1.77, 1.6554545454545455)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.025)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:26.375565,"(1.6, 1.76, 1.7165116279069768)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.025)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:27.598732,"(1.6, 1.76, 1.7195238095238095)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.025)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:28.867795,"(1.6, 2.62, 1.906923076923077)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.166666666666667)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:30.123464,"(1.6, 2.62, 1.906923076923077)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.109999999999999)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:31.363725,"(1.6, 2.62, 1.6504)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.94)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:32.700512,"(1.6, 2.62, 1.6336986301369865)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.94)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:34.055849,"(1.6, 2.58, 1.6705263157894739)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.3875)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:35.427419,"(1.6, 2.58, 1.6705263157894739)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.989583333333334)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:36.691387,"(1.6, 2.58, 1.7485714285714287)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.989583333333334)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:37.966431,"(1.6, 2.58, 1.7485714285714287)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.989583333333334)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:39.361814,"(1.6, 2.58, 1.6705263157894739)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.4725)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:40.595523,"(1.6, 2.58, 1.6705263157894739)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.4725)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:41.845334,"(1.6, 2.58, 1.6705263157894739)","(10.0, 20.0, 15.5)","(19.0, 120.0, 76.36363636363636)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.4725)","(31.0, 230.0, 130.0)","(61.0, 550.0, 467.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:43.251579,"(1.6, 2.56, 2.2005405405405405)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 101.42857142857143)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:44.536831,"(1.6, 2.56, 2.2005405405405405)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 101.42857142857143)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:45.856410,"(1.6, 2.56, 2.2005405405405405)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 81.5)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:47.078457,"(1.6, 2.56, 2.2005405405405405)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 81.5)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:48.316126,"(1.6, 2.56, 1.6826666666666668)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 81.5)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:49.531238,"(1.6, 2.64, 1.7220000000000002)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:50.709902,"(1.6, 2.64, 1.7220000000000002)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:52.207093,"(1.6, 2.64, 1.7220000000000002)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:53.419524,"(1.6, 2.64, 1.7220000000000002)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:54.765991,"(1.6, 2.64, 1.7220000000000002)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:56.473076,"(1.6, 2.64, 1.875)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:57.861875,"(1.6, 2.64, 1.8824999999999998)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:11:59.128076,"(1.6, 2.64, 1.8824999999999998)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:00.547726,"(1.6, 2.64, 1.8824999999999998)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:01.724695,"(1.6, 2.64, 1.8824999999999998)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:02.855271,"(1.6, 2.64, 1.8824999999999998)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:04.148256,"(1.6, 2.64, 1.8824999999999998)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:05.290630,"(1.6, 2.64, 1.8464285714285713)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:06.444471,"(1.6, 2.62, 1.8047058823529412)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.387037037037037)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:07.634718,"(1.6, 2.62, 1.8047058823529412)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.095833333333333)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:08.866902,"(1.6, 2.62, 1.8047058823529412)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:10.357070,"(1.6, 2.62, 1.6866666666666668)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:12.338935,"(1.6, 2.62, 1.6866666666666668)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:14.253385,"(1.6, 2.62, 1.7882352941176471)","(10.0, 20.0, 15.5)","(19.0, 110.0, 73.57142857142857)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:15.646632,"(1.6, 2.62, 1.7882352941176471)","(10.0, 20.0, 17.875)","(19.0, 110.0, 46.90909090909091)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:17.104616,"(1.6, 2.62, 1.7222222222222223)","(10.0, 20.0, 17.875)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 124.11764705882354)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:18.535620,"(1.6, 2.62, 1.6600000000000001)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.6)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:19.741286,"(1.6, 2.62, 1.6600000000000001)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 4.5575)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:20.952436,"(1.6, 2.62, 1.7222222222222223)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:22.321360,"(1.6, 2.62, 1.7222222222222223)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:23.549438,"(1.6, 2.62, 2.125)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:24.768008,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:25.969196,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:27.210945,"(1.6, 2.62, 1.6887999999999999)","(10.0, 20.0, 18.416666666666664)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:28.407121,"(1.6, 2.62, 1.6887999999999999)","(10.0, 20.0, 18.1)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:29.584016,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:30.778020,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:31.980547,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:33.129210,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:34.498866,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 100.0, 51.33333333333333)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:35.814671,"(1.6, 2.62, 1.6887999999999999)","(10.0, 20.0, 16.0)","(19.0, 100.0, 63.888888888888886)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:36.921880,"(1.6, 2.62, 1.6887999999999999)","(10.0, 20.0, 16.0)","(19.0, 110.0, 63.888888888888886)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:38.665671,"(1.6, 2.62, 1.7577777777777777)","(10.0, 20.0, 16.0)","(19.0, 110.0, 63.888888888888886)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
14-12-2022 12:12:40.532971,"(1.6, 2.62, 1.7488888888888887)","(10.0, 20.0, 16.0)","(19.0, 110.0, 63.888888888888886)","(20.0, 55.0, 47.5)","(3.9, 8.0, 5.13125)","(31.0, 230.0, 130.0)","(61.0, 550.0, 302.5)","(5.5, 9.4, 8.925)"
