,Best Back Bruce,Quiet Storm,Breathe Easy,Up And About,Vapar Brenda,Hameldaeme,Shardonant,Senna Storm,Telemachus,Victory George
07-12-2022 19:58:58.400446,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.0)","(5.5, 7.2, 7.138461538461539)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.7039999999999997)"
07-12-2022 19:58:59.958796,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 23.81818181818182)","(5.5, 7.2, 6.866666666666666)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:01.480183,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.1875)","(5.5, 7.0, 7.1875)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:02.913858,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.1875)","(5.5, 7.2, 7.066666666666666)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:04.405090,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.1875)","(5.5, 7.2, 7.0285714285714285)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:06.026960,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.1875)","(5.5, 7.2, 7.105882352941177)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:07.353402,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.2, 6.9625)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:08.786423,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.0, 6.9625)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:10.429831,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.0, 7.2437499999999995)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:11.863834,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.6, 6.84)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.584)"
07-12-2022 19:59:13.484441,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.6, 6.929411764705883)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:15.258405,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.6, 6.9)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.7039999999999997)"
07-12-2022 19:59:16.952826,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.7039999999999997)"
07-12-2022 19:59:18.328033,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:19.681134,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 77.2)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 44.0)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:21.045122,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 64.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 60.0, 42.333333333333336)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:22.427042,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 55.0, 42.333333333333336)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:23.821245,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 55.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:25.140767,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:26.625410,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:28.059296,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.189473684210527)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.7039999999999997)"
07-12-2022 19:59:29.483636,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.025)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:31.071464,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.025)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:32.525755,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 20.75)","(5.5, 7.4, 7.025)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:33.845636,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 22.75)","(5.5, 7.4, 7.025)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:35.309287,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 22.75)","(5.5, 7.4, 7.025)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:36.644009,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.866666666666667)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:38.007025,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:39.301982,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.8500000000000005)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.7039999999999997)"
07-12-2022 19:59:40.521460,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:41.728894,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:43.082318,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:44.305861,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:45.561766,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:46.835207,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:48.148632,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.16666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:49.547328,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 65.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:50.929897,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.7039999999999997)"
07-12-2022 19:59:52.270680,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 65.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:53.555829,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:54.901302,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 65.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:56.148425,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 19:59:57.422872,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.76, 2.6533333333333333)"
07-12-2022 19:59:58.670597,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 65.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 19:59:59.913119,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.6533333333333333)"
07-12-2022 20:00:01.229820,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 26.0, 28.2)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 65.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.666666666666664)","(2.45, 2.74, 2.7039999999999997)"
07-12-2022 20:00:02.463155,"(10.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(3.4, 4.9, 4.82)","(15.0, 34.0, 24.75)","(5.5, 7.4, 6.784615384615385)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 38.8)","(2.45, 2.76, 2.713333333333333)"
07-12-2022 20:00:03.770063,"(10.0, 17.5, 16.5)","(10.0, 18.0, 15.5)","(3.4, 4.9, 4.82)","(15.0, 30.0, 26.25)","(5.5, 7.4, 6.775)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 44.4)","(2.45, 2.76, 2.692727272727273)"
07-12-2022 20:00:05.069060,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 30.0, 25.2)","(5.5, 7.4, 6.813793103448276)","(31.0, 85.0, 78.5)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 40.4)","(2.45, 2.74, 2.6885714285714286)"
07-12-2022 20:00:06.378336,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 29.0, 25.2)","(5.5, 7.2, 7.0)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 50.0, 41.333333333333336)","(2.45, 2.72, 2.695555555555556)"
07-12-2022 20:00:07.661328,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 29.0, 24.6)","(5.5, 7.2, 6.7384615384615385)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 48.0, 41.333333333333336)","(2.45, 2.72, 2.6885714285714286)"
07-12-2022 20:00:08.914730,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8500000000000005)","(15.0, 28.0, 24.6)","(5.5, 7.2, 6.953846153846154)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 48.0, 39.333333333333336)","(2.45, 2.72, 2.6885714285714286)"
07-12-2022 20:00:10.156934,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8500000000000005)","(15.0, 28.0, 25.0)","(5.5, 7.0, 7.176)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.42857142857143)","(2.45, 2.72, 2.688)"
07-12-2022 20:00:11.456991,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 25.0)","(5.5, 7.4, 7.140000000000001)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 48.0, 39.42857142857143)","(2.45, 2.72, 2.6885714285714286)"
07-12-2022 20:00:12.683007,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 25.0)","(5.5, 7.2, 7.0285714285714285)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 48.0, 40.0)","(2.45, 2.72, 2.7053333333333334)"
07-12-2022 20:00:13.916401,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 24.0)","(5.5, 7.2, 7.166666666666667)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 48.0, 40.0)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:15.170064,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 24.0)","(5.5, 7.2, 7.1875)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 48.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:16.454793,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 24.0)","(5.5, 7.2, 7.176470588235294)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:17.750001,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 24.0)","(5.5, 7.2, 7.176470588235294)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:19.097698,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 24.0)","(5.5, 7.2, 7.187096774193548)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:20.380368,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 27.0, 23.4)","(5.5, 7.6, 7.51578947368421)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:21.690688,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 26.0, 23.4)","(5.5, 7.6, 7.8)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:23.036203,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 26.0, 22.8)","(5.5, 8.2, 9.5)","(31.0, 85.0, 80.66666666666666)","(18.0, 34.0, 29.5)","(18.0, 36.0, 31.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:24.461620,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.82)","(15.0, 25.0, 21.5625)","(5.5, 10.0, 9.08)","(31.0, 85.0, 71.07142857142857)","(18.0, 34.0, 32.5)","(18.0, 36.0, 33.8)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6533333333333333)"
07-12-2022 20:00:25.792244,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8)","(15.0, 25.0, 23.4)","(5.5, 9.8, 7.430769230769231)","(31.0, 85.0, 73.81818181818181)","(18.0, 34.0, 31.42857142857143)","(18.0, 36.0, 34.166666666666664)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.6)"
07-12-2022 20:00:27.115429,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8)","(15.0, 26.0, 21.666666666666668)","(5.5, 9.8, 8.25)","(31.0, 80.0, 77.9090909090909)","(18.0, 34.0, 31.333333333333332)","(18.0, 36.0, 32.666666666666664)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.63)"
07-12-2022 20:00:28.364018,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8)","(15.0, 26.0, 22.8)","(5.5, 8.4, 8.973333333333333)","(31.0, 85.0, 75.75)","(18.0, 34.0, 31.333333333333332)","(18.0, 36.0, 32.666666666666664)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.63)"
07-12-2022 20:00:29.618412,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8)","(15.0, 25.0, 22.8)","(5.5, 9.4, 8.973333333333333)","(31.0, 85.0, 68.18181818181819)","(18.0, 34.0, 28.285714285714285)","(18.0, 36.0, 32.666666666666664)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.585)"
07-12-2022 20:00:30.989459,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8)","(15.0, 25.0, 22.25)","(5.5, 8.6, 8.075)","(31.0, 85.0, 73.33333333333334)","(18.0, 34.0, 30.0)","(18.0, 36.0, 32.666666666666664)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.63)"
07-12-2022 20:00:32.258269,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8)","(15.0, 25.0, 21.714285714285715)","(5.5, 8.2, 7.885714285714286)","(31.0, 80.0, 71.875)","(18.0, 32.0, 32.0)","(18.0, 36.0, 32.0)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.63)"
07-12-2022 20:00:33.573304,"(10.0, 17.5, 16.5)","(10.0, 17.5, 15.416666666666666)","(3.4, 4.9, 4.8500000000000005)","(15.0, 24.0, 21.714285714285715)","(5.5, 8.0, 7.885714285714286)","(31.0, 75.0, 71.875)","(18.0, 34.0, 32.0)","(18.0, 34.0, 34.57142857142857)","(31.0, 46.0, 39.333333333333336)","(2.45, 2.72, 2.63)"
