,Cardinal Sin Nz,Ah Mach Nz,Reckless Dream,Forgot The Wallet,Euroking,Kerala Star Nz,Jawbreaker,Agouda Ruler
08-01-2023 15:40:02.690053,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:03.720011,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:04.755094,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:05.766826,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:06.837977,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:07.878813,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:08.939314,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:09.988683,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:11.024928,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:12.070526,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:13.160524,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:14.207054,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:15.229837,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:16.207649,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:17.252200,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:18.322239,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:19.318462,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:20.351852,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:21.367020,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:22.425471,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:23.514479,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:24.595996,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:25.635632,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:26.656847,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:27.699130,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:28.697958,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:29.699449,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:30.682530,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:31.653160,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:32.680357,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:33.664916,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:34.679547,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:35.647102,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:36.647760,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:37.664332,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:38.732516,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:39.763303,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:40.743929,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:41.780150,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:42.816365,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:43.883150,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:44.968340,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:45.926481,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:46.989723,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:47.987164,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:48.963049,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:49.975166,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:51.130237,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:52.201681,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:53.211637,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:54.256255,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:55.236248,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:56.247528,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:57.303289,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:58.354172,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:40:59.485334,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:00.473367,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:01.474779,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:02.523017,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:03.580839,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:04.709456,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:05.676967,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:06.687718,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:07.684665,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:08.757991,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:09.782925,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:10.807933,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:11.776139,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:12.855146,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:13.919500,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:14.900318,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:15.953572,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:17.033496,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:18.095102,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:19.085871,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:20.054151,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:21.065469,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:22.078112,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:23.167129,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:24.223970,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:25.301760,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:26.284609,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:27.363494,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:28.402470,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:29.546451,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:30.602005,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:31.601436,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:32.644917,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:33.689078,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:34.713181,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:35.676396,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:36.665398,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:37.629808,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
08-01-2023 15:41:38.619438,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 20.0, 12.933333333333334)","(9.0, 20.0, 12.133333333333333)","(21.0, 65.0, 51.0)","(41.0, 99999, 99990)","(15.0, 42.0, 22.125)","(7.5, 15.5, 9.11)"
