,Cardinal Sin Nz,Ah Mach Nz,Reckless Dream,Forgot The Wallet,Euroking,Kerala Star Nz,Jawbreaker,Agouda Ruler
08-01-2023 15:47:55.195137,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:47:56.430800,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:47:57.608884,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:47:58.729316,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:47:59.925140,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:01.219562,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:02.463727,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:03.719175,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:04.897938,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:06.056892,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:07.306160,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:08.475188,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:09.657165,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:10.880052,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:12.074601,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:13.431497,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:14.756126,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:16.234214,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:17.649323,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:19.340051,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:20.789123,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:22.012149,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:23.195414,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:24.357208,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:25.597607,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:26.822887,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:28.054692,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:29.244401,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:30.312771,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:31.493329,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:32.738898,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:33.979846,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:35.088254,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:36.103956,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:37.186716,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:38.331983,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:39.482960,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:40.565870,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:41.653792,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:42.791051,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:43.921644,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:45.032588,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:46.150240,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:47.235431,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:48.298903,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:49.304911,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:50.289586,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:51.326767,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:52.342157,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:53.412165,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:54.425653,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:55.423383,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:56.430211,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:57.476260,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:58.571382,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:48:59.650265,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:00.710735,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:01.702214,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:02.692537,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:03.761527,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:04.865038,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:05.881092,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:06.860042,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:07.836262,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:08.832532,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:09.874217,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:10.912674,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:11.901398,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:12.910205,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:13.943520,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:15.023961,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:16.089580,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:17.131446,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:18.141676,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:19.214528,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:20.237960,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:21.264585,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:22.280582,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:23.266734,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:24.371141,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:25.418786,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:26.478851,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:27.461787,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:28.508198,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:29.673528,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:30.842438,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:31.931658,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:32.982337,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:34.030531,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 30.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:35.167133,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:36.248744,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:37.330796,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:38.413558,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:39.496880,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:40.607357,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:41.706595,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:42.820642,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:43.915651,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
08-01-2023 15:49:45.010993,"(31.0, 99999, 99990)","(1.26, 99999, 99990)","(9.0, 19.5, 14.45)","(9.0, 19.5, 13.85)","(21.0, 70.0, 46.0)","(41.0, 99999, 99990)","(15.0, 36.0, 25.75)","(7.5, 14.5, 11.45)"
