,Abercrombie Limbo,What A Team,Tristars Pet,Our Ultimate Ruby,Torque No Fear,Mister Cracker,Getaloadacam,Wellsaidmylady,Out Of Dodge,Crankhandle
11-01-2023 19:58:25.151364,"(3.6, 5.6, 4.55)","(81.0, 200.0, 148.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 48.0, 33.0)","(4.8, 8.4, 6.666666666666667)","(5.0, 7.8, 7.457142857142857)","(4.0, 5.7, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:26.605446,"(3.6, 5.6, 4.8999999999999995)","(81.0, 200.0, 164.28571428571428)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 48.0, 34.57142857142857)","(4.8, 8.4, 7.1)","(5.0, 7.8, 7.457142857142857)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:28.029202,"(3.6, 5.6, 4.8999999999999995)","(81.0, 200.0, 164.28571428571428)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 80.0, 51.0)","(4.8, 8.4, 7.1)","(5.0, 7.8, 7.457142857142857)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:29.410523,"(3.6, 5.6, 4.8999999999999995)","(81.0, 200.0, 164.28571428571428)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 75.0, 51.0)","(4.8, 8.4, 7.1)","(5.0, 7.8, 7.457142857142857)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:30.820931,"(3.6, 5.6, 4.8999999999999995)","(81.0, 200.0, 164.28571428571428)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 75.0, 51.0)","(4.8, 8.4, 7.4)","(5.0, 7.8, 7.285714285714286)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:32.183832,"(3.6, 5.6, 4.779999999999999)","(81.0, 200.0, 164.28571428571428)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 75.0, 50.5)","(4.8, 8.4, 7.4)","(5.0, 7.8, 7.285714285714286)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:33.506731,"(3.6, 5.6, 4.779999999999999)","(81.0, 200.0, 164.28571428571428)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 75.0, 50.5)","(4.8, 8.4, 6.8)","(5.0, 7.8, 7.285714285714286)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:34.838275,"(3.6, 5.6, 4.6)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 75.0, 50.5)","(4.8, 8.4, 7.44)","(5.0, 7.8, 7.285714285714286)","(4.0, 5.6, 4.699999999999999)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:36.258364,"(3.6, 5.6, 4.6)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 51.0)","(26.0, 75.0, 50.5)","(4.8, 8.4, 7.5200000000000005)","(5.0, 7.8, 7.314285714285714)","(4.0, 5.6, 5.39375)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:37.732479,"(3.6, 5.6, 4.6)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 36.0)","(26.0, 75.0, 50.5)","(4.8, 8.4, 7.5200000000000005)","(5.0, 7.6, 7.314285714285714)","(4.0, 5.6, 4.8)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:39.224800,"(3.6, 5.6, 4.6)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 36.0)","(26.0, 75.0, 43.368421052631575)","(4.8, 8.4, 7.5200000000000005)","(5.0, 7.6, 7.314285714285714)","(4.0, 5.6, 4.8)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:40.678893,"(3.6, 5.6, 4.82)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 36.0)","(26.0, 70.0, 43.368421052631575)","(4.8, 8.4, 7.5200000000000005)","(5.0, 7.6, 6.7)","(4.0, 5.6, 4.8)","(19.0, 36.0, 25.333333333333332)"
11-01-2023 19:58:42.158032,"(3.6, 5.6, 5.283333333333333)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 60.0, 34.333333333333336)","(26.0, 70.0, 40.94117647058823)","(4.8, 8.4, 7.666666666666667)","(5.0, 7.4, 6.633333333333334)","(4.0, 5.6, 4.8)","(19.0, 36.0, 24.666666666666668)"
11-01-2023 19:58:43.530044,"(3.6, 5.6, 4.65)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 55.0, 34.333333333333336)","(26.0, 60.0, 36.0)","(4.8, 8.4, 7.066666666666667)","(5.0, 7.4, 7.373913043478261)","(4.0, 5.6, 4.5285714285714285)","(19.0, 34.0, 24.666666666666668)"
11-01-2023 19:58:44.947983,"(3.6, 5.6, 4.675)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 55.0, 32.666666666666664)","(26.0, 60.0, 39.6)","(4.8, 8.4, 7.066666666666667)","(5.0, 7.4, 7.266666666666667)","(4.0, 5.6, 4.5285714285714285)","(19.0, 34.0, 22.0)"
11-01-2023 19:58:46.345204,"(3.6, 5.6, 4.675)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 50.0, 32.666666666666664)","(26.0, 60.0, 39.6)","(4.8, 8.4, 6.733333333333333)","(5.0, 7.4, 7.266666666666667)","(4.0, 5.6, 4.5285714285714285)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:47.709914,"(3.6, 5.6, 4.675)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 50.0, 32.666666666666664)","(26.0, 60.0, 40.5)","(4.8, 8.4, 6.733333333333333)","(5.0, 7.4, 7.767123287671232)","(4.0, 5.6, 4.85)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:49.155024,"(3.6, 5.6, 4.675)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 50.0, 32.666666666666664)","(26.0, 55.0, 40.5)","(4.8, 8.4, 6.733333333333333)","(5.0, 7.8, 7.088888888888889)","(4.0, 5.6, 4.975)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:50.518033,"(3.6, 5.6, 4.2785714285714285)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 32.666666666666664)","(26.0, 55.0, 33.5)","(4.8, 8.4, 6.733333333333333)","(5.0, 7.8, 7.457142857142857)","(4.0, 5.6, 4.6)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:52.089342,"(3.6, 5.6, 4.2785714285714285)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 32.666666666666664)","(26.0, 50.0, 33.5)","(4.8, 8.4, 6.733333333333333)","(5.0, 7.6, 7.731428571428571)","(4.0, 5.6, 4.6)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:53.571735,"(3.6, 5.6, 4.475)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 50.0, 28.333333333333332)","(26.0, 50.0, 33.5)","(4.8, 8.4, 6.533333333333334)","(5.0, 7.8, 7.0)","(4.0, 5.6, 4.6)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:54.954231,"(3.6, 5.6, 4.35)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 50.0, 28.333333333333332)","(26.0, 50.0, 34.470588235294116)","(4.8, 8.4, 6.933333333333334)","(5.0, 7.8, 7.55)","(4.0, 5.6, 4.78)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:56.372063,"(3.6, 5.6, 4.35)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 32.666666666666664)","(26.0, 50.0, 34.470588235294116)","(4.8, 8.0, 6.933333333333334)","(5.0, 7.6, 6.171428571428571)","(4.0, 5.5, 4.566666666666666)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:57.925238,"(3.6, 5.6, 4.725)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 32.666666666666664)","(26.0, 50.0, 34.470588235294116)","(4.8, 8.0, 7.466666666666667)","(5.0, 7.6, 7.673684210526315)","(4.0, 5.5, 4.566666666666666)","(19.0, 32.0, 22.0)"
11-01-2023 19:58:59.478544,"(3.6, 5.6, 4.725)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 32.666666666666664)","(26.0, 50.0, 34.470588235294116)","(4.8, 8.0, 7.68)","(5.0, 7.8, 7.48)","(4.0, 5.5, 4.566666666666666)","(19.0, 32.0, 22.0)"
11-01-2023 19:59:01.016094,"(3.6, 5.6, 4.725)","(81.0, 200.0, 175.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 32.666666666666664)","(26.0, 50.0, 34.470588235294116)","(4.8, 8.0, 7.4399999999999995)","(5.0, 7.8, 7.382608695652174)","(4.0, 5.5, 4.566666666666666)","(19.0, 32.0, 22.0)"
11-01-2023 19:59:02.435456,"(3.6, 5.6, 4.725)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 50.0, 39.6)","(26.0, 50.0, 41.0)","(4.8, 8.0, 7.65)","(5.0, 7.8, 7.3428571428571425)","(4.0, 5.5, 4.74)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:03.798941,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 48.0, 41.0)","(4.8, 8.0, 7.688888888888888)","(5.0, 7.8, 7.517647058823529)","(4.0, 5.4, 4.52)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:05.134634,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 48.0, 41.0)","(4.8, 8.0, 7.4)","(5.0, 7.8, 7.32)","(4.0, 5.4, 4.52)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:06.416427,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 48.0, 41.0)","(4.8, 8.0, 7.7)","(5.0, 7.8, 7.32)","(4.0, 5.4, 4.52)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:07.789582,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 48.0, 41.0)","(4.8, 8.0, 7.781818181818182)","(5.0, 7.8, 7.32)","(4.0, 5.4, 4.52)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:09.193200,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 48.0, 41.0)","(4.8, 8.0, 7.6)","(5.0, 7.8, 7.32)","(4.0, 5.4, 4.52)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:10.629769,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 48.0, 32.42857142857143)","(4.8, 8.0, 7.6)","(5.0, 7.8, 7.32)","(4.0, 5.4, 4.7)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:12.155634,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 46.0, 30.454545454545453)","(4.8, 8.0, 7.6)","(5.0, 7.8, 7.32)","(4.0, 5.3, 4.522222222222222)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:13.618180,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 46.0, 30.454545454545453)","(4.8, 8.0, 7.428571428571429)","(5.0, 7.8, 7.32)","(4.0, 5.3, 4.522222222222222)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:15.246698,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 128.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 39.6)","(26.0, 46.0, 35.5)","(4.8, 8.0, 7.6)","(5.0, 7.8, 7.114285714285714)","(4.0, 5.3, 4.522222222222222)","(19.0, 32.0, 21.714285714285715)"
11-01-2023 19:59:16.788382,"(3.6, 5.6, 4.433333333333334)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.811111111111111)","(26.0, 50.0, 38.4)","(26.0, 44.0, 34.5)","(4.8, 8.0, 7.6)","(5.0, 7.8, 7.207407407407407)","(4.0, 5.3, 4.522222222222222)","(19.0, 32.0, 23.333333333333332)"
11-01-2023 19:59:18.351540,"(3.6, 5.6, 4.50625)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 42.0, 33.5)","(4.8, 8.0, 7.6)","(5.0, 7.8, 7.4)","(4.0, 5.3, 4.7)","(19.0, 30.0, 21.666666666666668)"
11-01-2023 19:59:19.759091,"(3.6, 5.6, 4.50625)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 40.0, 30.714285714285715)","(4.8, 8.0, 7.6)","(5.0, 7.6, 7.2444444444444445)","(4.0, 5.3, 4.675)","(19.0, 30.0, 21.5)"
11-01-2023 19:59:21.157690,"(3.6, 5.6, 4.50625)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 40.0, 32.5)","(4.8, 8.0, 7.8)","(5.0, 7.6, 7.6499999999999995)","(4.0, 5.2, 4.5)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:22.629829,"(3.6, 5.6, 4.804545454545455)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 38.0, 30.142857142857142)","(4.8, 8.0, 7.8)","(5.0, 7.8, 7.235294117647059)","(4.0, 5.2, 4.5)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:24.132359,"(3.6, 5.6, 4.804545454545455)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 38.0, 30.142857142857142)","(4.8, 8.0, 7.8)","(5.0, 7.8, 7.235294117647059)","(4.0, 5.2, 4.5)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:25.581117,"(3.6, 5.6, 4.804545454545455)","(81.0, 200.0, 140.0)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 38.0, 30.142857142857142)","(4.8, 8.0, 7.822222222222222)","(5.0, 7.8, 7.363636363636363)","(4.0, 5.2, 4.5)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:27.015555,"(3.6, 5.6, 4.804545454545455)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 38.0, 30.142857142857142)","(4.8, 8.0, 7.822222222222222)","(5.0, 7.8, 7.542857142857143)","(4.0, 5.2, 4.62)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:28.482846,"(3.6, 5.6, 4.804545454545455)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 38.0, 29.2)","(4.8, 8.0, 7.822222222222222)","(5.0, 7.6, 7.542857142857143)","(4.0, 5.1, 4.477777777777778)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:29.816901,"(3.6, 5.6, 4.804545454545455)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 38.4)","(26.0, 38.0, 29.571428571428573)","(4.8, 8.0, 7.822222222222222)","(5.0, 7.6, 7.588888888888889)","(4.0, 5.1, 4.477777777777778)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:31.602059,"(3.6, 5.6, 4.385714285714285)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 38.4)","(26.0, 36.0, 29.571428571428573)","(4.8, 8.0, 7.6000000000000005)","(5.0, 7.6, 7.587878787878788)","(4.0, 5.1, 4.477777777777778)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:33.099064,"(3.6, 5.6, 4.385714285714285)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 32.0)","(26.0, 36.0, 29.333333333333332)","(4.8, 8.0, 7.6000000000000005)","(5.0, 7.6, 7.5)","(4.0, 5.1, 4.477777777777778)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:34.638466,"(3.6, 5.6, 4.385714285714285)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 40.875)","(26.0, 34.0, 30.0)","(4.8, 8.0, 7.511111111111111)","(5.0, 7.6, 7.5)","(4.0, 5.1, 4.62)","(19.0, 29.0, 21.5)"
11-01-2023 19:59:36.303481,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 38.66666666666667)","(26.0, 34.0, 29.0)","(4.8, 8.4, 7.511111111111111)","(5.0, 7.6, 7.545454545454545)","(4.0, 5.1, 4.62)","(20.0, 29.0, 22.25)"
11-01-2023 19:59:37.945247,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.4, 7.511111111111111)","(5.0, 7.6, 7.533333333333333)","(4.0, 5.1, 4.62)","(20.0, 29.0, 22.25)"
11-01-2023 19:59:39.498199,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.4, 7.511111111111111)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.62)","(20.0, 29.0, 22.25)"
11-01-2023 19:59:40.877853,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.4, 7.511111111111111)","(5.0, 7.6, 7.578947368421052)","(4.0, 5.1, 4.62)","(20.0, 29.0, 22.25)"
11-01-2023 19:59:42.307216,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.4, 7.6)","(5.0, 7.6, 7.578947368421052)","(4.0, 5.1, 4.62)","(20.0, 29.0, 22.25)"
11-01-2023 19:59:43.760901,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.578947368421052)","(4.0, 5.1, 4.62)","(20.0, 29.0, 22.25)"
11-01-2023 19:59:45.314922,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.62)","(20.0, 29.0, 23.11111111111111)"
11-01-2023 19:59:46.855911,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.62)","(20.0, 48.0, 22.545454545454547)"
11-01-2023 19:59:48.404962,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.62)","(20.0, 48.0, 23.666666666666668)"
11-01-2023 19:59:50.116202,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.5)","(20.0, 42.0, 22.444444444444443)"
11-01-2023 19:59:51.675961,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.62)","(20.0, 42.0, 22.0)"
11-01-2023 19:59:53.282293,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.52)","(4.0, 5.1, 4.62)","(20.0, 40.0, 26.0)"
11-01-2023 19:59:55.086735,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.9)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 30.8)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.5)","(4.0, 5.1, 4.8)","(20.0, 36.0, 25.333333333333332)"
11-01-2023 19:59:56.889306,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.825)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 30.363636363636363)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.57391304347826)","(4.0, 5.1, 4.8)","(20.0, 36.0, 25.333333333333332)"
11-01-2023 19:59:58.499016,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 5.7, 4.894117647058824)","(26.0, 48.0, 41.77777777777778)","(26.0, 34.0, 30.363636363636363)","(4.8, 8.2, 7.6)","(5.0, 7.6, 7.533333333333333)","(4.0, 5.1, 4.8)","(20.0, 36.0, 25.333333333333332)"
11-01-2023 19:59:59.999067,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 8.0, 7.153846153846153)","(26.0, 48.0, 32.44444444444444)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.5)","(5.0, 7.6, 7.533333333333333)","(4.0, 5.1, 4.62)","(20.0, 36.0, 24.666666666666668)"
11-01-2023 20:00:01.580708,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 7.6, 6.0181818181818185)","(26.0, 48.0, 32.44444444444444)","(26.0, 34.0, 29.0)","(4.8, 8.2, 7.5)","(5.0, 7.6, 7.5777777777777775)","(4.0, 5.1, 4.62)","(20.0, 34.0, 22.333333333333332)"
11-01-2023 20:00:03.131037,"(3.6, 5.6, 4.421428571428572)","(81.0, 200.0, 167.14285714285714)","(101.0, 220.0, 180.0)","(4.2, 7.6, 5.284615384615385)","(26.0, 48.0, 28.11111111111111)","(26.0, 34.0, 28.25)","(4.8, 8.2, 7.485714285714286)","(5.0, 7.6, 7.5777777777777775)","(4.0, 5.1, 4.5)","(20.0, 34.0, 21.75)"
11-01-2023 20:00:05.009745,"(3.6, 5.5, 4.392857142857143)","(81.0, 200.0, 138.88888888888889)","(101.0, 220.0, 180.0)","(4.2, 7.4, 6.154545454545454)","(26.0, 46.0, 28.88888888888889)","(26.0, 32.0, 27.5)","(4.8, 8.0, 7.538461538461538)","(5.0, 7.6, 8.57995337995338)","(4.0, 5.0, 4.5)","(20.0, 34.0, 22.0)"
11-01-2023 20:00:06.664456,"(3.6, 5.5, 4.364285714285715)","(81.0, 200.0, 170.0)","(101.0, 220.0, 180.0)","(4.2, 7.2, 5.776923076923077)","(26.0, 46.0, 36.0)","(26.0, 32.0, 27.5)","(4.8, 8.0, 7.699999999999999)","(5.0, 8.6, 7.895652173913043)","(4.0, 5.0, 4.5)","(20.0, 32.0, 21.666666666666668)"
11-01-2023 20:00:08.291656,"(3.6, 5.4, 4.364285714285715)","(81.0, 210.0, 170.0)","(101.0, 220.0, 180.0)","(4.2, 6.8, 5.466666666666667)","(26.0, 42.0, 30.0)","(26.0, 32.0, 30.25)","(4.8, 8.0, 7.779999999999999)","(5.0, 8.4, 7.9352112676056334)","(4.0, 5.0, 4.5)","(20.0, 30.0, 21.666666666666668)"
11-01-2023 20:00:09.951315,"(3.6, 5.3, 4.335714285714285)","(81.0, 210.0, 168.33333333333331)","(101.0, 220.0, 180.0)","(4.2, 6.6, 5.35)","(26.0, 42.0, 30.0)","(26.0, 32.0, 28.0)","(4.8, 8.2, 7.779999999999999)","(5.0, 9.0, 8.0)","(4.0, 5.0, 4.5)","(20.0, 29.0, 23.0)"
