,Arctic Princess,Cosmic Event,Shocking Habit,Superior Sam,Wishlor Lass,Ausvardia,Majestic Rossa,Piwhane,Spiritual Thinker
08-12-2022 13:48:01.760006,"(10.0, 15.5, 15.170212765957446)","(9.0, 15.5, 15.357142857142858)","(4.0, 4.6, 4.477631578947369)","(6.0, 7.6, 7.470588235294118)","(5.0, 6.2, 6.0055555555555555)","(7.5, 9.2, 8.933333333333334)","(21.0, 42.0, 40.5)","(16.0, 20.0, 19.14864864864865)","(4.8, 6.2, 6.050000000000001)"
08-12-2022 13:48:03.029302,"(10.0, 15.5, 15.2)","(9.0, 15.5, 15.714285714285714)","(4.0, 4.5, 4.521649484536082)","(6.0, 7.6, 7.484210526315789)","(5.0, 6.2, 6.0181818181818185)","(7.5, 9.2, 8.914285714285715)","(21.0, 42.0, 40.5)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:04.332892,"(10.0, 15.5, 15.156565656565657)","(9.0, 17.0, 16.0)","(4.0, 4.6, 4.520833333333333)","(6.0, 7.6, 7.5)","(5.0, 6.2, 5.984615384615385)","(7.5, 9.2, 8.88)","(21.0, 42.0, 40.5)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:05.627273,"(10.0, 15.5, 15.156565656565657)","(9.0, 17.0, 16.25)","(4.0, 4.6, 4.520833333333333)","(6.0, 7.6, 7.5)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 42.0, 40.5)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:07.117274,"(10.0, 15.5, 15.378378378378379)","(9.0, 17.0, 16.72222222222222)","(4.0, 4.6, 4.520833333333333)","(6.0, 7.6, 7.5)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 42.0, 40.5)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:08.528091,"(10.0, 15.5, 15.378378378378379)","(9.0, 17.0, 16.72222222222222)","(4.0, 4.6, 4.512765957446809)","(6.0, 7.6, 7.5)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 42.0, 41.5)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:09.941840,"(10.0, 16.0, 15.479591836734693)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.512765957446809)","(6.0, 7.6, 7.5)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 42.0, 41.666666666666664)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:11.417543,"(10.0, 16.0, 15.520833333333334)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.512765957446809)","(6.0, 7.6, 7.5)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 42.0, 41.666666666666664)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:12.930510,"(10.0, 16.0, 15.520833333333334)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 42.0, 50.75)","(16.0, 20.0, 19.045454545454547)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:14.246322,"(10.0, 16.0, 15.520833333333334)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 45.285714285714285)","(16.0, 20.0, 18.25)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:15.521354,"(10.0, 16.0, 15.520833333333334)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 45.285714285714285)","(16.0, 19.0, 18.933333333333334)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:16.821163,"(10.0, 16.0, 15.520833333333334)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.933333333333334)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:18.103401,"(10.0, 16.0, 15.520833333333334)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.933333333333334)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:19.323492,"(10.0, 16.0, 15.507575757575758)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.933333333333334)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:20.568301,"(10.0, 16.0, 15.507575757575758)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.933333333333334)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:21.812746,"(10.0, 16.0, 15.507575757575758)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.933333333333334)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:23.050176,"(10.0, 16.0, 15.650537634408602)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:24.300396,"(10.0, 16.0, 15.729166666666666)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:25.542866,"(10.0, 16.0, 15.729166666666666)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.502380952380952)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.88)","(21.0, 55.0, 46.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:26.740947,"(10.0, 16.0, 15.816091954022989)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.548275862068966)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.875)","(21.0, 55.0, 42.25)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:27.917301,"(10.0, 16.0, 15.887323943661972)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.7, 4.559574468085106)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.875)","(21.0, 55.0, 42.25)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:29.151967,"(10.0, 16.0, 15.936507936507937)","(9.0, 17.0, 16.666666666666668)","(4.0, 4.6, 4.541666666666666)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.875)","(21.0, 50.0, 45.2)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:30.341488,"(10.0, 16.0, 15.958333333333334)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.541666666666666)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.875)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:31.550421,"(10.0, 16.0, 15.959677419354838)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.541666666666666)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.875)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:32.794101,"(10.0, 16.0, 15.959677419354838)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.536363636363636)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.890322580645162)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.1000000000000005)"
08-12-2022 13:48:33.995904,"(10.0, 16.0, 15.959677419354838)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.557575757575758)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.890322580645162)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.2, 6.387392550143267)"
08-12-2022 13:48:35.226510,"(10.0, 16.0, 15.959677419354838)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.5377777777777775)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.38909090909091)"
08-12-2022 13:48:36.418988,"(10.0, 16.0, 15.959677419354838)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.5377777777777775)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.38909090909091)"
08-12-2022 13:48:37.605724,"(10.0, 16.0, 15.806451612903226)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.529166666666667)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.38909090909091)"
08-12-2022 13:48:38.748707,"(10.0, 16.0, 15.806451612903226)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.38909090909091)"
08-12-2022 13:48:39.863587,"(10.0, 16.0, 15.806451612903226)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393188854489164)"
08-12-2022 13:48:41.000193,"(10.0, 16.0, 15.806451612903226)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393188854489164)"
08-12-2022 13:48:42.053619,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393188854489164)"
08-12-2022 13:48:43.114739,"(10.0, 16.0, 15.907608695652174)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 42.5)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393188854489164)"
08-12-2022 13:48:44.203446,"(10.0, 16.0, 15.907608695652174)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.458064516129032)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 45.714285714285715)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393188854489164)"
08-12-2022 13:48:45.283273,"(10.0, 16.0, 15.951807228915662)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.510526315789473)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393188854489164)"
08-12-2022 13:48:46.356528,"(10.0, 16.0, 15.96875)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.478571428571429)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393393393393394)"
08-12-2022 13:48:47.447113,"(10.0, 16.0, 15.96875)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.515)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.86470588235294)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393393393393394)"
08-12-2022 13:48:48.536714,"(10.0, 16.0, 15.96875)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.515)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.2, 8.80952380952381)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393393393393394)"
08-12-2022 13:48:49.668240,"(10.0, 16.0, 15.96875)","(9.0, 17.0, 16.615384615384617)","(4.0, 4.6, 4.5)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.80952380952381)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393393393393394)"
08-12-2022 13:48:50.835914,"(10.0, 16.0, 15.96875)","(9.0, 17.0, 16.65)","(4.0, 4.6, 4.445454545454545)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.75)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.393393393393394)"
08-12-2022 13:48:51.935963,"(10.0, 16.0, 15.837837837837839)","(9.0, 16.5, 15.625)","(4.0, 4.5, 4.445454545454545)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.634782608695652)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.5)"
08-12-2022 13:48:53.101817,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.429411764705883)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.6, 6.39406528189911)"
08-12-2022 13:48:54.282837,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.429411764705883)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.39406528189911)"
08-12-2022 13:48:55.422770,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.429411764705883)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.39406528189911)"
08-12-2022 13:48:56.503728,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.421739130434783)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 40.90909090909091)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.39406528189911)"
08-12-2022 13:48:57.637320,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.421739130434783)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.39406528189911)"
08-12-2022 13:48:58.749810,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.474468085106383)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.39406528189911)"
08-12-2022 13:48:59.904150,"(10.0, 16.0, 15.907608695652174)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.474468085106383)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.39406528189911)"
08-12-2022 13:49:01.086850,"(10.0, 16.0, 15.951807228915662)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.48348623853211)","(6.0, 7.6, 7.442857142857143)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.394117647058824)"
08-12-2022 13:49:02.317221,"(10.0, 16.0, 15.951807228915662)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.483177570093458)","(6.0, 7.6, 7.431578947368421)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.557894736842105)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.394117647058824)"
08-12-2022 13:49:03.536580,"(10.0, 16.0, 15.951807228915662)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.483177570093458)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.515384615384615)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.954545454545453)","(4.8, 6.4, 6.394117647058824)"
08-12-2022 13:49:04.739072,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 15.894736842105264)","(4.0, 4.5, 4.483177570093458)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.515384615384615)","(21.0, 50.0, 41.666666666666664)","(16.0, 19.0, 18.263736263736263)","(4.8, 6.4, 6.363727959697734)"
08-12-2022 13:49:05.926497,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.481632653061224)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.515384615384615)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.263736263736263)","(4.8, 6.4, 6.363727959697734)"
08-12-2022 13:49:07.096741,"(10.0, 16.0, 15.837837837837839)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.479775280898877)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.24742268041237)","(4.8, 6.4, 6.363727959697734)"
08-12-2022 13:49:08.214575,"(10.0, 17.0, 16.196428571428573)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.4767955801104975)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.24742268041237)","(4.8, 6.4, 6.362886597938145)"
08-12-2022 13:49:09.295640,"(10.0, 17.0, 16.457831325301203)","(9.0, 17.0, 16.3)","(4.0, 4.5, 4.4767955801104975)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.24742268041237)","(4.8, 6.4, 6.362886597938145)"
08-12-2022 13:49:10.439959,"(10.0, 17.0, 16.463414634146343)","(9.0, 17.0, 16.3)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.24742268041237)","(4.8, 6.4, 6.362886597938145)"
08-12-2022 13:49:11.615262,"(10.0, 17.0, 16.463414634146343)","(9.0, 17.0, 16.3)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.24742268041237)","(4.8, 6.4, 6.362886597938145)"
08-12-2022 13:49:12.746714,"(10.0, 17.0, 16.463414634146343)","(9.0, 17.0, 16.3)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.6, 7.466666666666667)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.357396449704142)"
08-12-2022 13:49:13.922878,"(10.0, 17.0, 16.69090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.594594594594595)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.5)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.357396449704142)"
08-12-2022 13:49:15.086873,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.594594594594595)","(5.0, 6.2, 5.945454545454545)","(7.5, 9.0, 8.578947368421053)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.357396449704142)"
08-12-2022 13:49:16.224263,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.3)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.578947368421053)","(21.0, 50.0, 46.15384615384615)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:17.351956,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.5375)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:18.479521,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.48421052631579)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:19.643448,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.48421052631579)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:20.775037,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.5375)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.139705882352942)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:21.856702,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.476136363636364)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.5375)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.20212765957447)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:22.966852,"(10.0, 17.0, 16.84090909090909)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.470454545454546)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.704761904761906)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.26388888888889)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:24.098449,"(10.0, 17.0, 16.678899082568808)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.477682403433477)","(6.0, 7.8, 7.6482758620689655)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.704761904761906)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.26388888888889)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:25.215921,"(10.0, 17.0, 16.678899082568808)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.477682403433477)","(6.0, 7.8, 7.618181818181818)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.722222222222223)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.26388888888889)","(4.8, 6.4, 6.350708215297451)"
08-12-2022 13:49:26.332834,"(10.0, 17.0, 16.678899082568808)","(9.0, 17.0, 16.375)","(4.0, 4.5, 4.477682403433477)","(6.0, 7.8, 7.618181818181818)","(5.0, 6.2, 5.945454545454545)","(7.5, 8.8, 8.625)","(21.0, 50.0, 44.44444444444444)","(16.0, 18.5, 18.26388888888889)","(4.8, 6.4, 6.350708215297451)"
