,Askey,Jimmy Joe,Bogie Bandit,Rutland Bella,Dance A Tango,Moon Shine,Rutland Fred,Tiny Keen
12-01-2023 16:00:13.592401,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:14.728425,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:15.849963,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:16.992826,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:18.072928,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:19.142703,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:20.352810,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:21.544271,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:22.738456,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:23.856544,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:24.956551,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:25.960218,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:26.981906,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:27.981650,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:29.111575,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:30.121291,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:31.163293,"(3.2, 7.4, 5.550000000000001)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:32.239492,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:33.373856,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:34.516042,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:35.627154,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:36.689235,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:37.808953,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:38.921152,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.0)","(41.0, 310.0, 113.63636363636364)","(12.0, 30.0, 20.555555555555557)","(91.0, 590.0, 277.5)","(31.0, 240.0, 87.0)","(6.5, 11.0, 7.142857142857142)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:40.096193,"(3.2, 7.4, 6.688461538461539)","(6.5, 11.5, 8.7)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 590.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:41.227176,"(3.2, 7.4, 5.575)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:42.380429,"(3.2, 7.4, 5.575)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:43.487001,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:44.497234,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:45.561462,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:46.701284,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:47.918472,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:49.106366,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:50.254268,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:51.388247,"(3.2, 7.4, 5.6)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:52.481832,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:53.631865,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:54.834062,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:56.012075,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:57.118883,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:58.169722,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:00:59.227732,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:00.327214,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:01.433199,"(3.2, 7.4, 6.707692307692308)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:02.362826,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:03.425921,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:04.567408,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:05.728404,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.23)"
12-01-2023 16:01:06.951961,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:08.013965,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:09.069615,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:10.266462,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:11.448031,"(3.2, 7.4, 5.18125)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:12.593747,"(3.2, 7.4, 6.053846153846154)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:13.805508,"(3.2, 7.4, 5.675000000000001)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:14.858839,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:15.863454,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 2.23)"
12-01-2023 16:01:17.029443,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.64, 1.8960000000000001)"
12-01-2023 16:01:18.110562,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:19.226095,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:20.321546,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:21.336059,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:22.592390,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:23.831935,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:25.184636,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:26.388305,"(3.2, 7.4, 6.073076923076924)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:27.548514,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:28.699502,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:29.943366,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:31.155216,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:32.341102,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:33.420520,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:34.540221,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:35.699597,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:36.871368,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:37.908387,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:38.954927,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:40.116234,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:41.324490,"(3.2, 7.4, 5.3375)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 1.8960000000000001)"
12-01-2023 16:01:42.479655,"(3.2, 7.4, 5.800000000000001)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.58, 2.19)"
12-01-2023 16:01:43.685789,"(3.2, 7.4, 6.333333333333334)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:44.809116,"(3.2, 7.4, 6.333333333333334)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:45.996731,"(3.2, 7.4, 6.333333333333334)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
12-01-2023 16:01:47.238736,"(3.2, 7.4, 6.333333333333334)","(6.5, 11.5, 8.65)","(41.0, 310.0, 205.3846153846154)","(12.0, 30.0, 24.852941176470587)","(91.0, 600.0, 371.1111111111111)","(31.0, 240.0, 185.78947368421055)","(6.5, 11.0, 9.2)","(1.8, 2.56, 2.19)"
