,Union Rally,Highway Queen,Paynt By Number,Simple Souvenir,Run Laura Run,Denali Rae
12-01-2023 08:18:45.231165,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:46.318566,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:47.425928,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:48.555299,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:49.658463,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:50.771088,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:51.932547,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:53.085200,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:54.238145,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:55.401621,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:56.716941,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:57.774706,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:18:59.050928,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:00.225086,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:01.401912,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:02.385332,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:03.508080,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:04.662929,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:05.816748,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 28.0, 27.125)"
12-01-2023 08:19:06.938066,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 29.0, 27.125)"
12-01-2023 08:19:08.062454,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 29.0, 27.125)"
12-01-2023 08:19:09.155943,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 29.0, 27.125)"
12-01-2023 08:19:10.235811,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.8348837209302324)","(5.0, 8.4, 6.3)","(8.5, 29.0, 27.125)"
12-01-2023 08:19:11.356176,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 29.0, 26.25)"
12-01-2023 08:19:12.532415,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:13.616664,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:14.687411,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:15.761961,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:16.858510,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:17.985931,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:19.145249,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:20.277851,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:21.466204,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:22.649796,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:23.839200,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:24.904727,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:26.007224,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:27.181048,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:28.362951,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:29.448815,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:30.518093,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:31.545366,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:32.671809,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:33.904812,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:34.988544,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:36.045754,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:37.110770,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:38.317093,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:39.440856,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:40.561250,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:41.630068,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:42.767833,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:43.850995,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:44.952301,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:46.170703,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:47.348948,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:48.466339,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:49.647932,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:51.071522,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:52.555734,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:53.797849,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:54.894672,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:56.059412,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(8.5, 28.0, 26.25)"
12-01-2023 08:19:57.250004,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:19:58.402521,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:19:59.810261,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:00.898462,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:02.076421,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:03.287424,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:04.443634,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:05.589214,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:06.629600,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:07.847015,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:09.002812,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:10.137827,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:11.179265,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:12.224395,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:13.235257,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:14.360038,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:15.431119,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:16.425978,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:17.494078,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:18.643233,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:19.786684,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:20.933776,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:21.984126,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:23.064114,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:24.237839,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:25.417747,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:26.625621,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:27.730924,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:28.807410,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:29.846414,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:30.870554,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:31.955604,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:33.070793,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:34.073654,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:35.128681,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:36.201851,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:37.329052,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:38.418235,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:39.484580,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:40.556193,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:41.675634,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:42.741547,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:43.845917,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:44.896638,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:45.998350,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:47.107461,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:48.250190,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:49.345058,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:50.313498,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:51.374429,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
12-01-2023 08:20:52.549448,"(20.0, 140.0, 97.83333333333333)","(9.0, 20.0, 14.8)","(2.25, 6.8, 5.175)","(3.6, 3.9, 3.776470588235294)","(5.0, 8.4, 6.3)","(9.0, 28.0, 26.25)"
