,Johnny Cool,Master The Art,Trending Wanda,Unleaded Diesel,Boomburst,Serena Bale,Rock Me Rocco
04-01-2023 12:36:55.125874,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 10.714285714285714)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 23.0, 19.125)","(5.5, 9.2, 8.438095238095237)"
04-01-2023 12:36:56.105278,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 10.714285714285714)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.2, 8.438095238095237)"
04-01-2023 12:36:57.076483,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 10.714285714285714)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.2, 8.438095238095237)"
04-01-2023 12:36:58.008262,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 10.714285714285714)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.2, 8.438095238095237)"
04-01-2023 12:36:58.953617,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 10.714285714285714)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.2, 8.276190476190475)"
04-01-2023 12:36:59.941089,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:00.935490,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:01.895867,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:02.829694,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:03.772341,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 19.125)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:04.766344,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 22.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:05.836123,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:06.869054,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:07.923090,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:08.844668,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:09.827427,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:10.766737,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:11.762091,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:12.779242,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:13.805446,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:14.810319,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:15.856852,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:16.882277,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:17.920067,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:18.963741,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:19.944844,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:20.971108,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:22.007383,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(9.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(10.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:23.041720,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:24.072021,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:25.101355,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:26.094615,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:27.030169,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:27.965257,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:28.934864,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 14.8)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:29.976048,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 18.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:31.056003,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:32.126171,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:33.173995,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:34.236224,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:35.247359,"(3.3, 6.2, 4.550000000000001)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:36.255991,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:37.224093,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:38.220693,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:39.200971,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:40.238250,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:41.252143,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:42.272664,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:43.271047,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:44.261763,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:45.197611,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:46.303679,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:47.298635,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:48.383348,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:49.422007,"(3.3, 6.2, 5.12)","(3.9, 7.2, 5.19)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 8.276190476190475)"
04-01-2023 12:37:50.483361,"(3.3, 6.2, 5.12)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:51.515492,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:52.538090,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:53.558555,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:54.549689,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:55.544048,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:56.575810,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:57.623208,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:58.691770,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:37:59.776486,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:00.891243,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:01.983398,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:03.101511,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 15.466666666666667)","(91.0, 650.0, 552.5)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:04.209662,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.305555555555555)","(10.0, 19.0, 14.342857142857143)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:05.330724,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.9, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:06.353957,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:07.337293,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:08.279281,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:09.245064,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:10.226652,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:11.293254,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:12.342013,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:13.356018,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:14.384042,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:15.433457,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:16.484840,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 17.625)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:17.538021,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:18.607783,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:19.690908,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:20.777901,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:21.822492,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:22.816097,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:23.781662,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:24.771743,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:25.859860,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:26.964202,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:28.095310,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:29.237973,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:30.305734,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:31.384619,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:32.372005,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:33.381040,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:34.355276,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
04-01-2023 12:38:35.346023,"(3.3, 6.2, 4.609999999999999)","(3.9, 5.8, 4.283333333333333)","(10.0, 18.5, 14.514285714285714)","(91.0, 650.0, 535.0)","(2.9, 3.15, 2.995)","(9.0, 20.0, 18.8125)","(5.5, 9.0, 7.15)"
