,Alvarez Bale,Quimby Bale,Aston Senator,Sweet Assassin,Call Me Jim,Placid Hero,Ramstein Bale,Whiskey Reef
16-12-2022 14:29:28.351733,"(3.3, 4.9, 4.11875)","(21.0, 55.0, 38.5)","(10.0, 19.5, 17.8)","(7.0, 11.5, 10.0)","(12.0, 42.0, 30.75)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:29.268424,"(3.3, 4.9, 4.11875)","(21.0, 55.0, 38.5)","(10.0, 19.5, 17.8)","(7.0, 11.5, 10.0)","(12.0, 42.0, 30.75)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:30.205341,"(3.3, 4.8, 4.254545454545455)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.0)","(7.0, 11.5, 10.0)","(12.0, 42.0, 30.75)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:31.128113,"(3.3, 4.7, 4.5285714285714285)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.0)","(7.0, 11.5, 10.0)","(12.0, 44.0, 24.944444444444443)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:32.052832,"(3.3, 4.7, 4.62)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.0)","(7.0, 11.5, 10.0)","(12.0, 42.0, 25.125)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:32.985356,"(3.3, 4.7, 4.6000000000000005)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.0)","(7.0, 11.5, 10.0)","(12.0, 40.0, 27.7)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:33.938459,"(3.3, 4.7, 4.325)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.0)","(7.0, 11.5, 10.0)","(12.0, 40.0, 27.7)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5454545454545454)"
16-12-2022 14:29:34.859656,"(3.3, 4.7, 4.325)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 10.0)","(12.0, 40.0, 27.7)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5727272727272728)"
16-12-2022 14:29:35.799355,"(3.3, 4.7, 4.177272727272728)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 10.0)","(12.0, 40.0, 27.7)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.5727272727272728)"
16-12-2022 14:29:36.721827,"(3.3, 4.7, 4.24)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 10.0)","(12.0, 40.0, 27.7)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.9, 3.4413043478260867)"
16-12-2022 14:29:37.640478,"(3.3, 4.8, 3.876923076923077)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 10.0)","(12.0, 40.0, 27.7)","(4.4, 10.0, 8.384615384615385)","(10.0, 20.0, 14.818181818181818)","(3.1, 3.95, 3.4413043478260867)"
16-12-2022 14:29:38.580897,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 8.121428571428572)","(12.0, 40.0, 28.61111111111111)","(4.4, 10.0, 8.142857142857142)","(10.0, 20.0, 13.666666666666666)","(3.1, 3.9, 3.3708333333333336)"
16-12-2022 14:29:39.500449,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 8.121428571428572)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 20.0, 13.666666666666666)","(3.1, 3.85, 3.3725)"
16-12-2022 14:29:40.430054,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 8.121428571428572)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 20.0, 13.666666666666666)","(3.1, 3.8, 3.3725)"
16-12-2022 14:29:41.364934,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 11.5, 8.71764705882353)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 20.0, 13.666666666666666)","(3.1, 3.8, 3.3725)"
16-12-2022 14:29:42.293266,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 15.5)","(7.0, 10.5, 9.92)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 20.0, 13.666666666666666)","(3.1, 3.8, 3.3807692307692307)"
16-12-2022 14:29:43.247409,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.5625)","(7.0, 11.0, 10.288888888888888)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 20.0, 15.0)","(3.1, 3.75, 3.35)"
16-12-2022 14:29:44.157892,"(3.3, 4.7, 4.241666666666667)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.5)","(7.0, 11.0, 10.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.5, 14.041666666666668)","(3.1, 3.75, 3.35)"
16-12-2022 14:29:45.095151,"(3.3, 4.7, 4.2)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.5)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.75, 3.35)"
16-12-2022 14:29:46.033114,"(3.3, 4.7, 4.2)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.5)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.75, 3.55)"
16-12-2022 14:29:46.953294,"(3.3, 4.7, 4.2)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.5)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:47.876139,"(3.3, 4.7, 4.222727272727273)","(21.0, 55.0, 38.5)","(10.0, 19.5, 17.875)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:48.797605,"(3.3, 4.7, 4.222727272727273)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.85)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:49.739093,"(3.3, 4.7, 4.222727272727273)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.85)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:50.679607,"(3.3, 4.7, 4.222727272727273)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.85)","(7.0, 11.0, 9.0)","(12.0, 40.0, 29.75)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:51.622902,"(3.3, 4.7, 4.3875)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.85)","(7.0, 11.0, 9.0)","(12.0, 40.0, 36.58333333333333)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:52.549065,"(3.3, 4.7, 4.3875)","(21.0, 55.0, 38.5)","(10.0, 19.5, 18.85)","(7.0, 11.0, 9.0)","(12.0, 36.0, 33.25)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:53.486562,"(3.3, 4.7, 4.3875)","(21.0, 55.0, 46.125)","(10.0, 19.5, 18.85)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.55)"
16-12-2022 14:29:54.448310,"(3.3, 4.7, 4.3875)","(21.0, 55.0, 39.0)","(10.0, 19.0, 18.4)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.359090909090909)"
16-12-2022 14:29:55.371917,"(3.3, 4.7, 4.3875)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.846153846153847)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.65, 3.3666666666666667)"
16-12-2022 14:29:56.299072,"(3.3, 4.7, 4.3875)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.846153846153847)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.6, 3.3)"
16-12-2022 14:29:57.220478,"(3.3, 4.7, 4.2)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.818181818181817)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.6, 3.3)"
16-12-2022 14:29:58.159903,"(3.3, 4.7, 4.2)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.818181818181817)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.6, 3.3)"
16-12-2022 14:29:59.084924,"(3.3, 4.7, 4.2)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.818181818181817)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.6, 3.3)"
16-12-2022 14:30:00.030783,"(3.3, 4.7, 4.2)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.818181818181817)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.6, 3.3)"
16-12-2022 14:30:00.970647,"(3.3, 4.7, 4.2)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.818181818181817)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.142857142857142)","(10.0, 19.0, 14.041666666666668)","(3.1, 3.6, 3.3)"
16-12-2022 14:30:01.923304,"(3.3, 4.7, 4.2)","(21.0, 55.0, 39.0)","(10.0, 20.0, 17.818181818181817)","(7.0, 11.0, 9.0)","(12.0, 36.0, 31.285714285714285)","(4.4, 10.0, 8.555555555555555)","(10.0, 19.0, 13.807692307692307)","(3.1, 3.6, 3.4749999999999996)"
16-12-2022 14:30:02.848288,"(3.3, 4.7, 4.2681818181818185)","(21.0, 50.0, 29.75)","(10.0, 20.0, 15.615384615384615)","(7.0, 11.0, 10.6)","(12.0, 34.0, 29.666666666666664)","(4.4, 10.0, 8.555555555555555)","(10.0, 19.0, 13.807692307692307)","(3.1, 3.55, 3.3625)"
16-12-2022 14:30:03.783295,"(3.3, 4.7, 4.436111111111111)","(21.0, 48.0, 35.5)","(10.0, 19.0, 18.375)","(7.0, 11.0, 9.879999999999999)","(12.0, 34.0, 31.4)","(4.4, 10.0, 8.555555555555555)","(10.0, 19.0, 15.029411764705882)","(3.1, 3.55, 3.3625)"
16-12-2022 14:30:04.704733,"(3.3, 4.7, 4.436111111111111)","(21.0, 48.0, 35.5)","(10.0, 19.0, 18.375)","(7.0, 11.0, 9.879999999999999)","(12.0, 34.0, 31.4)","(4.4, 10.0, 8.555555555555555)","(10.0, 19.0, 15.029411764705882)","(3.1, 3.55, 3.3625)"
16-12-2022 14:30:05.610549,"(3.3, 4.7, 4.436111111111111)","(21.0, 48.0, 35.5)","(10.0, 19.0, 18.375)","(7.0, 11.0, 10.6)","(12.0, 34.0, 31.4)","(4.4, 10.0, 8.555555555555555)","(10.0, 19.0, 15.029411764705882)","(3.1, 3.55, 3.3625)"
16-12-2022 14:30:06.533936,"(3.3, 4.7, 4.436111111111111)","(21.0, 48.0, 35.5)","(10.0, 19.0, 18.375)","(7.0, 11.0, 10.6)","(12.0, 34.0, 31.4)","(4.4, 10.0, 8.4)","(10.0, 19.0, 14.153846153846153)","(3.1, 3.55, 3.3625)"
16-12-2022 14:30:07.471192,"(3.3, 4.7, 4.436111111111111)","(21.0, 46.0, 28.75)","(10.0, 19.0, 18.375)","(7.0, 11.0, 10.6)","(12.0, 36.0, 32.5)","(4.4, 9.6, 8.4)","(10.0, 19.0, 14.153846153846153)","(3.1, 3.55, 3.3625)"
16-12-2022 14:30:08.416644,"(3.3, 4.7, 4.436111111111111)","(21.0, 44.0, 33.5)","(10.0, 19.0, 18.375)","(7.0, 11.0, 10.6)","(12.0, 36.0, 34.0)","(4.4, 9.6, 8.4)","(10.0, 19.0, 15.558823529411764)","(3.1, 3.55, 3.296875)"
16-12-2022 14:30:09.339064,"(3.3, 4.7, 4.436111111111111)","(21.0, 44.0, 33.5)","(10.0, 19.0, 18.375)","(7.0, 11.0, 10.6)","(12.0, 36.0, 34.44444444444444)","(4.4, 9.6, 8.4)","(10.0, 19.0, 15.558823529411764)","(3.1, 3.5, 3.296875)"
16-12-2022 14:30:10.301237,"(3.3, 4.7, 4.436111111111111)","(21.0, 44.0, 25.333333333333332)","(10.0, 19.0, 18.375)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 17.460526315789473)","(3.1, 3.5, 3.3440000000000003)"
16-12-2022 14:30:11.223366,"(3.3, 4.7, 4.436111111111111)","(21.0, 44.0, 24.90909090909091)","(10.0, 19.0, 16.5)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 17.460526315789473)","(3.1, 3.5, 3.3440000000000003)"
16-12-2022 14:30:12.141915,"(3.3, 4.7, 4.436111111111111)","(21.0, 42.0, 27.75)","(10.0, 19.0, 16.5)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 16.42857142857143)","(3.1, 3.5, 3.269230769230769)"
16-12-2022 14:30:13.064333,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 31.5)","(10.0, 19.0, 15.129032258064516)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 16.42857142857143)","(3.1, 3.5, 3.269230769230769)"
16-12-2022 14:30:13.986169,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 31.5)","(10.0, 19.0, 15.129032258064516)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 16.42857142857143)","(3.1, 3.5, 3.269230769230769)"
16-12-2022 14:30:14.921413,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 31.5)","(10.0, 19.0, 15.129032258064516)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 16.42857142857143)","(3.1, 3.5, 3.269230769230769)"
16-12-2022 14:30:15.863856,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 24.88888888888889)","(10.0, 21.0, 19.666666666666664)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.307692307692307)","(3.1, 3.5, 3.269230769230769)"
16-12-2022 14:30:16.771536,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 19.666666666666664)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.307692307692307)","(3.1, 3.5, 3.269230769230769)"
16-12-2022 14:30:17.712816,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 19.666666666666664)","(7.0, 11.0, 10.852631578947369)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 17.0)","(3.1, 3.5, 3.325)"
16-12-2022 14:30:18.654767,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.6)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 17.0)","(3.1, 3.45, 3.3153846153846156)"
16-12-2022 14:30:19.596010,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.6)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 17.0)","(3.1, 3.45, 3.3153846153846156)"
16-12-2022 14:30:20.533497,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.6)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.391304347826086)","(3.1, 3.45, 3.2600000000000002)"
16-12-2022 14:30:21.471393,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.873170731707317)","(12.0, 36.0, 33.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.0)","(3.1, 3.45, 3.2600000000000002)"
16-12-2022 14:30:22.410306,"(3.3, 4.7, 4.304166666666667)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.873170731707317)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.166666666666668)","(3.1, 3.45, 3.2600000000000002)"
16-12-2022 14:30:23.331028,"(3.3, 4.7, 4.193333333333333)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.4)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.166666666666668)","(3.1, 3.45, 3.2600000000000002)"
16-12-2022 14:30:24.281224,"(3.3, 4.7, 3.8754716981132074)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.845161290322581)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.45, 3.2340909090909093)"
16-12-2022 14:30:25.208495,"(3.3, 4.7, 3.8754716981132074)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.845161290322581)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.45, 3.2666666666666666)"
16-12-2022 14:30:26.149451,"(3.3, 4.7, 3.8754716981132074)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.845161290322581)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.4, 3.248)"
16-12-2022 14:30:27.080340,"(3.3, 4.7, 3.8754716981132074)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.845161290322581)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.4, 3.248)"
16-12-2022 14:30:28.016165,"(3.3, 4.7, 3.870909090909091)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.45)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.4, 3.248)"
16-12-2022 14:30:28.954109,"(3.3, 4.7, 3.870909090909091)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.685714285714285)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.4, 3.204651162790698)"
16-12-2022 14:30:29.883210,"(3.3, 4.7, 3.880392156862745)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.5)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:30.819533,"(3.3, 4.7, 3.883)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.5)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.75)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:31.737825,"(3.3, 4.7, 3.883)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.5)","(12.0, 34.0, 33.33333333333333)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.5)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:32.672809,"(3.3, 4.6, 4.121875)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.5)","(12.0, 34.0, 32.9)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.555555555555557)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:33.598536,"(3.3, 4.6, 4.121875)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.714285714285714)","(12.0, 36.0, 34.7)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.555555555555557)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:34.518307,"(3.3, 4.6, 3.8644230769230767)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.92)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:35.439633,"(3.3, 4.6, 3.8644230769230767)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.90909090909091)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:36.372164,"(3.3, 4.6, 3.8644230769230767)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.90909090909091)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:37.314408,"(3.3, 4.6, 3.8644230769230767)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.90909090909091)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.4, 3.0093023255813955)"
16-12-2022 14:30:38.270330,"(3.3, 4.6, 3.8644230769230767)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.836363636363636)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.6, 8.4)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.4, 3.0194444444444444)"
16-12-2022 14:30:39.189615,"(3.3, 4.5, 4.0)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.836363636363636)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.6, 8.344000000000001)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.35, 3.1999999999999997)"
16-12-2022 14:30:40.126334,"(3.3, 4.5, 4.0)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.933333333333334)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.4, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.3, 3.1999999999999997)"
16-12-2022 14:30:41.049820,"(3.3, 4.5, 4.0)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.933333333333334)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.3, 3.1999999999999997)"
16-12-2022 14:30:41.978568,"(3.3, 4.5, 4.0)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.933333333333334)","(12.0, 36.0, 33.94736842105263)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.3, 3.1069444444444443)"
16-12-2022 14:30:42.897814,"(3.3, 4.5, 3.8454545454545452)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.933333333333334)","(12.0, 36.0, 32.904761904761905)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.35, 3.1069444444444443)"
16-12-2022 14:30:43.836125,"(3.3, 4.5, 3.8375)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.914285714285715)","(12.0, 36.0, 31.9375)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.35, 3.1069444444444443)"
16-12-2022 14:30:44.777069,"(3.3, 4.5, 3.8375)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.914285714285715)","(12.0, 36.0, 31.9375)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.35, 3.067741935483871)"
16-12-2022 14:30:45.687976,"(3.3, 4.5, 3.8375)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.914285714285715)","(12.0, 36.0, 31.9375)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.35, 3.067741935483871)"
16-12-2022 14:30:46.610750,"(3.3, 4.5, 3.8375)","(21.0, 40.0, 25.125)","(10.0, 21.0, 16.90909090909091)","(7.0, 11.0, 10.914285714285715)","(12.0, 36.0, 31.9375)","(4.4, 9.2, 8.184615384615384)","(10.0, 19.0, 18.81818181818182)","(3.1, 3.35, 3.067741935483871)"
