,Victa Lisa,Velocity Nikki,South Aussie Boy,Your Girl Airlie,Flaming Galah,Little Franky
06-01-2023 11:28:05.200809,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 55.625)"
06-01-2023 11:28:06.171464,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 55.625)"
06-01-2023 11:28:07.114002,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 55.625)"
06-01-2023 11:28:08.046120,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 55.625)"
06-01-2023 11:28:09.071843,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 66.5)"
06-01-2023 11:28:09.989233,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 66.5)"
06-01-2023 11:28:10.847406,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 110.0, 66.5)"
06-01-2023 11:28:11.855876,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 230.0, 163.25)"
06-01-2023 11:28:12.903802,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 163.25)"
06-01-2023 11:28:13.955287,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 163.25)"
06-01-2023 11:28:14.991120,"(2.3, 3.75, 2.681578947368421)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 163.25)"
06-01-2023 11:28:15.978217,"(2.3, 3.75, 3.0208333333333335)","(3.0, 6.0, 3.5500000000000003)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 163.25)"
06-01-2023 11:28:16.996818,"(2.3, 3.75, 3.220625)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 172.6)"
06-01-2023 11:28:18.021174,"(2.3, 3.75, 2.6393333333333335)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 172.6)"
06-01-2023 11:28:18.946616,"(2.3, 3.75, 2.6393333333333335)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.200000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 172.6)"
06-01-2023 11:28:19.889099,"(2.3, 3.75, 2.6393333333333335)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 172.6)"
06-01-2023 11:28:20.933777,"(2.3, 3.75, 2.6393333333333335)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:21.903945,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:22.806342,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:23.753382,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:24.754222,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:25.779264,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:26.830418,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:27.844330,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:28.926746,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:29.959520,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 149.33333333333331)"
06-01-2023 11:28:30.955686,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 119.0)"
06-01-2023 11:28:31.871193,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 4.826470588235294)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 210.0, 142.66666666666669)"
06-01-2023 11:28:32.860045,"(2.3, 3.75, 2.8244444444444445)","(3.0, 6.0, 5.045454545454545)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:33.898893,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.005)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:34.888378,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.005)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:35.868846,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:36.891158,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:37.989044,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:38.984400,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:39.969902,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 12.350000000000001)","(9.0, 17.0, 12.309090909090909)","(26.0, 200.0, 142.66666666666669)"
06-01-2023 11:28:40.950801,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 11.075000000000001)","(9.0, 17.0, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:42.119870,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:43.281559,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:44.371977,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:45.417220,"(2.3, 3.75, 2.917)","(3.0, 6.0, 4.226666666666667)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:46.516490,"(2.3, 3.75, 2.917)","(3.0, 6.0, 5.0600000000000005)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:47.487219,"(2.3, 3.75, 2.917)","(3.0, 5.9, 5.0600000000000005)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:48.545850,"(2.3, 3.75, 2.917)","(3.0, 6.2, 4.04)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:49.665230,"(2.3, 3.75, 2.917)","(3.0, 6.2, 4.04)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:50.769115,"(2.3, 3.75, 2.917)","(3.0, 6.2, 4.04)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:51.756789,"(2.3, 3.75, 2.917)","(3.0, 6.2, 4.04)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:52.690541,"(2.3, 3.75, 3.29)","(3.0, 6.2, 4.92)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:53.676829,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:54.630175,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:55.617149,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:56.671459,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:57.745640,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:58.815258,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:28:59.790067,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:00.834837,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:01.855908,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:02.911370,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:03.906032,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:04.912776,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:05.916157,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:06.987739,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:08.005314,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:09.109074,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:10.360509,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:11.497414,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 12.100000000000001)","(9.0, 16.5, 12.9)","(26.0, 200.0, 171.33333333333334)"
06-01-2023 11:29:12.554800,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.0, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 200.0, 129.66666666666666)"
06-01-2023 11:29:13.686706,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 129.66666666666666)"
06-01-2023 11:29:14.841821,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 129.66666666666666)"
06-01-2023 11:29:16.010963,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 129.66666666666666)"
06-01-2023 11:29:17.082827,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 132.57142857142856)"
06-01-2023 11:29:18.190620,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 132.57142857142856)"
06-01-2023 11:29:19.289530,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 132.57142857142856)"
06-01-2023 11:29:20.356213,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.877777777777778)","(9.0, 16.5, 12.9)","(26.0, 150.0, 132.57142857142856)"
06-01-2023 11:29:21.412948,"(2.3, 3.75, 2.732666666666667)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 19.5, 10.584615384615386)","(9.0, 16.5, 12.9)","(26.0, 150.0, 132.57142857142856)"
06-01-2023 11:29:22.493593,"(2.3, 3.75, 3.302777777777778)","(3.0, 6.2, 3.381818181818182)","(3.8, 6.2, 5.2)","(10.0, 20.0, 13.033333333333333)","(9.0, 16.5, 10.18)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:23.601148,"(2.3, 3.75, 3.2837837837837838)","(3.0, 6.2, 3.3583333333333334)","(3.8, 6.2, 5.366666666666667)","(10.0, 19.5, 13.033333333333333)","(9.0, 16.5, 10.18)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:24.682254,"(2.3, 3.75, 2.6906250000000003)","(3.0, 6.2, 4.937037037037037)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:25.902567,"(2.3, 3.75, 3.072)","(3.0, 6.2, 3.404166666666667)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:27.162734,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.404166666666667)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:28.308531,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.404166666666667)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:29.368649,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.404166666666667)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:30.565094,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.404166666666667)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 114.5)"
06-01-2023 11:29:31.741083,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.576923076923077)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 200.0, 79.33333333333334)"
06-01-2023 11:29:32.917862,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.2666666666666666)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 180.0, 50.57142857142857)"
06-01-2023 11:29:34.007934,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.2666666666666666)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 180.0, 89.5)"
06-01-2023 11:29:35.089758,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 4.896296296296296)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:36.145601,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 4.896296296296296)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:37.213352,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 4.942857142857143)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:38.322883,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 4.942857142857143)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:39.409165,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:40.497343,"(2.3, 3.65, 3.3975)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 89.5)"
06-01-2023 11:29:41.459105,"(2.3, 3.65, 2.9766666666666666)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:42.503458,"(2.3, 3.6, 2.702608695652174)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:43.586641,"(2.3, 3.6, 2.702608695652174)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:44.682124,"(2.3, 3.6, 2.702608695652174)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:45.696016,"(2.3, 3.6, 2.702608695652174)","(3.0, 6.2, 3.292307692307692)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 11.233333333333333)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:46.757850,"(2.3, 3.6, 2.702608695652174)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 16.5, 10.466666666666667)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:47.830188,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:48.764778,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:49.849684,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:50.953118,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 150.0, 91.0)"
06-01-2023 11:29:52.037719,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 150.0, 101.0)"
06-01-2023 11:29:53.085507,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.3846153846153846)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 170.0, 101.0)"
06-01-2023 11:29:54.132059,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.585714285714286)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 170.0, 101.0)"
06-01-2023 11:29:55.318104,"(2.3, 3.45, 3.2475)","(3.0, 6.2, 3.76)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 170.0, 101.0)"
06-01-2023 11:29:56.369887,"(2.3, 3.45, 2.91)","(3.0, 6.2, 3.76)","(3.8, 6.2, 5.485714285714286)","(10.0, 19.5, 14.65)","(9.0, 17.0, 10.466666666666667)","(26.0, 170.0, 101.0)"
