,Bakali Migaloo,Harvard Scholar,Hotspot Hero,Master Eduardo,Mepunga Riley,Little Zambora
11-01-2023 09:18:52.933472,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:53.929816,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:54.918505,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:55.759475,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:56.670846,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:57.690488,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:58.701553,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:18:59.677012,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:00.547549,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:01.459768,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:02.366839,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:03.249272,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:04.218204,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:05.174588,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:06.182119,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:07.087129,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:07.963041,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:08.899418,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:09.893660,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:10.752731,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:11.652622,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:12.621741,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:13.502062,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:14.401929,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:15.383625,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:16.347810,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:17.365879,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:18.238867,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:19.090878,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:20.050766,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:20.962922,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:21.908663,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:22.874116,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:23.804667,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:24.689535,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:25.569902,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:26.526512,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:27.528487,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:28.582886,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:29.491383,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:30.345997,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:31.257708,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:32.175653,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:33.135484,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9302325581395348)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:34.069818,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:35.015166,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:35.958924,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:36.822950,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:37.739704,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:38.726517,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:39.668213,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:40.627583,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:41.488548,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:42.422635,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:43.360669,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:44.314447,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:45.266074,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:46.213941,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:47.222755,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:48.114984,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:49.003463,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:49.980072,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:51.012623,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:51.915262,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:52.821220,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:53.777203,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:54.648826,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:55.542536,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9457055214723926)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:56.542882,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:57.517285,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:58.535144,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:19:59.540652,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:00.402212,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:01.333173,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:02.254663,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:03.210823,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:04.143677,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:05.070008,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:06.014395,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:06.931953,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:07.813685,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:08.786073,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:09.773500,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:10.765354,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:11.697534,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:12.596723,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:13.486754,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:14.427605,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:15.366852,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:16.362853,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:17.410667,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:18.429028,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:19.316072,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:20.273674,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:21.343760,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:22.377658,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:23.405705,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:24.329382,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:25.269266,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:26.262195,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:27.328559,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.9887951807228914)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:28.468697,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8235294117647058)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:29.532817,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8235294117647058)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:30.472588,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8235294117647058)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:31.445509,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8235294117647058)","(14.0, 38.0, 31.625)"
11-01-2023 09:20:32.452383,"(4.6, 8.2, 6.683333333333334)","(4.6, 8.6, 7.386666666666667)","(26.0, 100.0, 51.875)","(61.0, 570.0, 481.33333333333337)","(1.4, 2.0, 1.8235294117647058)","(14.0, 38.0, 31.625)"
