,Dreamseeker,Papas Dream,Vandini,Royalspector,Zou Zou Kacanarkis,Mr Lannigan,Lexington Lad,Top Babe,Cadouin,Gratsie,Rains Aplenty,Hold All Tickets
12-01-2023 17:54:02.149444,"(2.9, 3.15, 3.124242424242424)","(16.0, 25.0, 19.75)","(51.0, 75.0, 65.0)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:03.491442,"(2.9, 3.15, 3.124242424242424)","(16.0, 25.0, 19.75)","(51.0, 75.0, 65.0)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:04.805128,"(2.9, 3.15, 3.124242424242424)","(16.0, 25.0, 21.333333333333332)","(51.0, 75.0, 62.5)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:06.122510,"(2.9, 3.15, 3.124242424242424)","(16.0, 23.0, 21.333333333333332)","(51.0, 75.0, 62.5)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:07.510553,"(2.9, 3.15, 3.127027027027027)","(16.0, 23.0, 21.333333333333332)","(51.0, 75.0, 62.5)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:08.860157,"(2.9, 3.15, 3.127027027027027)","(16.0, 23.0, 21.333333333333332)","(51.0, 75.0, 62.5)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:10.240982,"(2.9, 3.15, 3.127027027027027)","(16.0, 23.0, 21.333333333333332)","(51.0, 75.0, 62.5)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:11.649084,"(2.9, 3.15, 3.127027027027027)","(16.0, 23.0, 21.333333333333332)","(51.0, 75.0, 62.5)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.925925925925926)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:13.009691,"(2.9, 3.15, 3.127027027027027)","(16.0, 23.0, 22.444444444444443)","(51.0, 75.0, 55.0)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.6)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:14.321393,"(2.9, 3.15, 3.1297619047619047)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 55.0)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.6)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:15.657823,"(2.9, 3.15, 3.1297619047619047)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.6)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 137.5)"
12-01-2023 17:54:17.060711,"(2.9, 3.15, 3.1297619047619047)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.6)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 190.0, 116.66666666666667)"
12-01-2023 17:54:18.386513,"(2.9, 3.15, 3.1297619047619047)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.6)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:19.695193,"(2.9, 3.15, 3.1297619047619047)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.6)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:21.053851,"(2.9, 3.15, 3.1297619047619047)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.933333333333334)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:22.391876,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.933333333333334)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:23.689775,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:25.034914,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:26.337855,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:27.629275,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:29.049019,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.444444444444443)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:30.419127,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.5)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:31.756194,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.5)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:33.146809,"(2.9, 3.15, 3.128205128205128)","(16.0, 23.0, 22.5)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 6.923809523809524)","(20.0, 32.0, 26.0)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.5)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:34.613299,"(2.9, 3.15, 3.1144186046511626)","(16.0, 23.0, 22.5)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.0, 7.066666666666666)","(20.0, 32.0, 26.4)","(5.5, 6.8, 6.54)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 20.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:35.986730,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.5)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.4)","(4.0, 7.2, 7.066666666666666)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.54)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:37.405711,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.5)","(51.0, 70.0, 63.333333333333336)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.114285714285714)","(20.0, 30.0, 27.75)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.854166666666668)","(41.0, 110.0, 82.5)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:38.794397,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.775)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 26.666666666666668)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 18.884615384615383)","(41.0, 110.0, 100.83333333333333)","(71.0, 180.0, 116.66666666666667)"
12-01-2023 17:54:40.182360,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.775)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.857142857142858)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 18.884615384615383)","(41.0, 110.0, 100.83333333333333)","(71.0, 180.0, 99.16666666666667)"
12-01-2023 17:54:41.615657,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.775)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.428571428571427)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 100.83333333333333)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:43.239527,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.785714285714285)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.714285714285715)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 100.83333333333333)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:44.599733,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.666666666666668)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.666666666666668)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 100.83333333333333)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:45.876008,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.666666666666668)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.666666666666668)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:47.207019,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.125)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.666666666666668)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:48.757176,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.68181818181818)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 27.666666666666668)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:50.250669,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 22.25)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.12)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.854166666666668)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:51.723722,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 21.0)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.28125)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:53.209187,"(2.9, 3.1, 3.0708108108108108)","(16.0, 23.0, 21.0)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.854166666666668)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:54.561173,"(2.9, 3.15, 3.09)","(16.0, 22.0, 21.805555555555557)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 18.884615384615383)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:55.945390,"(2.9, 3.15, 3.09)","(16.0, 22.0, 21.805555555555557)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.672131147540983)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 18.884615384615383)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:57.395617,"(2.9, 3.15, 3.09)","(16.0, 22.0, 21.0)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:54:58.726782,"(2.9, 3.15, 3.09)","(16.0, 22.0, 21.0)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.665517241379311)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:00.047971,"(2.9, 3.15, 3.09)","(16.0, 22.0, 21.0)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:01.389912,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.0)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:02.990672,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.785714285714285)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:04.376436,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.785714285714285)","(51.0, 70.0, 63.57142857142857)","(7.5, 8.6, 8.552941176470588)","(4.0, 7.2, 7.129411764705883)","(20.0, 30.0, 25.5)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.307692307692307)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:05.848385,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.785714285714285)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 26.25)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:07.231755,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.166666666666668)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:08.509496,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.166666666666668)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:10.013512,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.166666666666668)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:11.473483,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.166666666666668)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.428571428571427)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:12.899443,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.166666666666668)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:14.211140,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.805555555555557)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:15.525256,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.0)","(51.0, 70.0, 64.375)","(7.5, 8.6, 8.554285714285713)","(4.0, 7.2, 7.133333333333334)","(20.0, 30.0, 28.125)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 82.5)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:16.915315,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 21.08695652173913)","(51.0, 75.0, 71.66666666666667)","(7.5, 8.6, 8.44390243902439)","(4.0, 7.2, 6.9)","(20.0, 30.0, 27.77777777777778)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 100.0)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:18.291534,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 20.055555555555557)","(51.0, 75.0, 65.0)","(7.5, 8.6, 8.44390243902439)","(4.0, 7.2, 6.9)","(20.0, 30.0, 27.77777777777778)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 80.0)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:19.649748,"(2.9, 3.15, 3.103846153846154)","(16.0, 22.0, 20.055555555555557)","(51.0, 75.0, 65.0)","(7.5, 8.6, 8.44390243902439)","(4.0, 7.2, 6.9)","(20.0, 30.0, 27.77777777777778)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 80.0)","(71.0, 170.0, 99.16666666666667)"
12-01-2023 17:55:21.027907,"(2.9, 3.2, 3.082051282051282)","(16.0, 22.0, 20.055555555555557)","(51.0, 75.0, 71.66666666666667)","(7.5, 8.6, 8.44390243902439)","(4.0, 7.2, 6.9)","(20.0, 30.0, 27.77777777777778)","(5.5, 6.8, 6.428571428571429)","(7.5, 11.0, 9.82857142857143)","(81.0, 95.0, 90.0)","(14.0, 21.0, 19.166666666666668)","(41.0, 110.0, 80.0)","(71.0, 170.0, 99.16666666666667)"
