,Sailalong Sinbad,Mighty George Nz,Lord Of Misrule Nz,Quartzite,Delta Three Nz,Kyronta,What A Jolt,Mossdale Mac Nz,Cheetah Lodge
10-01-2023 16:17:05.967496,"(9.0, 10.5, 10.442857142857143)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.190909090909091)","(13.0, 99999, 99990)","(101.0, 450.0, 380.0)","(91.0, 140.0, 125.0)","(7.0, 99999, 99990)","(4.2, 4.7, 4.673684210526316)"
10-01-2023 16:17:07.372344,"(9.0, 10.5, 10.442857142857143)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.184615384615385)","(13.0, 99999, 99990)","(101.0, 450.0, 363.3333333333333)","(91.0, 140.0, 126.0)","(7.0, 99999, 99990)","(4.2, 4.7, 4.6261363636363635)"
10-01-2023 16:17:08.702908,"(9.0, 10.5, 10.442028985507246)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.154285714285714)","(13.0, 99999, 99990)","(101.0, 450.0, 363.3333333333333)","(91.0, 150.0, 127.5)","(7.0, 99999, 99990)","(4.2, 4.7, 4.6261363636363635)"
10-01-2023 16:17:10.272183,"(9.0, 10.5, 10.442028985507246)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.158461538461538)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 150.0, 135.0)","(7.0, 99999, 99990)","(4.2, 4.7, 4.636018957345971)"
10-01-2023 16:17:11.830890,"(9.0, 10.5, 10.39102564102564)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.081690140845071)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 150.0, 137.5)","(7.0, 99999, 99990)","(4.2, 4.7, 4.635114503816793)"
10-01-2023 16:17:13.216980,"(9.0, 11.0, 10.782051282051283)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.152380952380953)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 160.0, 137.5)","(7.0, 99999, 99990)","(4.2, 4.7, 4.639285714285714)"
10-01-2023 16:17:14.629437,"(9.0, 11.0, 10.923913043478262)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.165384615384616)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 160.0, 137.5)","(7.0, 99999, 99990)","(4.2, 4.7, 4.639285714285714)"
10-01-2023 16:17:16.071746,"(9.0, 11.0, 10.968468468468469)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.144444444444444)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 160.0, 146.66666666666666)","(7.0, 99999, 99990)","(4.2, 4.7, 4.6152173913043475)"
10-01-2023 16:17:17.485748,"(9.0, 11.0, 10.972477064220184)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.2, 4.3175)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 146.66666666666666)","(7.0, 99999, 99990)","(4.2, 4.7, 4.555555555555555)"
10-01-2023 16:17:18.869744,"(9.0, 11.0, 10.972477064220184)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.4, 4.294230769230769)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 155.0)","(7.0, 99999, 99990)","(4.2, 4.6, 4.498019801980198)"
10-01-2023 16:17:20.226579,"(9.0, 11.0, 10.972477064220184)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.3, 4.057446808510638)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 155.0)","(7.0, 99999, 99990)","(4.2, 4.5, 4.530769230769231)"
10-01-2023 16:17:21.622556,"(9.0, 11.0, 10.972477064220184)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.1, 4.18433734939759)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 155.0)","(7.0, 99999, 99990)","(4.2, 4.6, 4.548275862068965)"
10-01-2023 16:17:22.994595,"(9.0, 11.0, 10.972477064220184)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.3, 4.0227272727272725)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 150.0)","(7.0, 99999, 99990)","(4.2, 4.6, 4.5625)"
10-01-2023 16:17:24.419891,"(9.0, 11.0, 10.972477064220184)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.1, 3.822346368715084)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 170.0, 150.0)","(7.0, 99999, 99990)","(4.2, 4.6, 4.6173913043478265)"
10-01-2023 16:17:25.811845,"(9.0, 11.5, 11.246376811594203)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.85, 3.690909090909091)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 170.0, 150.0)","(7.0, 99999, 99990)","(4.2, 4.7, 4.762295081967213)"
10-01-2023 16:17:27.197910,"(9.0, 11.0, 10.934426229508198)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.75, 3.8923076923076922)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 170.0, 150.0)","(7.0, 99999, 99990)","(4.2, 4.9, 4.835714285714286)"
10-01-2023 16:17:28.461567,"(9.0, 11.0, 11.30916030534351)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.95, 3.8785714285714286)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 170.0, 160.0)","(7.0, 99999, 99990)","(4.2, 4.9, 4.758536585365854)"
10-01-2023 16:17:29.748864,"(9.0, 11.5, 11.142857142857142)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.9, 3.835)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 170.0, 160.0)","(7.0, 99999, 99990)","(4.2, 4.8, 4.76530612244898)"
10-01-2023 16:17:31.032726,"(9.0, 11.5, 11.254901960784313)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.9, 3.8886792452830186)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 170.0, 167.5)","(7.0, 99999, 99990)","(4.2, 4.8, 4.5989010989010985)"
10-01-2023 16:17:32.332783,"(9.0, 11.0, 10.883720930232558)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.9, 3.862871287128713)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 155.0)","(7.0, 99999, 99990)","(4.2, 4.6, 4.937142857142858)"
10-01-2023 16:17:33.543810,"(9.0, 11.0, 10.883720930232558)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.9, 3.862871287128713)","(13.0, 99999, 99990)","(101.0, 450.0, 385.0)","(91.0, 180.0, 163.33333333333334)","(7.0, 99999, 99990)","(4.2, 5.0, 4.9818181818181815)"
10-01-2023 16:17:34.701670,"(9.0, 10.5, 8.666666666666666)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.95, 3.7454545454545456)","(13.0, 99999, 99990)","(101.0, 450.0, 406.6666666666667)","(91.0, 180.0, 158.0)","(7.0, 99999, 99990)","(4.2, 5.1, 5.183333333333334)"
10-01-2023 16:17:35.936246,"(9.0, 9.6, 8.6)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.95, 3.74)","(13.0, 99999, 99990)","(101.0, 450.0, 426.6666666666667)","(91.0, 200.0, 137.77777777777777)","(7.0, 99999, 99990)","(4.2, 5.3, 5.224324324324325)"
10-01-2023 16:17:37.256450,"(9.0, 8.0, 6.822857142857143)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.95, 4.792035398230088)","(13.0, 99999, 99990)","(101.0, 480.0, 633.3333333333333)","(91.0, 200.0, 190.0)","(7.0, 99999, 99990)","(4.2, 5.4, 5.3999999999999995)"
10-01-2023 16:17:38.617241,"(9.0, 11.0, 7.5625)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.8, 4.792035398230088)","(13.0, 99999, 99990)","(101.0, 800.0, 633.3333333333333)","(91.0, 440.0, 190.0)","(7.0, 99999, 99990)","(4.2, 5.6, 5.3999999999999995)"
10-01-2023 16:17:39.933233,"(9.0, 8.2, 7.5249999999999995)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.1, 3.0541015624999996)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 430.0, 285.0)","(7.0, 99999, 99990)","(4.2, 5.6, 5.3999999999999995)"
10-01-2023 16:17:41.208930,"(9.0, 5.3, 5.01551724137931)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 4.1, 3.9025666337611056)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 420.0, 280.0)","(7.0, 99999, 99990)","(4.2, 5.6, 5.410526315789474)"
10-01-2023 16:17:42.516184,"(9.0, 8.2, 8.0)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.65, 3.5875)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 420.0, 245.0)","(7.0, 99999, 99990)","(4.2, 4.5, 5.18)"
10-01-2023 16:17:43.805097,"(9.0, 8.2, 6.75)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.65, 3.6468973747016706)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 410.0, 245.0)","(7.0, 99999, 99990)","(4.2, 5.5, 5.3)"
10-01-2023 16:17:45.138601,"(9.0, 11.0, 6.75)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.65, 3.396808510638298)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 410.0, 250.0)","(7.0, 99999, 99990)","(4.2, 5.5, 5.325)"
10-01-2023 16:17:46.468929,"(9.0, 11.0, 7.333333333333333)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 3.4, 2.8204590163934427)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 410.0, 252.5)","(7.0, 99999, 99990)","(4.2, 5.5, 5.54375)"
10-01-2023 16:17:47.735322,"(9.0, 11.0, 10.75)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.84, 2.6230188679245283)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 410.0, 250.0)","(7.0, 99999, 99990)","(4.2, 5.6, 5.5200000000000005)"
10-01-2023 16:17:49.039835,"(9.0, 12.5, 12.0)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.7, 2.533333333333333)","(13.0, 99999, 99990)","(101.0, 780.0, 555.0)","(91.0, 410.0, 250.0)","(7.0, 99999, 99990)","(4.2, 5.8, 5.553846153846154)"
10-01-2023 16:17:50.281081,"(9.0, 14.0, 12.0)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.7, 2.410454545454545)","(13.0, 99999, 99990)","(101.0, 780.0, 565.0)","(91.0, 410.0, 200.0)","(7.0, 99999, 99990)","(4.2, 5.8, 6.2125)"
10-01-2023 16:17:51.609755,"(9.0, 22.0, 20.5)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.42, 1.962016806722689)","(13.0, 99999, 99990)","(101.0, 800.0, 486.66666666666663)","(91.0, 420.0, 200.0)","(7.0, 99999, 99990)","(4.2, 6.4, 8.066666666666666)"
10-01-2023 16:17:53.267809,"(9.0, 23.0, 19.0)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.0, 1.9603053435114504)","(13.0, 99999, 99990)","(101.0, 800.0, 486.66666666666663)","(91.0, 420.0, 190.0)","(7.0, 99999, 99990)","(4.2, 8.6, 8.2)"
10-01-2023 16:17:54.873702,"(9.0, 21.0, 14.799999999999999)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.0, 1.9649999999999999)","(13.0, 99999, 99990)","(101.0, 800.0, 555.0)","(91.0, 420.0, 250.0)","(7.0, 99999, 99990)","(4.2, 8.6, 10.68)"
10-01-2023 16:17:56.410962,"(9.0, 23.0, 18.9)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.97, 2.145)","(13.0, 99999, 99990)","(101.0, 780.0, 486.66666666666663)","(91.0, 420.0, 250.0)","(7.0, 99999, 99990)","(4.2, 12.0, 10.35)"
10-01-2023 16:17:57.913748,"(9.0, 23.0, 17.599999999999998)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.32, 2.145)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 420.0, 306.66666666666663)","(7.0, 99999, 99990)","(4.2, 15.0, 6.25)"
10-01-2023 16:17:59.231984,"(9.0, 23.0, 17.599999999999998)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 2.32, 1.9094444444444443)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 420.0, 250.0)","(7.0, 99999, 99990)","(4.2, 15.0, 12.22)"
10-01-2023 16:18:00.474413,"(9.0, 28.0, 23.76)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.93, 1.913076923076923)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 420.0, 351.25)","(7.0, 99999, 99990)","(4.2, 22.0, 13.899999999999999)"
10-01-2023 16:18:01.775857,"(9.0, 28.0, 23.0)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.93, 1.9114285714285713)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 323.33333333333337)","(7.0, 99999, 99990)","(4.2, 22.0, 17.205882352941178)"
10-01-2023 16:18:03.117854,"(9.0, 28.0, 23.0)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.93, 1.9212)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 381.6666666666667)","(7.0, 99999, 99990)","(4.2, 22.0, 8.68125)"
10-01-2023 16:18:04.359868,"(9.0, 28.0, 24.833333333333332)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.93, 1.9072413793103447)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 325.0)","(7.0, 99999, 99990)","(4.2, 11.0, 6.9399999999999995)"
10-01-2023 16:18:05.587135,"(9.0, 28.0, 24.2)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.93, 1.9052499999999999)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 353.75)","(7.0, 99999, 99990)","(4.2, 11.0, 5.345762711864406)"
10-01-2023 16:18:06.849263,"(9.0, 34.0, 19.607142857142858)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.92, 1.855609756097561)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 326.66666666666663)","(7.0, 99999, 99990)","(4.2, 5.6, 5.345762711864406)"
10-01-2023 16:18:08.116176,"(9.0, 34.0, 20.133333333333333)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.92, 1.8850588235294117)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 357.5)","(7.0, 99999, 99990)","(4.2, 5.6, 5.345762711864406)"
10-01-2023 16:18:09.374212,"(9.0, 34.0, 21.28125)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.92, 1.8014634146341464)","(13.0, 99999, 99990)","(101.0, 800.0, 565.0)","(91.0, 440.0, 374.0)","(7.0, 99999, 99990)","(4.2, 5.6, 9.350000000000001)"
10-01-2023 16:18:10.603957,"(9.0, 34.0, 21.28125)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.83, 1.8106451612903227)","(13.0, 99999, 99990)","(101.0, 800.0, 640.0)","(91.0, 440.0, 374.0)","(7.0, 99999, 99990)","(4.2, 13.5, 10.6)"
10-01-2023 16:18:11.983718,"(9.0, 34.0, 24.03846153846154)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.83, 1.9076047904191615)","(13.0, 99999, 99990)","(101.0, 800.0, 560.0)","(91.0, 440.0, 333.33333333333337)","(7.0, 99999, 99990)","(4.2, 13.5, 8.850000000000001)"
10-01-2023 16:18:13.298847,"(9.0, 34.0, 21.4)","(5.5, 99999, 99990)","(6.0, 99999, 99990)","(3.2, 1.91, 1.903529411764706)","(13.0, 99999, 99990)","(101.0, 800.0, 560.0)","(91.0, 440.0, 333.33333333333337)","(7.0, 99999, 99990)","(4.2, 13.0, 8.02)"
