,Stompem Nz,Whata Roller,We Always Have Faith Nz,Karloo Bradley Nz,Saving Major Percy,Kanye Crusader
10-01-2023 13:38:20.085224,"(4.8, 99999, 99990)","(2.4, 2.98, 2.82)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:21.222497,"(4.8, 99999, 99990)","(2.4, 2.98, 2.82)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:22.417242,"(4.8, 99999, 99990)","(2.4, 2.98, 2.82)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:23.462153,"(4.8, 99999, 99990)","(2.4, 2.98, 2.82)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:24.689533,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:25.688469,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:26.851710,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.7)"
10-01-2023 13:38:27.859407,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.6, 8.733333333333334)"
10-01-2023 13:38:28.875240,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:29.904013,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:30.880127,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 41.0)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:31.852177,"(4.8, 99999, 99990)","(2.4, 2.98, 2.644)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 50.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:32.891482,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:33.915273,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:34.884666,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:36.039045,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:37.109788,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:38.256686,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8533333333333335)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:39.277999,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8533333333333335)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:40.336349,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8533333333333335)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:41.336923,"(4.8, 99999, 99990)","(2.4, 2.96, 2.8533333333333335)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:42.390969,"(4.8, 99999, 99990)","(2.4, 2.96, 2.7822222222222224)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:43.474056,"(4.8, 99999, 99990)","(2.4, 2.96, 2.7822222222222224)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:44.513819,"(4.8, 99999, 99990)","(2.4, 2.96, 2.7822222222222224)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:45.565534,"(4.8, 99999, 99990)","(2.4, 2.94, 2.84)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:46.663979,"(4.8, 99999, 99990)","(2.4, 2.94, 2.79)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:47.687479,"(4.8, 99999, 99990)","(2.4, 2.94, 2.79)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:48.663588,"(4.8, 99999, 99990)","(2.4, 2.94, 2.79)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:49.587640,"(4.8, 99999, 99990)","(2.4, 2.94, 2.79)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 35.5)","(7.0, 9.4, 8.733333333333334)"
10-01-2023 13:38:50.653303,"(4.8, 99999, 99990)","(2.4, 2.94, 2.79)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.4, 8.666666666666666)"
10-01-2023 13:38:51.762908,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:52.929326,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:54.052157,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:55.037170,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:56.001250,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:57.000995,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:58.092385,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:38:59.176193,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:00.263978,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:01.189755,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:02.131786,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:03.203161,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:04.316320,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:05.430583,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:06.507737,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:07.550896,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:08.602690,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:09.562484,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:10.636768,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.0, 9.2, 8.666666666666666)"
10-01-2023 13:39:11.701551,"(4.8, 99999, 99990)","(2.35, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.2, 8.666666666666666)"
10-01-2023 13:39:12.786914,"(4.8, 99999, 99990)","(2.35, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.2, 8.666666666666666)"
10-01-2023 13:39:13.862402,"(4.8, 99999, 99990)","(2.35, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.2, 8.666666666666666)"
10-01-2023 13:39:14.961982,"(4.8, 99999, 99990)","(2.35, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.2, 8.55)"
10-01-2023 13:39:15.873394,"(4.8, 99999, 99990)","(2.35, 2.94, 2.7800000000000002)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:16.906744,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:17.949118,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 38.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:19.038078,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:20.092115,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:21.038443,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:21.987183,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:22.965033,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:24.094418,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:25.203318,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:26.327905,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:27.408205,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:28.454738,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:29.454585,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:30.637998,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:31.804129,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.5, 9.0, 8.533333333333333)"
10-01-2023 13:39:32.968714,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:34.060817,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:35.175885,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:36.273747,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:37.364006,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:38.666649,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:40.238112,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:41.310191,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:42.432642,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:43.550109,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 8.533333333333333)"
10-01-2023 13:39:44.683598,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.0)","(7.0, 9.0, 10.466666666666667)"
10-01-2023 13:39:45.807159,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 11.5, 10.133333333333333)"
10-01-2023 13:39:46.892168,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 11.0, 9.266666666666667)"
10-01-2023 13:39:47.921183,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 11.0, 9.45)"
10-01-2023 13:39:49.024753,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:50.136420,"(4.8, 99999, 99990)","(2.35, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:51.289705,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:52.436482,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:53.574386,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:54.652719,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:55.734539,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:56.831633,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:57.950251,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:39:59.087325,"(4.8, 99999, 99990)","(2.4, 2.94, 2.628888888888889)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:00.171669,"(4.8, 99999, 99990)","(2.4, 2.94, 2.8466666666666667)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:01.251637,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7222222222222223)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:02.321203,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7222222222222223)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 45.33333333333333)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:03.392484,"(4.8, 99999, 99990)","(2.4, 2.94, 2.7222222222222223)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 43.55555555555556)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:04.513969,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 46.0, 43.55555555555556)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:05.629927,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 46.0, 43.55555555555556)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:06.699281,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 46.0, 43.55555555555556)","(7.0, 10.5, 9.45)"
10-01-2023 13:40:07.755350,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 46.0, 44.166666666666664)","(7.0, 10.5, 9.545454545454545)"
10-01-2023 13:40:08.820596,"(4.8, 99999, 99990)","(2.4, 2.94, 2.765)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 46.0, 46.0)","(7.0, 10.5, 9.040000000000001)"
10-01-2023 13:40:09.942179,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:11.045003,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:12.138527,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:13.222524,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:14.256198,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:15.378078,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:16.437374,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:17.592657,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 9.040000000000001)"
10-01-2023 13:40:18.726864,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:19.841425,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:20.958836,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:22.015455,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:23.097888,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:24.189192,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:25.303355,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 46.0)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:26.420238,"(4.8, 99999, 99990)","(2.4, 2.94, 2.724615384615385)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.666666666666664)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:27.541697,"(4.8, 99999, 99990)","(2.4, 2.94, 2.765)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 40.666666666666664)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:28.594769,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 44.33333333333333)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:29.710926,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 44.33333333333333)","(7.0, 10.0, 8.933333333333334)"
10-01-2023 13:40:30.715718,"(4.8, 99999, 99990)","(2.4, 2.94, 2.744)","(3.4, 99999, 99990)","(5.0, 99999, 99990)","(31.0, 48.0, 44.33333333333333)","(7.0, 10.0, 8.933333333333334)"
