,Speedy Sunny,Sister One,Slick Soldier,Fabulous Victor,Coopers Mate,Misbehaved,My Luck Many
04-01-2023 14:50:30.360050,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 6.443243243243243)","(4.6, 9.0, 5.088888888888889)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 12.733333333333334)"
04-01-2023 14:50:31.345654,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 6.443243243243243)","(4.6, 9.0, 6.183999999999999)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 12.733333333333334)"
04-01-2023 14:50:32.402871,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.907692307692307)","(4.6, 9.0, 6.183999999999999)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 12.733333333333334)"
04-01-2023 14:50:33.331148,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.221052631578948)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 12.733333333333334)"
04-01-2023 14:50:34.452074,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 11.45)"
04-01-2023 14:50:35.578351,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 11.45)"
04-01-2023 14:50:36.661898,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 11.45)"
04-01-2023 14:50:37.729241,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 11.45)"
04-01-2023 14:50:38.723848,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 11.45)"
04-01-2023 14:50:39.711840,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:40.791312,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:41.918681,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:43.040141,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.846153846153846)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:44.079344,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.136842105263158)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:45.162475,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.846153846153846)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:46.210453,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.846153846153846)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 13.538461538461538)"
04-01-2023 14:50:47.201276,"(11.0, 28.0, 22.26086956521739)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 8.0, 5.846153846153846)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.618181818181819)","(7.5, 15.5, 11.153846153846153)"
04-01-2023 14:50:48.233301,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.0)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:49.377898,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.0)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:50.453258,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.50909090909091)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:51.526897,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.5)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:52.680537,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.0)","(4.6, 8.8, 5.066666666666666)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:53.747907,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.0)","(4.6, 8.8, 5.066666666666666)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:54.724759,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 6.95)","(4.6, 8.8, 5.4399999999999995)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:55.769137,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 6.95)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:56.870393,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.0)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:57.933111,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:50:59.055058,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:00.246230,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:01.343744,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.347368421052632)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:02.376522,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:03.494110,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:04.561897,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:05.558296,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:06.687792,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:07.740793,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:08.795571,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:09.867399,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.515789473684211)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:10.982504,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:11.891749,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:12.967198,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:14.064115,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:15.149026,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:16.301597,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.178947368421053)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.153846153846153)"
04-01-2023 14:51:17.494061,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 5.6)","(8.5, 16.0, 14.1)","(7.5, 16.0, 10.857142857142858)"
04-01-2023 14:51:18.618631,"(11.0, 28.0, 23.875)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.8, 7.933333333333333)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:19.718379,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 7.933333333333333)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:20.848590,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 7.625)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:21.851335,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 7.625)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:22.921512,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:24.018128,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:25.088680,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 8.96)"
04-01-2023 14:51:26.134287,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.0, 6.25)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 14.991780821917807)"
04-01-2023 14:51:27.154785,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 6.571428571428572)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:28.248300,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 6.765217391304349)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:29.374663,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 6.765217391304349)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:30.448862,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 6.765217391304349)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:31.533185,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 6.765217391304349)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:32.593367,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 6.765217391304349)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:33.845018,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 7.567567567567568)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:35.093689,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 7.567567567567568)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:36.367561,"(11.0, 28.0, 14.666666666666666)","(4.6, 8.8, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:37.537421,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:38.801052,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:39.998181,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:41.104733,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:42.173137,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.717391304347826)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:43.262302,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.6, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:44.172554,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:45.179751,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.166666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:46.304213,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:47.378545,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:48.491742,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:49.615572,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:50.720667,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:51.949024,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:53.322414,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:54.463274,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:55.796421,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:56.934976,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:58.159611,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:51:59.193465,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:00.401831,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:01.667555,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:02.845821,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:03.934269,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:05.012585,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:06.115062,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:07.271457,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:08.380076,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:09.535725,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:10.687656,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:11.807532,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:12.871265,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 6.963636363636363)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:13.954254,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.016666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
04-01-2023 14:52:15.056450,"(11.0, 28.0, 14.666666666666666)","(4.6, 7.6, 7.016666666666666)","(3.5, 4.8, 3.675)","(4.2, 7.8, 7.645454545454545)","(4.6, 8.4, 5.709090909090909)","(8.5, 16.0, 14.1)","(7.5, 16.0, 11.5)"
