,Lucretia Ann,Tarlee,Joffas Neptune,So Joe Mac,Bingo Ringo,Mechanics Kismet,Means Business,Knuckles Galore
07-01-2023 09:10:13.300149,"(4.2, 7.8, 5.46)","(4.6, 8.2, 7.475)","(14.0, 55.0, 39.09090909090909)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.00909090909091)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.867659574468085)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:14.367837,"(4.2, 7.8, 5.46)","(4.6, 8.2, 6.0249999999999995)","(14.0, 55.0, 39.09090909090909)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.96, 2.869259259259259)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:15.368050,"(4.2, 7.8, 5.46)","(4.6, 8.2, 6.0249999999999995)","(14.0, 55.0, 39.09090909090909)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.96, 2.889090909090909)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:16.359498,"(4.2, 7.8, 5.46)","(4.6, 7.8, 7.175)","(14.0, 50.0, 46.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.884)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:17.422996,"(4.2, 7.6, 6.4)","(4.6, 7.6, 6.345454545454546)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.884)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:18.422600,"(4.2, 7.6, 6.4)","(4.6, 7.4, 7.050000000000001)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.884)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:19.465807,"(4.2, 7.6, 6.4)","(4.6, 7.4, 6.05)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.884)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:20.522440,"(4.2, 7.6, 6.4)","(4.6, 7.2, 5.858823529411764)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:21.565548,"(4.2, 7.6, 6.4)","(4.6, 7.0, 6.716666666666667)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:22.601501,"(4.2, 7.6, 6.4)","(4.6, 6.8, 5.925)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:23.656226,"(4.2, 7.6, 6.4)","(4.6, 6.8, 5.716666666666667)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.00909090909091)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:24.708129,"(4.2, 7.6, 6.4)","(4.6, 6.8, 5.453061224489796)","(14.0, 50.0, 44.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.00909090909091)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:25.710632,"(4.2, 7.6, 6.4)","(4.6, 6.6, 5.841666666666667)","(14.0, 50.0, 42.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.00909090909091)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:26.776881,"(4.2, 7.6, 6.4)","(4.6, 6.6, 5.841666666666667)","(14.0, 50.0, 42.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 5.00909090909091)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:27.756775,"(4.2, 7.6, 6.4)","(4.6, 6.4, 5.758333333333334)","(14.0, 50.0, 42.0)","(81.0, 580.0, 534.0)","(4.2, 5.3, 4.992307692307692)","(11.0, 32.0, 30.22222222222222)","(2.9, 2.94, 2.9034782608695653)","(9.0, 15.5, 14.833333333333334)"
07-01-2023 09:10:28.787938,"(4.2, 7.6, 5.384615384615385)","(4.6, 6.4, 5.947058823529412)","(14.0, 50.0, 37.5)","(81.0, 580.0, 355.0)","(4.2, 5.3, 5.027272727272727)","(11.0, 32.0, 28.0)","(2.9, 2.94, 2.9708196721311477)","(9.0, 16.5, 16.26923076923077)"
07-01-2023 09:10:29.744417,"(4.2, 7.6, 5.5)","(4.6, 6.4, 5.758333333333334)","(14.0, 48.0, 36.333333333333336)","(81.0, 580.0, 538.1818181818182)","(4.2, 5.3, 4.947058823529412)","(11.0, 32.0, 30.22222222222222)","(2.9, 3.0, 2.9708196721311477)","(9.0, 18.0, 16.0)"
07-01-2023 09:10:30.739529,"(4.2, 7.6, 5.384615384615385)","(4.6, 6.4, 5.444736842105263)","(14.0, 50.0, 42.0)","(81.0, 580.0, 538.1818181818182)","(4.2, 5.3, 5.0)","(11.0, 32.0, 30.22222222222222)","(2.9, 3.0, 2.9708196721311477)","(9.0, 18.5, 17.5)"
07-01-2023 09:10:31.723228,"(4.2, 7.6, 5.4)","(4.6, 6.4, 5.514634146341463)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 538.1818181818182)","(4.2, 5.3, 5.0)","(11.0, 32.0, 29.6)","(2.6, 3.0, 2.9708196721311477)","(9.0, 18.0, 15.23076923076923)"
07-01-2023 09:10:32.753354,"(4.2, 7.6, 5.371428571428572)","(4.6, 6.4, 5.391666666666667)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 538.1818181818182)","(4.2, 5.3, 5.156)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.956637168141593)","(9.0, 18.0, 15.23076923076923)"
07-01-2023 09:10:33.721899,"(4.2, 7.6, 5.36)","(4.6, 6.4, 5.514634146341463)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.3, 5.156)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.96, 2.9572477064220184)","(9.0, 18.0, 15.23076923076923)"
07-01-2023 09:10:34.758824,"(4.2, 7.6, 5.36)","(4.6, 6.4, 5.590566037735849)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.3, 5.229411764705882)","(11.0, 32.0, 28.0)","(2.6, 2.96, 2.9572477064220184)","(10.0, 18.0, 15.23076923076923)"
07-01-2023 09:10:35.757095,"(4.2, 7.6, 5.36)","(4.6, 6.4, 5.590566037735849)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.3, 5.199999999999999)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.96, 2.965126582278481)","(10.0, 18.0, 15.23076923076923)"
07-01-2023 09:10:36.794070,"(4.2, 7.6, 5.3500000000000005)","(4.6, 6.2, 5.9)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.3, 5.2)","(11.0, 32.0, 28.0)","(2.6, 3.05, 2.968231707317073)","(10.0, 18.0, 15.23076923076923)"
07-01-2023 09:10:37.748232,"(4.2, 7.6, 5.3500000000000005)","(4.6, 6.2, 5.7064516129032254)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.2)","(11.0, 32.0, 28.0)","(2.6, 3.05, 2.9677300613496933)","(10.0, 18.0, 15.227272727272727)"
07-01-2023 09:10:38.761382,"(4.2, 7.6, 5.3500000000000005)","(4.6, 6.0, 5.79)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.05, 2.9225657894736843)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:39.772245,"(4.2, 7.6, 5.371428571428572)","(4.6, 6.0, 5.79)","(16.0, 55.0, 35.61538461538461)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.05, 2.922549019607843)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:40.783000,"(4.2, 7.6, 5.371428571428572)","(4.6, 6.0, 5.79)","(16.0, 55.0, 33.57142857142857)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.05, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:41.809767,"(4.2, 7.6, 5.371428571428572)","(4.6, 6.0, 5.5390243902439025)","(16.0, 55.0, 33.57142857142857)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:42.852115,"(4.2, 7.6, 5.371428571428572)","(4.6, 6.0, 5.5390243902439025)","(16.0, 55.0, 33.57142857142857)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:43.840473,"(4.2, 7.6, 5.371428571428572)","(4.6, 6.0, 5.5390243902439025)","(16.0, 55.0, 33.57142857142857)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:44.830383,"(4.2, 7.6, 5.4)","(4.6, 6.0, 5.5390243902439025)","(16.0, 55.0, 33.57142857142857)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:45.878035,"(4.2, 7.6, 5.4)","(4.6, 6.0, 5.5390243902439025)","(16.0, 55.0, 33.57142857142857)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:46.871035,"(4.2, 7.6, 5.831578947368421)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:47.861301,"(4.2, 7.6, 6.034782608695652)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:48.868660,"(4.2, 7.6, 6.034782608695652)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:49.818688,"(4.2, 7.6, 6.0)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:50.786828,"(4.2, 7.6, 6.914285714285715)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:51.767999,"(4.2, 7.6, 6.914285714285715)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.227272727272727)"
07-01-2023 09:10:52.733359,"(4.2, 7.6, 6.3310344827586205)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.166666666666666)"
07-01-2023 09:10:53.725986,"(4.2, 7.6, 6.3310344827586205)","(4.6, 6.0, 5.5390243902439025)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.166666666666666)"
07-01-2023 09:10:54.737860,"(4.2, 7.6, 6.3310344827586205)","(4.6, 6.0, 5.444117647058824)","(16.0, 50.0, 46.0)","(101.0, 580.0, 503.33333333333337)","(4.2, 5.4, 5.22)","(11.0, 32.0, 30.22222222222222)","(2.6, 3.0, 2.9371428571428573)","(10.0, 17.5, 15.166666666666666)"
07-01-2023 09:10:55.732060,"(4.2, 7.4, 6.027777777777778)","(4.6, 5.9, 5.352173913043479)","(16.0, 50.0, 46.0)","(101.0, 950.0, 396.6666666666667)","(4.2, 5.4, 5.22)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.8941463414634145)","(10.0, 17.5, 15.166666666666666)"
07-01-2023 09:10:56.724616,"(4.2, 7.4, 6.110714285714286)","(4.6, 5.8, 5.213333333333333)","(16.0, 50.0, 46.0)","(101.0, 950.0, 396.6666666666667)","(4.2, 5.4, 5.175)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.8941935483870966)","(10.0, 17.5, 15.166666666666666)"
07-01-2023 09:10:57.733782,"(4.2, 7.4, 6.051612903225807)","(4.6, 5.8, 5.36)","(16.0, 50.0, 46.0)","(101.0, 950.0, 465.0)","(4.2, 5.4, 5.244827586206896)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.8941935483870966)","(10.0, 17.5, 15.166666666666666)"
07-01-2023 09:10:58.729704,"(4.2, 7.2, 5.890909090909091)","(4.6, 5.8, 5.1)","(16.0, 48.0, 40.285714285714285)","(101.0, 580.0, 465.0)","(4.2, 5.4, 5.244827586206896)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.8941935483870966)","(10.0, 17.5, 15.277777777777779)"
07-01-2023 09:10:59.709637,"(4.2, 7.2, 6.092307692307692)","(4.6, 5.8, 5.1)","(16.0, 48.0, 35.53846153846154)","(101.0, 580.0, 355.0)","(4.2, 5.4, 5.269565217391305)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 15.277777777777779)"
07-01-2023 09:11:00.751600,"(4.2, 7.2, 6.092307692307692)","(4.6, 5.8, 5.194594594594594)","(16.0, 48.0, 35.53846153846154)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.233333333333333)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 15.833333333333334)"
07-01-2023 09:11:01.721731,"(4.2, 7.2, 6.635294117647059)","(4.6, 5.7, 5.127272727272727)","(16.0, 48.0, 33.27272727272727)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.275)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 16.357142857142858)"
07-01-2023 09:11:02.732814,"(4.2, 7.2, 6.612244897959184)","(4.6, 5.6, 5.359999999999999)","(16.0, 48.0, 36.0)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.242105263157895)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 16.7)"
07-01-2023 09:11:03.752493,"(4.2, 7.2, 6.266666666666667)","(4.6, 5.6, 5.115384615384616)","(16.0, 48.0, 36.0)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.242105263157895)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 17.40909090909091)"
07-01-2023 09:11:04.738333,"(4.2, 7.2, 6.266666666666667)","(4.6, 5.6, 4.970000000000001)","(16.0, 48.0, 39.0)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.316666666666667)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:05.730706,"(4.2, 7.2, 6.266666666666667)","(4.6, 5.6, 4.970000000000001)","(16.0, 46.0, 34.57142857142857)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.316666666666667)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:06.764733,"(4.2, 7.2, 6.266666666666667)","(4.6, 5.6, 4.970000000000001)","(16.0, 50.0, 34.44444444444444)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.316666666666667)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:07.779751,"(4.2, 7.2, 6.266666666666667)","(4.6, 5.6, 4.970000000000001)","(16.0, 48.0, 33.27272727272727)","(101.0, 580.0, 505.0)","(4.2, 5.4, 5.62)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:08.784876,"(4.2, 7.2, 6.264)","(4.6, 5.6, 4.970000000000001)","(16.0, 48.0, 36.0)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.62)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:09.775219,"(4.2, 7.2, 6.260869565217392)","(4.6, 5.6, 4.970000000000001)","(16.0, 48.0, 40.0)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.62)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:10.731660,"(4.2, 7.2, 6.260869565217392)","(4.6, 5.6, 4.970000000000001)","(16.0, 48.0, 36.42857142857143)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.62)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:11.824539,"(4.2, 7.2, 6.260869565217392)","(4.6, 5.6, 4.970000000000001)","(16.0, 46.0, 40.0)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.62)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:12.845718,"(4.2, 7.2, 6.4)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 36.15384615384615)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.62)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:13.812826,"(4.2, 7.2, 6.48)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 40.0)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.62)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 17.40909090909091)"
07-01-2023 09:11:14.816578,"(4.2, 7.2, 6.759183673469388)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 40.0)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.5, 16.529411764705884)"
07-01-2023 09:11:15.813633,"(4.2, 7.2, 6.759183673469388)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 36.15384615384615)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 27.733333333333334)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.529411764705884)"
07-01-2023 09:11:16.807381,"(4.2, 7.2, 6.709090909090909)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 40.0)","(101.0, 580.0, 505.0)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 29.6)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.529411764705884)"
07-01-2023 09:11:17.839621,"(4.2, 7.2, 6.6461538461538465)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 40.0)","(101.0, 580.0, 489.09090909090907)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 27.733333333333334)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.529411764705884)"
07-01-2023 09:11:18.833494,"(4.2, 7.2, 6.6461538461538465)","(4.6, 5.6, 4.930434782608696)","(16.0, 46.0, 40.0)","(101.0, 920.0, 489.09090909090907)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 29.6)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.26086956521739)"
07-01-2023 09:11:19.868415,"(4.2, 7.2, 6.6461538461538465)","(4.6, 5.5, 4.9750000000000005)","(16.0, 46.0, 40.0)","(101.0, 920.0, 530.0)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 27.733333333333334)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.26086956521739)"
07-01-2023 09:11:20.865347,"(4.2, 7.2, 6.84)","(4.6, 5.5, 4.9750000000000005)","(16.0, 46.0, 40.0)","(101.0, 610.0, 530.0)","(4.2, 5.7, 5.677272727272728)","(11.0, 32.0, 27.733333333333334)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.26086956521739)"
07-01-2023 09:11:21.900265,"(4.2, 7.2, 6.84)","(4.6, 5.5, 4.9750000000000005)","(16.0, 55.0, 36.94444444444444)","(101.0, 610.0, 530.0)","(4.2, 5.7, 5.781818181818182)","(11.0, 32.0, 29.6)","(2.6, 2.98, 2.901764705882353)","(10.0, 18.0, 16.433333333333334)"
07-01-2023 09:11:22.963777,"(4.2, 7.2, 6.84)","(4.6, 5.5, 4.931578947368421)","(16.0, 55.0, 35.06666666666667)","(101.0, 610.0, 453.3333333333333)","(4.2, 6.0, 5.809090909090909)","(11.0, 32.0, 29.6)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 16.666666666666668)"
07-01-2023 09:11:24.017490,"(4.2, 7.2, 6.788571428571429)","(4.6, 5.4, 4.983333333333333)","(16.0, 50.0, 44.0)","(101.0, 610.0, 492.5)","(4.2, 6.0, 5.883333333333333)","(11.0, 32.0, 29.6)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 16.576923076923077)"
07-01-2023 09:11:25.022410,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 4.935714285714286)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 6.0, 5.883333333333333)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.901764705882353)","(10.0, 17.5, 16.576923076923077)"
07-01-2023 09:11:26.043990,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 4.920833333333333)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 6.0, 5.883333333333333)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.911794871794872)","(10.0, 17.5, 16.576923076923077)"
07-01-2023 09:11:27.077073,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 4.920833333333333)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 6.0, 5.883333333333333)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.911794871794872)","(10.0, 17.5, 16.576923076923077)"
07-01-2023 09:11:28.142296,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 6.0, 5.65)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.9371428571428573)","(10.0, 17.5, 16.576923076923077)"
07-01-2023 09:11:29.187112,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 6.0, 5.5625)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.9225)","(10.0, 17.5, 16.323529411764707)"
07-01-2023 09:11:30.224018,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 492.5)","(4.2, 6.0, 5.428571428571429)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.9225)","(10.0, 17.5, 16.772727272727273)"
07-01-2023 09:11:31.226579,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 492.5)","(4.2, 6.0, 5.457894736842105)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.932413793103448)","(10.0, 17.5, 16.954545454545453)"
07-01-2023 09:11:32.277819,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 5.9, 5.433333333333334)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.9092307692307693)","(10.0, 17.5, 16.6)"
07-01-2023 09:11:33.242311,"(4.2, 7.2, 6.730434782608695)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 5.9, 5.433333333333334)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.9092307692307693)","(10.0, 17.5, 16.6)"
07-01-2023 09:11:34.211706,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 492.5)","(4.2, 5.9, 5.6000000000000005)","(11.0, 32.0, 28.0)","(2.6, 2.98, 2.87)","(10.0, 18.5, 16.625)"
07-01-2023 09:11:35.209029,"(4.2, 7.2, 6.766666666666667)","(4.6, 5.4, 5.005714285714285)","(16.0, 50.0, 44.0)","(101.0, 610.0, 453.3333333333333)","(4.2, 5.9, 5.6000000000000005)","(11.0, 32.0, 30.22222222222222)","(2.6, 2.98, 2.8889655172413793)","(10.0, 18.5, 16.625)"
