,Pimmy,Split The Night,Myka,Lornas Flying,Lady Lil,Trish Mail,Long Cool Sally
08-01-2023 11:19:39.221903,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:40.092739,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:40.965846,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:41.831066,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:42.703716,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:43.560028,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:44.448018,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:45.317176,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:46.206632,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:47.074426,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.738461538461538)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:47.964629,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.692307692307692)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:48.834784,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.692307692307692)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:49.729628,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:50.619443,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:51.499831,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:52.387103,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:53.271862,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:54.165597,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:55.031247,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 7.133333333333333)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:55.945965,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 8.2, 11.914634146341463)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:56.825111,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 12.5, 11.914634146341463)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:57.728197,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 13.5, 7.366666666666666)","(5.0, 12.5, 11.914634146341463)","(3.5, 5.7, 4.233333333333333)"
08-01-2023 11:19:58.607202,"(5.0, 9.4, 7.933333333333334)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 11.914634146341463)","(3.5, 6.8, 4.6)"
08-01-2023 11:19:59.507161,"(5.0, 10.5, 8.666666666666666)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 11.914634146341463)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:00.373070,"(5.0, 10.5, 8.666666666666666)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 11.914634146341463)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:01.267841,"(5.0, 10.5, 8.666666666666666)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 10.433333333333334)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:02.146474,"(5.0, 10.5, 8.666666666666666)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 18.9)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 10.433333333333334)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:03.057279,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 6.071428571428571)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:04.015706,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 6.071428571428571)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:04.953749,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 6.071428571428571)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:05.992190,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 12.5, 8.666666666666666)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:07.077512,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 10.5, 8.666666666666666)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:07.975287,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 10.5, 8.666666666666666)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:08.896026,"(5.0, 10.5, 9.277777777777779)","(8.0, 99999, 99990)","(3.5, 4.8, 4.4625)","(11.0, 21.0, 19.6875)","(7.0, 17.0, 8.333333333333332)","(5.0, 13.5, 18.01063829787234)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:09.771171,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.933333333333333)","(11.0, 21.0, 19.833333333333336)","(7.0, 17.0, 9.571428571428571)","(5.0, 19.5, 18.01063829787234)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:10.670981,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.933333333333333)","(11.0, 21.0, 19.833333333333336)","(7.0, 17.0, 9.571428571428571)","(5.0, 19.5, 18.01063829787234)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:11.560508,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 17.0, 9.571428571428571)","(5.0, 19.5, 18.01063829787234)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:12.426559,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 17.0, 9.571428571428571)","(5.0, 19.5, 18.01063829787234)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:13.312242,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 17.0, 9.571428571428571)","(5.0, 19.5, 16.889830508474574)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:14.185022,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 17.0, 9.571428571428571)","(5.0, 19.5, 16.889830508474574)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:15.073725,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 19.5, 16.889830508474574)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:15.934847,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 19.5, 16.889830508474574)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:16.845101,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:17.718067,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:18.593358,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:19.462084,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:20.325086,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:21.221827,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:22.090925,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:22.996699,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:23.860589,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:24.719120,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:25.592255,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:26.452055,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:27.339385,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:28.377469,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:29.315815,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:30.188694,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:31.081013,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:31.971075,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:32.849382,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:33.771892,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:34.643847,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:35.530507,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:36.403625,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:37.292634,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:38.168016,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:39.066204,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:39.947699,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:40.837096,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:41.719310,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.46808510638298)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:42.613477,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:43.495393,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:44.355707,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:45.263125,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:46.115448,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:46.984475,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:47.860792,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:48.729148,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:49.609306,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:50.475918,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:51.333915,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:52.203772,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:53.079536,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:53.954150,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:54.823771,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:55.701443,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:56.554772,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 11.555555555555555)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:57.430356,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.31111111111111)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:58.278004,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.589473684210526)","(3.5, 6.8, 4.6)"
08-01-2023 11:20:59.155641,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.589473684210526)","(3.5, 6.8, 4.6)"
08-01-2023 11:21:00.073607,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.589473684210526)","(3.5, 6.8, 4.6)"
08-01-2023 11:21:00.943902,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 9.285714285714285)","(5.0, 15.0, 14.589473684210526)","(3.5, 6.8, 4.6)"
08-01-2023 11:21:01.861124,"(5.0, 10.5, 9.4)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 16.0, 7.88)","(5.0, 15.0, 14.589473684210526)","(3.5, 6.8, 3.5956521739130434)"
08-01-2023 11:21:02.786380,"(5.0, 9.6, 7.044444444444444)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 13.0, 7.88)","(5.0, 15.0, 14.589473684210526)","(3.5, 5.7, 3.5956521739130434)"
08-01-2023 11:21:03.682180,"(5.0, 9.4, 8.52)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 13.0, 7.88)","(5.0, 15.0, 14.589473684210526)","(3.5, 5.7, 3.5956521739130434)"
08-01-2023 11:21:04.651404,"(5.0, 9.4, 8.52)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 13.0, 7.88)","(5.0, 15.0, 14.589473684210526)","(3.5, 5.7, 3.5956521739130434)"
08-01-2023 11:21:05.537561,"(5.0, 9.4, 8.52)","(8.0, 99999, 99990)","(3.5, 4.8, 3.6625)","(11.0, 21.0, 19.833333333333336)","(7.0, 13.0, 7.88)","(5.0, 15.0, 14.589473684210526)","(3.5, 5.7, 3.5956521739130434)"
