,King Of All,Honest Thief,Im Indigo,Lektra Sammy,Suntanned,Reel It In,Shanias Dream,Diva Dot
12-01-2023 11:22:07.479151,"(2.4, 2.78, 2.75)","(20.0, 30.0, 26.470588235294116)","(5.5, 8.0, 7.714285714285714)","(4.0, 4.7, 4.617241379310345)","(6.5, 12.5, 11.409090909090908)","(20.0, 28.0, 26.4)","(14.0, 17.0, 15.785714285714286)","(7.5, 17.0, 16.125)"
12-01-2023 11:22:08.707792,"(2.4, 2.78, 2.7636363636363637)","(20.0, 30.0, 26.470588235294116)","(5.5, 8.0, 7.542857142857143)","(4.0, 4.7, 4.630769230769231)","(6.5, 12.5, 11.409090909090908)","(20.0, 28.0, 26.285714285714285)","(14.0, 16.5, 15.38888888888889)","(7.5, 17.0, 16.125)"
12-01-2023 11:22:09.984091,"(2.4, 2.78, 2.7527272727272725)","(20.0, 30.0, 26.470588235294116)","(5.5, 7.8, 7.628571428571429)","(4.0, 4.7, 4.630769230769231)","(6.5, 12.5, 11.409090909090908)","(20.0, 30.0, 26.363636363636363)","(14.0, 16.5, 15.0)","(7.5, 17.0, 15.727272727272727)"
12-01-2023 11:22:11.269887,"(2.4, 2.78, 2.7527272727272725)","(20.0, 30.0, 26.470588235294116)","(5.5, 7.8, 7.628571428571429)","(4.0, 4.7, 4.621739130434783)","(6.5, 12.5, 11.409090909090908)","(20.0, 30.0, 26.363636363636363)","(14.0, 16.5, 14.714285714285714)","(7.5, 17.0, 15.727272727272727)"
12-01-2023 11:22:12.439329,"(2.4, 2.78, 2.7415384615384615)","(20.0, 30.0, 26.470588235294116)","(5.5, 7.8, 7.628571428571429)","(4.0, 4.7, 4.603703703703704)","(6.5, 12.5, 11.409090909090908)","(20.0, 30.0, 26.666666666666668)","(14.0, 16.5, 15.052631578947368)","(7.5, 17.0, 16.125)"
12-01-2023 11:22:13.616930,"(2.4, 2.78, 2.73875)","(20.0, 30.0, 25.714285714285715)","(5.5, 7.8, 7.628571428571429)","(4.0, 4.7, 4.603703703703704)","(6.5, 12.5, 11.409090909090908)","(20.0, 28.0, 26.666666666666668)","(14.0, 16.5, 14.975609756097562)","(7.5, 17.0, 16.125)"
12-01-2023 11:22:14.817605,"(2.4, 2.78, 2.7696551724137928)","(20.0, 30.0, 25.714285714285715)","(5.5, 7.8, 7.729411764705882)","(4.0, 4.7, 4.675)","(6.5, 12.5, 11.75)","(20.0, 28.0, 26.666666666666668)","(14.0, 16.5, 14.975609756097562)","(7.5, 17.0, 15.727272727272727)"
12-01-2023 11:22:16.053052,"(2.4, 2.78, 2.763333333333333)","(20.0, 30.0, 25.548387096774192)","(5.5, 7.8, 7.733333333333333)","(4.0, 4.7, 4.607692307692308)","(6.5, 12.5, 11.264705882352942)","(20.0, 28.0, 26.666666666666668)","(14.0, 16.5, 14.784313725490197)","(7.5, 17.0, 16.0)"
12-01-2023 11:22:17.283221,"(2.4, 2.78, 2.763333333333333)","(20.0, 30.0, 25.4)","(5.5, 7.8, 7.633333333333333)","(4.0, 4.7, 4.607692307692308)","(6.5, 12.5, 10.543478260869565)","(20.0, 28.0, 26.285714285714285)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.35483870967742)"
12-01-2023 11:22:18.507876,"(2.4, 2.78, 2.763333333333333)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.633333333333333)","(4.0, 4.7, 4.644)","(6.5, 12.5, 10.75)","(20.0, 30.0, 27.666666666666668)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.35483870967742)"
12-01-2023 11:22:19.697633,"(2.4, 2.78, 2.763333333333333)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.633333333333333)","(4.0, 4.7, 4.644)","(6.5, 12.0, 10.75)","(20.0, 29.0, 27.666666666666668)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.35483870967742)"
12-01-2023 11:22:21.030611,"(2.4, 2.78, 2.763333333333333)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.633333333333333)","(4.0, 4.7, 4.644)","(6.5, 12.0, 10.75)","(20.0, 29.0, 26.77777777777778)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.35483870967742)"
12-01-2023 11:22:22.570491,"(2.4, 2.78, 2.7622222222222224)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.706666666666666)","(4.0, 4.7, 4.633333333333334)","(6.5, 12.0, 11.222222222222221)","(20.0, 27.0, 25.714285714285715)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.40625)"
12-01-2023 11:22:23.873277,"(2.4, 2.78, 2.756666666666667)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.824)","(4.0, 4.7, 4.633333333333334)","(6.5, 12.0, 11.047619047619047)","(20.0, 27.0, 25.714285714285715)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.40625)"
12-01-2023 11:22:25.046189,"(2.4, 2.78, 2.756666666666667)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.824)","(4.0, 4.7, 4.633333333333334)","(6.5, 12.0, 11.26923076923077)","(20.0, 27.0, 25.714285714285715)","(14.0, 16.5, 14.833333333333334)","(7.5, 17.0, 15.40625)"
12-01-2023 11:22:26.252833,"(2.4, 2.78, 2.7622222222222224)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.8307692307692305)","(4.0, 4.7, 4.644)","(6.5, 11.5, 10.916666666666666)","(20.0, 27.0, 24.75)","(14.0, 16.5, 14.76086956521739)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:27.426293,"(2.4, 2.78, 2.7658823529411762)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.816666666666666)","(4.0, 4.7, 4.644)","(6.5, 11.5, 10.916666666666666)","(20.0, 26.0, 27.0)","(14.0, 16.5, 14.714285714285714)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:28.590594,"(2.4, 2.78, 2.7554545454545454)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.816666666666666)","(4.0, 4.7, 4.644)","(6.5, 11.5, 10.916666666666666)","(20.0, 29.0, 27.0)","(14.0, 16.5, 14.714285714285714)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:29.718229,"(2.4, 2.78, 2.7622222222222224)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.816666666666666)","(4.0, 4.7, 4.644)","(6.5, 11.5, 10.916666666666666)","(20.0, 29.0, 26.565217391304348)","(14.0, 16.5, 14.256410256410255)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:30.863874,"(2.4, 2.78, 2.7622222222222224)","(20.0, 30.0, 25.615384615384617)","(5.5, 8.0, 7.816666666666666)","(4.0, 4.7, 4.644)","(6.5, 11.5, 10.916666666666666)","(20.0, 29.0, 25.5)","(14.0, 16.5, 14.511363636363637)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:31.994873,"(2.4, 2.78, 2.7542857142857144)","(20.0, 30.0, 25.043478260869566)","(5.5, 8.0, 7.816666666666666)","(4.0, 4.7, 4.644)","(6.5, 11.5, 10.785714285714286)","(20.0, 29.0, 25.5)","(14.0, 16.5, 14.197368421052632)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:33.205470,"(2.4, 2.78, 2.7622222222222224)","(20.0, 30.0, 25.043478260869566)","(5.5, 8.0, 7.908333333333333)","(4.0, 4.7, 4.633333333333334)","(6.5, 11.5, 10.8)","(20.0, 29.0, 25.5)","(14.0, 16.5, 14.511363636363637)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:34.456128,"(2.4, 2.78, 2.744)","(20.0, 30.0, 25.043478260869566)","(5.5, 8.0, 7.877777777777777)","(4.0, 4.7, 4.633333333333334)","(6.5, 11.5, 10.975)","(20.0, 29.0, 26.958333333333336)","(14.0, 16.5, 14.511363636363637)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:35.505779,"(2.4, 2.84, 2.809230769230769)","(20.0, 30.0, 25.043478260869566)","(5.5, 8.0, 7.877777777777777)","(4.0, 4.7, 4.633333333333334)","(6.5, 11.5, 10.975)","(20.0, 29.0, 26.958333333333336)","(14.0, 16.5, 14.197368421052632)","(7.5, 17.0, 15.178571428571429)"
12-01-2023 11:22:36.587984,"(2.35, 2.94, 2.886)","(20.0, 29.0, 26.0)","(5.5, 8.0, 7.877777777777777)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.84375)","(20.0, 29.0, 26.958333333333336)","(14.0, 16.5, 14.197368421052632)","(8.0, 17.0, 15.178571428571429)"
12-01-2023 11:22:37.687593,"(2.35, 2.94, 2.892)","(20.0, 29.0, 26.0)","(5.5, 8.0, 7.877777777777777)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.285714285714286)","(20.0, 29.0, 24.833333333333332)","(14.0, 16.5, 14.465116279069768)","(8.0, 17.0, 15.178571428571429)"
12-01-2023 11:22:38.845559,"(2.35, 2.94, 2.8976470588235292)","(20.0, 29.0, 26.857142857142858)","(5.5, 8.0, 7.877777777777777)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.285714285714286)","(20.0, 25.0, 24.892857142857142)","(14.0, 16.5, 14.197368421052632)","(8.0, 17.0, 15.178571428571429)"
12-01-2023 11:22:39.991347,"(2.35, 2.94, 2.8976470588235292)","(20.0, 29.0, 26.0)","(5.5, 8.0, 7.8533333333333335)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.8125)","(20.0, 25.0, 24.892857142857142)","(14.0, 16.5, 14.197368421052632)","(8.0, 17.0, 15.137931034482758)"
12-01-2023 11:22:41.041123,"(2.35, 2.94, 2.8955555555555557)","(20.0, 29.0, 26.857142857142858)","(5.5, 8.0, 7.8533333333333335)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.8125)","(20.0, 25.0, 24.892857142857142)","(14.0, 16.5, 14.465116279069768)","(8.0, 17.0, 15.137931034482758)"
12-01-2023 11:22:42.092716,"(2.35, 2.94, 2.8791304347826085)","(20.0, 29.0, 26.857142857142858)","(5.5, 8.0, 7.8625)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.8125)","(20.0, 25.0, 24.892857142857142)","(14.0, 16.5, 14.197368421052632)","(8.0, 17.0, 15.137931034482758)"
12-01-2023 11:22:43.204308,"(2.35, 2.94, 2.901111111111111)","(20.0, 29.0, 26.0)","(5.5, 8.0, 7.8625)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.852941176470589)","(20.0, 25.0, 28.517241379310345)","(14.0, 16.5, 14.465116279069768)","(8.0, 17.0, 15.137931034482758)"
12-01-2023 11:22:44.350427,"(2.35, 2.94, 2.9299999999999997)","(20.0, 29.0, 26.857142857142858)","(5.5, 8.0, 7.8428571428571425)","(4.0, 4.7, 4.616666666666667)","(7.0, 11.5, 10.535714285714286)","(20.0, 29.0, 27.727272727272727)","(14.0, 16.5, 14.465116279069768)","(8.0, 17.0, 15.137931034482758)"
12-01-2023 11:22:45.558294,"(2.35, 2.92, 2.8442105263157895)","(20.0, 29.0, 25.428571428571427)","(5.5, 8.0, 7.8428571428571425)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.75)","(20.0, 29.0, 24.666666666666668)","(14.0, 16.5, 14.197368421052632)","(8.0, 17.0, 15.137931034482758)"
12-01-2023 11:22:46.780012,"(2.35, 2.92, 2.8442105263157895)","(20.0, 29.0, 25.428571428571427)","(5.5, 8.0, 7.8307692307692305)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.75)","(20.0, 25.0, 27.5)","(14.0, 16.5, 14.197368421052632)","(8.0, 17.0, 14.3)"
12-01-2023 11:22:47.955088,"(2.35, 2.92, 2.8442105263157895)","(20.0, 29.0, 25.25)","(5.5, 8.0, 7.8307692307692305)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.535714285714286)","(20.0, 28.0, 27.454545454545453)","(14.0, 16.5, 14.465116279069768)","(8.0, 17.0, 14.75)"
12-01-2023 11:22:49.085329,"(2.35, 2.92, 2.8442105263157895)","(20.0, 29.0, 25.25)","(5.5, 8.0, 7.661538461538461)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.535714285714286)","(20.0, 28.0, 27.714285714285715)","(13.0, 16.5, 14.197368421052632)","(8.0, 17.0, 14.782608695652174)"
12-01-2023 11:22:50.242173,"(2.35, 2.92, 2.8442105263157895)","(20.0, 29.0, 25.25)","(5.5, 8.0, 7.661538461538461)","(4.0, 4.7, 4.633333333333334)","(7.0, 11.5, 10.75)","(20.0, 28.0, 27.714285714285715)","(13.0, 16.5, 14.197368421052632)","(8.0, 17.0, 14.31578947368421)"
12-01-2023 11:22:51.436805,"(2.35, 2.92, 2.8442105263157895)","(20.0, 29.0, 25.25)","(5.5, 8.0, 8.133333333333333)","(4.0, 4.7, 4.616666666666667)","(7.0, 11.5, 10.535714285714286)","(20.0, 28.0, 27.714285714285715)","(13.0, 16.5, 14.454545454545455)","(8.0, 17.0, 14.782608695652174)"
12-01-2023 11:22:52.615426,"(2.35, 2.96, 2.959375)","(20.0, 29.0, 25.25)","(5.5, 8.4, 8.133333333333333)","(4.0, 4.7, 4.395652173913044)","(7.0, 11.5, 10.535714285714286)","(20.0, 28.0, 28.227272727272727)","(13.0, 16.5, 14.197368421052632)","(8.0, 17.0, 15.363636363636363)"
12-01-2023 11:22:53.773572,"(2.35, 2.96, 2.928)","(20.0, 28.0, 26.285714285714285)","(5.5, 8.4, 7.666666666666666)","(4.0, 4.7, 4.430769230769231)","(7.0, 11.5, 10.535714285714286)","(20.0, 30.0, 28.285714285714285)","(13.0, 16.5, 14.197368421052632)","(8.0, 16.5, 14.9375)"
12-01-2023 11:22:54.856541,"(2.35, 2.94, 2.881951219512195)","(20.0, 28.0, 26.285714285714285)","(5.5, 8.4, 7.666666666666666)","(4.0, 4.7, 4.430769230769231)","(7.0, 11.5, 10.535714285714286)","(20.0, 30.0, 28.285714285714285)","(13.0, 16.5, 14.511363636363637)","(8.0, 16.5, 15.458333333333334)"
12-01-2023 11:22:55.985697,"(2.35, 2.94, 2.8606666666666665)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.675)","(4.0, 4.7, 4.474193548387097)","(7.0, 11.5, 10.75)","(20.0, 30.0, 27.84375)","(13.0, 16.5, 14.197368421052632)","(8.0, 16.5, 14.394736842105264)"
12-01-2023 11:22:56.987653,"(2.35, 2.94, 2.8606666666666665)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.64)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.84375)","(20.0, 30.0, 27.84375)","(13.0, 16.5, 14.256410256410255)","(8.0, 16.5, 14.394736842105264)"
12-01-2023 11:22:58.085396,"(2.35, 2.92, 2.91)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.610526315789474)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.84375)","(20.0, 30.0, 27.84375)","(13.0, 16.5, 14.511363636363637)","(8.0, 16.5, 14.76086956521739)"
12-01-2023 11:22:59.246758,"(2.35, 2.92, 2.848)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.757894736842105)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.675)","(20.0, 30.0, 27.84375)","(13.0, 16.5, 14.256410256410255)","(8.0, 16.5, 15.088235294117647)"
12-01-2023 11:23:00.385705,"(2.35, 2.9, 2.888888888888889)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.757894736842105)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.84375)","(20.0, 30.0, 27.774193548387096)","(13.0, 16.5, 14.256410256410255)","(8.0, 16.5, 15.088235294117647)"
12-01-2023 11:23:01.503506,"(2.35, 2.9, 2.84375)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.757894736842105)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.84375)","(20.0, 30.0, 27.774193548387096)","(13.0, 16.5, 14.511363636363637)","(8.0, 16.5, 15.088235294117647)"
12-01-2023 11:23:02.586284,"(2.35, 2.88, 2.8466666666666667)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.757894736842105)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.84375)","(20.0, 30.0, 28.08)","(13.0, 16.5, 14.256410256410255)","(8.0, 16.5, 15.088235294117647)"
12-01-2023 11:23:03.716094,"(2.35, 2.88, 2.8466666666666667)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.756521739130434)","(4.0, 4.7, 4.537209302325581)","(7.0, 11.5, 10.84375)","(20.0, 30.0, 28.125)","(13.0, 16.5, 14.256410256410255)","(8.0, 16.5, 15.088235294117647)"
12-01-2023 11:23:04.875322,"(2.35, 2.88, 2.87)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.756521739130434)","(4.0, 4.7, 4.449999999999999)","(7.0, 11.5, 10.675)","(20.0, 30.0, 28.08)","(13.0, 16.5, 14.511363636363637)","(8.0, 16.5, 14.9)"
12-01-2023 11:23:06.066466,"(2.35, 2.88, 2.87)","(20.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.6899999999999995)","(4.0, 4.6, 4.449999999999999)","(7.0, 11.5, 10.675)","(20.0, 30.0, 28.08)","(13.0, 16.5, 14.256410256410255)","(8.0, 16.5, 15.22)"
12-01-2023 11:23:07.263028,"(2.45, 2.88, 2.8657142857142857)","(19.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.917647058823529)","(4.0, 4.6, 4.5)","(7.0, 11.5, 10.675)","(20.0, 30.0, 28.08)","(12.0, 16.5, 14.197368421052632)","(8.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:08.418728,"(2.45, 2.88, 2.8049999999999997)","(19.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.917647058823529)","(4.0, 4.6, 4.5)","(7.0, 11.5, 10.675)","(20.0, 30.0, 28.08)","(12.0, 16.5, 14.511363636363637)","(8.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:09.517009,"(2.45, 2.88, 2.79578947368421)","(19.0, 29.0, 26.058823529411764)","(5.5, 8.2, 7.917647058823529)","(4.0, 4.6, 4.5)","(7.0, 11.5, 10.9)","(20.0, 30.0, 28.08)","(12.0, 16.5, 14.465116279069768)","(8.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:10.630282,"(2.4, 2.86, 2.8018181818181818)","(20.0, 29.0, 26.058823529411764)","(6.0, 8.2, 7.917647058823529)","(3.9, 4.6, 4.5)","(7.5, 11.5, 11.227272727272727)","(21.0, 30.0, 28.08)","(12.0, 16.5, 14.197368421052632)","(9.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:11.727164,"(2.4, 2.86, 2.8018181818181818)","(20.0, 29.0, 26.153846153846153)","(6.0, 8.2, 7.917647058823529)","(3.9, 4.6, 4.5)","(7.5, 11.5, 11.227272727272727)","(21.0, 30.0, 28.08)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:12.857983,"(2.4, 2.86, 2.793333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.917647058823529)","(3.9, 4.6, 4.5)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.08)","(12.0, 16.5, 14.465116279069768)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:14.032345,"(2.4, 2.86, 2.793333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.955555555555555)","(3.9, 4.6, 4.428571428571429)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.08)","(12.0, 16.5, 14.197368421052632)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:15.193982,"(2.4, 2.86, 2.793333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.955555555555555)","(3.9, 4.6, 4.428571428571429)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.125)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:16.306299,"(2.4, 2.84, 2.813333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.912)","(3.9, 4.6, 4.428571428571429)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.125)","(12.0, 16.5, 14.465116279069768)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:17.435883,"(2.4, 2.84, 2.813333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.912)","(3.9, 4.6, 4.428571428571429)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.125)","(12.0, 16.5, 14.197368421052632)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:18.532363,"(2.4, 2.84, 2.813333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.912)","(3.9, 4.6, 4.484615384615385)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.125)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:19.740733,"(2.4, 2.84, 2.813333333333333)","(20.0, 28.0, 26.153846153846153)","(6.0, 8.2, 7.857142857142857)","(3.9, 4.6, 4.433333333333334)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.125)","(12.0, 16.5, 14.197368421052632)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:21.104280,"(2.4, 2.84, 2.79)","(20.0, 28.0, 25.647058823529413)","(6.0, 8.2, 7.88695652173913)","(3.9, 4.6, 4.485714285714286)","(7.5, 11.5, 11.35)","(21.0, 30.0, 28.125)","(12.0, 16.5, 14.197368421052632)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:22.327033,"(2.4, 2.84, 2.79)","(20.0, 28.0, 25.142857142857142)","(6.0, 8.2, 7.88695652173913)","(3.9, 4.7, 4.5)","(7.5, 11.5, 11.05)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.197368421052632)","(9.0, 16.5, 15.22)"
12-01-2023 11:23:23.832243,"(2.4, 2.82, 2.802222222222222)","(20.0, 28.0, 25.142857142857142)","(6.0, 8.2, 7.819999999999999)","(3.9, 4.6, 4.546666666666667)","(7.5, 13.5, 11.421052631578947)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:25.218651,"(2.4, 2.82, 2.7800000000000002)","(20.0, 28.0, 25.142857142857142)","(6.0, 8.2, 7.819999999999999)","(3.9, 4.6, 4.565217391304348)","(7.5, 13.0, 11.636363636363637)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.26923076923077)"
12-01-2023 11:23:26.355343,"(2.4, 2.82, 2.7800000000000002)","(20.0, 28.0, 25.142857142857142)","(6.0, 8.2, 7.817391304347826)","(3.9, 4.6, 4.6)","(7.5, 12.0, 11.636363636363637)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:27.471306,"(2.4, 2.82, 2.7800000000000002)","(20.0, 28.0, 25.066666666666666)","(6.0, 8.2, 7.613333333333333)","(3.9, 4.7, 4.530769230769231)","(7.5, 12.0, 11.636363636363637)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.256410256410255)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:28.537895,"(2.4, 2.82, 2.805454545454545)","(20.0, 28.0, 25.066666666666666)","(6.0, 8.2, 7.613333333333333)","(3.9, 4.7, 4.530769230769231)","(7.5, 12.0, 11.636363636363637)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.256410256410255)","(9.0, 16.5, 15.314814814814815)"
12-01-2023 11:23:29.848954,"(2.4, 2.82, 2.7933333333333334)","(20.0, 28.0, 25.066666666666666)","(6.0, 8.2, 7.823529411764706)","(3.9, 4.7, 4.616666666666667)","(7.5, 12.0, 11.636363636363637)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.511363636363637)","(9.0, 16.5, 15.22)"
12-01-2023 11:23:31.092656,"(2.4, 2.86, 2.8496774193548386)","(20.0, 28.0, 25.066666666666666)","(6.0, 8.0, 7.5200000000000005)","(3.9, 4.7, 4.793939393939394)","(7.5, 12.0, 11.285714285714285)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 14.256410256410255)","(9.0, 16.5, 14.617647058823529)"
12-01-2023 11:23:32.301309,"(2.4, 2.86, 2.846461538461538)","(20.0, 28.0, 24.8)","(6.0, 8.0, 7.492307692307692)","(3.9, 4.8, 4.77)","(7.5, 12.0, 11.058823529411764)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.5, 15.6)","(9.0, 16.5, 14.617647058823529)"
12-01-2023 11:23:33.510109,"(2.4, 2.86, 2.846461538461538)","(20.0, 28.0, 24.8)","(6.0, 8.0, 7.492307692307692)","(3.9, 4.8, 4.782857142857143)","(7.5, 12.0, 11.058823529411764)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 15.8)","(9.0, 16.5, 14.722222222222221)"
12-01-2023 11:23:34.705714,"(2.4, 2.86, 2.8545762711864406)","(20.0, 28.0, 24.8)","(6.0, 8.0, 7.504347826086957)","(3.9, 4.8, 4.782857142857143)","(7.5, 12.0, 11.2)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 14.9)","(9.0, 16.5, 14.722222222222221)"
12-01-2023 11:23:35.862459,"(2.4, 2.84, 2.838)","(20.0, 28.0, 24.8)","(6.0, 8.0, 7.72)","(3.9, 4.8, 4.782857142857143)","(7.5, 12.0, 11.0)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 14.275862068965518)","(9.0, 16.5, 14.722222222222221)"
12-01-2023 11:23:36.945135,"(2.4, 2.84, 2.838095238095238)","(20.0, 28.0, 25.142857142857142)","(6.0, 7.8, 7.72)","(3.9, 4.8, 4.882352941176471)","(7.5, 12.0, 11.0)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 14.275862068965518)","(9.0, 16.5, 14.617647058823529)"
12-01-2023 11:23:38.022850,"(2.4, 2.86, 2.850625)","(20.0, 28.0, 26.285714285714285)","(6.0, 7.8, 7.72)","(3.9, 4.9, 4.882352941176471)","(7.5, 12.0, 11.0)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 14.45)","(9.0, 16.5, 14.595238095238095)"
12-01-2023 11:23:39.136516,"(2.4, 2.86, 2.849655172413793)","(20.0, 29.0, 26.352941176470587)","(6.0, 7.8, 7.72)","(3.9, 4.9, 4.85945945945946)","(7.5, 12.0, 11.384615384615385)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 14.176470588235293)","(9.0, 16.5, 14.595238095238095)"
12-01-2023 11:23:40.140740,"(2.4, 2.84, 2.8384)","(20.0, 29.0, 26.0)","(6.0, 7.8, 7.72)","(3.9, 4.9, 4.85945945945946)","(7.5, 12.0, 11.384615384615385)","(21.0, 30.0, 27.964285714285715)","(12.0, 16.0, 14.176470588235293)","(9.0, 16.5, 14.595238095238095)"
12-01-2023 11:23:41.183279,"(2.4, 2.84, 2.835)","(20.0, 29.0, 26.0)","(6.0, 7.8, 7.72)","(3.9, 4.9, 4.85945945945946)","(7.5, 12.0, 11.384615384615385)","(21.0, 30.0, 27.964285714285715)","(12.0, 15.5, 14.397058823529411)","(9.0, 16.5, 14.595238095238095)"
