,King Of All,Honest Thief,Im Indigo,Lektra Sammy,Suntanned,Reel It In,Shanias Dream,Diva Dot
12-01-2023 11:16:49.131577,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 10.485714285714286)"
12-01-2023 11:16:50.315358,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 10.485714285714286)"
12-01-2023 11:16:51.448916,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 10.485714285714286)"
12-01-2023 11:16:52.662522,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:53.876062,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:55.068029,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.04)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 13.2)"
12-01-2023 11:16:56.288511,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.6, 6.4)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 11.933333333333334)"
12-01-2023 11:16:57.490396,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.4, 6.4)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 11.933333333333334)"
12-01-2023 11:16:58.673726,"(2.7, 3.15, 3.0149999999999997)","(17.0, 46.0, 27.0)","(5.5, 8.4, 6.4)","(5.0, 5.9, 5.166666666666667)","(5.0, 8.4, 6.788888888888889)","(17.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 11.933333333333334)"
12-01-2023 11:16:59.830605,"(2.8, 3.15, 3.0149999999999997)","(18.0, 46.0, 27.0)","(5.5, 8.4, 6.4)","(5.0, 5.9, 5.800000000000001)","(5.0, 8.4, 6.788888888888889)","(18.0, 44.0, 27.666666666666664)","(15.0, 32.0, 23.5)","(5.0, 17.0, 11.933333333333334)"
12-01-2023 11:17:00.968249,"(2.8, 3.15, 3.0149999999999997)","(18.0, 46.0, 27.0)","(5.5, 8.4, 6.9)","(5.0, 5.9, 5.800000000000001)","(5.0, 8.4, 6.066666666666666)","(18.0, 44.0, 37.0)","(15.0, 32.0, 25.2)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:02.164890,"(2.8, 3.2, 3.0933333333333333)","(18.0, 46.0, 27.0)","(5.5, 8.4, 6.9)","(5.0, 5.9, 5.800000000000001)","(5.0, 8.4, 6.066666666666666)","(18.0, 44.0, 31.75)","(15.0, 32.0, 25.2)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:03.376133,"(2.8, 3.2, 2.951111111111111)","(18.0, 46.0, 24.625)","(5.5, 8.4, 7.82)","(5.0, 5.9, 5.800000000000001)","(5.0, 8.4, 6.775)","(18.0, 44.0, 31.200000000000003)","(15.0, 32.0, 18.642857142857142)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:04.637273,"(2.8, 3.2, 2.951111111111111)","(18.0, 44.0, 37.5)","(5.5, 8.4, 7.28)","(5.0, 5.9, 5.800000000000001)","(5.0, 8.4, 6.8375)","(18.0, 44.0, 35.400000000000006)","(15.0, 32.0, 24.0)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:05.894997,"(2.8, 3.2, 2.951111111111111)","(18.0, 42.0, 26.333333333333332)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.800000000000001)","(5.0, 8.4, 7.4)","(18.0, 42.0, 26.25)","(15.0, 30.0, 24.0)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:07.062429,"(2.8, 3.2, 2.951111111111111)","(18.0, 42.0, 26.333333333333332)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.814285714285715)","(5.0, 8.0, 7.446153846153846)","(18.0, 42.0, 24.0)","(15.0, 30.0, 18.0)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:08.243597,"(2.8, 3.2, 2.951111111111111)","(18.0, 42.0, 21.11111111111111)","(5.5, 8.4, 7.466666666666667)","(5.0, 5.9, 5.814285714285715)","(5.0, 8.0, 7.446153846153846)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 17.142857142857142)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:09.502186,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 22.083333333333332)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.0, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:10.750497,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 22.083333333333332)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 17.142857142857142)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:11.937672,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 22.083333333333332)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:13.096515,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.25)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:14.291962,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 26.35)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:15.518660,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 30.9)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:16.724903,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 20.5)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:17.970106,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 20.964285714285715)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:19.174881,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 28.413043478260867)","(5.5, 8.4, 6.533333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:20.391355,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 23.75)","(5.5, 8.2, 6.033333333333333)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 17.142857142857142)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:21.587141,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 28.413043478260867)","(5.5, 8.2, 6.3999999999999995)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:22.803553,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 24.705882352941178)","(5.5, 8.0, 6.3999999999999995)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:24.095459,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.3999999999999995)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:25.344921,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:26.555393,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 7.8, 7.576470588235294)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:27.745423,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.275)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:29.026078,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.275)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:30.235576,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.466666666666667)","(5.0, 5.9, 5.35)","(5.0, 8.4, 6.96)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:31.451132,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 7.254054054054054)","(5.0, 5.9, 5.35)","(5.0, 7.8, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 17.142857142857142)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:32.729790,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 7.254054054054054)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:34.029841,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.2)"
12-01-2023 11:17:35.227742,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.45)"
12-01-2023 11:17:36.400158,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.5, 12.84)"
12-01-2023 11:17:37.606768,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 18.0, 12.84)"
12-01-2023 11:17:38.877210,"(2.8, 3.2, 2.951111111111111)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 18.0, 12.066666666666666)"
12-01-2023 11:17:40.161527,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.3)"
12-01-2023 11:17:41.409718,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 16.615384615384617)","(5.0, 17.0, 13.3)"
12-01-2023 11:17:42.585523,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.35)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 30.0, 17.75)","(5.0, 17.0, 11.244444444444444)"
12-01-2023 11:17:43.778840,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.8)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 29.0, 19.666666666666668)","(5.0, 17.0, 11.244444444444444)"
12-01-2023 11:17:44.970667,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 18.625)","(5.0, 17.0, 11.244444444444444)"
12-01-2023 11:17:46.131025,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.9, 5.35)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 18.625)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:47.292715,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.9, 5.66)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:48.505522,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.9, 4.975)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:49.649629,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.8, 4.8031250000000005)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:50.902833,"(2.8, 3.2, 3.0707692307692307)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.8, 4.925)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:52.223461,"(2.8, 3.2, 3.088)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.425000000000001)","(5.0, 5.6, 4.904347826086957)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:53.532800,"(2.8, 3.2, 3.088)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.6, 5.3875)","(5.0, 8.4, 7.28888888888889)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:54.911748,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 7.630769230769231)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.733333333333334)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:56.160961,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 7.733333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.392857142857142)","(5.0, 17.0, 12.066666666666666)"
12-01-2023 11:17:57.609928,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 7.7846153846153845)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 11.24)"
12-01-2023 11:17:58.857239,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 12.200000000000001)"
12-01-2023 11:18:00.111750,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 12.200000000000001)"
12-01-2023 11:18:01.268454,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 14.933333333333334)"
12-01-2023 11:18:02.399031,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.3875)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.5, 11.511111111111111)"
12-01-2023 11:18:03.535432,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.5, 13.4)"
12-01-2023 11:18:04.788524,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 13.4)"
12-01-2023 11:18:06.020188,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 13.4)"
12-01-2023 11:18:07.247843,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.53)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 17.321428571428573)","(5.0, 17.0, 13.4)"
12-01-2023 11:18:08.640436,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.857142857142858)","(5.0, 17.0, 14.0)"
12-01-2023 11:18:09.845013,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 18.823529411764707)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:11.329486,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 16.857142857142858)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:12.503191,"(2.8, 3.2, 2.92)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.2)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:13.678353,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.2)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:14.813343,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 18.823529411764707)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:16.011045,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 8.189473684210526)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 19.205882352941178)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:17.219948,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.2)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 19.205882352941178)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:18.444261,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.5)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.6, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 19.205882352941178)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:19.582854,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.571428571428571)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:20.664571,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.65)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:21.853615,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 8.0, 6.8545454545454545)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:23.005839,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 6.983333333333333)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:24.189739,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 7.3545454545454545)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 11.375)"
12-01-2023 11:18:25.604667,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 6.75)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 10.9375)"
12-01-2023 11:18:26.743463,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 6.75)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 13.125)"
12-01-2023 11:18:27.834064,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 6.75)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 13.416666666666668)"
12-01-2023 11:18:28.978709,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 6.75)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 13.416666666666668)"
12-01-2023 11:18:30.040826,"(2.8, 3.2, 2.948)","(18.0, 40.0, 29.6)","(5.5, 7.8, 6.75)","(5.0, 5.5, 5.394117647058824)","(5.0, 8.4, 7.233333333333333)","(18.0, 42.0, 24.857142857142858)","(15.0, 28.0, 20.525)","(5.0, 17.5, 15.05)"
