,Homebush Stella,Goldstar Yankee,Homebush Cardi,Pretty Orson,Rocket Queen,Amuri Early,Mustard Custard,Goldstar Tommy
09-01-2023 09:07:44.460417,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:45.518371,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:46.568089,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:47.685115,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:48.746229,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:49.821697,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:50.879006,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:51.900252,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:52.880926,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:53.833329,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:54.799523,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:55.822931,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:56.896171,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:58.012488,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:07:59.055403,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:00.200293,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 13.125)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:01.229067,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:02.226115,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:03.254762,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:04.257540,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:05.282318,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.6308510638297875)"
09-01-2023 09:08:06.304327,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 10.0, 7.375531914893617)"
09-01-2023 09:08:07.351983,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:08.387008,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:09.458403,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:10.520416,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:11.515599,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:12.542208,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:13.565690,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:14.595050,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:15.593668,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:16.661909,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:17.652772,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:18.888265,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:19.854866,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:20.856685,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:21.906236,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:22.966542,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:24.010393,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.65625)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:25.120036,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.5, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:26.288188,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:27.335861,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:28.342848,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:29.320140,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:30.352757,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:31.335026,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:32.332400,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:33.354203,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:34.418541,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:35.441854,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:36.501342,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:37.515429,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:38.498373,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:39.479853,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:40.444826,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:41.440570,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:42.458923,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:43.569575,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:44.624904,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:45.648170,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:46.784183,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:47.936974,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:49.014130,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 313.1666666666667)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:50.071224,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 370.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:51.097557,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:52.098930,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:53.132498,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:54.137048,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:55.248154,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:56.272863,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 9.9375)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:57.327737,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 12.0, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:58.304957,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:08:59.277680,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:00.250571,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:01.232887,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:02.248691,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:03.211234,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:04.165664,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:05.188632,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:06.186863,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 7.375531914893617)"
09-01-2023 09:09:07.240376,"(5.5, 19.5, 13.620000000000001)","(4.0, 13.0, 9.382558139534884)","(5.0, 19.0, 10.1875)","(13.0, 150.0, 76.94117647058823)","(4.0, 11.5, 8.98125)","(11.0, 65.0, 58.866666666666674)","(31.0, 320.0, 271.5)","(3.8, 9.6, 8.274324324324326)"
