,Whata Reactor,Little Auckland,Lurking,Eastbro Tex,Gulmarg,Whata Challenge,The Crom,Caught Out,Nevaevabend
07-12-2022 20:48:57.187123,"(2.8, 4.0, 3.41)","(51.0, 140.0, 124.0)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:48:58.382808,"(2.8, 4.0, 3.41)","(51.0, 140.0, 110.0)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:48:59.682450,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:01.055070,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:02.358481,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:03.640847,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:04.866108,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:06.190516,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:07.545857,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:08.893254,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:10.110904,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:11.284729,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 33.85714285714286)"
07-12-2022 20:49:12.457950,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:13.648326,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 9.35)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:14.844146,"(2.8, 4.0, 3.41)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.399999999999999)","(4.2, 6.0, 4.859999999999999)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:16.063303,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 9.4, 8.966666666666667)","(4.2, 6.0, 5.2875)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:17.547225,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.1)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:18.955597,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.228571428571429)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:20.269426,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.228571428571429)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:21.831972,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:23.192452,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:24.729186,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:26.265131,"(2.8, 4.0, 3.705)","(51.0, 140.0, 114.28571428571429)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:27.673637,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:29.167612,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:30.485094,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:31.805513,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:33.131197,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:34.470162,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:35.975521,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:37.371851,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:38.733843,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:40.047362,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:41.283653,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:42.568915,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:43.874987,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:45.191942,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:46.481068,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:47.904147,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:49.148613,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:50.483183,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:51.729415,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:52.932378,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:54.219503,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:55.441937,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:56.637944,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:57.910477,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:49:59.179025,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:00.482057,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:01.806178,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:03.066780,"(2.8, 4.0, 3.705)","(51.0, 140.0, 115.71428571428571)","(4.6, 6.2, 5.514285714285714)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 23.0)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:04.368900,"(2.8, 4.0, 3.705)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.2, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:05.646562,"(2.8, 4.0, 3.705)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:06.976646,"(2.8, 4.0, 3.705)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:08.420688,"(2.8, 4.0, 3.705)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.866666666666666)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:09.758534,"(2.8, 4.0, 3.705)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.2, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:11.049285,"(2.8, 3.95, 3.24375)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:12.570072,"(2.8, 3.9, 3.63)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:14.095534,"(2.8, 3.9, 3.63)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:15.485671,"(2.8, 3.9, 3.63)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:16.932746,"(2.8, 3.9, 3.63)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:18.246205,"(2.8, 3.9, 3.597142857142857)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.433333333333334)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:19.830855,"(2.8, 3.9, 3.597142857142857)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.314285714285714)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:21.408041,"(2.8, 3.9, 3.6399999999999997)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.314285714285714)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:22.898102,"(2.8, 3.9, 3.6399999999999997)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.314285714285714)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:24.324391,"(2.8, 3.9, 3.6399999999999997)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:25.696326,"(2.8, 3.9, 3.6399999999999997)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:27.072819,"(2.8, 3.9, 3.6399999999999997)","(51.0, 140.0, 86.66666666666667)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:28.348263,"(2.8, 3.9, 3.6399999999999997)","(51.0, 140.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:29.616881,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:30.897660,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:32.298367,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
07-12-2022 20:50:33.645514,"(2.8, 3.9, 3.6399999999999997)","(51.0, 90.0, 75.0)","(4.6, 6.0, 5.3)","(21.0, 42.0, 24.857142857142858)","(5.5, 9.0, 7.714285714285714)","(19.0, 38.0, 27.09090909090909)","(6.5, 10.5, 8.966666666666667)","(4.2, 6.0, 5.5)","(21.0, 40.0, 32.833333333333336)"
