,Black Wood,Skylark Tiara,Magic Madness,Shes Sleek,Big Wednesday,Summer Classic,Corn Cob
10-01-2023 14:40:12.689273,"(1.55, 2.34, 1.7507142857142857)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.2727272727272725)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:13.847569,"(1.55, 2.34, 1.6433333333333333)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:15.050082,"(1.55, 2.34, 1.6433333333333333)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:16.263770,"(1.55, 2.34, 1.96)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:17.459602,"(1.55, 2.34, 1.96)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:18.613456,"(1.55, 2.34, 1.7507142857142857)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:19.645898,"(1.55, 2.34, 1.7507142857142857)","(41.0, 380.0, 268.0)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 57.86666666666667)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:20.782680,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 217.0)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.2727272727272725)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:22.021238,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 217.0)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:23.235384,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 217.0)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:24.446207,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 217.0)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:25.647406,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:26.891256,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:28.177446,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:29.402891,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:30.628456,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:31.932913,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:33.194895,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:34.391629,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:35.661786,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:36.938563,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:38.157239,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 56.0)","(6.0, 11.0, 6.2727272727272725)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:39.273282,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:40.434503,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:41.695724,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:42.945766,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:44.680347,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 230.66666666666669)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:46.353530,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 380.0, 177.0769230769231)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:47.897851,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 217.0)","(41.0, 390.0, 177.0769230769231)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:49.526243,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:50.797823,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:52.049780,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:53.292768,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:54.605774,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:55.843301,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:57.154587,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:58.365447,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:40:59.549831,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 206.8235294117647)","(41.0, 390.0, 167.57142857142858)","(21.0, 100.0, 53.800000000000004)","(6.0, 11.0, 7.0)","(21.0, 100.0, 55.5625)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:00.745462,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 217.0)","(41.0, 390.0, 217.0)","(21.0, 100.0, 65.0)","(6.0, 11.0, 7.0)","(21.0, 100.0, 67.08333333333333)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:02.044566,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 217.0)","(41.0, 390.0, 217.0)","(21.0, 100.0, 65.0)","(6.0, 11.0, 7.0)","(21.0, 100.0, 67.08333333333333)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:03.398964,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 217.0)","(41.0, 390.0, 217.0)","(21.0, 100.0, 65.0)","(6.0, 11.0, 7.0)","(21.0, 100.0, 67.08333333333333)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:04.708522,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 217.0)","(41.0, 390.0, 217.0)","(21.0, 100.0, 65.0)","(6.0, 11.0, 7.0)","(21.0, 100.0, 67.08333333333333)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:05.999175,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 101.66666666666666)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 65.0)","(6.0, 11.0, 7.0)","(21.0, 100.0, 67.08333333333333)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:07.482791,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 65.0)","(6.0, 11.0, 7.0)","(21.0, 100.0, 35.0)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:09.010499,"(1.55, 2.34, 1.6433333333333333)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.363636363636364)","(21.0, 100.0, 35.0)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:10.386831,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.833333333333333)","(21.0, 100.0, 35.0)","(2.7, 4.1, 3.0733333333333333)"
10-01-2023 14:41:11.702496,"(1.55, 2.34, 1.7507142857142857)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 7.0)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:13.029063,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 7.571428571428571)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:14.303964,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 7.571428571428571)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:15.561601,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 7.571428571428571)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:16.794379,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:18.012329,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:19.245559,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:20.501834,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:21.747205,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:22.953935,"(1.55, 2.34, 1.8816666666666668)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:24.136644,"(1.55, 2.34, 1.933)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:25.374371,"(1.55, 2.34, 1.8676470588235294)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:26.648981,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:27.894148,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:29.157132,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:30.430045,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:31.688872,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:32.808374,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:34.059384,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:35.241193,"(1.55, 2.34, 1.6800000000000002)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:36.492571,"(1.55, 2.34, 1.9)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:37.755162,"(1.55, 2.34, 2.0232)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:38.909978,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:40.016136,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:41.100033,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:42.264319,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:43.809805,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:45.081628,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:46.304733,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:47.544300,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:48.680981,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:49.859643,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:51.223287,"(1.55, 2.34, 1.8805882352941174)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:52.586178,"(1.55, 2.34, 1.9549999999999998)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:53.766379,"(1.55, 2.34, 1.893529411764706)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 78.05555555555556)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:54.918333,"(1.55, 2.34, 1.7166666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.833333333333336)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:56.200269,"(1.55, 2.34, 1.7166666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.833333333333336)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:57.406452,"(1.55, 2.34, 1.7166666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.833333333333336)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:58.729987,"(1.55, 2.34, 1.7166666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.833333333333336)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:41:59.956911,"(1.55, 2.34, 1.7166666666666666)","(41.0, 390.0, 103.33333333333334)","(41.0, 390.0, 103.33333333333334)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 78.05555555555556)","(2.7, 4.1, 2.7800000000000002)"
10-01-2023 14:42:01.265190,"(1.55, 2.34, 1.7166666666666666)","(41.0, 390.0, 132.0)","(41.0, 390.0, 132.0)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 35.0)","(2.7, 4.1, 3.3600000000000003)"
10-01-2023 14:42:02.864579,"(1.55, 2.34, 1.6764999999999999)","(41.0, 390.0, 183.6)","(41.0, 390.0, 183.6)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 56.666666666666664)","(2.7, 4.0, 3.3600000000000003)"
10-01-2023 14:42:04.596873,"(1.55, 2.32, 1.6764999999999999)","(41.0, 390.0, 183.6)","(41.0, 390.0, 183.6)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 56.666666666666664)","(2.7, 4.0, 3.3600000000000003)"
10-01-2023 14:42:06.578434,"(1.55, 2.32, 1.7566666666666666)","(41.0, 390.0, 183.6)","(41.0, 390.0, 183.6)","(21.0, 100.0, 36.666666666666664)","(6.0, 11.0, 6.818181818181818)","(21.0, 100.0, 56.666666666666664)","(2.7, 4.0, 3.3600000000000003)"
