,Wilgunya Scott,Bonbon Fire,Heres Caza,Edge Gambler,Bomber Stan,Shes A Sully,Dandy Gambler,Extreme Measures
12-01-2023 12:24:18.817082,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:20.079152,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:21.302517,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:22.494854,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:23.633996,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:24.713519,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:25.739484,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:26.774980,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:27.811054,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:28.855966,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:29.940589,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:31.048783,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:32.150984,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:33.182031,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:34.277012,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:35.350540,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:36.433666,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:37.497169,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:38.541715,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:39.664821,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:40.824547,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:41.981711,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:43.130695,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:44.248612,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:45.344672,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:46.413824,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:47.440298,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:48.457216,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:49.477666,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:50.546739,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:51.682973,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:52.821626,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:53.993839,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:55.125050,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:56.215815,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:57.268783,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:58.312839,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:24:59.367416,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:00.389234,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:01.529833,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:02.669762,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:04.029487,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:05.361292,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:06.713008,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:08.132490,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:09.338324,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:10.512901,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:11.569508,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:12.582236,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:13.722757,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:14.892109,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:16.049468,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:17.151448,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:18.245483,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:19.323957,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:20.391946,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:21.423936,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:22.789286,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:23.908114,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:25.165601,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:26.226269,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:27.264513,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:28.344912,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:29.356761,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:30.340481,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:31.353071,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:32.422818,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:33.466604,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:34.497664,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 5.4)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:35.567811,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:36.617366,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:37.645543,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:38.585285,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:39.534769,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:40.521180,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:41.542239,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:42.615800,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:43.952925,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:45.062682,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:46.075989,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
12-01-2023 12:25:47.372494,"(21.0, 50.0, 44.82142857142857)","(3.9, 6.6, 5.4)","(21.0, 55.0, 48.96551724137931)","(2.2, 3.5, 2.3477777777777775)","(4.8, 9.8, 7.2857142857142865)","(6.0, 10.5, 10.063106796116504)","(21.0, 65.0, 57.14285714285714)","(11.0, 32.0, 25.166666666666668)"
