,Oovii,Dragons Snip,Mishani Promise,Mishani Twilight,Mishani Tycoon,Mishani Valour,Leibert Lass,Mishani Diamond,Paris Art
06-01-2023 11:46:27.959683,"(2.6, 2.76, 2.7439999999999998)","(6.0, 7.6, 6.866666666666666)","(31.0, 70.0, 46.0)","(3.7, 4.9, 4.675)","(8.0, 18.0, 14.75)","(20.0, 50.0, 40.0)","(8.0, 8.8, 8.604255319148935)","(26.0, 50.0, 38.0)","(11.0, 20.0, 17.833333333333332)"
06-01-2023 11:46:29.246713,"(2.6, 2.76, 2.7439999999999998)","(6.0, 7.8, 6.866666666666666)","(31.0, 70.0, 46.0)","(3.7, 4.9, 4.78)","(8.0, 18.0, 15.833333333333332)","(20.0, 50.0, 40.0)","(8.0, 8.8, 8.440579710144927)","(26.0, 50.0, 38.0)","(11.0, 20.0, 17.833333333333332)"
06-01-2023 11:46:30.498054,"(2.6, 2.76, 2.7439999999999998)","(6.0, 7.6, 6.942857142857143)","(31.0, 70.0, 45.0)","(3.7, 4.9, 4.78)","(8.0, 18.0, 16.375)","(20.0, 50.0, 40.0)","(8.0, 8.6, 8.440579710144927)","(26.0, 50.0, 38.0)","(11.0, 20.0, 18.916666666666664)"
06-01-2023 11:46:31.708359,"(2.6, 2.76, 2.7439999999999998)","(6.0, 7.8, 7.333333333333333)","(31.0, 70.0, 45.0)","(3.7, 4.9, 4.65)","(8.0, 18.0, 15.75)","(20.0, 50.0, 38.63636363636364)","(8.0, 8.6, 8.440579710144927)","(26.0, 50.0, 36.5)","(11.0, 20.0, 17.25)"
06-01-2023 11:46:32.976121,"(2.6, 2.76, 2.742857142857143)","(6.0, 7.6, 7.333333333333333)","(31.0, 70.0, 55.0)","(3.7, 4.9, 4.7)","(8.0, 18.0, 15.75)","(20.0, 50.0, 43.75)","(8.0, 8.6, 8.440579710144927)","(26.0, 44.0, 36.0)","(11.0, 20.0, 17.25)"
06-01-2023 11:46:34.116006,"(2.6, 2.76, 2.742857142857143)","(6.0, 7.6, 6.896774193548387)","(31.0, 70.0, 45.0)","(3.7, 4.9, 4.72)","(8.0, 18.0, 15.75)","(20.0, 50.0, 38.63636363636364)","(8.0, 8.6, 8.035714285714286)","(26.0, 42.0, 36.0)","(11.0, 20.0, 17.25)"
06-01-2023 11:46:35.280409,"(2.6, 2.76, 2.742857142857143)","(6.0, 7.8, 7.257142857142857)","(31.0, 70.0, 55.0)","(3.7, 4.9, 4.8100000000000005)","(8.0, 18.0, 16.25)","(20.0, 50.0, 44.44444444444444)","(8.0, 8.4, 8.061538461538461)","(26.0, 42.0, 35.0)","(11.0, 20.0, 18.0)"
06-01-2023 11:46:36.466872,"(2.6, 2.76, 2.748571428571428)","(6.0, 7.6, 7.257142857142857)","(31.0, 70.0, 55.0)","(3.7, 4.9, 4.619047619047619)","(8.0, 18.0, 16.333333333333332)","(20.0, 50.0, 38.63636363636364)","(8.0, 8.4, 8.061538461538461)","(26.0, 38.0, 35.0)","(11.0, 20.0, 18.0)"
06-01-2023 11:46:37.662545,"(2.6, 2.76, 2.748333333333333)","(6.0, 7.8, 6.896774193548387)","(31.0, 70.0, 45.0)","(3.7, 5.0, 4.632)","(8.0, 18.0, 16.333333333333332)","(20.0, 50.0, 38.63636363636364)","(8.0, 8.4, 8.061538461538461)","(26.0, 38.0, 35.0)","(11.0, 20.0, 18.0)"
06-01-2023 11:46:39.154557,"(2.6, 2.76, 2.748333333333333)","(6.0, 7.8, 7.0)","(31.0, 70.0, 55.0)","(3.7, 5.0, 4.682758620689655)","(8.0, 18.0, 16.333333333333332)","(20.0, 50.0, 43.75)","(8.0, 8.4, 8.051612903225806)","(26.0, 38.0, 35.0)","(11.0, 20.0, 18.0)"
06-01-2023 11:46:40.723202,"(2.6, 2.76, 2.7355555555555555)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 52.5)","(3.7, 5.0, 4.798245614035087)","(8.0, 18.0, 13.833333333333334)","(20.0, 50.0, 38.888888888888886)","(8.0, 8.4, 7.791549295774647)","(26.0, 38.0, 36.0)","(11.0, 20.0, 19.40909090909091)"
06-01-2023 11:46:42.182773,"(2.6, 2.88, 2.76)","(6.0, 7.8, 7.2615384615384615)","(31.0, 65.0, 55.0)","(3.7, 5.0, 4.904761904761905)","(8.0, 18.5, 13.6)","(20.0, 50.0, 41.66666666666667)","(8.0, 8.0, 7.791549295774647)","(26.0, 38.0, 36.0)","(11.0, 20.0, 20.3)"
06-01-2023 11:46:43.678135,"(2.6, 2.88, 2.77)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.818181818181818)","(8.0, 20.0, 13.6)","(20.0, 50.0, 42.69230769230769)","(8.0, 8.0, 7.791549295774647)","(26.0, 38.0, 36.0)","(11.0, 22.0, 19.5)"
06-01-2023 11:46:45.104162,"(2.6, 2.88, 2.77)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 55.0)","(3.7, 5.0, 4.818181818181818)","(8.0, 20.0, 13.6)","(20.0, 48.0, 44.09090909090909)","(8.0, 8.0, 7.916279069767442)","(26.0, 38.0, 36.0)","(11.0, 22.0, 19.5)"
06-01-2023 11:46:46.484797,"(2.6, 2.88, 2.77)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.833333333333333)","(8.0, 20.0, 14.0)","(20.0, 46.0, 42.27272727272727)","(8.0, 8.0, 7.485714285714286)","(26.0, 38.0, 36.0)","(11.0, 21.0, 15.75)"
06-01-2023 11:46:47.850208,"(2.6, 2.88, 2.765714285714286)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 55.0)","(3.7, 5.0, 4.833333333333333)","(8.0, 20.0, 14.0)","(20.0, 44.0, 40.83333333333333)","(8.0, 7.6, 7.485714285714286)","(26.0, 38.0, 36.0)","(11.0, 21.0, 15.75)"
06-01-2023 11:46:49.107799,"(2.6, 2.88, 2.765714285714286)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.833333333333333)","(8.0, 20.0, 14.0)","(20.0, 44.0, 35.55555555555556)","(8.0, 7.6, 7.3)","(26.0, 38.0, 37.0)","(11.0, 21.0, 18.375)"
06-01-2023 11:46:50.351378,"(2.6, 2.88, 2.765714285714286)","(6.0, 7.8, 7.2615384615384615)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.818181818181818)","(8.0, 20.0, 17.333333333333332)","(20.0, 44.0, 40.785714285714285)","(8.0, 7.6, 7.45)","(26.0, 38.0, 37.42857142857143)","(11.0, 21.0, 18.9)"
06-01-2023 11:46:51.552528,"(2.6, 2.88, 2.81125)","(6.0, 7.8, 7.431578947368421)","(31.0, 70.0, 55.0)","(3.7, 5.0, 4.861111111111111)","(8.0, 20.0, 15.733333333333334)","(20.0, 42.0, 40.785714285714285)","(8.0, 8.8, 7.685714285714285)","(26.0, 38.0, 37.42857142857143)","(11.0, 21.0, 18.2)"
06-01-2023 11:46:52.751020,"(2.6, 2.88, 2.8014285714285716)","(6.0, 7.8, 7.4111111111111105)","(31.0, 70.0, 55.0)","(3.7, 5.0, 4.76)","(8.0, 20.0, 16.375)","(20.0, 42.0, 34.0)","(8.0, 8.6, 7.4363636363636365)","(26.0, 38.0, 37.42857142857143)","(11.0, 20.0, 19.2)"
06-01-2023 11:46:53.875888,"(2.6, 2.88, 2.8014285714285716)","(6.0, 7.8, 7.3)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.866666666666666)","(8.0, 19.5, 13.277777777777779)","(20.0, 40.0, 34.0)","(8.0, 8.6, 7.7)","(26.0, 38.0, 37.42857142857143)","(11.0, 22.0, 18.81818181818182)"
06-01-2023 11:46:55.025536,"(2.6, 2.86, 2.81)","(6.0, 7.8, 7.3)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.8)","(8.0, 19.5, 14.125)","(20.0, 40.0, 30.4)","(8.0, 8.4, 7.466666666666667)","(26.0, 38.0, 37.42857142857143)","(11.0, 22.0, 18.81818181818182)"
06-01-2023 11:46:56.194605,"(2.6, 2.86, 2.81)","(6.0, 7.8, 7.3)","(31.0, 70.0, 46.0)","(3.7, 5.0, 4.8)","(8.0, 19.0, 13.3125)","(20.0, 40.0, 31.0)","(8.0, 8.4, 7.466666666666667)","(26.0, 38.0, 37.42857142857143)","(11.0, 22.0, 18.81818181818182)"
06-01-2023 11:46:57.411054,"(2.6, 2.84, 2.775714285714286)","(6.0, 7.8, 7.3)","(31.0, 70.0, 48.57142857142857)","(3.7, 5.0, 4.7846153846153845)","(8.0, 19.0, 16.5)","(20.0, 40.0, 32.0)","(8.0, 8.4, 7.680000000000001)","(26.0, 38.0, 36.4)","(11.0, 22.0, 18.0)"
06-01-2023 11:46:58.728088,"(2.6, 2.84, 2.7752)","(6.0, 7.8, 7.123076923076923)","(31.0, 70.0, 50.0)","(3.7, 5.0, 4.72)","(8.0, 18.5, 15.5)","(20.0, 40.0, 34.25)","(8.0, 8.4, 7.745454545454545)","(26.0, 42.0, 36.4)","(11.0, 18.5, 18.0625)"
06-01-2023 11:47:00.228636,"(2.6, 2.84, 2.8273684210526313)","(6.0, 7.8, 7.444444444444445)","(31.0, 65.0, 50.0)","(3.7, 5.0, 4.338461538461538)","(8.0, 18.5, 17.25)","(20.0, 38.0, 32.0)","(8.0, 8.2, 7.866666666666666)","(26.0, 42.0, 36.666666666666664)","(11.0, 18.5, 17.75)"
06-01-2023 11:47:01.580060,"(2.6, 2.84, 2.8273684210526313)","(6.0, 7.8, 7.64)","(31.0, 65.0, 52.5)","(3.7, 4.5, 4.428571428571429)","(8.0, 18.5, 14.714285714285714)","(20.0, 38.0, 45.285714285714285)","(8.0, 8.2, 8.075)","(26.0, 42.0, 39.6)","(11.0, 20.0, 19.11764705882353)"
06-01-2023 11:47:02.924067,"(2.6, 2.86, 2.815)","(6.0, 7.8, 7.4799999999999995)","(31.0, 60.0, 52.5)","(3.7, 4.5, 4.433333333333334)","(8.0, 19.0, 17.09090909090909)","(20.0, 50.0, 41.75)","(8.0, 8.2, 8.4)","(26.0, 42.0, 39.6)","(11.0, 20.0, 20.055555555555557)"
06-01-2023 11:47:04.401817,"(2.6, 2.86, 2.776)","(6.0, 7.8, 7.509090909090909)","(31.0, 60.0, 62.22222222222222)","(3.7, 4.5, 4.44)","(8.0, 19.0, 13.857142857142858)","(20.0, 48.0, 41.75)","(8.0, 8.8, 8.440000000000001)","(26.0, 42.0, 39.6)","(11.0, 22.0, 20.25)"
06-01-2023 11:47:05.697799,"(2.6, 2.84, 2.776)","(6.0, 7.8, 7.509090909090909)","(31.0, 65.0, 60.833333333333336)","(3.7, 4.5, 4.44)","(8.0, 19.0, 14.5)","(20.0, 48.0, 41.75)","(8.0, 8.8, 8.371428571428572)","(26.0, 42.0, 41.0)","(11.0, 22.0, 20.157894736842106)"
06-01-2023 11:47:07.137697,"(2.6, 2.84, 2.76)","(6.0, 7.8, 7.509090909090909)","(31.0, 65.0, 61.42857142857143)","(3.7, 4.5, 4.44)","(8.0, 19.0, 14.5)","(20.0, 48.0, 41.75)","(8.0, 8.6, 8.466666666666667)","(26.0, 44.0, 39.0)","(11.0, 22.0, 20.157894736842106)"
06-01-2023 11:47:08.553108,"(2.6, 2.84, 2.76)","(6.0, 7.8, 7.509090909090909)","(31.0, 65.0, 61.42857142857143)","(3.7, 4.5, 4.44)","(8.0, 19.0, 14.5)","(20.0, 48.0, 41.75)","(8.0, 8.6, 8.466666666666667)","(26.0, 44.0, 39.0)","(11.0, 22.0, 20.157894736842106)"
06-01-2023 11:47:10.079678,"(2.6, 2.84, 2.76)","(6.0, 7.8, 7.509090909090909)","(31.0, 65.0, 61.42857142857143)","(3.7, 4.5, 4.447826086956522)","(8.0, 19.0, 15.25)","(20.0, 48.0, 41.75)","(8.0, 8.6, 8.466666666666667)","(26.0, 44.0, 39.0)","(11.0, 22.0, 17.0)"
06-01-2023 11:47:11.492205,"(2.6, 2.78, 2.722857142857143)","(6.0, 7.8, 7.553846153846154)","(31.0, 65.0, 61.42857142857143)","(3.7, 4.5, 4.447826086956522)","(8.0, 19.0, 15.25)","(20.0, 48.0, 41.75)","(8.0, 8.6, 8.466666666666667)","(26.0, 44.0, 39.0)","(11.0, 22.0, 17.0)"
06-01-2023 11:47:12.945494,"(2.6, 2.78, 2.722857142857143)","(6.0, 7.8, 7.4)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.452)","(8.0, 19.0, 15.9)","(20.0, 48.0, 42.11764705882353)","(8.0, 8.6, 8.175)","(26.0, 44.0, 41.85714285714286)","(11.0, 22.0, 17.416666666666668)"
06-01-2023 11:47:14.157986,"(2.6, 2.78, 2.752413793103448)","(6.0, 7.8, 7.4)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.452)","(8.0, 19.5, 15.5)","(20.0, 48.0, 42.11764705882353)","(8.0, 8.4, 8.175)","(26.0, 44.0, 41.85714285714286)","(11.0, 22.0, 17.416666666666668)"
06-01-2023 11:47:15.374762,"(2.6, 2.78, 2.752413793103448)","(6.0, 7.8, 7.56)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.452)","(8.0, 19.5, 15.5)","(20.0, 48.0, 42.11764705882353)","(8.0, 8.4, 8.2)","(26.0, 44.0, 41.85714285714286)","(11.0, 22.0, 17.416666666666668)"
06-01-2023 11:47:16.686707,"(2.6, 2.78, 2.752413793103448)","(6.0, 7.8, 7.6)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.385714285714285)","(8.0, 19.5, 15.5)","(20.0, 48.0, 32.166666666666664)","(8.0, 8.4, 8.142857142857142)","(26.0, 44.0, 40.111111111111114)","(11.0, 22.0, 17.416666666666668)"
06-01-2023 11:47:17.937209,"(2.6, 2.78, 2.730769230769231)","(6.0, 7.8, 7.6)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.385714285714285)","(8.0, 19.5, 15.5)","(20.0, 48.0, 32.166666666666664)","(8.0, 8.2, 8.142857142857142)","(26.0, 44.0, 40.111111111111114)","(11.0, 22.0, 17.416666666666668)"
06-01-2023 11:47:19.232265,"(2.6, 2.78, 2.730769230769231)","(6.0, 7.8, 7.6)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.4)","(8.0, 19.5, 15.5)","(20.0, 48.0, 32.166666666666664)","(8.0, 8.2, 8.142857142857142)","(26.0, 44.0, 40.111111111111114)","(11.0, 22.0, 19.25)"
06-01-2023 11:47:20.582259,"(2.6, 2.78, 2.730769230769231)","(6.0, 7.8, 7.6)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.5, 4.4)","(8.0, 19.5, 15.5)","(20.0, 48.0, 32.166666666666664)","(8.0, 8.2, 8.142857142857142)","(26.0, 44.0, 40.470588235294116)","(11.0, 22.0, 19.833333333333332)"
06-01-2023 11:47:22.099907,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 62.727272727272734)","(3.7, 4.9, 4.45)","(8.0, 19.5, 15.73076923076923)","(20.0, 48.0, 41.75)","(8.0, 8.4, 8.2)","(26.0, 44.0, 40.470588235294116)","(11.0, 22.0, 19.833333333333332)"
06-01-2023 11:47:23.441016,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.55)","(8.0, 19.5, 15.73076923076923)","(20.0, 48.0, 41.75)","(8.0, 8.4, 8.2)","(26.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.07142857142857)"
06-01-2023 11:47:24.760179,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 15.73076923076923)","(20.0, 48.0, 41.75)","(8.0, 8.4, 8.2)","(26.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.07142857142857)"
06-01-2023 11:47:26.067086,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 16.4375)","(20.0, 48.0, 41.75)","(8.0, 8.4, 8.2)","(26.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.07142857142857)"
06-01-2023 11:47:27.412507,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 16.4375)","(20.0, 48.0, 41.75)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.07142857142857)"
06-01-2023 11:47:28.703471,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 16.4375)","(20.0, 48.0, 41.75)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.07142857142857)"
06-01-2023 11:47:29.996849,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:31.309928,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:32.533036,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.65)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:33.755704,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.4)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:34.935507,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:36.077707,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:37.508891,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.1875)"
06-01-2023 11:47:38.783885,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:40.317757,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:41.489894,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:42.611487,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:43.801613,"(2.6, 2.78, 2.7666666666666666)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:45.105495,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:46.478428,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:47.951613,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:49.403715,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:50.990273,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:52.383685,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:53.594541,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:54.798284,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:55.984351,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:57.205544,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:58.444878,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 13.8125)","(20.0, 48.0, 32.166666666666664)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:47:59.645349,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:48:00.891066,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:48:02.152084,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.2)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:48:03.407486,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.1)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:48:04.680128,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.1)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:48:05.966367,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.1)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
06-01-2023 11:48:07.251133,"(2.6, 2.78, 2.7688888888888887)","(6.0, 7.8, 7.56)","(31.0, 65.0, 63.07692307692308)","(3.7, 4.9, 4.6)","(8.0, 19.5, 14.3)","(20.0, 48.0, 38.5)","(7.5, 8.4, 8.1)","(31.0, 44.0, 41.85714285714286)","(11.0, 22.0, 21.35)"
