,Oovii,Dragons Snip,Mishani Promise,Mishani Twilight,Mishani Tycoon,Mishani Valour,Leibert Lass,Mishani Diamond,Paris Art
06-01-2023 11:53:26.065700,"(2.6, 2.8, 2.736842105263158)","(5.0, 6.2, 5.235087719298246)","(31.0, 75.0, 61.5)","(4.2, 5.9, 5.768000000000001)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.583333333333336)"
06-01-2023 11:53:27.208506,"(2.6, 2.8, 2.736842105263158)","(5.0, 6.2, 5.235087719298246)","(31.0, 75.0, 61.5)","(4.2, 5.9, 5.533333333333333)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.583333333333336)"
06-01-2023 11:53:28.391341,"(2.6, 2.8, 2.736842105263158)","(5.0, 6.2, 5.235087719298246)","(31.0, 75.0, 61.5)","(4.2, 5.7, 5.451851851851852)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.583333333333336)"
06-01-2023 11:53:29.596416,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.84)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.533333333333333)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.25)"
06-01-2023 11:53:30.826821,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.9)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.533333333333333)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.35)"
06-01-2023 11:53:32.052488,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.5636363636363635)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.533333333333333)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.35)"
06-01-2023 11:53:33.315138,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.5636363636363635)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.533333333333333)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.35)"
06-01-2023 11:53:34.503983,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.7)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.533333333333333)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.35)"
06-01-2023 11:53:35.682850,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.901818181818181)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.199999999999999)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.166666666666664)"
06-01-2023 11:53:36.974174,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.199999999999999)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 41.375)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.166666666666664)"
06-01-2023 11:53:38.198542,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.199999999999999)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.5)"
06-01-2023 11:53:39.374284,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.35)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:40.549990,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.35)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:41.757133,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.35)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:43.137387,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 61.5)","(4.2, 5.6, 5.35)","(8.0, 16.0, 13.157894736842106)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:44.436880,"(2.6, 2.8, 2.745454545454545)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 66.0)","(4.2, 5.6, 5.451851851851852)","(8.0, 16.0, 14.23076923076923)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:45.774232,"(2.6, 2.78, 2.751578947368421)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 71.14285714285714)","(4.2, 5.6, 5.830985915492958)","(8.0, 15.5, 14.166666666666668)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:46.997937,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 71.14285714285714)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 10.5, 8.966666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:48.152045,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 71.14285714285714)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 10.5, 9.266666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:49.338257,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 71.14285714285714)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 9.266666666666667)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:50.528861,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:51.645990,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:52.758150,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:53.886366,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:55.001047,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.846153846153846)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:56.128662,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:57.273762,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:58.420580,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:53:59.584667,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:00.842884,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:02.010927,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:03.354731,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:04.568403,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:05.675674,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:07.127827,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:08.433366,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:09.643706,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.733333333333333)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:10.911317,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:12.039044,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:13.139617,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:14.213679,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.368421052631579)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:15.396825,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.442105263157895)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:16.585499,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.2, 5.442105263157895)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:17.862322,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.2, 5.381818181818182)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:19.194267,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.2, 5.381818181818182)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:20.453383,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.2, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:21.772367,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 34.333333333333336)"
06-01-2023 11:54:23.019274,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 72.0)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:24.323691,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:25.564416,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:26.795041,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:27.996311,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:29.136064,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:30.228897,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:31.379243,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:32.553972,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:33.727858,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.872340425531915)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:34.934094,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 30.75)"
06-01-2023 11:54:36.126039,"(2.6, 2.72, 2.7010526315789476)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:37.324192,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:38.490938,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:39.713181,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:40.936746,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:42.221068,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 33.66666666666667)"
06-01-2023 11:54:43.457941,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:44.712311,"(2.6, 2.74, 2.697391304347826)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:45.988079,"(2.6, 2.74, 2.7178947368421054)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:47.343981,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:48.568065,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:49.773684,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:50.941569,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.442105263157895)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 49.375)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:52.136617,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.2, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:53.219996,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
06-01-2023 11:54:54.375558,"(2.6, 2.76, 2.734736842105263)","(5.0, 6.0, 5.584615384615384)","(31.0, 75.0, 62.5)","(4.2, 6.0, 5.583333333333333)","(8.0, 15.0, 13.846153846153847)","(20.0, 65.0, 51.5)","(7.5, 9.8, 8.911111111111111)","(26.0, 55.0, 43.75)","(12.0, 36.0, 31.333333333333336)"
