,Fat And Furious,Walk Softly,Uptown Rhapsody,Renegade Princess,Miss Ghislaine,The Ginger Queen,Pink Channel,Opal Creek,Twelve Stars
11-01-2023 09:13:48.315837,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:49.781823,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:51.057766,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:52.427515,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(19.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:53.762160,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(19.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:55.160171,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(19.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:56.589816,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:58.099409,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:13:59.358293,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:00.749321,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:02.006307,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:03.252235,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:04.576514,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:05.882225,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:07.206310,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:08.464755,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:09.659927,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:10.967931,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:12.297995,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:13.622918,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:14.914804,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:16.226643,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:17.491147,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:18.709707,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:20.024996,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:21.330088,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:22.646531,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:23.992142,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:25.248491,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:26.472943,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:27.673003,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.7, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:28.922525,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:30.349143,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:31.756346,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:33.176753,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:34.480602,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.4, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:35.747798,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:36.947471,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:38.205722,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:39.414905,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:40.616930,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:41.848716,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:43.088791,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:44.486602,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:45.827835,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:47.117299,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:48.447220,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:49.732722,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:50.992371,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:52.234596,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:53.512612,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:54.907076,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:56.228273,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:57.760456,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:14:59.252062,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:00.470279,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:01.964407,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:03.321071,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:04.881905,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:06.494277,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:08.084401,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:09.389236,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:10.648973,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:11.861005,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:13.324190,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:14.730667,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:16.020981,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:17.280796,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:18.588334,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:19.784594,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.2, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:20.993012,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:22.383273,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:23.701593,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:25.085655,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:26.541409,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:27.931424,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:29.231556,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:30.507306,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:32.088444,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:33.401642,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:34.871525,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:36.208651,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:37.684358,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:39.087702,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:40.534261,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:41.837410,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:43.080180,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:44.286224,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:45.538755,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:46.830632,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:48.149564,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:49.422389,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:50.769453,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:52.071205,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:53.492245,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
11-01-2023 09:15:54.887654,"(5.5, 99999, 99990)","(9.0, 99999, 99990)","(41.0, 99999, 99990)","(4.0, 99999, 99990)","(10.0, 99999, 99990)","(2.8, 99999, 99990)","(21.0, 99999, 99990)","(17.0, 99999, 99990)","(8.0, 99999, 99990)"
