,Spring Port,Master Ogilvie,Daimler Bale,Militant Storm,Minor Ash,Irish Bullet,Spring Arlo,Skys Mate
06-01-2023 14:29:21.801885,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.084090909090909)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 72.14285714285714)"
06-01-2023 14:29:22.924030,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.170454545454546)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:24.066817,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.170454545454546)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:25.207149,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.170454545454546)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:26.368007,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.084090909090909)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:27.494432,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:28.683696,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:29.728679,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:30.799062,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:31.905660,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:32.982706,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:34.067322,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:35.150239,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:36.243812,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:37.404647,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.25)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:38.586403,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:39.702025,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 80.71428571428572)","(31.0, 180.0, 66.75)"
06-01-2023 14:29:40.782325,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 98.61538461538461)","(31.0, 180.0, 89.4)"
06-01-2023 14:29:41.885296,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 98.61538461538461)","(31.0, 180.0, 89.4)"
06-01-2023 14:29:43.050995,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 180.0, 152.375)"
06-01-2023 14:29:44.171257,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:45.269290,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:46.341935,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:47.518970,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:48.570321,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:49.630047,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:50.688384,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 93.64285714285714)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:51.839273,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.3999999999999995)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:53.044854,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 7.133333333333334)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:54.244964,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:55.369172,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:56.451194,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:57.586884,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:58.778088,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:29:59.888289,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:00.990858,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:02.051673,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:03.182813,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 9.55)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:04.340968,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 9.55)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 95.0625)"
06-01-2023 14:30:05.498505,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.15)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 180.0, 152.375)"
06-01-2023 14:30:06.654003,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.15)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:07.717133,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:08.768662,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 152.375)"
06-01-2023 14:30:09.852876,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 95.0625)"
06-01-2023 14:30:10.906618,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 180.0, 152.375)"
06-01-2023 14:30:11.889760,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.016666666666667)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 135.5)"
06-01-2023 14:30:12.991997,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 135.5)"
06-01-2023 14:30:14.196955,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 142.4)"
06-01-2023 14:30:15.420642,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 9.55)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 142.4)"
06-01-2023 14:30:16.581180,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 142.4)"
06-01-2023 14:30:17.702511,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 142.4)"
06-01-2023 14:30:18.851952,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 142.4)"
06-01-2023 14:30:20.092123,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 8.35)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.7875)","(10.0, 19.5, 15.0)","(20.0, 210.0, 101.4)","(31.0, 170.0, 142.4)"
06-01-2023 14:30:21.317965,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.457142857142857)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.7875)","(10.0, 19.5, 15.0)","(20.0, 210.0, 95.57142857142857)","(31.0, 170.0, 71.38461538461539)"
06-01-2023 14:30:22.421048,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.457142857142857)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 49.8)","(31.0, 160.0, 91.0)"
06-01-2023 14:30:23.438409,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.457142857142857)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 49.8)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:24.515549,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.457142857142857)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 210.0, 49.8)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:25.582612,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.457142857142857)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6)","(10.0, 19.5, 15.0)","(20.0, 210.0, 49.8)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:26.651611,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 210.0, 95.57142857142857)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:27.715959,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.933333333333333)","(10.0, 19.5, 15.0)","(20.0, 210.0, 95.57142857142857)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:28.882635,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.7875)","(10.0, 19.5, 15.0)","(20.0, 210.0, 95.57142857142857)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:30.042459,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.7875)","(10.0, 19.5, 15.0)","(20.0, 210.0, 95.57142857142857)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:31.185109,"(2.45, 3.25, 2.5108)","(3.8, 6.2, 4.475925925925926)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.7875)","(10.0, 19.5, 15.0)","(20.0, 210.0, 111.0)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:32.336334,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 190.0, 92.76923076923077)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:33.489591,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 190.0, 92.76923076923077)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:34.640370,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:35.796061,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.542857142857143)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:37.023953,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:38.150939,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:39.231648,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:40.360167,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:41.463343,"(2.45, 3.25, 2.5108)","(3.8, 6.4, 4.535185185185186)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 7.0)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:42.633410,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:43.748792,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.6625)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:44.729548,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 5.933333333333334)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:45.804307,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 10.916666666666666)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 88.42857142857143)","(31.0, 150.0, 84.44444444444444)"
06-01-2023 14:30:46.926167,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 13.727272727272727)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 91.0)"
06-01-2023 14:30:48.038426,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 13.727272727272727)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:49.146158,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:50.296325,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:51.458110,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:52.621349,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:53.782682,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:54.844481,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 58.33333333333333)","(31.0, 150.0, 132.85714285714286)"
06-01-2023 14:30:55.925789,"(2.45, 3.2, 2.84)","(3.8, 6.4, 4.572413793103449)","(5.5, 11.0, 6.114285714285714)","(9.0, 17.5, 11.083333333333334)","(5.5, 8.6, 6.766666666666667)","(10.0, 19.5, 15.0)","(20.0, 190.0, 60.0)","(31.0, 150.0, 132.85714285714286)"
