,Family Star,Higher Realm,Lily Ofthe Glen,Aspen Lad,Hit Snooze
07-01-2023 14:21:51.325490,"(4.4, 5.2, 5.148333333333333)","(4.0, 4.7, 4.650793650793651)","(4.6, 5.1, 5.044067796610169)","(3.4, 3.8, 3.792063492063492)","(6.5, 7.8, 7.655555555555555)"
07-01-2023 14:21:52.224218,"(4.4, 5.2, 5.1414285714285715)","(4.0, 4.7, 4.6512)","(4.6, 5.1, 5.044067796610169)","(3.4, 3.8, 3.792063492063492)","(6.5, 7.8, 7.655555555555555)"
07-01-2023 14:21:53.291505,"(4.4, 5.2, 5.144615384615385)","(4.0, 4.7, 4.645871559633028)","(4.6, 5.1, 5.047272727272727)","(3.4, 3.8, 3.792063492063492)","(6.5, 7.8, 7.655555555555555)"
07-01-2023 14:21:54.218213,"(4.4, 5.2, 5.143939393939394)","(4.0, 4.7, 4.649122807017544)","(4.6, 5.1, 5.028947368421052)","(3.4, 3.8, 3.792063492063492)","(6.5, 7.8, 7.655555555555555)"
07-01-2023 14:21:55.185820,"(4.4, 5.2, 5.143939393939394)","(4.0, 4.7, 4.649122807017544)","(4.6, 5.1, 5.022)","(3.4, 3.8, 3.785454545454545)","(6.5, 7.8, 7.804255319148936)"
07-01-2023 14:21:56.122589,"(4.4, 5.2, 5.119354838709677)","(4.0, 4.7, 4.694444444444445)","(4.6, 5.1, 5.004878048780488)","(3.4, 3.8, 3.785454545454545)","(6.5, 8.0, 7.716923076923076)"
07-01-2023 14:21:57.104982,"(4.4, 5.2, 5.121428571428571)","(4.0, 4.7, 4.6722222222222225)","(4.6, 5.1, 5.016363636363637)","(3.4, 3.8, 3.7846153846153845)","(6.5, 8.0, 7.725373134328358)"
07-01-2023 14:21:57.930683,"(4.4, 5.2, 5.123404255319149)","(4.0, 4.7, 4.663461538461538)","(4.6, 5.1, 4.997777777777777)","(3.4, 3.8, 3.7846153846153845)","(6.5, 8.0, 7.725373134328358)"
07-01-2023 14:21:58.763977,"(4.4, 5.2, 5.12716049382716)","(4.0, 4.7, 4.627777777777777)","(4.6, 5.1, 4.997777777777777)","(3.4, 3.8, 3.781578947368421)","(6.5, 8.0, 7.869503546099291)"
07-01-2023 14:21:59.557671,"(4.4, 5.2, 5.12716049382716)","(4.0, 4.7, 4.662043795620438)","(4.6, 5.1, 4.996629213483146)","(3.4, 3.8, 3.7818965517241376)","(6.5, 8.0, 7.920588235294118)"
07-01-2023 14:22:00.483980,"(4.4, 5.1, 5.076785714285714)","(4.0, 4.7, 4.645251396648045)","(4.6, 5.0, 4.940909090909091)","(3.4, 3.8, 3.7849999999999997)","(6.5, 8.2, 8.177391304347825)"
07-01-2023 14:22:01.404663,"(4.4, 5.2, 5.088495575221239)","(4.0, 4.7, 4.634666666666667)","(4.6, 5.0, 4.9225)","(3.4, 3.8, 3.783333333333333)","(6.5, 8.2, 8.148387096774194)"
07-01-2023 14:22:02.265251,"(4.4, 5.1, 5.087719298245614)","(4.0, 4.7, 4.627272727272727)","(4.6, 5.0, 4.9163265306122454)","(3.4, 3.85, 3.8245283018867924)","(6.5, 8.2, 8.148387096774194)"
07-01-2023 14:22:03.169855,"(4.4, 5.2, 5.123684210526316)","(4.0, 4.6, 4.597849462365591)","(4.6, 5.0, 4.910869565217392)","(3.4, 3.85, 3.824074074074074)","(6.5, 8.2, 8.182142857142857)"
07-01-2023 14:22:03.969316,"(4.4, 5.2, 5.1194444444444445)","(4.0, 4.7, 4.615596330275229)","(4.6, 5.1, 4.924)","(3.4, 3.85, 3.794)","(6.5, 8.2, 8.182142857142857)"
07-01-2023 14:22:04.875840,"(4.4, 5.2, 5.150769230769231)","(4.0, 4.6, 4.5870129870129865)","(4.6, 5.1, 5.021739130434782)","(3.4, 3.85, 3.8235294117647056)","(6.5, 8.2, 8.16470588235294)"
07-01-2023 14:22:05.712966,"(4.4, 5.2, 5.150769230769231)","(4.0, 4.6, 4.59765625)","(4.6, 5.1, 5.04421768707483)","(3.4, 3.85, 3.822222222222222)","(6.5, 8.2, 8.168888888888889)"
07-01-2023 14:22:06.525496,"(4.4, 5.2, 5.148387096774194)","(4.0, 4.7, 4.654430379746835)","(4.6, 5.0, 4.990566037735849)","(3.4, 3.85, 3.8125)","(6.5, 8.2, 7.935294117647058)"
07-01-2023 14:22:07.355381,"(4.4, 5.2, 5.18)","(4.2, 4.7, 4.66158940397351)","(4.6, 5.1, 5.011627906976744)","(3.4, 3.8, 3.761788617886179)","(6.5, 8.2, 7.953424657534246)"
07-01-2023 14:22:08.234791,"(4.4, 5.2, 5.180882352941176)","(4.2, 4.7, 4.659722222222222)","(4.6, 5.1, 5.011627906976744)","(3.4, 3.8, 3.7688679245283017)","(6.5, 8.2, 7.949732620320855)"
07-01-2023 14:22:09.107028,"(4.4, 5.2, 5.196491228070175)","(4.2, 4.7, 4.659722222222222)","(4.6, 5.1, 4.997959183673469)","(3.4, 3.8, 3.769343065693431)","(6.5, 8.0, 7.635555555555555)"
07-01-2023 14:22:09.956778,"(4.4, 5.3, 5.222535211267606)","(4.2, 4.7, 4.6573529411764705)","(4.6, 5.1, 5.012280701754386)","(3.4, 3.8, 3.7630116959064326)","(6.5, 7.8, 7.630075187969925)"
07-01-2023 14:22:10.824608,"(4.4, 5.3, 5.222535211267606)","(4.2, 4.7, 4.66375)","(4.6, 5.1, 4.921428571428572)","(3.4, 3.8, 3.771186440677966)","(6.5, 7.8, 7.601754385964912)"
07-01-2023 14:22:11.728001,"(4.4, 5.3, 5.222535211267606)","(4.2, 4.7, 4.66375)","(4.6, 5.1, 4.921428571428572)","(3.4, 3.8, 3.790650406504065)","(6.5, 7.8, 7.6009478672985775)"
07-01-2023 14:22:12.525394,"(4.4, 5.3, 5.21304347826087)","(4.2, 4.7, 4.65688622754491)","(4.6, 5.1, 4.935294117647059)","(3.4, 3.8, 3.790650406504065)","(6.5, 7.8, 7.6009478672985775)"
07-01-2023 14:22:13.453359,"(4.4, 5.3, 5.283471074380165)","(4.0, 4.7, 4.679775280898877)","(4.6, 5.1, 5.0575)","(3.4, 3.75, 3.7232696897374704)","(6.5, 7.8, 7.645551601423487)"
07-01-2023 14:22:14.303051,"(4.4, 5.3, 5.284)","(4.0, 4.7, 4.682738095238095)","(4.6, 5.1, 5.066929133858268)","(3.4, 3.75, 3.7232696897374704)","(6.5, 7.8, 7.645551601423487)"
07-01-2023 14:22:15.094787,"(4.4, 5.3, 5.283471074380165)","(4.0, 4.7, 4.682738095238095)","(4.6, 5.1, 5.066929133858268)","(3.4, 3.75, 3.7223456790123457)","(6.5, 7.8, 7.621399176954732)"
07-01-2023 14:22:16.090315,"(4.4, 5.3, 5.281981981981982)","(4.0, 4.7, 4.682530120481927)","(4.6, 5.1, 5.0)","(3.4, 3.75, 3.720984455958549)","(6.5, 7.8, 7.265193370165746)"
07-01-2023 14:22:16.896358,"(4.4, 5.5, 5.472413793103448)","(4.0, 4.7, 4.691011235955056)","(4.6, 5.0, 4.9307420494699645)","(3.4, 3.75, 3.720984455958549)","(6.5, 7.4, 7.265193370165746)"
07-01-2023 14:22:17.736931,"(4.4, 5.6, 5.570802919708029)","(4.0, 4.8, 4.754545454545455)","(4.6, 5.0, 4.938461538461539)","(3.4, 3.75, 3.7266666666666666)","(6.5, 7.4, 7.297607655502393)"
07-01-2023 14:22:18.551463,"(4.4, 5.6, 5.567832167832168)","(4.0, 4.8, 4.754545454545455)","(4.6, 5.0, 4.967567567567568)","(3.4, 3.75, 3.7266666666666666)","(6.5, 7.4, 7.297607655502393)"
07-01-2023 14:22:19.430652,"(4.4, 5.6, 5.568707482993197)","(4.0, 4.8, 4.755056179775281)","(4.6, 5.0, 4.965789473684211)","(3.4, 3.75, 3.7271805273833674)","(6.5, 7.4, 7.297607655502393)"
07-01-2023 14:22:20.347271,"(4.4, 5.6, 5.568707482993197)","(4.0, 4.8, 4.7542857142857144)","(4.6, 5.0, 4.965789473684211)","(3.4, 3.75, 3.7270103092783504)","(6.5, 7.4, 7.322155688622755)"
07-01-2023 14:22:21.138275,"(4.4, 5.6, 5.567605633802817)","(4.0, 4.8, 4.756521739130434)","(4.6, 5.0, 4.965789473684211)","(3.4, 3.75, 3.7270103092783504)","(6.5, 7.4, 7.322155688622755)"
07-01-2023 14:22:21.966695,"(4.4, 5.6, 5.567605633802817)","(4.0, 4.8, 4.756521739130434)","(4.6, 5.0, 4.965789473684211)","(3.4, 3.75, 3.7270103092783504)","(6.5, 7.4, 7.322155688622755)"
07-01-2023 14:22:22.842133,"(4.6, 5.6, 5.567605633802817)","(4.2, 4.8, 4.756521739130434)","(4.6, 5.0, 4.9714285714285715)","(3.4, 3.75, 3.7270103092783504)","(6.5, 7.4, 7.312751677852349)"
07-01-2023 14:22:23.663308,"(4.6, 5.5, 5.496396396396396)","(4.2, 4.8, 4.754802259887006)","(4.6, 5.1, 5.009859154929577)","(3.4, 3.75, 3.725987525987526)","(6.5, 7.4, 7.312751677852349)"
07-01-2023 14:22:24.524619,"(4.6, 5.5, 5.495180722891567)","(4.2, 4.8, 4.754802259887006)","(4.6, 5.1, 5.002189781021897)","(3.4, 3.75, 3.7185483870967744)","(6.5, 7.4, 7.296825396825397)"
07-01-2023 14:22:25.370643,"(4.6, 5.5, 5.497530864197531)","(4.2, 4.8, 4.762637362637363)","(4.6, 5.1, 5.0049645390070925)","(3.4, 3.75, 3.7185483870967744)","(6.5, 7.2, 7.124418604651163)"
07-01-2023 14:22:26.229301,"(4.6, 5.5, 5.497619047619048)","(4.2, 4.8, 4.7642105263157895)","(4.6, 5.1, 5.0028985507246375)","(3.4, 3.75, 3.716275659824047)","(6.5, 7.2, 7.121686746987952)"
07-01-2023 14:22:27.061552,"(4.6, 5.5, 5.49746835443038)","(4.2, 4.8, 4.7633507853403145)","(4.6, 5.1, 4.995302013422819)","(3.4, 3.75, 3.717543859649123)","(6.5, 7.2, 7.118128654970761)"
07-01-2023 14:22:27.936173,"(4.6, 5.5, 5.49746835443038)","(4.2, 4.8, 4.7633507853403145)","(4.6, 5.1, 4.995302013422819)","(3.4, 3.75, 3.717543859649123)","(6.5, 7.2, 7.118128654970761)"
07-01-2023 14:22:28.895989,"(4.6, 5.5, 5.4393162393162395)","(4.2, 4.8, 4.765686274509804)","(4.6, 5.1, 5.005813953488372)","(3.4, 3.75, 3.718380462724936)","(6.5, 7.2, 7.132038834951456)"
07-01-2023 14:22:29.857915,"(4.4, 5.5, 5.442201834862385)","(4.2, 4.8, 4.767741935483871)","(4.6, 5.1, 5.005813953488372)","(3.4, 3.75, 3.746732026143791)","(6.5, 7.2, 7.157225433526012)"
07-01-2023 14:22:30.702172,"(4.4, 5.5, 5.434715025906736)","(4.2, 4.8, 4.727102803738318)","(4.6, 5.1, 4.996296296296296)","(3.4, 3.75, 3.7403954802259887)","(6.5, 7.6, 7.536842105263157)"
07-01-2023 14:22:31.608438,"(4.4, 5.5, 5.434715025906736)","(4.2, 4.8, 4.727102803738318)","(4.6, 5.1, 4.994054054054054)","(3.4, 3.75, 3.7438650306748467)","(6.5, 7.6, 7.526923076923077)"
07-01-2023 14:22:32.470912,"(4.4, 5.5, 5.418125)","(4.2, 4.8, 4.7215686274509805)","(4.6, 5.1, 4.992307692307692)","(3.4, 3.75, 3.7438650306748467)","(6.5, 7.6, 7.554166666666666)"
07-01-2023 14:22:33.287544,"(4.4, 5.5, 5.412666666666667)","(4.2, 4.8, 4.733980582524272)","(4.6, 5.1, 4.979754601226994)","(3.4, 3.75, 3.7438650306748467)","(6.5, 7.6, 7.554166666666666)"
07-01-2023 14:22:34.112871,"(4.4, 5.5, 5.412666666666667)","(4.2, 4.8, 4.723595505617977)","(4.6, 5.1, 4.9860759493670885)","(3.4, 3.75, 3.742090395480226)","(6.5, 7.6, 7.554166666666666)"
07-01-2023 14:22:34.961571,"(4.4, 5.4, 5.397727272727273)","(4.2, 4.8, 4.723595505617977)","(4.6, 5.1, 4.9860759493670885)","(3.4, 3.75, 3.742090395480226)","(6.5, 7.6, 7.554166666666666)"
07-01-2023 14:22:35.848728,"(4.6, 5.4, 5.397916666666667)","(4.2, 4.8, 4.723595505617977)","(4.4, 5.1, 5.018367346938775)","(3.4, 3.75, 3.7400537634408604)","(6.5, 7.6, 7.466666666666667)"
07-01-2023 14:22:36.729438,"(4.6, 5.4, 5.385454545454546)","(4.2, 4.8, 4.7214285714285715)","(4.4, 5.1, 5.012727272727273)","(3.4, 3.75, 3.7190176322418136)","(6.5, 7.6, 8.12)"
07-01-2023 14:22:37.572203,"(4.6, 8.2, 6.2384615384615385)","(4.2, 7.6, 5.8293103448275865)","(4.4, 8.0, 6.155555555555555)","(3.4, 6.2, 4.852631578947369)","(6.5, 8.2, 8.04)"
07-01-2023 14:22:38.430865,"(4.6, 8.2, 4.75)","(4.2, 7.6, 6.083333333333333)","(4.4, 8.0, 4.775)","(3.4, 6.2, 3.548571428571429)","(6.5, 8.2, 7.799999999999999)"
07-01-2023 14:22:39.324527,"(4.6, 8.2, 4.75)","(4.2, 7.6, 6.083333333333333)","(4.4, 8.0, 4.775)","(3.4, 6.2, 4.3100000000000005)","(6.5, 8.2, 7.799999999999999)"
07-01-2023 14:22:40.167558,"(4.6, 5.4, 4.800000000000001)","(4.2, 7.6, 5.141304347826087)","(4.4, 8.0, 4.775)","(3.4, 5.9, 4.3100000000000005)","(6.5, 8.2, 7.799999999999999)"
07-01-2023 14:22:41.055928,"(4.6, 5.4, 4.800000000000001)","(4.2, 7.6, 5.141304347826087)","(4.4, 8.0, 4.775)","(3.4, 5.9, 4.486666666666666)","(6.5, 8.2, 8.129032258064516)"
07-01-2023 14:22:41.937979,"(4.6, 8.2, 8.101176470588236)","(4.2, 7.0, 6.659090909090908)","(4.4, 7.2, 6.5)","(3.4, 5.8, 4.431111111111111)","(6.5, 8.2, 9.870967741935484)"
07-01-2023 14:22:42.816245,"(4.6, 8.2, 8.101176470588236)","(4.2, 7.0, 6.659090909090908)","(4.4, 7.2, 6.5600000000000005)","(3.4, 5.8, 4.868695652173913)","(6.5, 10.0, 11.15625)"
07-01-2023 14:22:43.700158,"(4.6, 8.0, 7.8936170212765955)","(4.2, 6.2, 4.542857142857143)","(4.4, 7.2, 6.5600000000000005)","(3.4, 5.5, 4.948)","(6.5, 11.5, 8.84)"
07-01-2023 14:22:44.598823,"(4.6, 8.0, 7.8936170212765955)","(4.2, 6.2, 4.542857142857143)","(4.4, 7.6, 6.4)","(3.4, 5.5, 5.375949367088607)","(6.5, 12.5, 8.84)"
07-01-2023 14:22:45.516659,"(4.6, 8.0, 7.888888888888889)","(4.2, 4.5, 4.386363636363637)","(4.4, 4.7, 4.575)","(3.4, 5.0, 4.863953488372093)","(6.5, 12.5, 10.2125)"
07-01-2023 14:22:46.401250,"(4.6, 8.0, 7.886363636363637)","(4.2, 4.5, 4.386363636363637)","(4.4, 4.7, 4.466666666666667)","(3.4, 5.0, 4.863953488372093)","(6.5, 12.5, 12.475247524752476)"
07-01-2023 14:22:47.232119,"(4.6, 8.2, 7.5618181818181816)","(4.2, 4.5, 4.4)","(4.4, 4.9, 4.291304347826087)","(3.4, 4.1, 3.983333333333333)","(6.5, 11.5, 11.494949494949495)"
07-01-2023 14:22:48.101844,"(4.6, 8.2, 7.639622641509433)","(4.2, 6.0, 4.675)","(4.4, 3.6, 3.382258064516129)","(3.4, 4.7, 4.344444444444445)","(6.5, 12.5, 12.491582491582491)"
07-01-2023 14:22:48.922932,"(4.6, 8.2, 6.199999999999999)","(4.2, 5.9, 4.9)","(4.4, 3.8, 3.439655172413793)","(3.4, 4.9, 3.982857142857143)","(6.5, 12.0, 11.75)"
07-01-2023 14:22:49.768091,"(4.6, 8.2, 6.7)","(4.2, 5.9, 5.275)","(4.4, 3.8, 3.55)","(3.4, 3.05, 2.8714285714285714)","(6.5, 12.0, 11.75)"
