,Family Star,Higher Realm,Lily Ofthe Glen,Aspen Lad,Hit Snooze
07-01-2023 14:16:10.305625,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:11.232687,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:12.162179,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:13.131800,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:14.157598,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:15.113065,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:16.058177,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:17.071366,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:18.021698,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:19.140151,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.607692307692307)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:20.246201,"(3.8, 4.8, 4.575)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:21.233844,"(3.8, 4.8, 4.666666666666667)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.04)"
07-01-2023 14:16:22.381292,"(3.8, 4.8, 4.666666666666667)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.1)"
07-01-2023 14:16:23.329023,"(3.8, 4.8, 4.668292682926829)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.1)"
07-01-2023 14:16:24.432426,"(3.8, 4.8, 4.668292682926829)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.1)"
07-01-2023 14:16:25.498401,"(3.8, 4.8, 4.390909090909091)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.127272727272728)"
07-01-2023 14:16:26.552326,"(3.8, 4.8, 4.390909090909091)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.127272727272728)"
07-01-2023 14:16:27.606794,"(3.8, 4.8, 4.390909090909091)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.64)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.127272727272728)"
07-01-2023 14:16:28.596217,"(3.8, 4.5, 4.357142857142857)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.1692307692307695)"
07-01-2023 14:16:29.694565,"(3.8, 4.5, 4.357142857142857)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 6.92)"
07-01-2023 14:16:30.612143,"(3.8, 4.5, 4.357142857142857)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 6.92)"
07-01-2023 14:16:31.738349,"(3.8, 4.5, 4.451612903225806)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 6.92)"
07-01-2023 14:16:32.724618,"(3.8, 4.5, 4.451612903225806)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.4, 7.0)"
07-01-2023 14:16:33.660140,"(3.8, 4.5, 4.45945945945946)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.914285714285715)"
07-01-2023 14:16:34.632248,"(3.8, 4.5, 4.45945945945946)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.914285714285715)"
07-01-2023 14:16:35.554259,"(3.8, 4.5, 4.45945945945946)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.914285714285715)"
07-01-2023 14:16:36.530402,"(3.8, 4.5, 4.45945945945946)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 7.128571428571429)"
07-01-2023 14:16:37.467708,"(3.8, 4.5, 4.463414634146342)","(3.7, 4.8, 4.758333333333333)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.95)"
07-01-2023 14:16:38.441496,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:39.452133,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:40.323995,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:41.300145,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:42.308618,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:43.265044,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.690909090909091)","(3.9, 4.3, 4.293684210526315)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:44.121521,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:45.113727,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:46.066479,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:47.031470,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:48.036799,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:48.908357,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.745454545454546)"
07-01-2023 14:16:49.977863,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.2, 6.636363636363637)"
07-01-2023 14:16:51.069054,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.0, 6.636363636363637)"
07-01-2023 14:16:52.096541,"(3.8, 4.5, 4.4625)","(3.7, 4.8, 4.7444444444444445)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.293617021276596)","(5.5, 7.0, 6.636363636363637)"
07-01-2023 14:16:53.039202,"(3.8, 4.5, 4.463414634146342)","(3.7, 4.6, 4.341379310344827)","(4.8, 6.2, 5.733333333333333)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:53.947443,"(3.8, 4.5, 4.333333333333333)","(3.7, 4.6, 4.403846153846154)","(4.8, 6.2, 5.791666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:54.947789,"(3.8, 4.5, 4.333333333333333)","(3.7, 4.6, 4.403846153846154)","(4.8, 6.2, 5.791666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:55.949423,"(3.8, 4.5, 4.333333333333333)","(3.7, 4.6, 4.417857142857143)","(4.8, 6.2, 5.7)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:56.831963,"(3.8, 4.5, 4.333333333333333)","(3.7, 4.6, 4.417857142857143)","(4.8, 6.2, 5.628571428571429)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:57.862397,"(3.8, 4.8, 4.716666666666667)","(3.7, 4.6, 4.417857142857143)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:58.762782,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.417857142857143)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:16:59.809594,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.417857142857143)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:17:00.853724,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.417857142857143)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.5)"
07-01-2023 14:17:01.962956,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.421052631578948)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:02.973337,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.421052631578948)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:04.026913,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.421052631578948)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:05.065041,"(3.8, 4.5, 4.4)","(3.7, 4.6, 4.242105263157895)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:05.867563,"(3.8, 4.5, 4.45)","(3.7, 4.6, 4.276190476190476)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:06.827977,"(3.8, 4.5, 4.45)","(3.7, 4.6, 4.276190476190476)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:07.781418,"(3.8, 4.5, 4.45)","(3.7, 4.6, 4.295522388059702)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:08.718510,"(3.8, 4.5, 4.4714285714285715)","(3.7, 4.6, 4.295522388059702)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:09.621125,"(3.8, 4.5, 4.478947368421053)","(3.7, 4.6, 4.295522388059702)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:10.612863,"(3.8, 4.5, 4.478947368421053)","(3.7, 4.6, 4.295522388059702)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:11.527206,"(3.8, 4.5, 4.478947368421053)","(3.7, 4.6, 4.295522388059702)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:12.503956,"(3.8, 4.5, 4.478947368421053)","(3.7, 4.6, 4.295522388059702)","(4.8, 6.0, 5.625)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:13.562721,"(3.8, 4.5, 4.428571428571429)","(3.7, 4.6, 4.3)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:14.449956,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:15.456350,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:16.441074,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:17.396578,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.248275862068966)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:18.338186,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.248275862068966)","(4.8, 6.0, 5.666666666666667)","(3.9, 4.3, 4.2956521739130435)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:19.318354,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.248275862068966)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:20.231182,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.3)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:21.067974,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.3)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:22.023421,"(3.8, 4.5, 4.461538461538462)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:22.944460,"(3.8, 4.5, 4.454545454545455)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:23.864220,"(3.8, 4.5, 4.454545454545455)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.286274509803921)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:24.810920,"(3.8, 4.5, 4.454545454545455)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:25.703459,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:26.642403,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:27.591078,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.304347826086957)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:28.677138,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.3)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:29.856361,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.36551724137931)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:30.855603,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.36551724137931)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:31.792556,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.36551724137931)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:32.708852,"(3.8, 4.5, 4.444444444444445)","(3.7, 4.6, 4.36551724137931)","(4.8, 6.0, 5.7)","(3.9, 4.3, 4.287128712871287)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:33.655633,"(3.8, 4.5, 4.488888888888889)","(3.7, 4.6, 4.3609374999999995)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.3, 4.2792792792792795)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:34.503481,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.3609374999999995)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.3, 4.2792792792792795)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:35.551794,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.3609374999999995)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.3, 4.2792792792792795)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:36.383395,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.3609374999999995)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.3, 4.2792792792792795)","(5.5, 7.0, 6.550000000000001)"
07-01-2023 14:17:37.369688,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.3609374999999995)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.3, 4.2792792792792795)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:38.305546,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.368181818181818)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:39.256200,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.368181818181818)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:40.221092,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.368181818181818)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:41.014963,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:41.992193,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:42.919727,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:43.824568,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:44.773940,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:45.806099,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:46.662245,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:47.596721,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:48.602241,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:49.495412,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:50.426146,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:51.360876,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:52.357846,"(3.8, 4.5, 4.490909090909091)","(3.8, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:53.374694,"(3.8, 4.5, 4.490909090909091)","(3.7, 4.6, 4.445454545454545)","(4.8, 6.0, 5.583333333333333)","(3.9, 4.2, 4.156299212598425)","(5.5, 7.0, 6.7)"
07-01-2023 14:17:54.340982,"(3.8, 4.9, 4.670588235294118)","(3.7, 4.6, 4.463888888888889)","(4.8, 6.0, 5.428571428571429)","(3.9, 4.2, 4.155426356589147)","(5.5, 7.2, 6.42962962962963)"
07-01-2023 14:17:55.245718,"(3.8, 4.9, 4.670588235294118)","(3.7, 4.6, 4.362903225806451)","(4.8, 6.0, 5.8)","(3.9, 4.2, 4.155426356589147)","(5.5, 7.2, 6.42962962962963)"
07-01-2023 14:17:56.042303,"(3.8, 4.9, 4.466666666666667)","(3.7, 4.6, 4.350847457627118)","(4.8, 6.0, 5.5)","(3.9, 4.2, 4.155426356589147)","(5.5, 7.2, 6.42962962962963)"
07-01-2023 14:17:56.981815,"(3.8, 4.9, 4.466666666666667)","(3.7, 4.6, 4.362903225806451)","(4.8, 6.0, 5.5)","(3.9, 4.2, 4.155426356589147)","(5.5, 7.2, 6.6000000000000005)"
07-01-2023 14:17:57.958450,"(3.8, 4.9, 4.553333333333334)","(3.7, 4.6, 4.362903225806451)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.2, 4.127215189873418)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:17:58.743592,"(3.8, 4.9, 4.553333333333334)","(3.7, 4.6, 4.362903225806451)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.2, 4.127215189873418)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:17:59.635399,"(3.8, 4.9, 4.553333333333334)","(3.7, 4.6, 4.362903225806451)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.2, 4.138053097345132)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:18:00.622035,"(3.8, 4.9, 4.553333333333334)","(3.7, 4.6, 4.362903225806451)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.2, 3.9734375)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:18:01.571906,"(3.8, 4.9, 4.553333333333334)","(3.7, 4.6, 4.38695652173913)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.0, 3.9734375)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:18:02.540889,"(3.8, 4.9, 4.557142857142857)","(3.7, 4.6, 4.38695652173913)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.0, 3.9734375)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:18:03.459026,"(3.8, 4.9, 4.557142857142857)","(3.7, 4.6, 4.38695652173913)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.0, 3.9734375)","(5.5, 7.0, 6.6000000000000005)"
07-01-2023 14:18:04.456593,"(3.8, 4.9, 4.557142857142857)","(3.7, 4.6, 4.38695652173913)","(4.8, 6.0, 5.571428571428572)","(3.9, 4.0, 3.96304347826087)","(5.5, 7.0, 6.85)"
07-01-2023 14:18:05.367562,"(3.8, 4.9, 4.7)","(3.7, 4.6, 4.373846153846154)","(4.8, 5.7, 5.421428571428572)","(3.7, 4.0, 3.9657894736842105)","(5.5, 7.0, 6.85)"
07-01-2023 14:18:06.707470,"(3.8, 4.9, 4.7)","(3.7, 4.6, 4.398360655737704)","(4.8, 5.7, 5.392307692307692)","(3.7, 4.0, 3.959375)","(5.5, 7.0, 6.85)"
07-01-2023 14:18:07.940036,"(3.8, 4.9, 4.7)","(3.7, 4.6, 4.426760563380282)","(4.8, 5.7, 5.336363636363636)","(3.7, 4.0, 3.955769230769231)","(5.5, 7.0, 6.85)"
