,Bracken Warrior,Radiant Amber,Mini Mine Yet Nz,Top The Ace,Gimme A Reason,Miss Daytona Nz,Mister Cole,Crazy Shippo,Murphys Reward Nz,Twentyeightblack
10-01-2023 15:52:36.918166,"(8.5, 16.0, 15.714285714285714)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 6.6000000000000005)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:38.244433,"(8.5, 19.0, 16.8125)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 6.6000000000000005)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:39.619597,"(8.5, 16.5, 17.5)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 7.866666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:41.040293,"(8.5, 19.0, 18.75)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 7.866666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:42.328620,"(8.5, 21.0, 18.75)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 7.866666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:43.527205,"(8.5, 21.0, 18.75)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 7.866666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:44.740320,"(8.5, 16.5, 16.0)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 7.733333333333333)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:45.967794,"(8.5, 20.0, 18.714285714285715)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.4, 8.28)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:47.441369,"(8.5, 20.0, 16.0)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.6, 8.36)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 191.42857142857144)","(11.0, 99999, 99990)","(101.0, 200.0, 165.71428571428572)"
10-01-2023 15:52:48.774675,"(8.5, 16.5, 16.214285714285715)","(3.8, 4.9, 4.4714285714285715)","(3.2, 99999, 99990)","(4.8, 8.6, 8.511111111111111)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 174.28571428571428)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:50.132720,"(8.5, 20.0, 16.6875)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 8.6, 8.56)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 174.28571428571428)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:51.541954,"(8.5, 17.0, 18.96153846153846)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 8.6, 8.56)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 174.28571428571428)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:52.978959,"(8.5, 19.5, 18.642857142857142)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 8.6, 9.542857142857143)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 220.0, 167.14285714285714)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:54.384247,"(8.5, 19.5, 17.0)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 9.8, 9.6125)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 210.0, 160.0)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:55.749582,"(8.5, 17.5, 17.25)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 9.8, 9.326315789473684)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.2)","(101.0, 200.0, 160.0)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:57.140714,"(8.5, 19.5, 18.785714285714285)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 9.6, 9.8)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.2)","(101.0, 200.0, 160.0)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:58.639162,"(8.5, 21.0, 16.6875)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 10.0, 9.8)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.2)","(101.0, 200.0, 157.14285714285714)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:52:59.922420,"(8.5, 17.0, 16.6875)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 10.0, 9.37)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.2)","(101.0, 200.0, 157.14285714285714)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:53:01.231554,"(8.5, 17.0, 16.75)","(3.8, 4.9, 4.566666666666666)","(3.2, 99999, 99990)","(4.8, 10.0, 10.341666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 13.1)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:53:02.511960,"(8.5, 21.0, 19.0)","(3.8, 4.9, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.5, 9.470833333333333)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.311111111111112)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 158.57142857142858)"
10-01-2023 15:53:04.195338,"(8.5, 20.0, 18.5)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.5, 9.55)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.311111111111112)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 163.75)"
10-01-2023 15:53:05.655823,"(8.5, 16.5, 16.346153846153847)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.0, 9.347826086956522)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.654545454545454)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 103.33333333333334)"
10-01-2023 15:53:07.276060,"(8.5, 16.5, 12.1875)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.0, 11.27)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.654545454545454)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 103.33333333333334)"
10-01-2023 15:53:08.701406,"(8.5, 17.0, 12.11111111111111)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 11.5, 10.366666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.654545454545454)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 103.33333333333334)"
10-01-2023 15:53:10.390768,"(8.5, 14.0, 11.6875)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 11.5, 9.814285714285715)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.654545454545454)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 103.33333333333334)"
10-01-2023 15:53:11.986456,"(8.5, 13.0, 11.066666666666666)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.0, 9.850000000000001)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 15.654545454545454)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 185.88235294117646)"
10-01-2023 15:53:13.674773,"(8.5, 12.0, 11.066666666666666)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.5, 10.366666666666667)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 12.200000000000001)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 185.88235294117646)"
10-01-2023 15:53:15.318418,"(8.5, 11.5, 11.125)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 11.5, 9.816666666666666)","(13.0, 20.0, 15.0)","(8.0, 99999, 99990)","(11.0, 17.0, 12.200000000000001)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 185.88235294117646)"
10-01-2023 15:53:16.757424,"(8.5, 11.5, 10.5)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 10.0, 10.52)","(13.0, 20.0, 14.833333333333334)","(8.0, 99999, 99990)","(11.0, 17.0, 12.200000000000001)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 185.88235294117646)"
10-01-2023 15:53:18.221686,"(8.5, 10.5, 9.042857142857143)","(3.8, 4.8, 4.671428571428571)","(3.2, 99999, 99990)","(4.8, 11.0, 9.053061224489795)","(13.0, 19.5, 14.666666666666666)","(8.0, 99999, 99990)","(11.0, 17.0, 12.200000000000001)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 200.0, 185.88235294117646)"
10-01-2023 15:53:19.659359,"(8.5, 10.5, 9.3)","(3.8, 4.8, 4.233333333333333)","(3.2, 99999, 99990)","(4.8, 9.2, 9.453333333333333)","(13.0, 19.0, 16.666666666666668)","(8.0, 99999, 99990)","(11.0, 17.0, 13.914285714285715)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 190.0, 137.5)"
10-01-2023 15:53:21.244588,"(8.5, 10.0, 9.10909090909091)","(3.8, 4.8, 4.233333333333333)","(3.2, 99999, 99990)","(4.8, 9.8, 9.366666666666667)","(13.0, 18.5, 16.25)","(8.0, 99999, 99990)","(11.0, 17.0, 15.16)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:22.650071,"(8.5, 10.0, 9.3)","(3.8, 4.8, 4.233333333333333)","(3.2, 99999, 99990)","(4.8, 9.8, 10.842857142857143)","(13.0, 19.5, 14.625)","(8.0, 99999, 99990)","(11.0, 16.5, 12.777777777777779)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:24.298074,"(8.5, 10.0, 9.819354838709678)","(3.8, 4.8, 4.233333333333333)","(3.2, 99999, 99990)","(4.8, 11.5, 9.814285714285715)","(13.0, 19.5, 14.5)","(8.0, 99999, 99990)","(11.0, 16.5, 13.933333333333334)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:25.836966,"(8.5, 10.0, 10.268518518518519)","(3.8, 4.8, 4.233333333333333)","(3.2, 99999, 99990)","(4.8, 10.0, 9.925)","(13.0, 19.0, 15.5)","(8.0, 99999, 99990)","(11.0, 16.0, 14.36)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:27.393340,"(8.5, 10.5, 10.568627450980392)","(3.8, 4.8, 4.233333333333333)","(3.2, 99999, 99990)","(4.8, 11.5, 10.0)","(13.0, 18.0, 15.5)","(8.0, 99999, 99990)","(11.0, 15.5, 12.333333333333334)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:29.007781,"(8.5, 11.0, 10.3)","(3.8, 4.8, 4.266666666666667)","(3.2, 99999, 99990)","(4.8, 11.0, 11.305263157894737)","(13.0, 18.0, 15.5)","(8.0, 99999, 99990)","(11.0, 15.5, 13.56)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:30.504744,"(8.5, 11.5, 10.833333333333334)","(3.8, 4.8, 4.266666666666667)","(3.2, 99999, 99990)","(4.8, 12.0, 10.0)","(13.0, 18.0, 15.5)","(8.0, 99999, 99990)","(11.0, 14.5, 11.88888888888889)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:32.128552,"(8.5, 11.5, 10.68421052631579)","(3.8, 4.8, 4.266666666666667)","(3.2, 99999, 99990)","(4.8, 12.0, 9.806666666666667)","(13.0, 18.0, 16.0)","(8.0, 99999, 99990)","(11.0, 14.5, 11.666666666666668)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:33.588789,"(8.5, 11.0, 9.771428571428572)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 10.0, 9.213793103448275)","(13.0, 17.5, 15.454545454545455)","(8.0, 99999, 99990)","(11.0, 14.0, 14.933333333333334)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:34.962618,"(8.5, 10.5, 9.771428571428572)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.4, 9.5)","(13.0, 17.5, 16.0)","(8.0, 99999, 99990)","(11.0, 17.5, 13.678947368421053)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:36.395557,"(8.5, 10.5, 9.933333333333334)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.8, 9.746666666666668)","(13.0, 16.5, 17.875)","(8.0, 99999, 99990)","(11.0, 16.5, 13.678947368421053)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:37.840498,"(8.5, 11.0, 10.625)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.8, 9.633333333333335)","(13.0, 19.5, 14.222222222222221)","(8.0, 99999, 99990)","(11.0, 16.5, 12.071428571428571)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:39.367338,"(8.5, 11.0, 10.454545454545455)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.8, 9.633333333333335)","(13.0, 18.5, 14.222222222222221)","(8.0, 99999, 99990)","(11.0, 16.0, 11.928571428571429)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:40.791242,"(8.5, 10.5, 10.208333333333334)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.8, 9.53125)","(13.0, 18.5, 14.222222222222221)","(8.0, 99999, 99990)","(11.0, 15.5, 11.785714285714286)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:42.215408,"(8.5, 12.0, 10.588235294117647)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.6, 9.53125)","(13.0, 18.5, 15.538461538461538)","(8.0, 99999, 99990)","(11.0, 15.0, 11.642857142857142)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:43.607516,"(8.5, 12.0, 10.588235294117647)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 9.6, 10.066666666666666)","(13.0, 18.5, 15.538461538461538)","(8.0, 99999, 99990)","(11.0, 14.5, 12.25)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:45.051716,"(8.5, 12.0, 10.588235294117647)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 11.0, 9.771428571428572)","(13.0, 18.5, 15.538461538461538)","(8.0, 99999, 99990)","(11.0, 14.0, 12.5)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:46.423725,"(8.5, 12.5, 12.235849056603774)","(3.8, 4.8, 4.4)","(3.2, 99999, 99990)","(4.8, 10.5, 8.9)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 11.357142857142858)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 160.0)"
10-01-2023 15:53:47.890200,"(8.5, 12.5, 10.803030303030303)","(3.8, 4.8, 4.6)","(3.2, 99999, 99990)","(4.8, 9.0, 8.56)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 160.0)"
10-01-2023 15:53:49.272597,"(8.5, 12.5, 11.966666666666667)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 8.8, 8.22857142857143)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:50.596479,"(8.5, 12.0, 10.833333333333334)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 8.8, 8.457142857142857)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:52.018088,"(8.5, 12.0, 10.833333333333334)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 8.8, 8.690909090909091)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:53.496201,"(8.5, 12.0, 11.5)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 8.8, 8.690909090909091)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:54.952415,"(8.5, 19.5, 17.25)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 9.6, 9.200000000000001)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:56.353186,"(8.5, 13.5, 17.1875)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 9.4, 9.333333333333334)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:58.223506,"(8.5, 20.0, 18.3125)","(3.8, 4.8, 4.4799999999999995)","(3.2, 99999, 99990)","(4.8, 9.4, 10.221428571428572)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:53:59.699070,"(8.5, 19.0, 14.25)","(3.8, 4.8, 4.266666666666667)","(3.2, 99999, 99990)","(4.8, 10.5, 9.407142857142858)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:54:01.114462,"(8.5, 15.0, 14.653846153846153)","(3.8, 4.8, 4.266666666666667)","(3.2, 99999, 99990)","(4.8, 10.5, 9.216666666666667)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:54:02.532422,"(8.5, 15.0, 14.25)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 9.181818181818182)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:54:03.967608,"(8.5, 14.5, 14.25)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 9.685714285714285)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:54:05.447252,"(8.5, 15.0, 14.5)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 10.5, 10.240384615384615)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 126.66666666666666)"
10-01-2023 15:54:06.941646,"(8.5, 15.0, 14.621621621621621)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 10.5, 9.685714285714285)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 185.0)","(11.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:54:08.409847,"(8.5, 15.0, 14.533333333333333)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 10.5, 8.984)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 126.66666666666666)","(11.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:54:09.926053,"(8.5, 15.0, 14.533333333333333)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 9.21111111111111)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 200.0, 140.0)","(11.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:54:12.932002,"(8.5, 15.0, 14.533333333333333)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 9.21111111111111)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 190.0, 126.66666666666666)","(11.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:54:14.434831,"(8.5, 15.0, 14.761904761904763)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 9.214285714285714)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:54:15.914555,"(8.5, 15.0, 18.0)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 9.214285714285714)","(13.0, 18.5, 14.61111111111111)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 150.0)"
10-01-2023 15:54:17.383315,"(8.5, 19.0, 16.25)","(3.8, 4.8, 4.133333333333333)","(3.2, 99999, 99990)","(4.8, 9.4, 9.214285714285714)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 162.0)"
10-01-2023 15:54:18.815497,"(8.5, 18.0, 16.125)","(3.8, 4.8, 4.133333333333333)","(3.2, 99999, 99990)","(4.8, 9.4, 9.6)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 130.0)"
10-01-2023 15:54:20.264695,"(8.5, 18.0, 16.416666666666668)","(3.8, 4.8, 4.114285714285714)","(3.2, 99999, 99990)","(4.8, 10.0, 9.875862068965517)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 130.0)"
10-01-2023 15:54:21.722082,"(8.5, 17.0, 14.25)","(3.8, 4.8, 4.3)","(3.2, 99999, 99990)","(4.8, 10.0, 9.955555555555556)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.0)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 130.0)"
10-01-2023 15:54:23.208983,"(8.5, 14.5, 14.25)","(3.8, 4.6, 4.3)","(3.2, 99999, 99990)","(4.8, 10.0, 9.214285714285714)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 13.5, 12.6)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 130.0)"
10-01-2023 15:54:24.684219,"(8.5, 17.0, 16.25)","(3.8, 4.6, 4.3)","(3.2, 99999, 99990)","(4.8, 9.4, 8.638095238095238)","(13.0, 18.5, 14.5)","(8.0, 99999, 99990)","(11.0, 14.0, 11.75)","(101.0, 210.0, 193.33333333333334)","(11.0, 99999, 99990)","(101.0, 210.0, 130.0)"
