,Willby Rules,Alpine Blast,Lions Tooth,Aspirate,Mascherata,Gee Gee Can Win,Spirited Toff,Techno Awards,The Beekeeper,Miss Sleuth
11-01-2023 15:52:34.721310,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.06)","(2.6, 3.9, 3.7526315789473683)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:36.061163,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 100.0, 28.333333333333332)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.06)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:37.417922,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 65.0, 28.333333333333332)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:38.777252,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 65.0, 28.333333333333332)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:40.167380,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 65.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:41.516053,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:42.878241,"(17.0, 19.0, 18.166666666666668)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:44.219537,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:45.626425,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:47.045362,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:48.603327,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:50.010659,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 13.833333333333334)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 212.0)"
11-01-2023 15:52:51.407607,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 47.33333333333333)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 19.0, 15.791666666666666)","(101.0, 220.0, 212.0)"
11-01-2023 15:52:52.871184,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 100.0, 32.14285714285714)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 151.66666666666666)","(11.0, 19.0, 17.071428571428573)","(101.0, 220.0, 212.0)"
11-01-2023 15:52:54.496027,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 60.0, 32.14285714285714)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 151.66666666666666)","(11.0, 18.5, 16.3125)","(101.0, 220.0, 212.0)"
11-01-2023 15:52:55.974250,"(17.0, 19.0, 18.4375)","(6.5, 8.2, 7.6)","(19.0, 60.0, 60.5)","(16.0, 26.0, 19.25)","(2.6, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:57.332070,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 26.0, 19.25)","(2.7, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:52:58.872968,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 26.0, 19.25)","(2.7, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:00.526304,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 26.0, 19.25)","(2.7, 3.3, 3.0575757575757576)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:02.164258,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 26.0, 19.5)","(2.7, 3.3, 3.0999999999999996)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:03.852849,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.0948717948717945)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:05.447310,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.0948717948717945)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:07.071036,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.0948717948717945)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 15.545454545454545)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:08.475814,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.089473684210526)","(2.6, 3.9, 3.7)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 18.0, 14.333333333333334)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:09.916556,"(16.0, 19.0, 18.4375)","(6.0, 8.2, 7.6)","(18.0, 100.0, 60.5)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.089473684210526)","(2.6, 3.9, 3.6884615384615387)","(10.0, 15.5, 14.833333333333332)","(61.0, 170.0, 147.0)","(11.0, 14.5, 13.8125)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:11.347188,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.111764705882353)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:12.783076,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:14.275578,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:15.837616,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 14.6)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:17.266134,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 14.6)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:18.771575,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 14.6)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:20.191095,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 14.6)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:22.014689,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 14.6)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:23.603706,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:25.186580,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.155172413793103)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:26.688477,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:28.207386,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:29.802175,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:31.302651,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:32.735049,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 35.625)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.155172413793103)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:53:34.224698,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 60.0, 68.4)","(16.0, 27.0, 19.5)","(2.7, 3.3, 3.1545454545454543)","(2.6, 3.85, 3.625)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:35.633558,"(16.0, 19.0, 17.125)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 27.0, 18.5)","(2.7, 3.3, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:37.042592,"(16.0, 19.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:38.688549,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:40.350663,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:42.030936,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:43.912835,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.175)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:45.560213,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.175)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:47.247745,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.175)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:48.939130,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:50.519485,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:52.090474,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.5)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:54.169655,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 23.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6785714285714284)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:56.407399,"(16.0, 21.0, 18.083333333333332)","(6.0, 8.2, 7.685714285714285)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.85, 3.6799999999999997)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:58.236586,"(16.0, 21.0, 18.5)","(6.0, 8.2, 8.1)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(61.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:53:59.905405,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.457142857142857)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:01.596314,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.457142857142857)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:03.151488,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.457142857142857)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:04.628320,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.457142857142857)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:06.116128,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.457142857142857)","(18.0, 100.0, 68.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:07.628291,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.333333333333332)","(18.0, 100.0, 30.0)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6687499999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:54:09.146174,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.333333333333332)","(18.0, 60.0, 41.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6687499999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:54:10.706641,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.333333333333332)","(18.0, 55.0, 38.4)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6687499999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:54:12.442724,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.333333333333332)","(18.0, 50.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:54:14.145396,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.333333333333332)","(18.0, 48.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.16)","(2.6, 3.8, 3.6799999999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 151.66666666666666)","(11.0, 14.0, 13.8)","(101.0, 220.0, 212.0)"
11-01-2023 15:54:15.750497,"(16.0, 21.0, 18.5)","(6.0, 8.6, 8.2)","(18.0, 48.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.1576923076923076)","(2.6, 3.8, 3.6687499999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:17.303825,"(16.0, 21.0, 18.5)","(6.0, 11.0, 8.416666666666666)","(18.0, 48.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.1576923076923076)","(2.6, 3.8, 3.6687499999999997)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:18.840796,"(16.0, 21.0, 18.5)","(6.0, 10.5, 8.416666666666666)","(18.0, 48.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.164285714285714)","(2.6, 3.8, 3.675)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:20.498799,"(16.0, 21.0, 18.5)","(6.0, 10.5, 8.416666666666666)","(18.0, 48.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.164285714285714)","(2.6, 3.75, 3.675)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:22.254512,"(16.0, 21.0, 18.5)","(6.0, 10.5, 8.15)","(18.0, 48.0, 37.2)","(16.0, 22.0, 18.666666666666668)","(2.7, 3.25, 3.1964285714285716)","(2.6, 3.75, 3.683333333333333)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:23.858980,"(16.0, 21.0, 17.25)","(6.0, 9.2, 8.15)","(18.0, 48.0, 37.2)","(16.0, 22.0, 22.8)","(2.7, 3.25, 3.2)","(2.6, 3.75, 3.6423076923076922)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
11-01-2023 15:54:25.485389,"(16.0, 21.0, 17.25)","(6.0, 9.2, 8.15)","(18.0, 48.0, 37.2)","(16.0, 46.0, 23.75)","(2.7, 3.25, 3.2)","(2.6, 3.75, 3.6423076923076922)","(10.0, 15.5, 12.5)","(71.0, 170.0, 147.0)","(11.0, 14.0, 13.8)","(101.0, 220.0, 210.0)"
