,Mariahs Shadow,Joey Girl,Kahina,Pay Me Interest Nz,Whistle On By,Atreacherous
12-01-2023 12:15:16.133126,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:17.010486,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:18.004637,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:18.948769,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:19.864659,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:20.764754,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:21.621804,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:22.487481,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:23.436171,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:24.318532,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:25.233164,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:26.132118,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:26.986874,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:27.952684,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:28.819497,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:29.696483,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:30.576828,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:31.498065,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:32.477433,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:33.419075,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:34.272884,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:35.132092,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:36.109564,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:37.065349,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:38.039142,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:39.007401,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:39.893571,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:40.755717,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:41.667122,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:42.576976,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:43.452018,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:44.341604,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:45.224740,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:46.130672,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:47.028076,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:47.915349,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:48.816521,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:49.705107,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:50.640895,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:51.675430,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:52.620118,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:53.546295,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:54.424738,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:55.273000,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:56.248602,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:57.183912,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:58.048431,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:58.899496,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:15:59.802457,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:16:00.708022,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 15.0)","(1.3, 1.55, 1.4849999999999999)"
12-01-2023 12:16:01.680256,"(81.0, 180.0, 116.66666666666667)","(21.0, 60.0, 31.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4863636363636363)"
12-01-2023 12:16:02.663174,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 38.5)","(3.6, 6.0, 5.4)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4863636363636363)"
12-01-2023 12:16:03.647820,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.685714285714286)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4863636363636363)"
12-01-2023 12:16:04.617446,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.685714285714286)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:05.534811,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:06.459527,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:07.334353,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:08.238115,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:09.142525,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:10.063180,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:10.951553,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:11.877705,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:12.753690,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:13.687638,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:14.545793,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:15.424094,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:16.369063,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:17.333481,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:18.367652,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:19.339383,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.48)"
12-01-2023 12:16:20.228408,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.571428571428571)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4947368421052631)"
12-01-2023 12:16:21.090920,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.327272727272727)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:22.007361,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.218181818181818)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:22.948371,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.218181818181818)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:23.923989,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.218181818181818)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:24.848475,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.218181818181818)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:25.677015,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.218181818181818)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:26.530244,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.2, 5.184615384615385)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4964285714285714)"
12-01-2023 12:16:27.454477,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.3)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5)"
12-01-2023 12:16:28.435031,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.3)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5)"
12-01-2023 12:16:29.410481,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.3)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5)"
12-01-2023 12:16:30.357012,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.3)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5)"
12-01-2023 12:16:31.295959,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.428571428571429)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.480357142857143)"
12-01-2023 12:16:32.202130,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.6375)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:33.137075,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.366666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:34.072507,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.366666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:34.918715,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.278947368421052)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:35.782348,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.05)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:36.692755,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.05)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:37.562449,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.05)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:38.501805,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.05)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4416666666666667)"
12-01-2023 12:16:39.398742,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 6.0, 5.057142857142857)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4416666666666667)"
12-01-2023 12:16:40.283102,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:41.136068,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.5035714285714286)"
12-01-2023 12:16:42.045589,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:43.066126,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:44.062238,"(81.0, 180.0, 116.66666666666667)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:45.011688,"(81.0, 180.0, 156.25)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:45.903186,"(81.0, 180.0, 150.0)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:46.774236,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:47.726179,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.166666666666667)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:48.709513,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.5)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:49.618258,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.5)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:50.540324,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.5)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:51.430996,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.5)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:52.287463,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.8, 5.390909090909091)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:53.190780,"(81.0, 180.0, 123.33333333333333)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.821428571428572)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:54.182779,"(81.0, 180.0, 143.33333333333331)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.45)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:55.118502,"(81.0, 180.0, 110.0)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.45)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
12-01-2023 12:16:56.048143,"(81.0, 180.0, 110.0)","(21.0, 55.0, 44.33333333333333)","(3.6, 5.9, 5.45)","(10.0, 99999, 99990)","(10.0, 19.0, 14.333333333333334)","(1.3, 1.55, 1.4986842105263158)"
