,Stings To Burn,Aston Bier,Erupting Avatar,Liberty Royal,Our Boy Ziggy,Delta Storm,All Inn Scooby,Jax Flash
08-12-2022 12:54:56.871046,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 12.357142857142858)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.0)","(4.0, 6.6, 4.71)","(5.0, 11.5, 8.6)"
08-12-2022 12:54:58.167543,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 4.956521739130435)","(5.0, 11.5, 6.9399999999999995)"
08-12-2022 12:54:59.483046,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 4.956521739130435)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:01.040371,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 4.956521739130435)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:02.641205,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 4.956521739130435)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:04.097958,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 4.956521739130435)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:05.533370,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 4.956521739130435)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:06.934505,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.6, 5.08)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:08.196352,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.6)"
08-12-2022 12:55:09.491630,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.75)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:10.790033,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 5.75)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:12.029015,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 5.75)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:13.290581,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 5.08)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:14.616637,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:15.975495,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.083333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:17.375513,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 14.678571428571427)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:18.661229,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:20.050325,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:21.198436,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.81764705882353)"
08-12-2022 12:55:22.441780,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.4)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:23.747824,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:25.122305,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:26.449432,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:27.803308,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 4.875)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:29.136473,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:30.413617,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:31.926414,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:33.741196,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.307692307692307)"
08-12-2022 12:55:35.105002,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.307692307692307)"
08-12-2022 12:55:36.609020,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.307692307692307)"
08-12-2022 12:55:37.817817,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 5.208333333333334)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:38.989528,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.2, 5.75)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:40.289384,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 5.65)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:41.621535,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 7.0)","(4.0, 6.0, 5.08)","(5.0, 11.5, 8.65)"
08-12-2022 12:55:42.841498,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.0, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 8.864705882352942)"
08-12-2022 12:55:44.042240,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.75)","(5.0, 11.5, 8.864705882352942)"
08-12-2022 12:55:45.215795,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 5.75)","(5.0, 11.5, 8.864705882352942)"
08-12-2022 12:55:46.387963,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 5.08)","(5.0, 11.5, 8.864705882352942)"
08-12-2022 12:55:47.536509,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 12.0625)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.5)"
08-12-2022 12:55:48.732355,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 13.25)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:49.970563,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 13.25)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:51.279191,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.260869565217392)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:52.514541,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:54.215095,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:55.541820,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:56.825596,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:58.358854,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:55:59.985221,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 4.875)","(5.0, 11.5, 7.571428571428571)"
08-12-2022 12:56:01.519235,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 9.607142857142858)"
08-12-2022 12:56:02.938860,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 5.2124999999999995)","(5.0, 11.5, 7.857142857142858)"
08-12-2022 12:56:04.257771,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:05.509186,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:06.837360,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:08.190350,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:09.487165,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.0, 5.153846153846154)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:10.695270,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.153846153846154)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:12.085089,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.036363636363636)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:13.451486,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:14.841094,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:16.195028,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.416666666666668)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:17.566114,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 13.727272727272727)","(5.0, 7.2, 5.733333333333333)","(6.0, 11.5, 7.966666666666667)","(4.0, 6.2, 5.75)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:18.842168,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 13.727272727272727)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.5, 9.4)","(4.0, 6.0, 5.75)","(5.0, 11.5, 9.458333333333334)"
08-12-2022 12:56:20.078492,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.0, 5.08)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:21.273348,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:22.535082,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.733333333333333)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:23.801964,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:25.131995,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:26.508038,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:27.929186,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.733333333333333)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:29.269893,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 9.821428571428571)"
08-12-2022 12:56:30.734633,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.2, 5.035714285714286)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:32.088325,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.733333333333333)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:33.482206,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:34.739425,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.949999999999999)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:35.979092,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:37.069778,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:38.231824,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.733333333333333)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:39.496710,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.3)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.2, 5.461538461538462)","(6.0, 11.0, 9.4)","(4.0, 6.0, 4.875)","(5.0, 11.5, 9.75)"
08-12-2022 12:56:40.742363,"(6.0, 9.0, 7.636363636363637)","(8.5, 22.0, 17.0)","(8.5, 15.5, 14.125)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.2727272727272725)","(6.0, 11.0, 10.425)","(4.0, 6.0, 4.995652173913044)","(5.0, 11.5, 9.178947368421053)"
08-12-2022 12:56:42.018417,"(6.0, 9.0, 7.75)","(8.5, 22.0, 16.0)","(8.5, 15.5, 14.547619047619047)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.2727272727272725)","(6.0, 11.0, 10.425)","(4.0, 6.4, 5.208333333333334)","(5.0, 11.5, 8.166666666666666)"
08-12-2022 12:56:43.287813,"(6.0, 8.8, 7.5680000000000005)","(8.5, 22.0, 17.0)","(8.5, 15.5, 14.547619047619047)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.5)","(6.0, 11.0, 10.425)","(4.0, 6.2, 5.208333333333334)","(5.0, 11.5, 9.357142857142858)"
08-12-2022 12:56:44.553688,"(6.0, 8.8, 7.5680000000000005)","(8.5, 22.0, 17.0)","(8.5, 15.5, 14.547619047619047)","(8.0, 18.5, 10.583333333333334)","(5.0, 7.0, 5.415384615384616)","(6.0, 11.0, 10.425)","(4.0, 6.2, 5.08)","(5.0, 11.5, 9.357142857142858)"
08-12-2022 12:56:45.842850,"(6.0, 8.8, 7.5680000000000005)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.681818181818182)","(8.0, 18.5, 10.583333333333334)","(5.0, 6.8, 5.415384615384616)","(6.0, 11.0, 10.425)","(4.0, 6.2, 5.541176470588235)","(5.0, 11.5, 9.357142857142858)"
08-12-2022 12:56:47.150981,"(6.0, 8.8, 7.5680000000000005)","(8.5, 22.0, 16.0)","(8.5, 15.5, 13.681818181818182)","(8.0, 18.5, 10.583333333333334)","(5.0, 6.8, 5.415384615384616)","(6.0, 11.0, 10.425)","(4.0, 6.2, 5.541176470588235)","(5.0, 11.5, 9.357142857142858)"
08-12-2022 12:56:48.493337,"(6.0, 9.0, 8.210526315789473)","(8.5, 22.0, 17.0)","(8.5, 15.5, 13.681818181818182)","(8.0, 18.5, 15.21875)","(5.0, 6.8, 5.733333333333333)","(6.0, 11.0, 10.425)","(4.0, 6.2, 5.338461538461538)","(5.0, 11.5, 9.357142857142858)"
