,Galaga,Miss Eugen,Graciebird,Sly As A Fox,Dream Evil,Take Another Look,Nippa Whiskey
07-01-2023 15:10:19.281889,"(13.0, 18.5, 17.5)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:20.308112,"(13.0, 18.5, 17.75)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:21.477529,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:22.585719,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:23.565560,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:24.552334,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:25.681143,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:26.750441,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:27.798076,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:28.955616,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:30.032381,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:30.955579,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:32.050657,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:33.142273,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:34.182738,"(13.0, 19.0, 16.265625)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:35.303431,"(13.0, 19.0, 16.442307692307693)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:36.444865,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:37.549275,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:38.645368,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:39.705782,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:40.688258,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9769999999999999)","(5.5, 8.4, 7.2)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:41.761609,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.485714285714286)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:42.835238,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 18.0, 15.666666666666666)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.485714285714286)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:43.839510,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 17.5, 15.5)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.466666666666667)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:44.944899,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 6.640000000000001)","(10.0, 17.5, 15.5)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.466666666666667)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:46.052264,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.2, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.5, 11.863636363636363)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:47.104174,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.4, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.5, 13.25)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:48.173929,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.4, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.25)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:49.287486,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.4, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.25)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:50.292259,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.4, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.25)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:51.401654,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.4, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.25)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:52.600669,"(13.0, 19.0, 18.22222222222222)","(4.8, 7.4, 7.0)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.25)","(1.9, 1.98, 1.9692857142857143)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:53.756165,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 17.5, 15.5)","(9.0, 15.0, 14.0)","(1.9, 1.98, 1.9423333333333332)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:54.826254,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.987500000000001)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.5)","(1.9, 1.95, 1.9666666666666666)","(5.5, 8.4, 7.6000000000000005)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:55.935935,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 17.5, 15.5)","(9.0, 15.0, 13.25)","(1.9, 1.98, 1.9576470588235293)","(5.5, 8.4, 7.446153846153846)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:57.094606,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 17.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:58.165804,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 29.25)"
07-01-2023 15:10:59.199679,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 29.25)"
07-01-2023 15:11:00.350298,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 29.25)"
07-01-2023 15:11:01.607523,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:02.841801,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:04.053149,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:05.209796,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9576470588235293)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:06.363633,"(13.0, 19.0, 18.22222222222222)","(4.8, 6.6, 5.8999999999999995)","(10.0, 18.5, 14.710526315789474)","(9.0, 15.0, 13.25)","(1.9, 1.97, 1.9854545454545454)","(5.5, 8.8, 7.446153846153846)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:07.569638,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.226666666666667)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.99, 1.9441666666666666)","(5.5, 8.8, 8.1)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:08.778589,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.1)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:10.018332,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:11.209230,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:12.300257,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:13.476571,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:14.643498,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 11.833333333333334)","(1.9, 1.96, 1.943111111111111)","(5.5, 8.8, 8.1)","(18.0, 42.0, 33.5)"
07-01-2023 15:11:15.691068,"(13.0, 19.0, 17.0)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.847826086956522)","(9.0, 12.5, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:16.836034,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:18.024606,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.8)"
07-01-2023 15:11:19.281853,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.943111111111111)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 26.571428571428573)"
07-01-2023 15:11:20.600833,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.413333333333333)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.943111111111111)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 26.571428571428573)"
07-01-2023 15:11:21.840627,"(13.0, 19.0, 18.3)","(4.8, 6.6, 6.969230769230769)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 14.61111111111111)","(1.9, 1.96, 1.9441666666666666)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 26.571428571428573)"
07-01-2023 15:11:23.039736,"(13.0, 19.0, 18.5)","(4.8, 7.0, 6.969230769230769)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 14.3)","(1.9, 1.96, 1.943111111111111)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 26.571428571428573)"
07-01-2023 15:11:24.210382,"(13.0, 19.0, 18.5)","(4.8, 7.2, 6.666666666666667)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.943111111111111)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 31.2)"
07-01-2023 15:11:25.470822,"(13.0, 19.0, 18.5)","(4.8, 7.2, 6.666666666666667)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 1.96, 1.990909090909091)","(5.5, 8.8, 8.133333333333333)","(18.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:26.737391,"(13.0, 19.0, 17.970588235294116)","(4.8, 7.2, 6.666666666666667)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 2.02, 2.019230769230769)","(5.5, 8.8, 8.106666666666667)","(18.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:27.961885,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 2.04, 2.019230769230769)","(5.5, 8.8, 8.106666666666667)","(18.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:29.192043,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(10.0, 18.5, 14.681818181818182)","(9.0, 15.0, 13.25)","(1.9, 2.04, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:30.301043,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(11.0, 18.5, 14.681818181818182)","(10.0, 15.0, 13.25)","(1.9, 2.04, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:31.479994,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(11.0, 18.5, 14.681818181818182)","(10.0, 15.0, 13.25)","(1.9, 2.04, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:32.556605,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(11.0, 18.5, 14.681818181818182)","(10.0, 15.0, 13.25)","(1.9, 2.04, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:33.759441,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(11.0, 18.5, 14.681818181818182)","(10.0, 15.0, 13.25)","(1.9, 2.04, 2.024)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:35.059138,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(11.0, 18.5, 14.681818181818182)","(10.0, 15.0, 13.25)","(1.9, 2.04, 2.0171428571428573)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:36.364789,"(13.0, 19.0, 16.5)","(4.8, 7.2, 6.666666666666667)","(11.0, 18.5, 14.681818181818182)","(10.0, 15.0, 13.25)","(1.9, 2.04, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 32.18181818181818)"
07-01-2023 15:11:37.601067,"(13.0, 19.0, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 18.5, 15.5)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:38.827356,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:40.047936,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:41.228194,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:42.406940,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:43.694526,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:44.860311,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:46.141663,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.01)","(5.5, 8.8, 8.106666666666667)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:47.492981,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.04)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:48.801089,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.04)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:50.046167,"(13.0, 18.5, 16.833333333333332)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:51.270301,"(13.0, 18.5, 17.875)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:52.483107,"(13.0, 18.5, 17.363636363636363)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:53.702153,"(13.0, 18.5, 17.363636363636363)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:54.987351,"(13.0, 16.0, 15.25)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.8, 7.5)","(19.0, 42.0, 30.0)"
07-01-2023 15:11:56.257551,"(13.0, 16.0, 15.25)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.0472727272727274)","(5.5, 8.8, 6.684931506849315)","(19.0, 40.0, 32.0)"
07-01-2023 15:11:57.470561,"(13.0, 16.0, 15.277777777777779)","(4.8, 7.2, 6.8)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.046666666666667)","(5.5, 6.8, 7.538461538461538)","(19.0, 38.0, 29.0)"
07-01-2023 15:11:58.686914,"(13.0, 16.0, 15.277777777777779)","(4.8, 7.4, 7.0)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.4, 7.364705882352942)","(19.0, 38.0, 29.0)"
07-01-2023 15:11:59.888910,"(13.0, 15.5, 15.083333333333334)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.5, 14.928571428571429)","(10.0, 15.0, 13.25)","(1.9, 2.06, 2.045714285714286)","(5.5, 8.4, 7.28)","(19.0, 38.0, 29.0)"
07-01-2023 15:12:01.110002,"(13.0, 15.5, 15.083333333333334)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.5, 15.75)","(10.0, 15.0, 12.375)","(1.9, 2.06, 2.04)","(5.5, 8.4, 7.223529411764706)","(19.0, 38.0, 32.666666666666664)"
07-01-2023 15:12:02.288165,"(13.0, 15.5, 15.083333333333334)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.0, 15.75)","(10.0, 15.0, 13.09090909090909)","(1.9, 2.06, 2.0412500000000002)","(5.5, 8.0, 7.223529411764706)","(19.0, 36.0, 28.857142857142858)"
07-01-2023 15:12:03.629529,"(13.0, 15.5, 15.083333333333334)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.5, 15.25)","(10.0, 15.0, 13.09090909090909)","(1.9, 2.06, 2.0412500000000002)","(5.5, 8.0, 7.2)","(19.0, 36.0, 28.0)"
07-01-2023 15:12:04.838843,"(13.0, 18.5, 17.5)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.5, 15.333333333333334)","(10.0, 15.0, 13.09090909090909)","(1.9, 2.06, 2.028421052631579)","(5.5, 8.0, 7.2)","(19.0, 34.0, 27.714285714285715)"
07-01-2023 15:12:06.119330,"(13.0, 18.0, 17.333333333333332)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.0, 15.25)","(10.0, 15.0, 13.09090909090909)","(1.9, 2.06, 2.028421052631579)","(5.5, 8.0, 7.223529411764706)","(19.0, 32.0, 27.714285714285715)"
07-01-2023 15:12:07.474529,"(13.0, 18.0, 16.666666666666668)","(4.8, 7.4, 6.828571428571428)","(11.0, 17.5, 15.25)","(10.0, 15.0, 13.09090909090909)","(1.9, 2.06, 2.0300000000000002)","(5.5, 8.0, 7.4)","(19.0, 32.0, 27.714285714285715)"
